Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Завьяловская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
		0.05%	0.09%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.40%	0.15%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1916	225	350	303	24	60	53	114	35	143	63	94	59	39	280	74					
		17.68%	19.69%	24.04%	25.53%	15.58%	10.73%	12.18%	16.29%	13.83%	20.85%	7.22%	14.03%	11.13%	10.71%	26.22%	9.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	132	16	20	10	3	2	6	9	3	16	4	7	2	7	5	22					
		1.22%	1.40%	1.37%	0.84%	1.95%	0.36%	1.38%	1.29%	1.19%	2.33%	0.46%	1.04%	0.38%	1.92%	0.47%	2.90%					
23	6.Политическая партия «Партия социальной справедливости»	17	3	0	2	0	1	2	2	1	0	1	1	0	0	4	0					
		0.16%	0.26%	0.00%	0.17%	0.00%	0.18%	0.46%	0.29%	0.40%	0.00%	0.11%	0.15%	0.00%	0.00%	0.37%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	914	89	124	94	12	30	34	41	11	66	116	44	59	44	68	82					
		8.43%	7.79%	8.52%	7.92%	7.79%	5.37%	7.82%	5.86%	4.35%	9.62%	13.29%	6.57%	11.13%	12.09%	6.37%	10.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	950	78	91	89	30	43	33	93	17	76	71	68	49	44	74	94					
		8.77%	6.82%	6.25%	7.50%	19.48%	7.69%	7.59%	13.29%	6.72%	11.08%	8.13%	10.15%	9.25%	12.09%	6.93%	12.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	47	3	12	8	0	4	1	1	2	1	5	4	1	1	0	4					
		0.43%	0.26%	0.82%	0.67%	0.00%	0.72%	0.23%	0.14%	0.79%	0.15%	0.57%	0.60%	0.19%	0.27%	0.00%	0.53%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6009	650	749	587	82	358	242	397	172	349	536	412	329	188	537	421					
		55.45%	56.87%	51.44%	49.45%	53.25%	64.04%	55.63%	56.71%	67.98%	50.87%	61.40%	61.49%	62.08%	51.65%	50.28%	55.54%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	53	5	15	8	1	2	5	3	1	3	1	1	1	1	2	4					
		0.49%	0.44%	1.03%	0.67%	0.65%	0.36%	1.15%	0.43%	0.40%	0.44%	0.11%	0.15%	0.19%	0.27%	0.19%	0.53%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
