Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Идринская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	270	30	31	12	7	7	4	4	10	4	10	4	7	4	10	7	7	10	7	10	7	7	7	4	4	10	10	7	10	4	4	7	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	44	12	17	4	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	35	4	4	1	1	1	0	1	1	2	3	0	1	1	0	1	1	3	2	0	1	1	0	1	0	1	1	0	0	0	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	226	18	14	8	7	7	3	4	9	4	10	4	7	4	9	7	6	9	6	8	7	7	7	3	4	9	10	7	9	4	4	7	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	33	5	8	3	0	0	0	0	0	0	1	0	0	0	1	2	1	1	0	0	1	0	0	1	0	2	3	0	1	2	0	1	0									
		0.79%	1.07%	1.28%	1.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.60%	1.64%	0.49%	0.54%	0.00%	0.00%	1.54%	0.00%	0.00%	2.86%	0.00%	0.98%	1.23%	0.00%	0.52%	5.88%	0.00%	1.79%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	97	12	13	11	0	5	1	0	7	1	0	1	0	1	5	1	1	3	4	5	3	0	2	0	0	4	10	1	4	0	1	0	1									
		2.32%	2.57%	2.07%	6.18%	0.00%	3.62%	4.76%	0.00%	3.59%	2.63%	0.00%	3.45%	0.00%	2.33%	2.98%	0.82%	0.49%	1.63%	2.67%	3.38%	4.62%	0.00%	1.50%	0.00%	0.00%	1.96%	4.12%	1.27%	2.07%	0.00%	5.26%	0.00%	2.78%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	76	15	19	4	0	2	1	0	4	0	2	1	0	0	2	0	0	2	1	5	2	1	4	1	0	3	1	1	1	1	0	3	0									
		1.82%	3.21%	3.03%	2.25%	0.00%	1.45%	4.76%	0.00%	2.05%	0.00%	1.14%	3.45%	0.00%	0.00%	1.19%	0.00%	0.00%	1.09%	0.67%	3.38%	3.08%	2.50%	3.01%	2.86%	0.00%	1.47%	0.41%	1.27%	0.52%	2.94%	0.00%	5.36%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2271	197	288	73	19	66	14	11	110	29	119	16	30	23	79	75	131	134	97	74	22	13	80	30	15	117	160	54	112	19	9	36	19									
		54.30%	42.18%	45.93%	41.01%	54.29%	47.83%	66.67%	40.74%	56.41%	76.32%	67.61%	55.17%	51.72%	53.49%	47.02%	61.48%	63.59%	72.83%	64.67%	50.00%	33.85%	32.50%	60.15%	85.71%	42.86%	57.35%	65.84%	68.35%	58.03%	55.88%	47.37%	64.29%	52.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	5	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	2	0	0	2	0	0	0	1									
		0.55%	1.07%	1.28%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.67%	0.68%	1.54%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	2.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1									
		0.14%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	2.78%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	767	97	93	48	7	25	4	8	35	4	27	6	18	13	42	15	47	17	22	25	16	6	22	3	14	30	36	16	47	7	3	9	5									
		18.34%	20.77%	14.83%	26.97%	20.00%	18.12%	19.05%	29.63%	17.95%	10.53%	15.34%	20.69%	31.03%	30.23%	25.00%	12.30%	22.82%	9.24%	14.67%	16.89%	24.62%	15.00%	16.54%	8.57%	40.00%	14.71%	14.81%	20.25%	24.35%	20.59%	15.79%	16.07%	13.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.24%	0.21%	0.16%	0.00%	0.00%	0.72%	0.00%	0.00%	0.51%	2.63%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.54%	0.67%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.26%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	3	2	1	0	2	0	0	2	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.38%	0.64%	0.32%	0.56%	0.00%	1.45%	0.00%	0.00%	1.03%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.67%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0									
		0.24%	0.21%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.54%	2.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	1	0	0	0	0	0	1	3	0	0	0									
		0.41%	0.21%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.54%	0.67%	1.35%	1.54%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	8.82%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	607	99	128	29	7	28	1	7	28	0	18	5	8	5	20	23	11	15	10	25	18	17	19	0	3	30	19	6	16	1	4	3	4									
		14.51%	21.20%	20.41%	16.29%	20.00%	20.29%	4.76%	25.93%	14.36%	0.00%	10.23%	17.24%	13.79%	11.63%	11.90%	18.85%	5.34%	8.15%	6.67%	16.89%	27.69%	42.50%	14.29%	0.00%	8.57%	14.71%	7.82%	7.59%	8.29%	2.94%	21.05%	5.36%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	3	8	1	0	0	0	0	0	0	4	0	1	0	0	0	2	1	3	1	1	1	1	0	0	1	0	0	2	0	0	0	2									
		0.77%	0.64%	1.28%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	0.00%	1.72%	0.00%	0.00%	0.00%	0.97%	0.54%	2.00%	0.68%	1.54%	2.50%	0.75%	0.00%	0.00%	0.49%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	5.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	98	18	22	4	1	3	0	1	2	0	0	0	0	0	9	1	4	6	2	4	0	0	3	0	2	5	1	1	3	1	1	2	2									
		2.34%	3.85%	3.51%	2.25%	2.86%	2.17%	0.00%	3.70%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	5.36%	0.82%	1.94%	3.26%	1.33%	2.70%	0.00%	0.00%	2.26%	0.00%	5.71%	2.45%	0.41%	1.27%	1.55%	2.94%	5.26%	3.57%	5.56%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
