Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																									
Дата голосования: 18.09.2016																																																									
																																																									
"Наименование Избирательной комиссии:    Волгоград, Краснооктябрьская"																																																									
																																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																																									
																																																									
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1187	30	30	20	18	26	23	34	30	17	31	15	15	19	18	30	45	30	15	24	25	35	18	15	30	45	19	30	19	21	20	32	22	30	30	25	30	30	30	31	17	30	30	19	24	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1143	30	30	20	18	26	23	34	17	17	31	15	15	19	18	30	44	22	15	24	25	35	18	15	30	31	19	30	19	21	20	32	22	26	30	25	30	30	30	31	17	30	30	19	24	30	26									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	834	24	27	10	12	24	17	8	13	17	48	5	4	5	2	3	17	16	18	13	20	7	5	14	15	8	41	20	14	23	56	23	34	9	14	12	43	18	16	10	11	14	18	5	72	16	13									
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	161	3	5	2	6	1	4	4	2	5	0	2	4	5	3	4	5	4	0	3	5	4	4	8	2	3	5	0	1	2	1	4	4	4	5	4	5	5	7	5	0	2	2	9	3	4	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	738	36	6	34	9	7	11	19	16	22	16	11	27	20	17	27	23	6	1	14	18	21	10	14	14	15	7	16	16	21	26	12	10	23	22	15	26	2	20	13	13	22	11	14	6	10	19									
		1.61%	3.35%	0.60%	3.22%	0.84%	0.63%	1.19%	1.60%	1.30%	1.91%	1.52%	1.08%	2.82%	1.99%	1.82%	2.09%	1.70%	0.61%	0.14%	1.57%	2.06%	2.05%	0.95%	1.30%	1.36%	1.41%	1.22%	2.03%	1.27%	1.69%	2.22%	1.17%	1.17%	2.15%	1.99%	1.82%	2.56%	0.19%	1.90%	1.50%	1.46%	2.50%	1.38%	1.62%	0.67%	1.32%	2.39%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	874	26	24	22	13	23	8	39	17	21	24	27	22	21	23	24	19	4	2	19	20	28	21	29	29	28	8	18	13	25	17	18	15	18	22	19	12	15	20	14	19	14	21	21	8	12	12									
		1.90%	2.42%	2.39%	2.09%	1.22%	2.06%	0.86%	3.28%	1.38%	1.82%	2.28%	2.64%	2.30%	2.10%	2.47%	1.86%	1.40%	0.41%	0.28%	2.13%	2.29%	2.73%	1.99%	2.69%	2.81%	2.63%	1.40%	2.29%	1.04%	2.02%	1.45%	1.76%	1.76%	1.68%	1.99%	2.30%	1.18%	1.39%	1.90%	1.61%	2.13%	1.59%	2.63%	2.43%	0.89%	1.59%	1.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	790	26	18	30	23	4	9	29	22	19	19	14	16	16	15	21	24	1	0	14	18	34	23	27	23	28	5	13	12	11	17	9	23	16	18	16	25	6	19	21	13	12	17	5	17	20	22									
		1.72%	2.42%	1.79%	2.84%	2.16%	0.36%	0.97%	2.44%	1.79%	1.65%	1.80%	1.37%	1.67%	1.60%	1.61%	1.62%	1.77%	0.10%	0.00%	1.57%	2.06%	3.32%	2.18%	2.50%	2.23%	2.63%	0.87%	1.65%	0.96%	0.89%	1.45%	0.88%	2.69%	1.49%	1.63%	1.94%	2.46%	0.56%	1.80%	2.42%	1.46%	1.37%	2.13%	0.58%	1.90%	2.64%	2.77%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20954	429	481	438	533	559	611	444	644	576	507	456	367	411	397	571	737	632	501	403	336	347	504	448	389	399	255	375	659	574	517	526	339	425	551	396	403	625	455	311	336	375	317	280	508	315	292									
		45.60%	39.91%	47.96%	41.52%	50.00%	50.18%	65.91%	37.31%	52.32%	49.91%	48.15%	44.62%	38.31%	41.02%	42.60%	44.16%	54.39%	64.10%	70.07%	45.23%	38.44%	33.89%	47.77%	41.56%	37.73%	37.54%	44.50%	47.65%	52.47%	46.29%	44.15%	51.32%	39.70%	39.68%	50.05%	47.94%	39.63%	57.98%	43.21%	35.83%	37.71%	42.66%	39.63%	32.44%	56.76%	41.61%	36.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	521	22	9	11	7	8	2	16	15	21	9	13	11	5	12	4	22	5	4	11	12	15	8	11	16	10	10	13	8	18	10	7	6	16	5	11	13	1	15	16	14	13	15	14	10	7	20									
		1.13%	2.05%	0.90%	1.04%	0.66%	0.72%	0.22%	1.34%	1.22%	1.82%	0.85%	1.27%	1.15%	0.50%	1.29%	0.31%	1.62%	0.51%	0.56%	1.23%	1.37%	1.46%	0.76%	1.02%	1.55%	0.94%	1.75%	1.65%	0.64%	1.45%	0.85%	0.68%	0.70%	1.49%	0.45%	1.33%	1.28%	0.09%	1.42%	1.84%	1.57%	1.48%	1.88%	1.62%	1.12%	0.92%	2.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	81	2	0	6	3	1	0	1	3	1	0	1	4	1	2	3	4	1	0	6	1	1	0	1	2	2	1	1	0	0	2	2	5	1	1	3	5	0	3	0	1	2	1	1	2	3	1									
		0.18%	0.19%	0.00%	0.57%	0.28%	0.09%	0.00%	0.08%	0.24%	0.09%	0.00%	0.10%	0.42%	0.10%	0.21%	0.23%	0.30%	0.10%	0.00%	0.67%	0.11%	0.10%	0.00%	0.09%	0.19%	0.19%	0.17%	0.13%	0.00%	0.00%	0.17%	0.20%	0.59%	0.09%	0.09%	0.36%	0.49%	0.00%	0.28%	0.00%	0.11%	0.23%	0.13%	0.12%	0.22%	0.40%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7055	174	166	170	170	155	73	203	149	123	173	206	164	168	137	208	132	58	51	131	134	162	185	159	224	184	93	119	165	156	171	150	176	157	147	148	165	176	174	148	170	163	155	127	143	161	132									
		15.35%	16.19%	16.55%	16.11%	15.95%	13.91%	7.87%	17.06%	12.10%	10.66%	16.43%	20.16%	17.12%	16.77%	14.70%	16.09%	9.74%	5.88%	7.13%	14.70%	15.33%	15.82%	17.54%	14.75%	21.73%	17.31%	16.23%	15.12%	13.14%	12.58%	14.60%	14.63%	20.61%	14.66%	13.35%	17.92%	16.22%	16.33%	16.52%	17.05%	19.08%	18.54%	19.38%	14.72%	15.98%	21.27%	16.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	501	9	7	16	10	6	6	9	9	22	9	10	13	14	9	10	22	3	5	12	11	12	14	24	17	15	9	5	13	12	15	8	9	12	14	16	15	8	8	5	5	8	8	7	10	12	8									
		1.09%	0.84%	0.70%	1.52%	0.94%	0.54%	0.65%	0.76%	0.73%	1.91%	0.85%	0.98%	1.36%	1.40%	0.97%	0.77%	1.62%	0.30%	0.70%	1.35%	1.26%	1.17%	1.33%	2.23%	1.65%	1.41%	1.57%	0.64%	1.04%	0.97%	1.28%	0.78%	1.05%	1.12%	1.27%	1.94%	1.47%	0.74%	0.76%	0.58%	0.56%	0.91%	1.00%	0.81%	1.12%	1.59%	1.01%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	655	13	9	27	8	16	9	21	14	10	11	11	10	20	11	15	22	9	7	11	10	16	13	11	14	13	18	6	12	22	20	13	10	10	19	12	23	9	22	20	17	18	15	8	9	16	25									
		1.43%	1.21%	0.90%	2.56%	0.75%	1.44%	0.97%	1.76%	1.14%	0.87%	1.04%	1.08%	1.04%	1.99%	1.18%	1.16%	1.62%	0.91%	0.98%	1.23%	1.14%	1.56%	1.23%	1.02%	1.36%	1.22%	3.14%	0.76%	0.96%	1.77%	1.71%	1.27%	1.17%	0.93%	1.73%	1.45%	2.26%	0.83%	2.09%	2.30%	1.91%	2.05%	1.88%	0.93%	1.01%	2.11%	3.14%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	47	0	1	4	2	0	0	1	4	1	2	0	0	3	4	1	0	1	0	1	3	1	0	2	1	0	0	1	0	1	1	0	1	4	1	0	0	0	1	1	0	0	0	1	0	0	3									
		0.10%	0.00%	0.10%	0.38%	0.19%	0.00%	0.00%	0.08%	0.32%	0.09%	0.19%	0.00%	0.00%	0.30%	0.43%	0.08%	0.00%	0.10%	0.00%	0.11%	0.34%	0.10%	0.00%	0.19%	0.10%	0.00%	0.00%	0.13%	0.00%	0.08%	0.09%	0.00%	0.12%	0.37%	0.09%	0.00%	0.00%	0.00%	0.09%	0.12%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.38%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1323	40	19	33	26	34	12	33	24	42	46	33	20	20	16	31	31	28	14	41	22	50	25	15	20	39	14	21	23	37	39	38	26	40	33	24	47	6	36	46	26	22	37	20	19	23	32									
		2.88%	3.72%	1.89%	3.13%	2.44%	3.05%	1.29%	2.77%	1.95%	3.64%	4.37%	3.23%	2.09%	1.99%	1.72%	2.40%	2.29%	2.84%	1.96%	4.60%	2.52%	4.88%	2.37%	1.39%	1.94%	3.67%	2.44%	2.67%	1.83%	2.98%	3.33%	3.71%	3.04%	3.73%	2.99%	2.91%	4.62%	0.56%	3.42%	5.30%	2.92%	2.50%	4.63%	2.32%	2.12%	3.04%	4.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	8134	192	173	159	159	201	123	227	171	211	163	180	212	196	190	212	224	170	108	148	170	234	161	224	186	231	113	123	200	241	205	166	134	195	165	119	164	179	179	163	185	141	128	328	118	122	141									
		17.70%	17.86%	17.25%	15.07%	14.92%	18.04%	13.27%	19.08%	13.89%	18.28%	15.48%	17.61%	22.13%	19.56%	20.39%	16.40%	16.53%	17.24%	15.10%	16.61%	19.45%	22.85%	15.26%	20.78%	18.04%	21.73%	19.72%	15.63%	15.92%	19.44%	17.51%	16.20%	15.69%	18.21%	14.99%	14.41%	16.13%	16.60%	16.99%	18.78%	20.76%	16.04%	16.00%	38.01%	13.18%	16.12%	17.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	299	5	7	6	4	3	5	6	5	15	6	3	7	9	6	8	14	5	3	6	6	10	7	13	5	6	3	13	4	3	3	4	4	7	10	15	8	4	7	5	5	9	4	8	3	3	7									
		0.65%	0.47%	0.70%	0.57%	0.38%	0.27%	0.54%	0.50%	0.41%	1.30%	0.57%	0.29%	0.73%	0.90%	0.64%	0.62%	1.03%	0.51%	0.42%	0.67%	0.69%	0.98%	0.66%	1.21%	0.48%	0.56%	0.52%	1.65%	0.32%	0.24%	0.26%	0.39%	0.47%	0.65%	0.91%	1.82%	0.79%	0.37%	0.66%	0.58%	0.56%	1.02%	0.50%	0.93%	0.34%	0.40%	0.88%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3134	73	63	73	88	76	50	105	99	55	46	35	56	76	77	143	76	53	19	57	97	71	53	78	69	67	30	51	107	98	104	66	65	124	76	24	93	41	75	83	69	65	52	22	33	42	59									
		6.82%	6.79%	6.28%	6.92%	8.26%	6.82%	5.39%	8.82%	8.04%	4.77%	4.37%	3.42%	5.85%	7.58%	8.26%	11.06%	5.61%	5.38%	2.66%	6.40%	11.10%	6.93%	5.02%	7.24%	6.69%	6.30%	5.24%	6.48%	8.52%	7.90%	8.88%	6.44%	7.61%	11.58%	6.90%	2.91%	9.14%	3.80%	7.12%	9.56%	7.74%	7.39%	6.50%	2.55%	3.69%	5.55%	7.42%									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
