Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Благоварская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	109	2	16	10	2	0	4	1	2	0	1	2	0	1	1	13	7	1	2	0	0	7	0	0	0	0	3	0	13	4	14	3	0	0	0									
		0.61%	0.16%	2.07%	0.69%	1.18%	0.00%	1.17%	0.87%	0.92%	0.00%	0.40%	0.22%	0.00%	0.24%	0.65%	1.62%	0.92%	0.73%	0.35%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.98%	0.38%	1.34%	0.18%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	324	3	19	35	9	0	14	3	7	0	29	3	0	10	2	18	20	5	4	0	4	27	6	3	0	0	20	1	45	0	34	3	0	0	0									
		1.82%	0.24%	2.45%	2.41%	5.33%	0.00%	4.09%	2.61%	3.23%	0.00%	11.51%	0.33%	0.00%	2.38%	1.31%	2.24%	2.64%	3.65%	0.69%	0.00%	1.32%	5.51%	4.23%	1.85%	0.00%	0.00%	3.98%	0.53%	3.41%	0.00%	3.26%	0.18%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	180	5	5	14	1	9	6	0	9	9	3	3	0	3	1	9	11	2	16	0	0	9	0	3	0	0	2	6	25	8	16	2	0	3	0									
		1.01%	0.40%	0.65%	0.96%	0.59%	6.77%	1.75%	0.00%	4.15%	2.06%	1.19%	0.33%	0.00%	0.71%	0.65%	1.12%	1.45%	1.46%	2.78%	0.00%	0.00%	1.84%	0.00%	1.85%	0.00%	0.00%	0.40%	3.17%	1.89%	0.76%	1.53%	0.12%	0.00%	1.08%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10174	707	517	585	139	78	270	80	160	249	152	519	101	236	81	387	584	104	345	160	173	316	123	75	172	103	405	136	656	603	566	786	205	157	244									
		57.30%	56.97%	66.80%	40.21%	82.25%	58.65%	78.95%	69.57%	73.73%	56.98%	60.32%	56.35%	57.39%	56.06%	52.94%	48.13%	77.15%	75.91%	59.90%	57.14%	56.91%	64.49%	86.62%	46.30%	56.95%	69.59%	80.68%	71.96%	49.66%	57.05%	54.21%	46.98%	57.10%	56.68%	57.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	69	0	0	13	0	0	8	1	4	0	2	2	0	1	0	9	3	1	1	0	0	4	0	0	0	0	2	2	11	1	2	2	0	0	0									
		0.39%	0.00%	0.00%	0.89%	0.00%	0.00%	2.34%	0.87%	1.84%	0.00%	0.79%	0.22%	0.00%	0.24%	0.00%	1.12%	0.40%	0.73%	0.17%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.40%	1.06%	0.83%	0.09%	0.19%	0.12%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	0	0	8	0	0	3	0	1	0	1	2	0	3	0	6	0	0	1	0	0	1	2	0	0	0	4	1	11	1	8	2	0	0	0									
		0.31%	0.00%	0.00%	0.55%	0.00%	0.00%	0.88%	0.00%	0.46%	0.00%	0.40%	0.22%	0.00%	0.71%	0.00%	0.75%	0.00%	0.00%	0.17%	0.00%	0.00%	0.20%	1.41%	0.00%	0.00%	0.00%	0.80%	0.53%	0.83%	0.09%	0.77%	0.12%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3204	248	63	459	14	27	16	7	11	87	32	182	40	72	23	116	69	11	110	56	58	42	2	32	60	28	39	16	271	212	253	334	72	56	86									
		18.04%	19.98%	8.14%	31.55%	8.28%	20.30%	4.68%	6.09%	5.07%	19.91%	12.70%	19.76%	22.73%	17.10%	15.03%	14.43%	9.11%	8.03%	19.10%	20.00%	19.08%	8.57%	1.41%	19.75%	19.87%	18.92%	7.77%	8.47%	20.51%	20.06%	24.23%	19.96%	20.06%	20.22%	20.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	0	5	3	0	0	1	0	1	0	0	1	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	4	0	0	2	0	0	0									
		0.14%	0.00%	0.65%	0.21%	0.00%	0.00%	0.29%	0.00%	0.46%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.37%	0.26%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.30%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	103	3	1	2	0	0	3	0	0	0	0	1	0	1	0	12	0	0	1	0	3	0	0	1	0	0	0	0	11	4	2	51	7	0	0									
		0.58%	0.24%	0.13%	0.14%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.24%	0.00%	1.49%	0.00%	0.00%	0.17%	0.00%	0.99%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.83%	0.38%	0.19%	3.05%	1.95%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	0	0	5	0	0	3	0	0	0	0	2	0	1	0	11	0	0	0	0	0	0	0	1	0	0	1	0	6	0	0	2	0	0	0									
		0.18%	0.00%	0.00%	0.34%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.24%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.20%	0.00%	0.45%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	125	0	0	19	0	0	3	0	1	0	1	5	0	1	0	21	2	0	5	0	0	6	0	0	0	0	1	0	6	0	22	32	0	0	0									
		0.70%	0.00%	0.00%	1.31%	0.00%	0.00%	0.88%	0.00%	0.46%	0.00%	0.40%	0.54%	0.00%	0.24%	0.00%	2.61%	0.26%	0.00%	0.87%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.45%	0.00%	2.11%	1.91%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2316	174	81	236	1	19	10	22	20	61	23	128	20	62	17	105	35	10	67	39	41	60	6	23	42	17	24	14	211	148	116	335	50	39	60									
		13.04%	14.02%	10.47%	16.22%	0.59%	14.29%	2.92%	19.13%	9.22%	13.96%	9.13%	13.90%	11.36%	14.73%	11.11%	13.06%	4.62%	7.30%	11.63%	13.93%	13.49%	12.24%	4.23%	14.20%	13.91%	11.49%	4.78%	7.41%	15.97%	14.00%	11.11%	20.02%	13.93%	14.08%	14.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	12	4	10	0	0	0	0	0	0	0	6	0	2	14	10	2	0	4	1	3	0	0	1	7	0	0	2	6	2	4	2	0	0	8									
		0.56%	0.97%	0.52%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.48%	9.15%	1.24%	0.26%	0.00%	0.69%	0.36%	0.99%	0.00%	0.00%	0.62%	2.32%	0.00%	0.00%	1.06%	0.45%	0.19%	0.38%	0.12%	0.00%	0.00%	1.87%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	856	87	51	49	3	0	1	1	1	31	0	65	15	28	14	84	8	2	20	20	22	12	3	21	21	0	1	10	16	74	5	117	25	20	29									
		4.82%	7.01%	6.59%	3.37%	1.78%	0.00%	0.29%	0.87%	0.46%	7.09%	0.00%	7.06%	8.52%	6.65%	9.15%	10.45%	1.06%	1.46%	3.47%	7.14%	7.24%	2.45%	2.11%	12.96%	6.95%	0.00%	0.20%	5.29%	1.21%	7.00%	0.48%	6.99%	6.96%	7.22%	6.79%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
