Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Иглинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	665	40	10	20	20	36	30	15	35	20	17	20	36	10	10	10	5	5	5	10	5	14	5	10	5	13	2	5	5	5	5	5	5	5	5	30	10	10	10	5	10	5	10	5	30	5	10	5	5	10	5	5	32	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	481	19	5	17	17	36	21	15	27	16	13	19	25	8	9	10	5	2	0	10	2	13	2	3	5	8	0	2	1	1	5	0	5	0	1	30	10	0	10	2	4	2	7	5	30	4	1	0	2	0	2	3	32	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	307	21	8	3	15	10	12	17	9	15	3	3	8	2	2	11	8	8	1	7	1	8	1	7	0	7	6	8	3	1	0	1	15	0	1	2	1	2	1	1	4	4	17	1	13	4	3	2	8	2	5	1	5	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	184	21	5	3	3	0	9	0	8	4	4	1	11	2	1	0	0	3	5	0	3	1	3	7	0	5	2	3	4	4	0	5	0	5	4	0	0	10	0	3	6	3	3	0	0	1	9	5	3	10	3	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	2	1	2	1	2	3	3	1	4	0	0	2	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	50	4	2	1	0	2	2	1	0	0	0	0	1	0	0	2	3	1	0	1	0	3	1	1	4	2	0	1	1	0	1	0	1	0	1	2	2	1	0	0	0	0	1	0	2	0	0	0	0	1	0	1	2	2	0					
		0.21%	0.39%	0.33%	0.10%	0.00%	0.20%	0.22%	0.10%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.33%	0.67%	0.39%	0.00%	0.22%	0.00%	0.36%	0.26%	0.19%	2.53%	0.33%	0.00%	0.21%	0.71%	0.00%	0.23%	0.00%	0.26%	0.00%	0.75%	0.41%	1.43%	0.88%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.49%	0.23%	0.70%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	10	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1					
		0.04%	0.30%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.79%					
20	3.Политическая партия «Демократическая партия России»	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.01%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	390	76	4	8	17	12	27	13	10	22	33	12	6	7	6	5	4	3	1	2	2	4	3	14	6	11	3	1	1	3	5	1	1	1	0	2	2	1	3	0	1	1	11	2	8	3	3	1	3	6	3	3	9	3	1					
		1.62%	7.49%	0.67%	0.81%	1.64%	1.20%	2.95%	1.24%	0.95%	2.56%	5.05%	1.57%	0.69%	1.88%	1.73%	0.82%	0.90%	1.18%	0.59%	0.44%	1.54%	0.48%	0.77%	2.59%	3.80%	1.84%	1.94%	0.21%	0.71%	2.19%	1.15%	1.03%	0.26%	0.76%	0.00%	0.41%	1.43%	0.88%	1.23%	0.00%	0.40%	1.25%	1.69%	2.41%	0.96%	1.33%	0.96%	0.79%	1.31%	1.96%	1.26%	1.47%	1.03%	1.05%	0.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	4	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.20%	0.00%	0.00%	0.00%	0.10%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.03%	0.59%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	121	23	2	4	0	0	1	2	0	1	0	2	4	1	0	3	1	1	1	3	0	5	2	8	11	4	2	1	1	2	3	1	4	2	1	1	0	0	2	1	1	0	6	0	2	0	0	0	1	0	1	0	8	1	1					
		0.50%	2.27%	0.33%	0.41%	0.00%	0.00%	0.11%	0.19%	0.00%	0.12%	0.00%	0.26%	0.46%	0.27%	0.00%	0.49%	0.22%	0.39%	0.59%	0.66%	0.00%	0.60%	0.52%	1.48%	6.96%	0.67%	1.29%	0.21%	0.71%	1.46%	0.69%	1.03%	1.02%	1.52%	0.75%	0.21%	0.00%	0.00%	0.82%	1.01%	0.40%	0.00%	0.92%	0.00%	0.24%	0.00%	0.00%	0.00%	0.44%	0.00%	0.42%	0.00%	0.92%	0.35%	0.79%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	138	22	4	2	5	2	2	2	11	0	0	7	7	5	4	3	1	1	0	2	1	4	1	5	5	2	3	1	0	0	1	2	5	1	0	3	3	1	0	1	0	1	2	0	4	0	0	0	4	1	1	2	2	2	0					
		0.57%	2.17%	0.67%	0.20%	0.48%	0.20%	0.22%	0.19%	1.04%	0.00%	0.00%	0.91%	0.80%	1.34%	1.16%	0.49%	0.22%	0.39%	0.00%	0.44%	0.77%	0.48%	0.26%	0.93%	3.16%	0.33%	1.94%	0.21%	0.00%	0.00%	0.23%	2.06%	1.28%	0.76%	0.00%	0.62%	2.14%	0.88%	0.00%	1.01%	0.00%	1.25%	0.31%	0.00%	0.48%	0.00%	0.00%	0.00%	1.75%	0.33%	0.42%	0.98%	0.23%	0.70%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	12	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0					
		0.05%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.35%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23318	865	588	967	1013	983	881	1030	1032	838	621	743	851	360	336	592	436	248	167	445	127	823	377	509	132	577	147	466	137	132	426	93	381	128	131	472	133	110	239	97	246	78	628	81	814	223	310	125	221	297	234	198	831	276	123					
		96.70%	85.22%	98.00%	98.17%	97.59%	98.10%	96.28%	98.00%	98.01%	97.33%	94.95%	96.99%	97.70%	96.51%	97.11%	97.53%	97.76%	97.25%	98.82%	98.23%	97.69%	97.98%	97.16%	94.26%	83.54%	96.33%	94.84%	98.11%	97.86%	96.35%	97.71%	95.88%	97.19%	96.97%	98.50%	97.93%	95.00%	97.35%	97.95%	97.98%	99.19%	97.50%	96.62%	97.59%	97.49%	98.67%	99.04%	99.21%	96.51%	97.06%	97.91%	97.06%	95.19%	96.84%	97.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	12	2	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.05%	0.20%	0.00%	0.10%	0.10%	0.10%	0.11%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.19%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
