Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																								
Дата голосования: 07.12.2003 0:00:00																																																																								
																																																																								
"Наименование Избирательной комиссии:    Улан-Удэ, Октябрьская"																																																																								
																																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																								
																																																																								
		Сумма	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
		6.35%	8.97%	6.72%	6.97%	8.21%	5.68%	5.10%	5.64%	7.55%	8.76%	9.95%	6.09%	9.40%	4.94%	6.64%	9.22%	7.69%	7.40%	4.54%	0.0%	0.0%	0.0%	8.96%	7.49%	7.33%	5.09%	5.05%	7.18%	3.99%	6.29%	6.08%	2.36%	7.44%	8.55%	1.68%	5.72%	5.61%	9.69%	8.12%	8.41%	3.84%	7.78%	6.85%	5.80%	6.04%	6.07%	5.95%	8.08%	8.85%	5.03%	5.50%	2.39%	5.86%	7.02%	6.16%	4.60%	5.47%	5.45%	6.68%	8.13%	3.75%	5.0%	2.71%	2.07%	3.42%	3.33%					
22	"5. ""За Русь Святую"""	242	2	6	5	0	3	0	1	2	0	2	6	2	3	1	10	8	4	0	0	0	1	4	2	4	4	1	2	6	4	5	3	2	1	3	2	2	10	7	5	0	7	5	5	1	1	5	6	3	2	4	4	6	3	0	3	3	2	4	6	6	6	17	10	4	6					
		0.44%	0.23%	0.69%	0.45%	0.0%	0.29%	0.0%	0.23%	0.36%	0.0%	0.22%	0.74%	0.27%	0.35%	0.15%	0.75%	0.76%	0.29%	0.0%	0.0%	0.0%	0.88%	0.47%	0.15%	0.62%	0.45%	0.11%	0.21%	0.72%	0.31%	0.49%	1.18%	0.26%	0.14%	0.50%	0.15%	0.27%	0.75%	0.50%	0.38%	0.0%	0.55%	0.51%	0.52%	0.09%	0.12%	0.48%	0.89%	0.35%	0.19%	0.52%	0.79%	0.67%	0.27%	0.0%	0.55%	0.46%	0.24%	1.02%	0.54%	0.98%	1.15%	0.73%	0.79%	0.40%	0.47%					
23	"6. ""Объединенная Российская партия ""Русь"""	121	8	2	0	0	3	0	0	2	1	2	0	2	0	1	3	3	2	0	0	0	2	2	4	2	1	2	2	0	3	1	3	5	2	1	3	2	3	0	0	1	1	3	5	4	3	3	1	0	2	1	0	0	2	0	0	1	0	0	0	4	1	13	2	5	2					
		0.22%	0.93%	0.23%	0.0%	0.0%	0.29%	0.0%	0.0%	0.36%	0.11%	0.22%	0.0%	0.27%	0.0%	0.15%	0.22%	0.28%	0.14%	0.0%	0.0%	0.0%	1.76%	0.23%	0.31%	0.31%	0.11%	0.23%	0.21%	0.0%	0.23%	0.09%	1.18%	0.65%	0.29%	0.16%	0.23%	0.27%	0.22%	0.0%	0.0%	3.84%	0.07%	0.30%	0.52%	0.38%	0.37%	0.29%	0.14%	0.0%	0.19%	0.13%	0.0%	0.0%	0.18%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.65%	0.19%	0.55%	0.15%	0.50%	0.15%					
24	"7. ""Новый курс - Автомобильная Россия"""	484	5	6	7	7	5	0	13	8	5	4	4	5	3	7	7	8	15	5	0	1	1	7	9	3	7	7	8	11	12	14	0	6	2	5	9	9	8	13	13	0	20	8	11	9	3	6	1	5	10	6	4	15	7	4	4	4	6	2	14	10	4	30	13	11	18					
		0.88%	0.58%	0.69%	0.64%	0.85%	0.49%	0.0%	3.05%	1.47%	0.56%	0.44%	0.49%	0.69%	0.35%	1.10%	0.52%	0.76%	1.09%	1.51%	0.0%	1.85%	0.88%	0.82%	0.71%	0.46%	0.79%	0.82%	0.84%	1.33%	0.93%	1.39%	0.0%	0.78%	0.29%	0.84%	0.70%	1.23%	0.60%	0.93%	0.99%	0.0%	1.57%	0.81%	1.16%	0.86%	0.37%	0.58%	0.14%	0.59%	0.95%	0.78%	0.79%	1.69%	0.63%	0.70%	0.73%	0.62%	0.74%	0.51%	1.26%	1.63%	0.76%	1.29%	1.03%	1.10%	1.42%					
25	"8. ""Народно-республиканская партия России"""	101	2	1	0	0	1	3	0	0	2	5	0	0	5	0	2	1	4	5	0	0	2	0	1	0	1	0	1	0	2	3	0	3	0	2	2	0	0	3	0	0	2	1	1	8	2	2	4	2	1	2	5	0	2	2	1	0	2	1	1	5	1	4	1	0	0					
		0.18%	0.23%	0.11%	0.0%	0.0%	0.09%	1.09%	0.0%	0.0%	0.22%	0.55%	0.0%	0.0%	0.58%	0.0%	0.15%	0.09%	0.29%	1.51%	0.0%	0.0%	1.76%	0.0%	0.07%	0.0%	0.11%	0.0%	0.10%	0.0%	0.15%	0.29%	0.0%	0.39%	0.0%	0.33%	0.15%	0.0%	0.0%	0.21%	0.0%	0.0%	0.15%	0.10%	0.10%	0.76%	0.24%	0.19%	0.59%	0.23%	0.09%	0.26%	0.99%	0.0%	0.18%	0.35%	0.18%	0.0%	0.24%	0.25%	0.09%	0.81%	0.19%	0.17%	0.07%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	262	3	10	7	2	3	3	2	1	2	3	4	2	7	4	6	2	5	5	0	1	0	2	7	3	6	12	2	4	5	5	1	3	2	2	8	1	3	11	3	0	9	6	4	3	5	4	3	4	2	1	2	4	5	4	2	1	4	1	3	1	3	15	4	7	13					
		0.47%	0.34%	1.16%	0.64%	0.24%	0.29%	1.09%	0.47%	0.18%	0.22%	0.33%	0.49%	0.27%	0.82%	0.63%	0.45%	0.19%	0.36%	1.51%	0.0%	1.85%	0.0%	0.23%	0.55%	0.46%	0.67%	1.41%	0.21%	0.48%	0.38%	0.49%	0.39%	0.39%	0.29%	0.33%	0.62%	0.13%	0.22%	0.79%	0.22%	0.0%	0.70%	0.61%	0.42%	0.28%	0.62%	0.39%	0.44%	0.47%	0.19%	0.13%	0.39%	0.45%	0.45%	0.70%	0.36%	0.15%	0.49%	0.25%	0.27%	0.16%	0.57%	0.64%	0.31%	0.70%	1.03%					
27	"10. ""Аграрная партия России"""	1519	34	27	35	24	27	6	11	9	23	33	23	26	45	24	39	32	42	9	0	4	9	29	58	21	29	23	22	28	38	22	17	15	19	19	37	18	34	39	37	3	34	20	28	26	27	37	18	27	31	23	14	28	26	12	18	15	10	10	36	12	12	23	12	12	18					
		2.77%	3.96%	3.13%	3.21%	2.94%	2.69%	2.18%	2.58%	1.65%	2.61%	3.69%	2.86%	3.59%	5.29%	3.79%	2.92%	3.04%	3.07%	2.72%	0.0%	7.40%	7.96%	3.41%	4.62%	3.27%	3.28%	2.70%	2.32%	3.38%	2.95%	2.19%	6.69%	1.95%	2.80%	3.20%	2.90%	2.46%	2.55%	2.80%	2.83%	11.53%	2.67%	2.04%	2.95%	2.49%	3.34%	3.61%	2.69%	3.18%	2.94%	3.01%	2.79%	3.16%	2.37%	2.11%	3.31%	2.34%	1.23%	2.57%	3.25%	1.96%	2.30%	0.99%	0.95%	1.20%	1.42%					
28	"11. ""Истинные патриоты России"""	65	1	0	0	1	2	0	2	1	0	1	2	0	0	1	0	1	0	0	0	0	0	2	0	2	1	0	1	1	4	1	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	3	1	0	0	1	0	0	0	4	1	2	0	1	0	4	1	11	3	0	3					
		0.11%	0.11%	0.0%	0.0%	0.12%	0.19%	0.0%	0.47%	0.18%	0.0%	0.11%	0.24%	0.0%	0.0%	0.15%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.31%	0.11%	0.0%	0.10%	0.12%	0.31%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.07%	0.07%	0.07%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.29%	0.14%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.70%	0.18%	0.31%	0.0%	0.25%	0.0%	0.65%	0.19%	0.47%	0.23%	0.0%	0.23%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	613	4	7	15	2	18	4	5	7	12	15	10	11	10	2	13	7	15	0	0	2	2	13	19	12	13	14	15	6	12	10	2	9	9	4	22	5	18	7	10	1	12	12	20	14	9	8	15	5	12	6	7	10	12	7	10	7	8	1	12	7	5	25	5	12	10					
		1.12%	0.46%	0.81%	1.37%	0.24%	1.79%	1.45%	1.17%	1.28%	1.36%	1.67%	1.24%	1.52%	1.17%	0.31%	0.97%	0.66%	1.09%	0.0%	0.0%	3.70%	1.76%	1.53%	1.51%	1.87%	1.47%	1.64%	1.58%	0.72%	0.93%	0.99%	0.78%	1.17%	1.32%	0.67%	1.72%	0.68%	1.35%	0.50%	0.76%	3.84%	0.94%	1.22%	2.11%	1.34%	1.11%	0.78%	2.24%	0.59%	1.14%	0.78%	1.39%	1.12%	1.09%	1.23%	1.84%	1.09%	0.99%	0.25%	1.08%	1.14%	0.96%	1.07%	0.39%	1.20%	0.79%					
30	"13. ""Демократическая партия России"""	146	1	1	4	3	2	0	1	1	3	2	1	0	1	1	2	5	4	3	0	0	1	5	1	7	5	0	1	3	1	3	1	0	2	1	3	2	7	2	3	0	2	2	1	4	2	0	3	0	9	1	1	2	3	2	2	2	2	2	2	1	1	8	1	6	4					
		0.26%	0.11%	0.11%	0.36%	0.36%	0.19%	0.0%	0.23%	0.18%	0.34%	0.22%	0.12%	0.0%	0.11%	0.15%	0.15%	0.47%	0.29%	0.90%	0.0%	0.0%	0.88%	0.58%	0.07%	1.09%	0.56%	0.0%	0.10%	0.36%	0.07%	0.29%	0.39%	0.0%	0.29%	0.16%	0.23%	0.27%	0.52%	0.14%	0.22%	0.0%	0.15%	0.20%	0.10%	0.38%	0.24%	0.0%	0.44%	0.0%	0.85%	0.13%	0.19%	0.22%	0.27%	0.35%	0.36%	0.31%	0.24%	0.51%	0.18%	0.16%	0.19%	0.34%	0.07%	0.60%	0.31%					
31	"14. ""Великая Россия - Евразийский Союз"""	192	1	8	5	3	1	1	1	2	5	2	0	3	4	3	0	8	0	0	0	0	0	3	7	2	2	5	4	2	2	0	2	6	3	5	2	5	9	1	2	0	0	5	2	4	5	2	4	0	5	3	3	1	4	2	2	4	11	2	1	2	2	12	2	1	4					
		0.35%	0.11%	0.92%	0.45%	0.36%	0.09%	0.36%	0.23%	0.36%	0.56%	0.22%	0.0%	0.41%	0.47%	0.47%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.55%	0.31%	0.22%	0.58%	0.42%	0.24%	0.15%	0.0%	0.78%	0.78%	0.44%	0.84%	0.15%	0.68%	0.67%	0.07%	0.15%	0.0%	0.0%	0.51%	0.21%	0.38%	0.62%	0.19%	0.59%	0.0%	0.47%	0.39%	0.59%	0.11%	0.36%	0.35%	0.36%	0.62%	1.36%	0.51%	0.09%	0.32%	0.38%	0.51%	0.15%	0.10%	0.31%					
32	"15. ""Партия СЛОН"""	139	4	1	2	1	1	0	1	0	4	2	2	2	0	1	2	1	3	1	0	0	0	1	3	2	3	2	0	0	4	6	1	0	3	1	3	0	2	4	1	0	2	2	2	3	0	0	2	2	0	0	0	2	0	0	0	1	1	0	0	3	2	44	1	3	5					
		0.25%	0.46%	0.11%	0.18%	0.12%	0.09%	0.0%	0.23%	0.0%	0.45%	0.22%	0.24%	0.27%	0.0%	0.15%	0.15%	0.09%	0.21%	0.30%	0.0%	0.0%	0.0%	0.11%	0.23%	0.31%	0.33%	0.23%	0.0%	0.0%	0.31%	0.59%	0.39%	0.0%	0.44%	0.16%	0.23%	0.0%	0.15%	0.28%	0.07%	0.0%	0.15%	0.20%	0.21%	0.28%	0.0%	0.0%	0.29%	0.23%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.15%	0.12%	0.0%	0.0%	0.49%	0.38%	1.89%	0.07%	0.30%	0.39%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3457	62	72	77	41	65	9	27	45	76	76	65	47	56	48	102	91	72	14	1	3	5	74	88	16	64	23	85	53	92	79	2	47	56	33	88	43	114	93	89	1	86	55	58	45	49	72	50	69	63	30	29	61	73	43	28	36	49	14	85	22	23	25	76	88	34					
		6.31%	7.22%	8.35%	7.06%	5.02%	6.48%	3.28%	6.35%	8.28%	8.65%	8.50%	8.08%	6.50%	6.58%	7.59%	7.65%	8.65%	5.27%	4.24%	3.84%	5.55%	4.42%	8.72%	7.01%	2.49%	7.24%	2.70%	8.97%	6.40%	7.15%	7.88%	0.78%	6.13%	8.25%	5.56%	6.90%	5.89%	8.56%	6.69%	6.80%	3.84%	6.76%	5.62%	6.12%	4.31%	6.07%	7.03%	7.48%	8.14%	5.98%	3.93%	5.78%	6.88%	6.66%	7.57%	5.15%	5.63%	6.07%	3.59%	7.67%	3.59%	4.42%	1.07%	6.05%	8.85%	2.69%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	130	3	2	4	1	4	0	0	1	3	1	2	2	4	0	2	2	4	3	1	1	0	0	0	2	0	1	2	3	2	0	5	1	2	4	2	1	2	3	2	0	2	2	0	2	0	5	2	0	3	1	3	0	1	0	0	0	5	1	3	1	3	19	4	1	0					
		0.23%	0.34%	0.23%	0.36%	0.12%	0.39%	0.0%	0.0%	0.18%	0.34%	0.11%	0.24%	0.27%	0.47%	0.0%	0.15%	0.19%	0.29%	0.90%	3.84%	1.85%	0.0%	0.0%	0.0%	0.31%	0.0%	0.11%	0.21%	0.36%	0.15%	0.0%	1.96%	0.13%	0.29%	0.67%	0.15%	0.13%	0.15%	0.21%	0.15%	0.0%	0.15%	0.20%	0.0%	0.19%	0.0%	0.48%	0.29%	0.0%	0.28%	0.13%	0.59%	0.0%	0.09%	0.0%	0.0%	0.0%	0.61%	0.25%	0.27%	0.16%	0.57%	0.81%	0.31%	0.10%	0.0%					
35	"18. ""ЛДПР"""	6442	77	68	117	72	125	23	65	49	64	71	75	50	75	44	105	99	174	57	0	1	12	74	96	56	104	53	94	108	166	120	16	101	65	55	123	88	125	205	130	3	135	84	89	128	92	88	50	83	127	108	68	96	124	70	78	77	99	62	106	82	92	527	277	200	295					
		11.77%	8.97%	7.88%	10.73%	8.82%	12.46%	8.39%	15.29%	9.02%	7.28%	7.94%	9.32%	6.91%	8.82%	6.96%	7.87%	9.41%	12.75%	17.27%	0.0%	1.85%	10.61%	8.72%	7.65%	8.73%	11.77%	6.23%	9.92%	13.05%	12.90%	11.97%	6.29%	13.18%	9.58%	9.27%	9.64%	12.05%	9.39%	14.74%	9.94%	11.53%	10.61%	8.59%	9.39%	12.28%	11.41%	8.59%	7.48%	9.79%	12.07%	14.15%	13.57%	10.83%	11.31%	12.32%	14.36%	12.05%	12.26%	15.93%	9.57%	13.39%	17.69%	22.68%	22.07%	20.12%	23.39%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2338	30	34	42	52	50	19	22	28	26	36	39	47	24	40	62	30	41	13	1	0	4	46	61	36	37	40	42	39	65	47	22	32	26	35	41	27	59	74	59	1	61	37	56	37	36	53	31	51	61	34	19	34	42	27	15	17	42	17	69	53	11	20	35	28	23					
		4.27%	3.49%	3.94%	3.85%	6.37%	4.98%	6.93%	5.17%	5.15%	2.96%	4.02%	4.85%	6.50%	2.82%	6.32%	4.65%	2.85%	3.00%	3.93%	3.84%	0.0%	3.53%	5.42%	4.86%	5.61%	4.19%	4.70%	4.43%	4.71%	5.05%	4.69%	8.66%	4.17%	3.83%	5.90%	3.21%	3.69%	4.43%	5.32%	4.51%	3.84%	4.79%	3.78%	5.91%	3.55%	4.46%	5.17%	4.64%	6.02%	5.79%	4.45%	3.79%	3.83%	3.83%	4.75%	2.76%	2.66%	5.20%	4.37%	6.23%	8.66%	2.11%	0.86%	2.78%	2.81%	1.82%					
37	"20. ""Политическая партия ""Единая Россия"""	15475	179	277	272	213	252	94	120	124	225	200	194	201	253	188	308	264	404	86	19	22	23	177	316	176	232	340	196	232	367	281	50	186	151	211	379	198	304	361	352	5	349	278	281	329	202	281	171	198	272	217	148	261	338	150	155	183	219	117	270	181	185	862	507	376	513					
		28.28%	20.86%	32.13%	24.95%	26.10%	25.12%	34.30%	28.23%	22.83%	25.62%	22.37%	24.12%	27.80%	29.76%	29.74%	23.10%	25.09%	29.61%	26.06%	73.07%	40.74%	20.35%	20.87%	25.19%	27.45%	26.27%	40.0%	20.69%	28.05%	28.53%	28.04%	19.68%	24.28%	22.27%	35.58%	29.72%	27.12%	22.83%	25.97%	26.93%	19.23%	27.43%	28.45%	29.67%	31.57%	25.06%	27.44%	25.59%	23.37%	25.85%	28.44%	29.54%	29.45%	30.83%	26.40%	28.54%	28.63%	27.13%	30.07%	24.39%	29.57%	35.57%	37.10%	40.39%	37.82%	40.68%					
