Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Изобильненская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	449	9	8	8	4	8	17	5	4	3	13	7	5	14	6	5	8	10	13	9	8	15	12	7	14	16	12	10	28	24	4	4	3	5	6	2	5	13	0	2	12	6	3	9	7	10	0	0	8	2	6	9	13	12	3	1	2					
		1.11%	1.37%	1.09%	1.20%	0.53%	1.19%	2.08%	0.74%	0.63%	0.46%	1.79%	0.99%	0.73%	1.75%	0.90%	0.86%	1.31%	1.45%	1.81%	1.36%	1.27%	1.29%	1.22%	0.89%	1.40%	2.46%	1.39%	1.44%	1.61%	1.77%	0.66%	0.74%	0.89%	0.30%	0.52%	0.54%	0.66%	1.32%	0.00%	0.44%	0.94%	0.73%	0.93%	1.11%	1.99%	0.80%	0.00%	0.00%	1.26%	0.43%	0.69%	0.81%	1.76%	1.24%	1.33%	0.44%	0.69%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8145	151	169	156	178	161	145	155	122	185	165	164	164	184	155	155	174	202	211	195	166	191	210	201	222	134	172	182	270	232	84	98	50	209	224	52	115	185	26	81	270	185	59	158	91	241	22	15	108	61	72	124	110	228	42	25	39					
		20.08%	23.02%	23.12%	23.35%	23.80%	23.89%	17.73%	22.79%	19.24%	28.59%	22.70%	23.30%	24.08%	22.97%	23.31%	26.63%	28.43%	29.19%	29.43%	29.37%	26.39%	16.37%	21.30%	25.51%	22.16%	20.58%	19.86%	26.15%	15.51%	17.10%	13.93%	18.05%	14.88%	12.64%	19.38%	13.94%	15.13%	18.80%	14.69%	17.84%	21.13%	22.42%	18.27%	19.41%	25.93%	19.37%	23.40%	17.86%	16.98%	13.03%	8.28%	11.18%	14.91%	23.65%	18.67%	11.01%	13.54%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	849	9	19	23	17	14	18	10	22	29	21	28	19	21	18	16	9	21	18	14	17	9	43	35	44	26	33	31	43	28	13	11	5	13	10	6	6	8	0	4	12	9	5	5	4	9	2	0	4	7	10	12	9	19	3	4	4					
		2.09%	1.37%	2.60%	3.44%	2.27%	2.08%	2.20%	1.47%	3.47%	4.48%	2.89%	3.98%	2.79%	2.62%	2.71%	2.75%	1.47%	3.03%	2.51%	2.11%	2.70%	0.77%	4.36%	4.44%	4.39%	3.99%	3.81%	4.45%	2.47%	2.06%	2.16%	2.03%	1.49%	0.79%	0.87%	1.61%	0.79%	0.81%	0.00%	0.88%	0.94%	1.09%	1.55%	0.61%	1.14%	0.72%	2.13%	0.00%	0.63%	1.50%	1.15%	1.08%	1.22%	1.97%	1.33%	1.76%	1.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16870	236	231	224	282	255	324	261	231	179	262	218	226	256	237	153	171	206	217	198	215	560	265	204	292	188	245	198	879	661	313	241	145	1047	426	171	354	393	95	220	578	326	134	422	146	718	42	42	291	293	604	667	332	382	120	148	146					
		41.59%	35.98%	31.60%	33.53%	37.70%	37.83%	39.61%	38.38%	36.44%	27.67%	36.04%	30.97%	33.19%	31.96%	35.64%	26.29%	27.94%	29.77%	30.26%	29.82%	34.18%	47.99%	26.88%	25.89%	29.14%	28.88%	28.29%	28.45%	50.49%	48.71%	51.91%	44.38%	43.15%	63.34%	36.85%	45.84%	46.58%	39.94%	53.67%	48.46%	45.23%	39.52%	41.49%	51.84%	41.60%	57.72%	44.68%	50.00%	45.75%	62.61%	69.43%	60.14%	44.99%	39.63%	53.33%	65.20%	50.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	199	3	3	3	6	6	7	3	2	6	1	8	6	4	2	3	3	3	6	6	9	6	3	3	12	4	10	4	8	8	1	2	2	4	1	2	3	2	0	1	0	4	1	2	2	4	0	1	1	2	2	2	2	8	2	0	0					
		0.49%	0.46%	0.41%	0.45%	0.80%	0.89%	0.86%	0.44%	0.32%	0.93%	0.14%	1.14%	0.88%	0.50%	0.30%	0.52%	0.49%	0.43%	0.84%	0.90%	1.43%	0.51%	0.30%	0.38%	1.20%	0.61%	1.15%	0.57%	0.46%	0.59%	0.17%	0.37%	0.60%	0.24%	0.09%	0.54%	0.39%	0.20%	0.00%	0.22%	0.00%	0.48%	0.31%	0.25%	0.57%	0.32%	0.00%	1.19%	0.16%	0.43%	0.23%	0.18%	0.27%	0.83%	0.89%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
