Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Байкаловская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	52	7	6	8	1	3	0	2	0	3	3	0	2	4	1	2	0	4	1	0	2	1	2									
		0.93%	1.55%	0.97%	1.34%	0.46%	0.99%	0.00%	0.61%	0.00%	1.01%	4.05%	0.00%	1.02%	1.18%	0.55%	0.62%	0.00%	1.77%	0.38%	0.00%	0.65%	0.50%	1.53%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	149	10	18	14	4	12	6	8	3	10	3	3	4	9	5	6	3	8	7	2	9	3	2									
		2.66%	2.21%	2.90%	2.34%	1.83%	3.96%	3.02%	2.45%	2.97%	3.36%	4.05%	3.90%	2.03%	2.65%	2.76%	1.86%	5.17%	3.54%	2.63%	1.94%	2.94%	1.49%	1.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	207	13	29	13	7	14	17	11	2	11	2	3	6	21	6	6	1	10	8	2	14	7	4									
		3.70%	2.87%	4.68%	2.17%	3.20%	4.62%	8.54%	3.37%	1.98%	3.69%	2.70%	3.90%	3.05%	6.19%	3.31%	1.86%	1.72%	4.42%	3.01%	1.94%	4.58%	3.47%	3.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2953	231	293	280	81	165	115	166	63	153	43	56	107	195	87	186	33	123	165	66	169	101	75									
		52.73%	50.99%	47.26%	46.82%	36.99%	54.46%	57.79%	50.92%	62.38%	51.34%	58.11%	72.73%	54.31%	57.52%	48.07%	57.59%	56.90%	54.42%	62.03%	64.08%	55.23%	50.00%	57.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	2	1	6	2	1	1	4	0	0	0	0	0	0	0	2	0	1	4	0	3	2	1									
		0.54%	0.44%	0.16%	1.00%	0.91%	0.33%	0.50%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.44%	1.50%	0.00%	0.98%	0.99%	0.76%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0									
		0.16%	0.22%	0.00%	0.00%	0.00%	0.33%	0.50%	0.31%	0.00%	0.34%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	1.72%	0.44%	0.00%	0.97%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1118	91	124	121	55	43	31	75	19	65	18	8	43	57	44	64	7	37	48	23	64	54	27									
		19.96%	20.09%	20.00%	20.23%	25.11%	14.19%	15.58%	23.01%	18.81%	21.81%	24.32%	10.39%	21.83%	16.81%	24.31%	19.81%	12.07%	16.37%	18.05%	22.33%	20.92%	26.73%	20.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.11%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	7	5	3	2	3	3	2	1	2	0	0	0	1	0	1	0	0	4	0	1	1	2									
		0.68%	1.55%	0.81%	0.50%	0.91%	0.99%	1.51%	0.61%	0.99%	0.67%	0.00%	0.00%	0.00%	0.29%	0.00%	0.31%	0.00%	0.00%	1.50%	0.00%	0.33%	0.50%	1.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	0	1	2	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.16%	0.00%	0.16%	0.00%	0.46%	0.66%	0.50%	0.31%	0.00%	0.34%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	0	2	4	1	0	1	4	2	2	0	0	1	1	0	0	0	1	0	0	3	1	1									
		0.43%	0.00%	0.32%	0.67%	0.46%	0.00%	0.50%	1.23%	1.98%	0.67%	0.00%	0.00%	0.51%	0.29%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.98%	0.50%	0.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	477	34	65	79	32	35	11	26	1	24	3	2	14	26	20	24	5	18	10	3	19	17	9									
		8.52%	7.51%	10.48%	13.21%	14.61%	11.55%	5.53%	7.98%	0.99%	8.05%	4.05%	2.60%	7.11%	7.67%	11.05%	7.43%	8.62%	7.96%	3.76%	2.91%	6.21%	8.42%	6.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	2	6	3	1	0	0	0	0	1	0	0	0	2	0	2	1	1	0	0	0	1	0									
		0.36%	0.44%	0.97%	0.50%	0.46%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.59%	0.00%	0.62%	1.72%	0.44%	0.00%	0.00%	0.00%	0.50%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	348	44	45	51	22	20	8	22	3	6	2	2	17	11	11	17	5	15	15	3	12	12	5									
		6.21%	9.71%	7.26%	8.53%	10.05%	6.60%	4.02%	6.75%	2.97%	2.01%	2.70%	2.60%	8.63%	3.24%	6.08%	5.26%	8.62%	6.64%	5.64%	2.91%	3.92%	5.94%	3.82%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
