Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Вачская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507									
		0.10%	0.00%	0.22%	0.00%	0.93%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.17%	0.14%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1007	36	17	11	7	6	16	12	54	22	52	5	16	43	15	17	18	11	68	42	17	11	15	35	7	142	81	105	79	47									
		11.06%	10.06%	3.69%	7.86%	6.48%	6.25%	14.81%	9.45%	11.20%	6.69%	15.07%	4.17%	12.90%	6.57%	8.33%	5.31%	13.85%	4.28%	12.39%	12.00%	16.35%	7.59%	7.73%	11.29%	6.25%	16.32%	13.50%	14.66%	13.17%	21.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	8	4	1	8	2									
		0.31%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.92%	0.67%	0.14%	1.33%	0.93%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	2	0	0	2	0	0	0	1	0	0	0	3	5	1	0	1	0	2	5	0	0	0	2	2	9	5	8	5	0									
		0.58%	0.56%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	2.42%	0.76%	0.56%	0.00%	0.77%	0.00%	0.36%	1.43%	0.00%	0.00%	0.00%	0.65%	1.79%	1.03%	0.83%	1.12%	0.83%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.03%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	5	1	1	0	0	0	1	1	0	2	0	0	4	0	3	1	0	1	4	0	0	0	1	1	12	11	1	5	0									
		0.60%	1.40%	0.22%	0.71%	0.00%	0.00%	0.00%	0.79%	0.21%	0.00%	0.58%	0.00%	0.00%	0.61%	0.00%	0.94%	0.77%	0.00%	0.18%	1.14%	0.00%	0.00%	0.00%	0.32%	0.89%	1.38%	1.83%	0.14%	0.83%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1468	50	63	24	13	16	10	19	76	28	65	13	24	129	31	17	15	19	112	76	7	14	19	49	22	166	108	129	127	27									
		16.12%	13.97%	13.67%	17.14%	12.04%	16.67%	9.26%	14.96%	15.77%	8.51%	18.84%	10.83%	19.35%	19.72%	17.22%	5.31%	11.54%	7.39%	20.40%	21.71%	6.73%	9.66%	9.79%	15.81%	19.64%	19.08%	18.00%	18.02%	21.17%	12.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	0	1	0	0	0	1	0	0	0	1	1	1	2	1	0	1	2	1	0	0	2	0	2	2	1	0	0									
		0.22%	0.28%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.81%	0.15%	0.56%	0.63%	0.77%	0.00%	0.18%	0.57%	0.96%	0.00%	0.00%	0.65%	0.00%	0.23%	0.33%	0.14%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	248	10	12	4	1	6	2	0	15	8	5	0	2	16	7	12	3	0	18	9	0	4	0	5	3	21	19	36	23	7									
		2.72%	2.79%	2.60%	2.86%	0.93%	6.25%	1.85%	0.00%	3.11%	2.43%	1.45%	0.00%	1.61%	2.45%	3.89%	3.75%	2.31%	0.00%	3.28%	2.57%	0.00%	2.76%	0.00%	1.61%	2.68%	2.41%	3.17%	5.03%	3.83%	3.26%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
