Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №20																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1986	40	55	33	40	40	42	50	45	35	6	35	35	35	35	30	35	30	40	45	35	55	45	40	45	40	35	35	45	45	40	35	45	40	55	40	40	50	35	35	15	45	25	35	35	35	35	35	5	35	30	50	45	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1436	35	55	27	37	35	42	49	45	17	0	24	12	18	14	10	12	19	36	29	35	34	24	29	39	28	34	35	37	32	28	35	43	17	21	29	29	19	27	25	10	45	13	35	34	16	21	16	3	12	20	49	27	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1639	33	60	49	46	43	21	26	25	5	22	24	68	34	14	18	13	44	32	13	26	24	27	29	116	25	0	20	25	20	28	16	13	37	33	20	32	67	14	118	15	19	40	15	30	28	32	50	14	11	16	36	33	20					
14	Число погашенных неиспользованных открепительных удостоверений	550	5	0	6	3	5	0	1	0	18	6	11	23	17	21	20	23	11	4	16	0	21	21	11	6	12	1	0	8	13	12	0	2	23	34	11	11	31	8	10	5	0	12	0	1	19	14	19	2	23	10	1	18	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	15945	291	440	388	478	408	314	431	422	200	22	220	246	219	238	123	182	220	292	291	243	281	487	399	336	364	341	310	537	527	499	418	468	381	319	320	397	361	303	332	128	248	134	299	217	240	246	177	49	187	152	476	246	98					
		26.64%	21.81%	28.55%	26.69%	29.74%	29.93%	32.14%	22.25%	27.85%	22.37%	12.29%	22.68%	24.87%	25.03%	27.58%	21.69%	22.89%	26.32%	25.73%	23.64%	23.39%	18.51%	30.12%	29.21%	25.13%	30.01%	27.75%	24.76%	34.25%	33.10%	36.05%	29.09%	29.12%	27.29%	27.17%	29.66%	29.30%	30.99%	32.90%	34.05%	29.63%	25.05%	22.60%	25.36%	20.07%	23.67%	24.38%	21.22%	13.39%	24.83%	26.03%	22.33%	25.81%	15.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6967	110	246	147	174	115	79	269	153	133	9	167	141	141	122	147	102	78	128	143	157	136	160	192	195	155	92	123	164	141	142	188	198	50	140	120	170	114	79	120	44	146	55	110	68	129	104	100	3	94	70	339	166	99					
		11.64%	8.25%	15.96%	10.11%	10.83%	8.44%	8.09%	13.89%	10.10%	14.88%	5.03%	17.22%	14.26%	16.11%	14.14%	25.93%	12.83%	9.33%	11.28%	11.62%	15.11%	8.96%	9.89%	14.06%	14.58%	12.78%	7.49%	9.82%	10.46%	8.86%	10.26%	13.08%	12.32%	3.58%	11.93%	11.12%	12.55%	9.79%	8.58%	12.31%	10.19%	14.75%	9.27%	9.33%	6.29%	12.72%	10.31%	11.99%	0.82%	12.48%	11.99%	15.90%	17.42%	15.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	942	16	26	20	29	24	15	36	19	16	4	8	13	12	11	6	11	10	24	19	10	126	14	15	17	13	13	10	15	21	17	19	16	13	17	13	13	11	12	12	8	14	13	16	13	18	27	17	2	12	9	51	12	14					
		1.57%	1.20%	1.69%	1.38%	1.80%	1.76%	1.54%	1.86%	1.25%	1.79%	2.23%	0.82%	1.31%	1.37%	1.27%	1.06%	1.38%	1.20%	2.11%	1.54%	0.96%	8.30%	0.87%	1.10%	1.27%	1.07%	1.06%	0.80%	0.96%	1.32%	1.23%	1.32%	0.99%	0.93%	1.45%	1.20%	0.96%	0.94%	1.30%	1.23%	1.85%	1.41%	2.19%	1.36%	1.20%	1.78%	2.68%	2.04%	0.55%	1.59%	1.54%	2.39%	1.26%	2.19%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10331	208	279	255	285	198	181	528	365	97	10	144	153	198	194	80	84	131	267	217	199	222	260	233	216	239	131	122	240	263	202	185	262	142	222	210	247	186	167	169	75	187	83	238	148	161	156	166	35	115	89	577	160	150					
		17.26%	15.59%	18.11%	17.54%	17.73%	14.53%	18.53%	27.26%	24.09%	10.85%	5.59%	14.85%	15.47%	22.63%	22.48%	14.11%	10.57%	15.67%	23.52%	17.63%	19.15%	14.62%	16.08%	17.06%	16.16%	19.70%	10.66%	9.74%	15.31%	16.52%	14.60%	12.87%	16.30%	10.17%	18.91%	19.46%	18.23%	15.97%	18.13%	17.33%	17.36%	18.89%	13.99%	20.19%	13.69%	15.88%	15.46%	19.90%	9.56%	15.27%	15.24%	27.06%	16.79%	23.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5312	79	168	224	214	231	132	128	125	46	6	54	41	78	31	29	32	108	140	109	94	16	113	98	162	84	75	57	111	190	133	127	151	62	144	164	186	114	85	62	37	69	74	139	82	94	111	78	10	58	35	213	73	36					
		8.88%	5.92%	10.90%	15.41%	13.32%	16.95%	13.51%	6.61%	8.25%	5.15%	3.35%	5.57%	4.15%	8.91%	3.59%	5.11%	4.03%	12.92%	12.33%	8.85%	9.05%	1.05%	6.99%	7.17%	12.12%	6.92%	6.10%	4.55%	7.08%	11.93%	9.61%	8.84%	9.40%	4.44%	12.27%	15.20%	13.73%	9.79%	9.23%	6.36%	8.56%	6.97%	12.48%	11.79%	7.59%	9.27%	11.00%	9.35%	2.73%	7.70%	5.99%	9.99%	7.66%	5.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19002	605	323	394	393	368	240	516	392	372	119	350	375	206	251	159	373	204	258	423	307	713	546	392	387	330	553	617	476	414	352	472	474	726	305	234	298	352	252	251	133	311	221	360	532	353	345	281	256	270	208	437	292	231					
		31.75%	45.35%	20.96%	27.10%	24.46%	26.99%	24.56%	26.64%	25.87%	41.61%	66.48%	36.08%	37.92%	23.54%	29.08%	28.04%	46.92%	24.40%	22.73%	34.36%	29.55%	46.97%	33.77%	28.70%	28.95%	27.21%	44.99%	49.28%	30.36%	26.01%	25.43%	32.85%	29.50%	52.01%	25.98%	21.69%	21.99%	30.21%	27.36%	25.74%	30.79%	31.41%	37.27%	30.53%	49.21%	34.81%	34.19%	33.69%	69.95%	35.86%	35.62%	20.50%	30.64%	36.21%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	474	6	25	13	14	9	4	13	16	6	3	8	7	5	6	11	1	11	12	11	14	9	17	12	11	10	1	2	12	14	13	11	15	7	13	1	15	10	7	10	5	6	8	4	6	7	13	4	4	7	3	15	4	3					
		0.79%	0.45%	1.62%	0.89%	0.87%	0.66%	0.41%	0.67%	1.06%	0.67%	1.68%	0.82%	0.71%	0.57%	0.70%	1.94%	0.13%	1.32%	1.06%	0.89%	1.35%	0.59%	1.05%	0.88%	0.82%	0.82%	0.08%	0.16%	0.77%	0.88%	0.94%	0.77%	0.93%	0.50%	1.11%	0.09%	1.11%	0.86%	0.76%	1.03%	1.16%	0.61%	1.35%	0.34%	0.56%	0.69%	1.29%	0.48%	1.09%	0.93%	0.51%	0.70%	0.42%	0.47%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
