Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Ярославский район																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842					
		0.85%	0.42%	0.57%	0.96%	0.88%	0.99%	0.72%	0.72%	0.79%	0.75%	0.70%	1.08%	0.74%	1.18%	0.87%	0.79%	0.79%	0.99%	1.08%	0.96%	1.10%	1.20%	0.34%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
