Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Ванинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №805	УИК №806									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	296	17	10	4	12	38	12	14	17	12	25	17	11	12	10	6	9	5	10	4	6	21	11	9	4									
		2.99%	2.45%	1.93%	2.80%	3.72%	5.18%	3.06%	3.57%	2.36%	3.79%	3.48%	2.58%	2.04%	4.24%	3.10%	2.07%	1.83%	2.10%	3.33%	1.82%	4.00%	4.52%	2.99%	1.74%	3.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2972	173	181	37	77	189	127	125	205	86	206	173	153	84	83	70	154	64	114	92	55	170	125	188	41									
		30.04%	24.96%	35.01%	25.87%	23.84%	25.75%	32.40%	31.89%	28.51%	27.13%	28.69%	26.21%	28.39%	29.68%	25.70%	24.14%	31.36%	26.89%	38.00%	41.82%	36.67%	36.56%	33.97%	36.43%	39.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	100	5	5	1	2	7	7	5	11	3	4	10	9	3	1	3	4	1	5	2	1	2	2	5	2									
		1.01%	0.72%	0.97%	0.70%	0.62%	0.95%	1.79%	1.28%	1.53%	0.95%	0.56%	1.52%	1.67%	1.06%	0.31%	1.03%	0.81%	0.42%	1.67%	0.91%	0.67%	0.43%	0.54%	0.97%	1.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	1	1	0	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0									
		0.09%	0.00%	0.00%	0.00%	0.31%	0.14%	0.00%	0.51%	0.00%	0.00%	0.14%	0.15%	0.19%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3677	296	189	58	121	280	127	135	270	99	247	218	191	102	138	119	214	109	119	61	51	167	141	191	34									
		37.16%	42.71%	36.56%	40.56%	37.46%	38.15%	32.40%	34.44%	37.55%	31.23%	34.40%	33.03%	35.44%	36.04%	42.72%	41.03%	43.58%	45.80%	39.67%	27.73%	34.00%	35.91%	38.32%	37.02%	32.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	117	9	1	2	5	14	8	4	13	5	5	12	4	1	1	14	6	1	0	3	0	2	4	3	0									
		1.18%	1.30%	0.19%	1.40%	1.55%	1.91%	2.04%	1.02%	1.81%	1.58%	0.70%	1.82%	0.74%	0.35%	0.31%	4.83%	1.22%	0.42%	0.00%	1.36%	0.00%	0.43%	1.09%	0.58%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	81	6	0	2	1	4	3	8	8	1	10	9	6	1	4	0	3	0	2	3	0	4	1	5	0									
		0.82%	0.87%	0.00%	1.40%	0.31%	0.54%	0.77%	2.04%	1.11%	0.32%	1.39%	1.36%	1.11%	0.35%	1.24%	0.00%	0.61%	0.00%	0.67%	1.36%	0.00%	0.86%	0.27%	0.97%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.28%	0.30%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.39%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	3	8	1	2	13	2	6	10	4	15	18	8	2	2	6	2	2	1	4	1	3	3	2	0									
		1.19%	0.43%	1.55%	0.70%	0.62%	1.77%	0.51%	1.53%	1.39%	1.26%	2.09%	2.73%	1.48%	0.71%	0.62%	2.07%	0.41%	0.84%	0.33%	1.82%	0.67%	0.65%	0.82%	0.39%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1451	105	80	22	64	120	64	49	118	61	113	117	90	49	36	43	43	31	30	24	21	52	48	53	18									
		14.66%	15.15%	15.47%	15.38%	19.81%	16.35%	16.33%	12.50%	16.41%	19.24%	15.74%	17.73%	16.70%	17.31%	11.15%	14.83%	8.76%	13.03%	10.00%	10.91%	14.00%	11.18%	13.04%	10.27%	17.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	2	0	1	1	1	3	0	3	2	3	0	0	2	0	3	0	1	1	3	1	1	4	0									
		0.33%	0.14%	0.39%	0.00%	0.31%	0.14%	0.26%	0.77%	0.00%	0.95%	0.28%	0.45%	0.00%	0.00%	0.62%	0.00%	0.61%	0.00%	0.33%	0.45%	2.00%	0.22%	0.27%	0.78%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	324	16	14	5	13	21	12	17	24	13	23	36	21	9	13	6	8	5	8	7	4	21	15	13	0									
		3.27%	2.31%	2.71%	3.50%	4.02%	2.86%	3.06%	4.34%	3.34%	4.10%	3.20%	5.45%	3.90%	3.18%	4.02%	2.07%	1.63%	2.10%	2.67%	3.18%	2.67%	4.52%	4.08%	2.52%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
