Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Воткинская городская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1240	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	15	15	25	25	25	25	25	25	25	25	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	281	8	5	3	8	6	11	3	8	4	6	8	10	5	8	12	4	6	5	7	7	4	9	5	6	6	5	5	4	5	3	5	3	9	8	7	4	11	4	2	6	1	5	4	3	2	3	11	2	2	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	230	7	5	3	2	10	4	9	5	1	13	4	0	3	1	0	1	3	2	7	13	0	2	5	1	2	2	2	4	4	3	0	2	4	2	1	3	4	5	3	2	0	1	0	0	13	42	14	10	5	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	959	17	20	22	17	19	14	22	17	21	19	17	15	20	17	13	21	19	20	18	18	21	16	20	19	19	20	20	21	20	22	20	22	16	17	18	21	14	21	23	19	14	10	21	22	23	22	14	23	23	23	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	577	15	16	27	11	18	13	17	10	9	12	13	15	21	16	15	11	8	9	11	8	11	11	11	11	11	9	14	11	9	5	13	7	7	10	6	14	7	13	15	6	6	9	7	11	12	9	10	5	9	12	11					
		1.36%	1.47%	1.59%	3.23%	1.10%	1.69%	1.69%	1.57%	0.98%	1.29%	1.23%	1.22%	1.59%	2.28%	1.54%	1.42%	1.73%	1.37%	1.08%	1.15%	0.80%	1.17%	1.44%	1.23%	1.20%	1.04%	1.11%	1.74%	1.04%	0.83%	0.78%	1.25%	0.84%	0.71%	1.15%	0.75%	1.63%	0.79%	1.60%	1.85%	1.22%	3.95%	6.08%	0.76%	1.40%	1.67%	1.31%	1.46%	0.75%	1.23%	1.56%	4.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	306	10	6	5	8	9	7	8	7	3	4	10	6	6	7	3	3	9	8	11	6	11	8	5	8	2	5	4	5	6	5	5	3	7	5	3	5	12	7	15	1	1	0	5	5	4	8	3	6	7	7	2					
		0.72%	0.98%	0.60%	0.60%	0.80%	0.85%	0.91%	0.74%	0.69%	0.43%	0.41%	0.94%	0.64%	0.65%	0.67%	0.28%	0.47%	1.54%	0.96%	1.15%	0.60%	1.17%	1.04%	0.56%	0.87%	0.19%	0.62%	0.50%	0.47%	0.55%	0.78%	0.48%	0.36%	0.71%	0.58%	0.38%	0.58%	1.35%	0.86%	1.85%	0.20%	0.66%	0.00%	0.54%	0.64%	0.56%	1.16%	0.44%	0.90%	0.96%	0.91%	0.75%					
20	3.Политическая партия «Демократическая партия России»	40	2	1	0	3	1	0	2	1	2	1	1	0	0	0	0	1	0	1	1	1	3	0	2	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	2	0	2	0	2	0	1	1	1	0	1					
		0.09%	0.20%	0.10%	0.00%	0.30%	0.09%	0.00%	0.19%	0.10%	0.29%	0.10%	0.09%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.12%	0.10%	0.10%	0.32%	0.00%	0.22%	0.11%	0.00%	0.12%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.13%	0.00%	0.11%	0.00%	0.00%	0.20%	1.32%	0.00%	0.22%	0.00%	0.28%	0.00%	0.15%	0.15%	0.14%	0.00%	0.38%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4582	106	154	102	117	101	100	125	128	91	79	77	70	173	98	147	53	55	76	85	119	112	76	84	120	102	79	83	121	98	63	113	76	76	115	105	94	133	95	78	54	11	16	105	94	69	46	71	64	79	67	27					
		10.81%	10.41%	15.31%	12.22%	11.69%	9.49%	12.97%	11.57%	12.55%	13.09%	8.09%	7.22%	7.44%	18.76%	9.44%	13.95%	8.33%	9.43%	9.08%	8.92%	11.91%	11.89%	9.92%	9.38%	13.09%	9.62%	9.72%	10.30%	11.43%	8.99%	9.81%	10.82%	9.16%	7.76%	13.26%	13.21%	10.93%	14.93%	11.71%	9.59%	10.95%	7.24%	10.81%	11.41%	11.99%	9.58%	6.70%	10.35%	9.61%	10.84%	8.74%	10.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	166	5	7	3	6	5	3	9	3	1	1	0	0	1	5	6	0	3	0	4	2	7	2	2	1	5	5	0	7	3	0	3	2	4	2	2	5	3	4	4	5	1	1	4	5	4	3	2	7	3	4	2					
		0.39%	0.49%	0.70%	0.36%	0.60%	0.47%	0.39%	0.83%	0.29%	0.14%	0.10%	0.00%	0.00%	0.11%	0.48%	0.57%	0.00%	0.51%	0.00%	0.42%	0.20%	0.74%	0.26%	0.22%	0.11%	0.47%	0.62%	0.00%	0.66%	0.28%	0.00%	0.29%	0.24%	0.41%	0.23%	0.25%	0.58%	0.34%	0.49%	0.49%	1.01%	0.66%	0.68%	0.43%	0.64%	0.56%	0.44%	0.29%	1.05%	0.41%	0.52%	0.75%					
23	6.Политическая партия «Партия социальной справедливости»	79	3	2	1	2	0	1	2	0	0	3	3	1	0	2	3	0	2	1	0	1	1	1	1	5	3	3	1	3	3	2	3	1	1	1	1	0	1	2	2	4	1	1	0	0	0	1	1	1	2	5	1					
		0.19%	0.29%	0.20%	0.12%	0.20%	0.00%	0.13%	0.19%	0.00%	0.00%	0.31%	0.28%	0.11%	0.00%	0.19%	0.28%	0.00%	0.34%	0.12%	0.00%	0.10%	0.11%	0.13%	0.11%	0.55%	0.28%	0.37%	0.12%	0.28%	0.28%	0.31%	0.29%	0.12%	0.10%	0.12%	0.13%	0.00%	0.11%	0.25%	0.25%	0.81%	0.66%	0.68%	0.00%	0.00%	0.00%	0.15%	0.15%	0.15%	0.27%	0.65%	0.38%					
24	7.Политическая партия «Либерально-демократическая партия России»	4340	80	85	90	104	100	83	85	100	64	126	110	113	78	85	91	90	58	101	118	111	86	70	89	109	112	86	101	118	116	74	104	83	101	69	79	87	95	93	66	46	6	16	87	83	69	103	59	70	78	94	19					
		10.24%	7.86%	8.45%	10.78%	10.39%	9.40%	10.77%	7.87%	9.80%	9.21%	12.91%	10.31%	12.01%	8.46%	8.19%	8.63%	14.15%	9.95%	12.07%	12.38%	11.11%	9.13%	9.14%	9.93%	11.89%	10.57%	10.58%	12.53%	11.14%	10.64%	11.53%	9.96%	10.00%	10.31%	7.96%	9.94%	10.12%	10.66%	11.47%	8.12%	9.33%	3.95%	10.81%	9.46%	10.59%	9.58%	14.99%	8.60%	10.51%	10.70%	12.26%	7.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2215	41	69	50	59	78	68	56	55	37	49	41	52	46	62	67	39	30	39	43	46	51	40	37	36	68	29	28	45	51	34	64	48	69	50	49	42	34	33	39	17	4	13	61	56	27	36	25	36	22	34	10					
		5.22%	4.03%	6.86%	5.99%	5.89%	7.33%	8.82%	5.19%	5.39%	5.32%	5.02%	3.84%	5.53%	4.99%	5.97%	6.36%	6.13%	5.15%	4.66%	4.51%	4.60%	5.41%	5.22%	4.13%	3.93%	6.42%	3.57%	3.47%	4.25%	4.68%	5.30%	6.13%	5.78%	7.04%	5.77%	6.16%	4.88%	3.82%	4.07%	4.80%	3.45%	2.63%	8.78%	6.63%	7.14%	3.75%	5.24%	3.64%	5.41%	3.02%	4.43%	3.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	2307	85	90	103	121	112	80	52	57	42	66	66	56	42	42	40	21	17	43	35	60	52	30	40	49	58	28	31	54	72	36	98	66	32	48	24	14	35	32	33	21	4	1	27	16	17	27	36	23	43	23	7					
		5.44%	8.35%	8.95%	12.34%	12.09%	10.53%	10.38%	4.81%	5.59%	6.04%	6.76%	6.19%	5.95%	4.56%	4.05%	3.80%	3.30%	2.92%	5.14%	3.67%	6.01%	5.52%	3.92%	4.46%	5.34%	5.47%	3.44%	3.85%	5.10%	6.61%	5.61%	9.39%	7.95%	3.27%	5.54%	3.02%	1.63%	3.93%	3.95%	4.06%	4.26%	2.63%	0.68%	2.93%	2.04%	2.36%	3.93%	5.25%	3.45%	5.90%	2.99%	2.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26781	639	552	436	548	607	401	698	642	432	620	727	600	532	697	661	407	384	539	618	616	589	513	606	558	672	558	538	672	707	415	622	519	661	551	502	574	553	511	535	328	110	90	604	499	484	444	451	441	456	483	179					
		63.17%	62.77%	54.87%	52.22%	54.75%	57.05%	52.01%	64.63%	62.94%	62.16%	63.52%	68.13%	63.76%	57.70%	67.15%	62.71%	63.99%	65.87%	64.40%	64.85%	61.66%	62.53%	66.97%	67.63%	60.85%	63.40%	68.63%	66.75%	63.46%	64.86%	64.64%	59.58%	62.53%	67.45%	63.55%	63.14%	66.74%	62.07%	63.01%	65.81%	66.53%	72.37%	60.81%	65.65%	63.65%	67.22%	64.63%	65.74%	66.22%	62.55%	62.97%	67.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	353	8	7	4	7	9	5	16	8	8	2	6	8	15	10	6	2	9	2	15	12	13	9	7	7	11	5	6	5	10	6	9	11	4	4	6	6	9	9	10	0	1	0	10	5	6	3	12	0	3	7	0					
		0.83%	0.79%	0.70%	0.48%	0.70%	0.85%	0.65%	1.48%	0.78%	1.15%	0.20%	0.56%	0.85%	1.63%	0.96%	0.57%	0.31%	1.54%	0.24%	1.57%	1.20%	1.38%	1.17%	0.78%	0.76%	1.04%	0.62%	0.74%	0.47%	0.92%	0.93%	0.86%	1.33%	0.41%	0.46%	0.75%	0.70%	1.01%	1.11%	1.23%	0.00%	0.66%	0.00%	1.09%	0.64%	0.83%	0.44%	1.75%	0.00%	0.41%	0.91%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
