Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Тверской район																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №4006					
14	Число погашенных неиспользованных открепительных удостоверений	159	17	3	30	4	0	6	9	0	5	5	1	22	6	5	5	0	3	1	7	12	18	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	691	34	36	67	20	31	37	0	24	55	8	76	2	21	68	20	58	18	31	3	18	39	25	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	552	32	28	10	9	23	34	13	29	24	38	29	30	24	2	39	10	25	5	38	28	7	9	26	3	13	3	0	6	13	2					
		1.62%	1.48%	1.97%	0.71%	0.52%	2.29%	2.91%	2.29%	2.51%	1.99%	2.44%	1.98%	2.88%	2.16%	0.12%	2.57%	0.63%	1.66%	0.24%	3.24%	1.71%	0.51%	0.70%	1.75%	3.19%	5.70%	1.13%	0.00%	4.44%	2.63%	0.48%					
19	2.Всероссийская политическая партия «Гражданская Сила»	574	40	36	18	8	23	33	34	40	3	49	50	39	29	3	34	3	20	9	26	12	5	10	22	6	3	2	4	3	8	2					
		1.69%	1.85%	2.54%	1.29%	0.46%	2.29%	2.82%	5.99%	3.46%	0.25%	3.14%	3.42%	3.75%	2.61%	0.18%	2.24%	0.19%	1.33%	0.43%	2.21%	0.73%	0.36%	0.78%	1.48%	6.38%	1.32%	0.75%	4.76%	2.22%	1.62%	0.48%					
20	3.Политическая партия «Демократическая партия России»	56	3	2	3	3	1	1	1	1	3	1	5	0	0	0	1	2	0	2	3	3	1	1	16	0	1	0	1	0	1	0					
		0.16%	0.14%	0.14%	0.21%	0.17%	0.10%	0.09%	0.18%	0.09%	0.25%	0.06%	0.34%	0.00%	0.00%	0.00%	0.07%	0.13%	0.00%	0.10%	0.26%	0.18%	0.07%	0.08%	1.08%	0.00%	0.44%	0.00%	1.19%	0.00%	0.20%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4600	219	216	156	85	95	149	95	172	135	375	282	211	154	196	191	189	297	202	306	261	200	148	59	6	33	22	2	30	84	30					
		13.52%	10.13%	15.23%	11.15%	4.89%	9.45%	12.74%	16.73%	14.87%	11.24%	24.05%	19.29%	20.29%	13.86%	11.88%	12.60%	11.85%	19.68%	9.71%	26.06%	15.90%	14.59%	11.47%	3.98%	6.38%	14.47%	8.27%	2.38%	22.22%	16.97%	7.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1346	114	91	40	115	63	95	44	70	97	107	117	65	39	9	64	4	43	19	56	22	11	6	33	2	4	4	3	1	6	2					
		3.96%	5.27%	6.42%	2.86%	6.61%	6.27%	8.12%	7.75%	6.05%	8.08%	6.86%	8.00%	6.25%	3.51%	0.55%	4.22%	0.25%	2.85%	0.91%	4.77%	1.34%	0.80%	0.47%	2.22%	2.13%	1.75%	1.50%	3.57%	0.74%	1.21%	0.48%					
23	6.Политическая партия «Партия социальной справедливости»	153	11	12	7	4	6	6	7	7	4	13	9	7	5	2	14	4	4	2	6	9	3	1	1	0	4	2	0	1	2	0					
		0.45%	0.51%	0.85%	0.50%	0.23%	0.60%	0.51%	1.23%	0.61%	0.33%	0.83%	0.62%	0.67%	0.45%	0.12%	0.92%	0.25%	0.27%	0.10%	0.51%	0.55%	0.22%	0.08%	0.07%	0.00%	1.75%	0.75%	0.00%	0.74%	0.40%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1696	250	47	55	25	33	70	27	57	6	77	66	53	61	9	98	21	54	16	46	34	9	42	427	23	10	14	3	7	35	21					
		4.98%	11.56%	3.31%	3.93%	1.44%	3.28%	5.98%	4.75%	4.93%	0.50%	4.94%	4.51%	5.10%	5.49%	0.55%	6.46%	1.32%	3.58%	0.77%	3.92%	2.07%	0.66%	3.26%	28.77%	24.47%	4.39%	5.26%	3.57%	5.19%	7.07%	5.01%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1767	93	64	37	94	67	67	38	96	66	116	115	79	90	101	123	11	104	19	92	102	15	20	60	6	15	29	2	9	28	9					
		5.19%	4.30%	4.51%	2.64%	5.41%	6.67%	5.73%	6.69%	8.30%	5.50%	7.44%	7.87%	7.60%	8.10%	6.12%	8.11%	0.69%	6.89%	0.91%	7.84%	6.21%	1.09%	1.55%	4.04%	6.38%	6.58%	10.90%	2.38%	6.67%	5.66%	2.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	333	22	12	20	6	16	22	11	14	4	28	19	19	11	1	19	6	10	8	24	7	5	4	30	0	3	1	0	2	6	3					
		0.98%	1.02%	0.85%	1.43%	0.35%	1.59%	1.88%	1.94%	1.21%	0.33%	1.80%	1.30%	1.83%	0.99%	0.06%	1.25%	0.38%	0.66%	0.38%	2.04%	0.43%	0.36%	0.31%	2.02%	0.00%	1.32%	0.38%	0.00%	1.48%	1.21%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20140	1219	752	976	1113	595	575	225	506	800	578	626	431	586	1317	811	1279	695	1710	486	1035	1096	1019	597	46	130	179	64	70	281	343					
		59.20%	56.38%	53.03%	69.76%	64.00%	59.20%	49.15%	39.61%	43.73%	66.61%	37.08%	42.82%	41.44%	52.75%	79.82%	53.50%	80.19%	46.06%	82.21%	41.40%	63.03%	79.94%	78.99%	40.23%	48.94%	57.02%	67.29%	76.19%	51.85%	56.77%	81.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2049	140	139	72	156	78	103	63	155	40	156	133	93	90	10	99	63	114	63	73	111	7	21	24	1	5	8	4	5	20	3					
		6.02%	6.48%	9.80%	5.15%	8.97%	7.76%	8.80%	11.09%	13.40%	3.33%	10.01%	9.10%	8.94%	8.10%	0.61%	6.53%	3.95%	7.55%	3.03%	6.22%	6.76%	0.51%	1.63%	1.62%	1.06%	2.19%	3.01%	4.76%	3.70%	4.04%	0.72%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
