Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Гороховецкая																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	100	6	3	0	3	8	2	2	2	7	3	4	6	7	2	3	2	3	4	0	3	6	1	1	13	9					
		0.95%	0.95%	0.46%	0.0%	0.66%	1.50%	0.41%	0.29%	0.34%	1.13%	0.60%	0.76%	1.84%	2.40%	0.98%	0.81%	1.0%	3.03%	0.61%	0.0%	1.44%	2.02%	0.70%	0.41%	1.85%	1.59%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	245	28	19	2	12	28	8	13	21	14	21	16	5	0	7	8	1	4	8	0	1	12	1	2	8	6					
		2.33%	4.45%	2.95%	0.42%	2.67%	5.25%	1.66%	1.92%	3.62%	2.27%	4.25%	3.05%	1.53%	0.0%	3.44%	2.16%	0.5%	4.04%	1.22%	0.0%	0.48%	4.04%	0.70%	0.82%	1.14%	1.06%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	261	11	29	14	7	8	18	21	18	20	8	9	5	6	2	13	11	2	8	2	2	6	7	6	18	10					
		2.48%	1.74%	4.50%	2.97%	1.56%	1.50%	3.74%	3.10%	3.10%	3.25%	1.62%	1.72%	1.53%	2.06%	0.98%	3.51%	5.5%	2.02%	1.22%	2.12%	0.96%	2.02%	4.92%	2.47%	2.57%	1.76%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	249	25	24	16	14	14	18	9	19	25	17	16	4	0	3	5	1	0	9	5	1	2	2	3	10	7					
		2.37%	3.97%	3.72%	3.39%	3.12%	2.62%	3.74%	1.32%	3.28%	4.06%	3.44%	3.05%	1.22%	0.0%	1.47%	1.35%	0.5%	0.0%	1.37%	5.31%	0.48%	0.67%	1.40%	1.23%	1.42%	1.23%					
22	"5. ""За Русь Святую"""	82	5	3	17	1	3	0	6	4	0	3	2	2	3	1	7	2	1	3	0	1	3	1	1	9	4					
		0.78%	0.79%	0.46%	3.60%	0.22%	0.56%	0.0%	0.88%	0.69%	0.0%	0.60%	0.38%	0.61%	1.03%	0.49%	1.89%	1.0%	1.01%	0.45%	0.0%	0.48%	1.01%	0.70%	0.41%	1.28%	0.70%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	1	0	1	0	1	0	1	2	0	0	1	0	0	1	1	0	0	3	0	0	2	0	0	4	5					
		0.21%	0.15%	0.0%	0.21%	0.0%	0.18%	0.0%	0.14%	0.34%	0.0%	0.0%	0.19%	0.0%	0.0%	0.49%	0.27%	0.0%	0.0%	0.45%	0.0%	0.0%	0.67%	0.0%	0.0%	0.57%	0.88%					
24	"7. ""Новый курс - Автомобильная Россия"""	70	5	8	3	2	5	5	5	5	10	2	2	3	1	0	4	1	0	1	0	0	1	0	2	2	3					
		0.66%	0.79%	1.24%	0.63%	0.44%	0.93%	1.03%	0.73%	0.86%	1.62%	0.40%	0.38%	0.92%	0.34%	0.0%	1.08%	0.5%	0.0%	0.15%	0.0%	0.0%	0.33%	0.0%	0.82%	0.28%	0.53%					
25	"8. ""Народно-республиканская партия России"""	11	0	1	2	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	1	0					
		0.10%	0.0%	0.15%	0.42%	0.0%	0.0%	0.0%	0.14%	0.17%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.41%	0.14%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	2	4	0	0	3	3	0	9	2	2	4	0	1	0	3	0	0	3	1	0	0	0	1	5	4					
		0.44%	0.31%	0.62%	0.0%	0.0%	0.56%	0.62%	0.0%	1.55%	0.32%	0.40%	0.76%	0.0%	0.34%	0.0%	0.81%	0.0%	0.0%	0.45%	1.06%	0.0%	0.0%	0.0%	0.41%	0.71%	0.70%					
27	"10. ""Аграрная партия России"""	597	26	25	24	28	14	20	19	20	17	31	22	25	19	9	14	10	0	39	8	26	52	7	52	43	47					
		5.69%	4.13%	3.88%	5.09%	6.24%	2.62%	4.15%	2.80%	3.45%	2.76%	6.28%	4.20%	7.66%	6.52%	4.43%	3.78%	5.0%	0.0%	5.95%	8.51%	12.5%	17.50%	4.92%	21.48%	6.14%	8.31%					
28	"11. ""Истинные патриоты России"""	14	0	2	0	0	2	0	2	0	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0					
		0.13%	0.0%	0.31%	0.0%	0.0%	0.37%	0.0%	0.29%	0.0%	0.16%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.48%	0.0%	0.0%	0.0%	0.28%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	107	18	8	7	4	8	2	5	4	3	2	7	5	0	4	8	0	0	4	0	2	2	0	2	6	6					
		1.02%	2.86%	1.24%	1.48%	0.89%	1.50%	0.41%	0.73%	0.69%	0.48%	0.40%	1.33%	1.53%	0.0%	1.97%	2.16%	0.0%	0.0%	0.61%	0.0%	0.96%	0.67%	0.0%	0.82%	0.85%	1.06%					
30	"13. ""Демократическая партия России"""	30	0	1	0	1	0	3	2	3	1	1	0	1	4	0	2	0	0	2	2	0	3	3	1	0	0					
		0.28%	0.0%	0.15%	0.0%	0.22%	0.0%	0.62%	0.29%	0.51%	0.16%	0.20%	0.0%	0.30%	1.37%	0.0%	0.54%	0.0%	0.0%	0.30%	2.12%	0.0%	1.01%	2.11%	0.41%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	1	0	0	0	0	2	0	0	2	1	1	3	1	0	2	0	0	1	1	0	3	0	0	3	1					
		0.20%	0.15%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.32%	0.20%	0.19%	0.92%	0.34%	0.0%	0.54%	0.0%	0.0%	0.15%	1.06%	0.0%	1.01%	0.0%	0.0%	0.42%	0.17%					
32	"15. ""Партия СЛОН"""	21	2	1	0	2	1	1	0	1	0	0	4	0	0	0	0	0	0	1	1	1	0	0	2	2	2					
		0.20%	0.31%	0.15%	0.0%	0.44%	0.18%	0.20%	0.0%	0.17%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	1.06%	0.48%	0.0%	0.0%	0.82%	0.28%	0.35%					
33	"16. ""Родина"" (народно-патриотический союз)"""	850	50	49	58	53	40	31	79	65	57	35	44	17	9	6	28	14	9	49	7	8	14	8	14	49	57					
		8.10%	7.94%	7.60%	12.31%	11.83%	7.50%	6.44%	11.66%	11.22%	9.26%	7.09%	8.41%	5.21%	3.09%	2.95%	7.56%	7.0%	9.09%	7.48%	7.44%	3.84%	4.71%	5.63%	5.78%	7.0%	10.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	1	0	0	2	2	1	1	1	1	0	0	3	1	0	2	2	0	0	1	1	0	1	1	4	0					
		0.23%	0.15%	0.0%	0.0%	0.44%	0.37%	0.20%	0.14%	0.17%	0.16%	0.0%	0.0%	0.92%	0.34%	0.0%	0.54%	1.0%	0.0%	0.0%	1.06%	0.48%	0.0%	0.70%	0.41%	0.57%	0.0%					
35	"18. ""ЛДПР"""	1415	95	101	40	60	69	73	84	84	84	72	97	46	43	19	43	21	6	114	13	25	27	18	34	93	54					
		13.49%	15.10%	15.68%	8.49%	13.39%	12.94%	15.17%	12.40%	14.50%	13.65%	14.60%	18.54%	14.11%	14.77%	9.35%	11.62%	10.5%	6.06%	17.40%	13.82%	12.01%	9.09%	12.67%	14.04%	13.28%	9.55%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	263	16	26	14	7	12	11	15	17	11	8	11	9	10	5	12	3	10	13	3	2	6	5	8	20	9					
		2.50%	2.54%	4.03%	2.97%	1.56%	2.25%	2.28%	2.21%	2.93%	1.78%	1.62%	2.10%	2.76%	3.43%	2.46%	3.24%	1.5%	10.10%	1.98%	3.19%	0.96%	2.02%	3.52%	3.30%	2.85%	1.59%					
37	"20. ""Политическая партия ""Единая Россия"""	3498	189	211	135	136	209	131	225	168	213	175	182	106	124	96	115	94	42	217	25	95	97	41	60	208	204					
		33.36%	30.04%	32.76%	28.66%	30.35%	39.21%	27.23%	33.23%	29.01%	34.63%	35.49%	34.79%	32.51%	42.61%	47.29%	31.08%	47.0%	42.42%	33.12%	26.59%	45.67%	32.65%	28.87%	24.79%	29.71%	36.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	1	0	1	1	1	2	0	0	0	0	1	2	1	0	3	1	1	1	0	0	2	1	0	2	0					
		0.20%	0.15%	0.0%	0.21%	0.22%	0.18%	0.41%	0.0%	0.0%	0.0%	0.0%	0.19%	0.61%	0.34%	0.0%	0.81%	0.5%	1.01%	0.15%	0.0%	0.0%	0.67%	0.70%	0.0%	0.28%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	1	5	0	0	0	2	2	0	1	0	1	0	1	0	0	1	0	4	0	0	0	0	0	2	0					
		0.19%	0.15%	0.77%	0.0%	0.0%	0.0%	0.41%	0.29%	0.0%	0.16%	0.0%	0.19%	0.0%	0.34%	0.0%	0.0%	0.5%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2017	108	97	118	103	78	124	157	106	110	85	79	58	47	40	77	28	20	132	18	29	46	41	43	157	116					
		19.23%	17.17%	15.06%	25.05%	22.99%	14.63%	25.77%	23.19%	18.30%	17.88%	17.24%	15.10%	17.79%	16.15%	19.70%	20.81%	14.0%	20.20%	20.15%	19.14%	13.94%	15.48%	28.87%	17.76%	22.42%	20.53%					
																																
41	Против всех	339	31	18	13	7	16	17	20	23	25	18	11	19	10	5	10	7	0	24	4	4	9	2	6	23	17					
		3.23%	4.92%	2.79%	2.76%	1.56%	3.00%	3.53%	2.95%	3.97%	4.06%	3.65%	2.10%	5.82%	3.43%	2.46%	2.70%	3.5%	0.0%	3.66%	4.25%	1.92%	3.03%	1.40%	2.47%	3.28%	3.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
