Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Чернушинская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328	УИК №4329	УИК №4330	УИК №4331	УИК №4332	УИК №4333	УИК №4334	УИК №4335	УИК №4336	УИК №4337	УИК №4338	УИК №4339	УИК №4340	УИК №4341									
		0.27%	0.00%	0.40%	0.00%	0.00%	0.28%	0.00%	0.11%	0.58%	0.40%	0.48%	0.29%	0.00%	0.21%	0.73%	0.29%	0.00%	0.00%	0.31%	0.00%	0.99%	0.33%	0.00%	0.31%	0.23%	0.46%	0.83%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.18%	0.00%	0.00%	0.94%	0.88%	1.49%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1275	35	42	53	27	28	26	112	49	71	121	75	28	110	27	93	47	17	43	35	17	9	16	14	12	12	13	9	11	3	6	16	21	16	8	20	7	4	8	0	8	6									
		7.06%	5.29%	5.67%	8.20%	6.21%	7.87%	8.52%	12.73%	9.55%	14.03%	11.50%	10.81%	8.28%	11.70%	9.85%	9.06%	7.11%	5.59%	6.58%	9.43%	4.21%	2.97%	10.96%	4.29%	2.70%	2.77%	5.37%	3.00%	3.64%	2.52%	3.57%	7.41%	4.64%	3.20%	1.83%	3.66%	1.96%	2.72%	2.52%	0.00%	3.96%	2.79%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
