Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Суоярвская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510									
		2.21%	2.66%	2.56%	2.23%	1.39%	4.35%	0.00%	0.00%	2.86%	1.96%	1.23%	2.54%	1.15%	3.13%	0.00%	2.75%	3.86%	1.74%	2.29%	1.52%	2.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2510	260	295	432	125	23	52	32	107	24	184	262	196	37	26	86	91	74	67	45	92									
		39.96%	36.41%	34.30%	35.70%	34.82%	50.00%	50.00%	36.78%	30.57%	47.06%	56.79%	51.17%	45.06%	57.81%	49.06%	39.45%	35.14%	43.02%	38.29%	68.18%	41.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	7	10	7	4	0	0	1	0	0	1	2	0	0	0	2	0	0	1	0	0									
		0.56%	0.98%	1.16%	0.58%	1.11%	0.00%	0.00%	1.15%	0.00%	0.00%	0.31%	0.39%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.57%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	3	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2									
		0.22%	0.00%	0.35%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.90%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1142	160	136	206	63	9	14	20	69	12	45	111	98	9	13	41	36	33	25	3	39									
		18.18%	22.41%	15.81%	17.02%	17.55%	19.57%	13.46%	22.99%	19.71%	23.53%	13.89%	21.68%	22.53%	14.06%	24.53%	18.81%	13.90%	19.19%	14.29%	4.55%	17.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	2	6	8	3	0	0	0	0	0	0	1	0	0	0	7	2	0	0	1	0									
		0.48%	0.28%	0.70%	0.66%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	3.21%	0.77%	0.00%	0.00%	1.52%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	55	4	7	20	0	0	0	0	6	2	1	5	5	0	0	3	1	0	0	0	1									
		0.88%	0.56%	0.81%	1.65%	0.00%	0.00%	0.00%	0.00%	1.71%	3.92%	0.31%	0.98%	1.15%	0.00%	0.00%	1.38%	0.39%	0.00%	0.00%	0.00%	0.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.12%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	250	34	50	57	27	2	3	4	9	1	5	15	15	2	6	1	6	3	5	2	3									
		3.98%	4.76%	5.81%	4.71%	7.52%	4.35%	2.88%	4.60%	2.57%	1.96%	1.54%	2.93%	3.45%	3.13%	11.32%	0.46%	2.32%	1.74%	2.86%	3.03%	1.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	888	60	112	170	50	7	7	18	80	5	30	58	55	6	3	40	65	23	37	9	53									
		14.14%	8.40%	13.02%	14.05%	13.93%	15.22%	6.73%	20.69%	22.86%	9.80%	9.26%	11.33%	12.64%	9.38%	5.66%	18.35%	25.10%	13.37%	21.14%	13.64%	23.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	2	7	5	2	0	0	0	4	0	2	0	2	0	0	1	0	1	1	0	2									
		0.46%	0.28%	0.81%	0.41%	0.56%	0.00%	0.00%	0.00%	1.14%	0.00%	0.62%	0.00%	0.46%	0.00%	0.00%	0.46%	0.00%	0.58%	0.57%	0.00%	0.90%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	717	118	138	182	52	2	18	3	37	3	30	24	33	6	2	12	22	13	13	4	5									
		11.41%	16.53%	16.05%	15.04%	14.48%	4.35%	17.31%	3.45%	10.57%	5.88%	9.26%	4.69%	7.59%	9.38%	3.77%	5.50%	8.49%	7.56%	7.43%	6.06%	2.24%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
