Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Цивильская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655									
		53.41%	45.90%	69.33%	53.75%	52.02%	57.14%	57.72%	59.70%	52.99%	55.06%	56.55%	63.93%	50.29%	65.87%	67.44%	52.66%	55.12%	50.29%	46.81%	60.09%	52.61%	64.64%	48.73%	39.46%	65.00%	61.76%	63.38%	47.42%	68.81%	70.13%	64.94%	48.97%	51.14%	62.15%	59.67%	59.18%	65.16%	56.08%	62.43%	58.53%	56.75%	60.63%	43.90%	55.73%	57.30%	51.38%	49.13%	44.46%	46.96%	40.06%	51.33%	49.29%	46.26%	47.60%	42.21%	50.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	113	5	2	1	5	3	6	0	0	2	1	1	2	3	1	0	3	1	3	0	1	2	5	0	1	0	1	0	0	1	1	4	2	0	2	0	6	1	0	0	7	3	1	2	1	1	1	6	1	1	4	4	6	3	3	3									
		0.64%	1.17%	1.23%	1.25%	2.53%	0.68%	2.21%	0.00%	0.00%	1.27%	0.60%	0.22%	1.14%	1.80%	0.47%	0.00%	1.46%	0.58%	1.06%	0.00%	0.37%	0.53%	0.71%	0.00%	0.63%	0.00%	0.47%	0.00%	0.00%	0.32%	0.32%	2.76%	0.45%	0.00%	0.67%	0.00%	3.87%	0.68%	0.00%	0.00%	2.15%	0.95%	0.24%	1.53%	0.54%	0.34%	0.13%	1.02%	0.18%	0.30%	0.62%	0.52%	0.92%	0.53%	0.52%	1.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	1	0	1	1	1	1	2	1	1	0	1	2	0	0	2	0	0	3	1	0	0	1	1	1	0	0	2	0	1	2	2	2	0	0	0	1	2	0	3	0	0	2	0	0	1	4	1	0	1	2	1	2	1	3	0									
		0.31%	0.23%	0.00%	1.25%	0.51%	0.23%	0.37%	0.75%	0.85%	0.63%	0.00%	0.22%	1.14%	0.00%	0.00%	0.34%	0.00%	0.00%	1.06%	0.22%	0.00%	0.00%	0.14%	0.38%	0.63%	0.00%	0.00%	2.06%	0.00%	0.32%	0.65%	1.38%	0.45%	0.00%	0.00%	0.00%	0.65%	1.35%	0.00%	0.63%	0.00%	0.00%	0.49%	0.00%	0.00%	0.34%	0.54%	0.17%	0.00%	0.30%	0.31%	0.13%	0.31%	0.18%	0.52%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1710	47	10	8	15	40	20	31	10	17	22	34	22	18	10	71	18	20	27	53	19	34	79	23	8	20	20	12	10	19	18	15	39	18	23	12	11	16	21	51	36	27	43	17	30	32	89	45	64	27	59	63	53	41	62	61									
		9.74%	11.01%	6.13%	10.00%	7.58%	9.07%	7.35%	11.57%	8.55%	10.76%	13.10%	7.34%	12.57%	10.78%	4.65%	12.18%	8.78%	11.70%	9.57%	11.75%	7.09%	8.97%	11.16%	8.81%	5.00%	11.76%	9.39%	12.37%	9.17%	6.17%	5.84%	10.34%	8.86%	8.41%	7.67%	6.12%	7.10%	10.81%	11.11%	10.74%	11.04%	8.57%	10.49%	12.98%	16.22%	11.03%	11.98%	7.67%	11.43%	8.01%	9.20%	8.17%	8.09%	7.28%	10.73%	28.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	170	1	1	0	1	4	2	0	3	2	0	2	1	0	2	3	0	1	0	2	0	2	7	1	3	1	1	0	0	2	0	1	1	1	2	1	2	1	1	3	1	4	2	1	1	2	5	14	14	6	13	14	17	9	10	2									
		0.97%	0.23%	0.61%	0.00%	0.51%	0.91%	0.74%	0.00%	2.56%	1.27%	0.00%	0.43%	0.57%	0.00%	0.93%	0.51%	0.00%	0.58%	0.00%	0.44%	0.00%	0.53%	0.99%	0.38%	1.88%	0.59%	0.47%	0.00%	0.00%	0.65%	0.00%	0.69%	0.23%	0.47%	0.67%	0.51%	1.29%	0.68%	0.53%	0.63%	0.31%	1.27%	0.49%	0.76%	0.54%	0.69%	0.67%	2.39%	2.50%	1.78%	2.03%	1.82%	2.60%	1.60%	1.73%	0.94%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	85	3	1	1	1	2	2	1	1	2	1	0	1	1	2	1	1	0	0	2	3	4	2	3	1	0	0	3	0	1	0	1	0	0	1	0	0	0	1	2	0	1	4	1	0	0	4	3	6	3	3	5	4	2	3	1									
		0.48%	0.70%	0.61%	1.25%	0.51%	0.45%	0.74%	0.37%	0.85%	1.27%	0.60%	0.00%	0.57%	0.60%	0.93%	0.17%	0.49%	0.00%	0.00%	0.44%	1.12%	1.06%	0.28%	1.15%	0.63%	0.00%	0.00%	3.09%	0.00%	0.32%	0.00%	0.69%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.53%	0.42%	0.00%	0.32%	0.98%	0.76%	0.00%	0.00%	0.54%	0.51%	1.07%	0.89%	0.47%	0.65%	0.61%	0.36%	0.52%	0.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	33	1	0	0	1	1	2	1	0	2	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	1	0	1	0	1	2	0	0	1	1	0	0	0	1	3	2	0	0	0									
		0.19%	0.23%	0.00%	0.00%	0.51%	0.23%	0.74%	0.37%	0.00%	1.27%	0.00%	0.22%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.35%	0.22%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	1.30%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.21%	0.00%	0.32%	0.49%	0.00%	0.00%	0.34%	0.13%	0.00%	0.00%	0.00%	0.16%	0.39%	0.31%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	103	0	0	1	0	0	1	0	0	0	1	6	1	0	1	5	1	1	2	2	2	0	4	2	2	2	0	0	1	1	1	2	8	2	0	1	0	2	3	6	2	3	3	1	0	2	1	6	5	1	3	7	2	2	3	1									
		0.59%	0.00%	0.00%	1.25%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.60%	1.30%	0.57%	0.00%	0.47%	0.86%	0.49%	0.58%	0.71%	0.44%	0.75%	0.00%	0.56%	0.77%	1.25%	1.18%	0.00%	0.00%	0.92%	0.32%	0.32%	1.38%	1.82%	0.93%	0.00%	0.51%	0.00%	1.35%	1.59%	1.26%	0.61%	0.95%	0.73%	0.76%	0.00%	0.69%	0.13%	1.02%	0.89%	0.30%	0.47%	0.91%	0.31%	0.36%	0.52%	0.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1972	52	17	5	44	47	20	33	15	20	25	37	27	17	20	62	31	26	50	46	32	33	75	31	11	12	13	16	0	14	29	25	59	26	37	35	11	18	22	44	35	39	59	11	17	30	103	59	59	58	56	103	79	63	60	4									
		11.24%	12.18%	10.43%	6.25%	22.22%	10.66%	7.35%	12.31%	12.82%	12.66%	14.88%	7.99%	15.43%	10.18%	9.30%	10.63%	15.12%	15.20%	17.73%	10.20%	11.94%	8.71%	10.59%	11.88%	6.88%	7.06%	6.10%	16.49%	0.00%	4.55%	9.42%	17.24%	13.41%	12.15%	12.33%	17.86%	7.10%	12.16%	11.64%	9.26%	10.74%	12.38%	14.39%	8.40%	9.19%	10.34%	13.86%	10.05%	10.54%	17.21%	8.74%	13.36%	12.06%	11.19%	10.38%	1.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	82	2	0	0	1	4	1	0	0	0	0	2	1	1	0	5	0	1	2	2	2	2	1	2	0	0	0	3	0	0	0	0	5	1	2	0	3	1	2	3	0	1	5	0	0	2	2	4	0	3	2	2	3	2	6	1									
		0.47%	0.47%	0.00%	0.00%	0.51%	0.91%	0.37%	0.00%	0.00%	0.00%	0.00%	0.43%	0.57%	0.60%	0.00%	0.86%	0.00%	0.58%	0.71%	0.44%	0.75%	0.53%	0.14%	0.77%	0.00%	0.00%	0.00%	3.09%	0.00%	0.00%	0.00%	0.00%	1.14%	0.47%	0.67%	0.00%	1.94%	0.68%	1.06%	0.63%	0.00%	0.32%	1.22%	0.00%	0.00%	0.69%	0.27%	0.68%	0.00%	0.89%	0.31%	0.26%	0.46%	0.36%	1.04%	0.47%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2245	59	6	16	8	44	39	27	10	14	6	52	12	8	14	76	18	23	24	27	36	28	116	69	12	12	18	7	6	28	31	7	43	13	23	16	6	14	8	28	24	31	59	11	17	37	82	137	102	70	125	144	133	127	131	11									
		12.79%	13.82%	3.68%	20.00%	4.04%	9.98%	14.34%	10.07%	8.55%	8.86%	3.57%	11.23%	6.86%	4.79%	6.51%	13.04%	8.78%	13.45%	8.51%	5.99%	13.43%	7.39%	16.38%	26.44%	7.50%	7.06%	8.45%	7.22%	5.50%	9.09%	10.06%	4.83%	9.77%	6.07%	7.67%	8.16%	3.87%	9.46%	4.23%	5.89%	7.36%	9.84%	14.39%	8.40%	9.19%	12.76%	11.04%	23.34%	18.21%	20.77%	19.50%	18.68%	20.31%	22.56%	22.66%	5.19%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
