Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Шаройская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329									
		78.84%	79.17%	65.38%	75.00%	80.60%	79.59%	72.00%	85.71%	85.00%	79.46%	73.68%	80.63%	80.83%	70.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	6	2	3	19	2	1	1	1	2	1	11	13	12									
		4.22%	3.57%	7.69%	3.26%	6.35%	4.08%	4.00%	3.57%	2.50%	1.79%	5.26%	3.13%	3.61%	6.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	1	0	0	0	0	0	0	0	1	0									
		0.11%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2	0	0	0	1	0	0	0	0	0	0	0	0	1									
		0.11%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	2	1	2	3	1	1	0	1	3	1	3	1	2									
		1.20%	1.19%	3.85%	2.17%	1.00%	2.04%	4.00%	0.00%	2.50%	2.68%	5.26%	0.85%	0.28%	1.09%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	2	1	1	1	1	0	1	0	1	1	1									
		0.63%	0.60%	0.00%	2.17%	0.33%	2.04%	4.00%	3.57%	0.00%	0.89%	0.00%	0.28%	0.28%	0.54%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	1	0	1	1	0	1	0	0	1	0	1	1	1									
		0.46%	0.60%	0.00%	1.09%	0.33%	0.00%	4.00%	0.00%	0.00%	0.89%	0.00%	0.28%	0.28%	0.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	12	2	1	0	2	0	0	0	0	2	0	3	1	1									
		0.68%	1.19%	3.85%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.85%	0.28%	0.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	7	1	3	11	2	1	1	1	3	1	18	23	17									
		5.08%	4.17%	3.85%	3.26%	3.68%	4.08%	4.00%	3.57%	2.50%	2.68%	5.26%	5.13%	6.39%	9.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	54	4	1	6	3	1	0	0	1	6	1	10	12	9									
		3.08%	2.38%	3.85%	6.52%	1.00%	2.04%	0.00%	0.00%	2.50%	5.36%	5.26%	2.85%	3.33%	4.89%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
