Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Звенигородская городская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705									
		1.74%	1.35%	2.95%	1.35%	1.75%	0.86%	1.20%	1.46%	1.10%	2.59%	1.37%	3.31%	0.00%	1.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	2	1	2	0	1	3	2	0	1	5	1	0	2									
		0.30%	0.18%	0.23%	0.67%	0.00%	0.43%	0.45%	0.29%	0.00%	0.86%	0.49%	0.12%	0.00%	0.42%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	936	136	53	48	76	42	86	90	23	11	134	138	15	84									
		13.91%	12.26%	12.02%	16.16%	13.33%	18.03%	12.87%	13.14%	12.64%	9.48%	13.07%	16.93%	13.39%	17.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	107	20	8	8	14	3	9	8	4	5	11	5	4	8									
		1.59%	1.80%	1.81%	2.69%	2.46%	1.29%	1.35%	1.17%	2.20%	4.31%	1.07%	0.61%	3.57%	1.68%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	119	16	8	3	9	6	11	11	2	4	9	24	2	14									
		1.77%	1.44%	1.81%	1.01%	1.58%	2.58%	1.65%	1.61%	1.10%	3.45%	0.88%	2.94%	1.79%	2.94%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	3	1	1	1	0	0	1	0	0	2	1	1	2									
		0.19%	0.27%	0.23%	0.34%	0.18%	0.00%	0.00%	0.15%	0.00%	0.00%	0.20%	0.12%	0.89%	0.42%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	276	49	18	5	21	10	35	34	11	7	40	23	0	23									
		4.10%	4.42%	4.08%	1.68%	3.68%	4.29%	5.24%	4.96%	6.04%	6.03%	3.90%	2.82%	0.00%	4.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1275	148	69	70	135	25	158	155	46	15	234	134	22	64									
		18.95%	13.35%	15.65%	23.57%	23.68%	10.73%	23.65%	22.63%	25.27%	12.93%	22.83%	16.44%	19.64%	13.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	8	1	1	1	0	9	3	0	2	5	5	0	4									
		0.58%	0.72%	0.23%	0.34%	0.18%	0.00%	1.35%	0.44%	0.00%	1.72%	0.49%	0.61%	0.00%	0.84%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	408	51	43	19	38	13	34	49	15	6	79	36	7	18									
		6.06%	4.60%	9.75%	6.40%	6.67%	5.58%	5.09%	7.15%	8.24%	5.17%	7.71%	4.42%	6.25%	3.77%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
