Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Юргамышская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1117	УИК №1119	УИК №1120	УИК №1121	УИК №1123	УИК №1125	УИК №1126	УИК №1127	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	4	3	0	4	4	4	0	4	4	4	1	0	0	0	2	5	3	2	0	0	3	1	3	6	4	1	3	8	1	0	2									
		1.07%	1.63%	1.36%	0.00%	0.80%	1.22%	1.29%	0.00%	0.99%	3.01%	1.65%	2.00%	0.00%	0.00%	0.00%	1.29%	3.01%	0.88%	1.75%	0.00%	0.00%	1.23%	1.01%	3.00%	1.42%	1.20%	0.38%	1.09%	2.03%	0.46%	0.00%	0.43%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	241	8	8	1	19	13	11	6	7	5	12	0	2	7	4	6	11	14	2	0	1	7	1	1	17	8	8	11	22	6	10	13									
		3.41%	3.27%	3.64%	1.10%	3.78%	3.98%	3.54%	5.41%	1.74%	3.76%	4.96%	0.00%	3.08%	2.93%	3.20%	3.87%	6.63%	4.11%	1.75%	0.00%	1.19%	2.87%	1.01%	1.00%	4.01%	2.41%	3.01%	4.00%	5.57%	2.75%	5.03%	2.77%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	146	3	5	3	5	6	11	0	3	6	5	0	0	4	4	1	3	11	3	1	3	10	1	3	8	8	7	8	11	1	1	11									
		2.06%	1.22%	2.27%	3.30%	0.99%	1.83%	3.54%	0.00%	0.74%	4.51%	2.07%	0.00%	0.00%	1.67%	3.20%	0.65%	1.81%	3.23%	2.63%	0.80%	3.57%	4.10%	1.01%	3.00%	1.89%	2.41%	2.63%	2.91%	2.78%	0.46%	0.50%	2.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3288	133	104	50	235	137	127	72	221	84	118	27	42	130	51	60	78	184	56	77	22	122	67	53	189	137	97	97	157	80	78	203									
		46.50%	54.29%	47.27%	54.95%	46.72%	41.90%	40.84%	64.86%	54.84%	63.16%	48.76%	54.00%	64.62%	54.39%	40.80%	38.71%	46.99%	53.96%	49.12%	61.60%	26.19%	50.00%	67.68%	53.00%	44.58%	41.27%	36.47%	35.27%	39.75%	36.70%	39.20%	43.28%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	0	0	0	3	1	4	0	2	0	1	1	0	1	0	2	2	3	1	0	0	2	0	0	1	0	2	1	1	0	0	2									
		0.42%	0.00%	0.00%	0.00%	0.60%	0.31%	1.29%	0.00%	0.50%	0.00%	0.41%	2.00%	0.00%	0.42%	0.00%	1.29%	1.20%	0.88%	0.88%	0.00%	0.00%	0.82%	0.00%	0.00%	0.24%	0.00%	0.75%	0.36%	0.25%	0.00%	0.00%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1									
		0.08%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.36%	0.00%	0.00%	0.00%	0.21%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1706	62	44	17	106	99	70	20	95	22	51	15	17	64	28	39	35	81	17	29	44	50	18	30	110	61	68	64	101	70	69	110									
		24.13%	25.31%	20.00%	18.68%	21.07%	30.28%	22.51%	18.02%	23.57%	16.54%	21.07%	30.00%	26.15%	26.78%	22.40%	25.16%	21.08%	23.75%	14.91%	23.20%	52.38%	20.49%	18.18%	30.00%	25.94%	18.37%	25.56%	23.27%	25.57%	32.11%	34.67%	23.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	0	1	0	1	0	1	0	2	1	0	0	0	0	0	1	0	5	0	0	0	2	1	2	2	1	1	1	3	0	2	1									
		0.40%	0.00%	0.45%	0.00%	0.20%	0.00%	0.32%	0.00%	0.50%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	1.47%	0.00%	0.00%	0.00%	0.82%	1.01%	2.00%	0.47%	0.30%	0.38%	0.36%	0.76%	0.00%	1.01%	0.21%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	6	1	3	1	1	1	1	3									
		0.37%	0.41%	0.45%	0.00%	0.40%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.60%	0.00%	0.88%	0.00%	0.00%	0.41%	0.00%	0.00%	1.42%	0.30%	1.13%	0.36%	0.25%	0.46%	0.50%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.25%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.88%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	1	1	1	1	1	1	1	3	1	1	1	0	0	1	2	0	2	2	0	0	1	0	0	3	6	0	2	0	0	2	1									
		0.49%	0.41%	0.45%	1.10%	0.20%	0.31%	0.32%	0.90%	0.74%	0.75%	0.41%	2.00%	0.00%	0.00%	0.80%	1.29%	0.00%	0.59%	1.75%	0.00%	0.00%	0.41%	0.00%	0.00%	0.71%	1.81%	0.00%	0.73%	0.00%	0.00%	1.01%	0.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	951	28	40	17	108	44	60	9	53	8	31	4	2	18	26	25	24	25	26	14	10	26	5	5	36	50	54	45	47	34	18	59									
		13.45%	11.43%	18.18%	18.68%	21.47%	13.46%	19.29%	8.11%	13.15%	6.02%	12.81%	8.00%	3.08%	7.53%	20.80%	16.13%	14.46%	7.33%	22.81%	11.20%	11.90%	10.66%	5.05%	5.00%	8.49%	15.06%	20.30%	16.36%	11.90%	15.60%	9.05%	12.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	0	0	2	2	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	4	1	1	0	1	0	3	0									
		0.28%	0.00%	0.00%	0.00%	0.40%	0.61%	0.32%	0.00%	0.00%	0.75%	0.00%	0.00%	1.54%	0.00%	0.80%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.94%	0.30%	0.38%	0.00%	0.25%	0.00%	1.51%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	405	2	9	1	8	13	17	3	8	0	12	1	1	9	5	14	5	9	0	2	0	14	3	3	36	46	23	36	38	22	10	55									
		5.73%	0.82%	4.09%	1.10%	1.59%	3.98%	5.47%	2.70%	1.99%	0.00%	4.96%	2.00%	1.54%	3.77%	4.00%	9.03%	3.01%	2.64%	0.00%	1.60%	0.00%	5.74%	3.03%	3.00%	8.49%	13.86%	8.65%	13.09%	9.62%	10.09%	5.03%	11.73%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
