Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																		
Дата голосования: 04.12.2011																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Белореченская																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №698	УИК №699					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	660	10	15	15	15	15	15	10	15	15	15	20	20	15	15	15	15	15	10	22	15	15	5	15	10	5	5	5	7	10	7	5	5	5	5	5	5	5	3	3	3	7	7	11	21	5	7	3	5	5	9	15	10	10	5	0	5	10	5	5	5	10	5	5	5	5	5	5	5	5	5	10	10	5	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	646	10	15	15	15	15	15	10	14	15	15	20	20	15	15	15	15	15	10	22	15	15	5	15	10	5	5	4	7	10	7	5	5	5	5	5	5	5	3	3	3	7	7	11	21	5	7	3	5	5	9	15	10	10	5	0	5	10	5	5	5	10	5	5	5	5	5	5	5	0	0	10	10	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	275	0	17	12	5	0	10	12	11	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	2	6	4	4	2	7	5	2	0	2	7	6	2	1	5	5	1	9	4	11	5	1	4	3	7	1	3	6	6	3	2	3	4	4	3	0	2	1	3	1	3	2	1	3	4	4	3	2	4	4	7	4					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	0	0	1	3	0	1	2	5	3	1	1	2	1	1	2	2	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5316	48	190	183	140	55	174	108	224	72	203	93	111	121	98	96	73	108	45	60	100	90	21	187	36	68	127	45	124	93	113	20	55	29	40	21	85	69	13	16	12	104	84	98	31	10	88	13	45	3	23	128	75	81	10	2	23	30	15	10	44	48	34	18	22	47	40	37	126	0	7	172	160	73	18	31					
		9.23%	6.93%	18.25%	18.83%	14.31%	4.69%	18.83%	19.67%	18.50%	7.56%	16.03%	4.94%	6.15%	15.20%	6.89%	5.99%	4.69%	6.01%	6.20%	3.97%	5.93%	5.57%	4.30%	10.54%	5.29%	14.98%	7.83%	12.00%	12.16%	8.40%	17.66%	4.05%	11.55%	10.32%	8.77%	3.30%	12.76%	15.65%	9.49%	10.39%	9.76%	8.48%	9.45%	10.20%	7.64%	4.26%	14.01%	7.83%	14.06%	3.16%	10.00%	12.12%	6.94%	7.58%	5.78%	1.82%	4.70%	4.65%	6.79%	8.33%	6.62%	4.88%	11.07%	4.71%	6.69%	11.87%	12.08%	8.43%	11.29%	0.00%	4.38%	9.26%	13.93%	12.44%	16.36%	11.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5077	40	152	127	165	70	121	64	164	94	180	101	110	152	124	112	89	115	57	67	110	103	18	73	42	48	142	63	151	129	95	26	62	49	42	20	110	53	29	13	21	117	142	129	40	6	97	32	45	8	26	91	63	116	17	7	22	15	16	9	82	32	45	11	20	30	29	51	0	0	13	202	6	2	19	34					
		8.82%	5.77%	14.60%	13.07%	16.87%	5.97%	13.10%	11.66%	13.54%	9.86%	14.22%	5.37%	6.09%	19.10%	8.71%	6.99%	5.72%	6.40%	7.85%	4.43%	6.52%	6.37%	3.69%	4.11%	6.18%	10.57%	8.75%	16.80%	14.80%	11.65%	14.84%	5.26%	13.03%	17.44%	9.21%	3.14%	16.52%	12.02%	21.17%	8.44%	17.07%	9.54%	15.97%	13.42%	9.85%	2.55%	15.45%	19.28%	14.06%	8.42%	11.30%	8.62%	5.83%	10.86%	9.83%	6.36%	4.50%	2.33%	7.24%	7.50%	12.33%	3.26%	14.66%	2.88%	6.08%	7.58%	8.76%	11.62%	0.00%	0.00%	8.13%	10.88%	0.52%	0.34%	17.27%	12.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	304	1	18	14	9	1	22	7	11	1	16	12	3	9	1	3	8	5	0	2	3	3	1	9	1	3	11	3	12	0	9	0	0	6	0	0	7	7	7	1	0	4	13	6	0	0	4	3	2	2	1	0	0	0	2	0	4	1	2	0	4	2	0	2	6	4	4	2	0	0	0	0	6	0	2	2					
		0.53%	0.14%	1.73%	1.44%	0.92%	0.09%	2.38%	1.28%	0.91%	0.10%	1.26%	0.64%	0.17%	1.13%	0.07%	0.19%	0.51%	0.28%	0.00%	0.13%	0.18%	0.19%	0.20%	0.51%	0.15%	0.66%	0.68%	0.80%	1.18%	0.00%	1.41%	0.00%	0.00%	2.14%	0.00%	0.00%	1.05%	1.59%	5.11%	0.65%	0.00%	0.33%	1.46%	0.62%	0.00%	0.00%	0.64%	1.81%	0.63%	2.11%	0.43%	0.00%	0.00%	0.00%	1.16%	0.00%	0.82%	0.16%	0.90%	0.00%	0.60%	0.20%	0.00%	0.52%	1.82%	1.01%	1.21%	0.46%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	1.82%	0.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8916	98	228	239	218	163	202	135	275	117	327	227	234	166	184	234	217	285	105	170	202	270	91	182	108	77	209	42	199	99	111	122	42	47	104	54	133	95	22	28	27	180	155	151	31	43	119	28	63	18	33	176	147	153	24	7	113	35	36	27	61	131	39	28	35	57	44	57	24	27	20	361	225	109	20	51					
		15.49%	14.14%	21.90%	24.59%	22.29%	13.91%	21.86%	24.59%	22.71%	12.28%	25.83%	12.07%	12.96%	20.85%	12.93%	14.61%	13.95%	15.85%	14.46%	11.25%	11.98%	16.70%	18.65%	10.26%	15.88%	16.96%	12.88%	11.20%	19.51%	8.94%	17.34%	24.70%	8.82%	16.73%	22.81%	8.49%	19.97%	21.54%	16.06%	18.18%	21.95%	14.68%	17.44%	15.71%	7.64%	18.30%	18.95%	16.87%	19.69%	18.95%	14.35%	16.67%	13.61%	14.33%	13.87%	6.36%	23.11%	5.43%	16.29%	22.50%	9.17%	13.33%	12.70%	7.33%	10.64%	14.39%	13.29%	12.98%	2.15%	14.59%	12.50%	19.44%	19.58%	18.57%	18.18%	19.25%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	440	0	29	29	35	1	36	24	30	1	39	1	1	17	3	2	3	4	3	1	4	1	0	3	2	4	17	4	16	3	12	0	0	2	1	0	10	2	2	0	0	19	16	13	0	0	7	0	0	0	2	0	0	0	0	1	1	1	2	0	11	8	2	1	1	4	2	1	0	0	0	0	2	0	3	1					
		0.76%	0.00%	2.79%	2.98%	3.58%	0.09%	3.90%	4.37%	2.48%	0.10%	3.08%	0.05%	0.06%	2.14%	0.21%	0.12%	0.19%	0.22%	0.41%	0.07%	0.24%	0.06%	0.00%	0.17%	0.29%	0.88%	1.05%	1.07%	1.57%	0.27%	1.88%	0.00%	0.00%	0.71%	0.22%	0.00%	1.50%	0.45%	1.46%	0.00%	0.00%	1.55%	1.80%	1.35%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.91%	0.20%	0.16%	0.90%	0.00%	1.65%	0.81%	0.65%	0.26%	0.30%	1.01%	0.60%	0.23%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	2.73%	0.38%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	36771	505	410	356	391	877	350	201	478	664	470	1445	1318	318	1010	1152	1160	1271	510	1200	1260	1143	353	1317	484	237	1100	192	501	782	294	326	306	145	264	531	316	209	61	89	56	787	426	558	304	176	296	85	156	61	144	661	795	718	120	89	320	549	148	74	436	734	183	300	236	251	203	282	917	158	120	1102	738	403	46	143					
		63.88%	72.87%	39.39%	36.63%	39.98%	74.83%	37.88%	36.61%	39.47%	69.67%	37.12%	76.82%	72.98%	39.95%	70.98%	71.91%	74.55%	70.69%	70.25%	79.42%	74.73%	70.69%	72.34%	74.24%	71.18%	52.20%	67.78%	51.20%	49.12%	70.64%	45.94%	65.99%	64.29%	51.60%	57.89%	83.49%	47.45%	47.39%	44.53%	57.79%	45.53%	64.19%	47.92%	58.06%	74.88%	74.89%	47.13%	51.20%	48.75%	64.21%	62.61%	62.59%	73.61%	67.23%	69.36%	80.91%	65.44%	85.12%	66.97%	61.67%	65.56%	74.67%	59.61%	78.53%	71.73%	63.38%	61.33%	64.24%	82.17%	85.41%	75.00%	59.34%	64.23%	68.65%	41.82%	53.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	132	1	3	10	5	3	6	1	8	2	13	2	1	5	3	1	0	3	1	0	1	0	0	2	0	2	1	4	5	0	6	0	0	0	2	0	5	1	1	1	0	0	4	6	0	0	0	0	2	1	0	0	0	0	0	1	1	1	1	0	0	4	2	4	0	1	1	1	0	0	0	0	2	0	1	0					
		0.23%	0.14%	0.29%	1.03%	0.51%	0.26%	0.65%	0.18%	0.66%	0.21%	1.03%	0.11%	0.06%	0.63%	0.21%	0.06%	0.00%	0.17%	0.14%	0.00%	0.06%	0.00%	0.00%	0.11%	0.00%	0.44%	0.06%	1.07%	0.49%	0.00%	0.94%	0.00%	0.00%	0.00%	0.44%	0.00%	0.75%	0.23%	0.73%	0.65%	0.00%	0.00%	0.45%	0.62%	0.00%	0.00%	0.00%	0.00%	0.63%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.20%	0.16%	0.45%	0.00%	0.00%	0.41%	0.65%	1.05%	0.00%	0.25%	0.30%	0.23%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.91%	0.00%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
