Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Ачинская городская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №2146	УИК №2151	УИК №2152	УИК №2153	УИК №2155	УИК №2156	УИК №2157	УИК №2158					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	747	17	17	17	13	17	7	17	24	17	7	17	17	17	22	22	22	25	20	13	17	12	22	17	17	17	41	21	17	22	17	17	12	17	17	19	17	17	7	17	8	17	0	17	17	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	653	17	11	16	13	17	6	16	24	7	0	16	17	14	21	22	22	25	18	13	13	9	19	17	9	13	41	20	12	22	17	8	8	17	15	19	17	17	7	6	5	16	0	15	16	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	633	17	6	10	10	14	6	13	13	10	8	7	8	12	12	18	11	15	20	16	6	14	9	9	10	11	7	12	12	13	13	7	12	18	12	8	17	15	7	4	8	5	147	7	10	1	3	2	1	7					
14	Число погашенных неиспользованных открепительных удостоверений	94	0	6	1	0	0	1	1	0	10	7	1	0	3	1	0	0	0	2	0	4	3	3	0	8	4	0	1	5	0	0	9	4	0	2	0	0	0	0	11	3	1	0	2	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	1323	43	24	64	43	45	8	32	30	11	21	22	38	43	51	59	43	32	31	30	20	28	20	48	15	23	34	35	61	39	27	25	13	29	32	21	35	29	10	20	5	14	0	32	25	2	0	0	6	5					
		2.24%	2.71%	1.88%	3.78%	2.66%	2.71%	1.74%	2.40%	2.80%	1.27%	3.58%	1.72%	2.59%	2.46%	2.62%	3.13%	2.35%	1.85%	1.90%	2.58%	2.30%	3.02%	1.31%	2.75%	2.01%	3.16%	1.98%	2.01%	3.54%	2.11%	1.49%	2.04%	1.32%	1.79%	2.14%	1.21%	2.32%	1.73%	1.68%	2.64%	0.52%	1.56%	0.00%	2.34%	2.05%	1.96%	0.00%	0.00%	2.79%	3.76%					
19	2.Всероссийская политическая партия «Гражданская Сила»	417	11	8	16	15	12	3	7	7	6	1	6	8	15	24	8	19	14	3	4	8	2	9	3	7	6	16	18	13	17	14	5	9	16	10	17	7	12	4	5	7	6	0	8	8	0	0	0	1	2					
		0.70%	0.69%	0.63%	0.95%	0.93%	0.72%	0.65%	0.52%	0.65%	0.69%	0.17%	0.47%	0.55%	0.86%	1.23%	0.42%	1.04%	0.81%	0.18%	0.34%	0.92%	0.22%	0.59%	0.17%	0.94%	0.82%	0.93%	1.03%	0.75%	0.92%	0.77%	0.41%	0.91%	0.99%	0.67%	0.98%	0.46%	0.72%	0.67%	0.66%	0.72%	0.67%	0.00%	0.59%	0.66%	0.00%	0.00%	0.00%	0.47%	1.50%					
20	3.Политическая партия «Демократическая партия России»	67	3	2	2	1	3	0	1	1	0	0	3	2	3	3	1	2	1	0	0	0	1	0	1	0	0	3	2	5	3	1	2	2	4	0	3	0	0	0	1	2	1	1	3	1	1	0	0	0	2					
		0.11%	0.19%	0.16%	0.12%	0.06%	0.18%	0.00%	0.07%	0.09%	0.00%	0.00%	0.23%	0.14%	0.17%	0.15%	0.05%	0.11%	0.06%	0.00%	0.00%	0.00%	0.11%	0.00%	0.06%	0.00%	0.00%	0.18%	0.11%	0.29%	0.16%	0.06%	0.16%	0.20%	0.25%	0.00%	0.17%	0.00%	0.00%	0.00%	0.13%	0.21%	0.11%	0.27%	0.22%	0.08%	0.98%	0.00%	0.00%	0.00%	1.50%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6901	156	143	175	144	196	44	128	125	100	44	131	164	198	248	273	260	248	215	140	135	142	205	177	67	92	187	265	199	177	219	103	108	170	203	211	217	166	59	75	55	121	8	199	167	3	15	1	21	2					
		11.66%	9.83%	11.20%	10.34%	8.89%	11.81%	9.57%	9.58%	11.66%	11.55%	7.51%	10.22%	11.19%	11.35%	12.76%	14.49%	14.22%	14.36%	13.18%	12.06%	15.50%	15.33%	13.44%	10.13%	8.96%	12.64%	10.92%	15.23%	11.54%	9.58%	12.10%	8.40%	10.98%	10.49%	13.59%	12.11%	14.41%	9.90%	9.92%	9.88%	5.68%	13.46%	2.19%	14.56%	13.70%	2.94%	14.56%	10.00%	9.77%	1.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	560	25	23	15	26	13	7	14	14	5	7	7	10	11	18	14	9	15	8	12	6	6	19	15	7	4	15	22	20	14	12	10	3	18	13	16	8	11	19	14	19	4	1	23	6	0	2	0	0	0					
		0.95%	1.58%	1.80%	0.89%	1.61%	0.78%	1.52%	1.05%	1.31%	0.58%	1.19%	0.55%	0.68%	0.63%	0.93%	0.74%	0.49%	0.87%	0.49%	1.03%	0.69%	0.65%	1.25%	0.86%	0.94%	0.55%	0.88%	1.26%	1.16%	0.76%	0.66%	0.82%	0.30%	1.11%	0.87%	0.92%	0.53%	0.66%	3.19%	1.84%	1.96%	0.44%	0.27%	1.68%	0.49%	0.00%	1.94%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	118	3	6	1	2	1	0	4	2	1	0	3	1	5	1	1	1	3	0	1	1	2	3	8	3	0	2	5	2	5	6	2	0	5	8	4	3	1	1	4	1	2	1	3	0	1	0	0	3	6					
		0.20%	0.19%	0.47%	0.06%	0.12%	0.06%	0.00%	0.30%	0.19%	0.12%	0.00%	0.23%	0.07%	0.29%	0.05%	0.05%	0.05%	0.17%	0.00%	0.09%	0.11%	0.22%	0.20%	0.46%	0.40%	0.00%	0.12%	0.29%	0.12%	0.27%	0.33%	0.16%	0.00%	0.31%	0.54%	0.23%	0.20%	0.06%	0.17%	0.53%	0.10%	0.22%	0.27%	0.22%	0.00%	0.98%	0.00%	0.00%	1.40%	4.51%					
24	7.Политическая партия «Либерально-демократическая партия России»	7570	239	177	266	238	211	77	173	124	130	61	157	192	217	221	215	199	216	218	147	118	125	187	201	83	95	206	228	197	254	236	182	165	185	165	215	175	185	92	101	152	87	59	160	166	10	14	1	26	22					
		12.79%	15.06%	13.86%	15.71%	14.70%	12.72%	16.74%	12.95%	11.57%	15.01%	10.41%	12.25%	13.10%	12.44%	11.37%	11.41%	10.89%	12.51%	13.37%	12.66%	13.55%	13.50%	12.26%	11.51%	11.10%	13.05%	12.03%	13.10%	11.43%	13.74%	13.04%	14.85%	16.77%	11.41%	11.04%	12.34%	11.62%	11.03%	15.46%	13.31%	15.70%	9.68%	16.16%	11.70%	13.62%	9.80%	13.59%	10.00%	12.09%	16.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3990	114	90	125	114	132	26	95	59	26	39	81	99	108	181	162	117	112	108	74	59	59	114	131	48	52	126	122	100	145	104	56	71	123	95	105	87	123	39	59	48	57	5	96	84	4	1	1	9	5					
		6.74%	7.18%	7.05%	7.38%	7.04%	7.96%	5.65%	7.11%	5.50%	3.00%	6.66%	6.32%	6.75%	6.19%	9.31%	8.60%	6.40%	6.49%	6.62%	6.37%	6.77%	6.37%	7.48%	7.50%	6.42%	7.14%	7.36%	7.01%	5.80%	7.85%	5.75%	4.57%	7.22%	7.59%	6.36%	6.03%	5.78%	7.33%	6.55%	7.77%	4.96%	6.34%	1.37%	7.02%	6.89%	3.92%	0.97%	10.00%	4.19%	3.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	500	18	10	14	9	12	2	10	7	3	4	11	7	14	12	19	18	10	8	7	8	10	13	23	16	4	12	11	11	17	16	7	2	10	30	17	19	19	5	5	3	6	6	18	9	2	0	1	3	2					
		0.84%	1.13%	0.78%	0.83%	0.56%	0.72%	0.43%	0.75%	0.65%	0.35%	0.68%	0.86%	0.48%	0.80%	0.62%	1.01%	0.98%	0.58%	0.49%	0.60%	0.92%	1.08%	0.85%	1.32%	2.14%	0.55%	0.70%	0.63%	0.64%	0.92%	0.88%	0.57%	0.20%	0.62%	2.01%	0.98%	1.26%	1.13%	0.84%	0.66%	0.31%	0.67%	1.64%	1.32%	0.74%	1.96%	0.00%	10.00%	1.40%	1.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36652	953	774	990	987	988	290	855	678	563	394	828	924	1100	1144	1100	1127	1055	1005	720	505	532	932	1117	488	429	1077	1006	1095	1129	1143	817	592	1029	911	1099	934	1104	350	456	666	593	279	800	723	78	68	6	143	76					
		61.92%	60.05%	60.61%	58.48%	60.96%	59.55%	63.04%	63.99%	63.25%	65.01%	67.24%	64.59%	63.03%	63.04%	58.85%	58.39%	61.65%	61.09%	61.62%	62.02%	57.98%	57.45%	61.11%	63.94%	65.24%	58.93%	62.87%	57.82%	63.52%	61.09%	63.15%	66.64%	60.16%	63.48%	60.98%	63.09%	62.02%	65.83%	58.82%	60.08%	68.80%	65.96%	76.44%	58.52%	59.31%	76.47%	66.02%	60.00%	66.51%	57.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	474	22	5	6	22	21	0	4	10	8	7	14	11	20	25	17	12	9	22	14	6	9	5	12	4	11	9	10	8	25	13	6	7	12	7	11	9	9	6	5	6	6	2	11	12	0	2	0	1	1					
		0.80%	1.39%	0.39%	0.35%	1.36%	1.27%	0.00%	0.30%	0.93%	0.92%	1.19%	1.09%	0.75%	1.15%	1.29%	0.90%	0.66%	0.52%	1.35%	1.21%	0.69%	0.97%	0.33%	0.69%	0.53%	1.51%	0.53%	0.57%	0.46%	1.35%	0.72%	0.49%	0.71%	0.74%	0.47%	0.63%	0.60%	0.54%	1.01%	0.66%	0.62%	0.67%	0.55%	0.80%	0.98%	0.00%	1.94%	0.00%	0.47%	0.75%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
