Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Гагаринская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	30	30	25	25	30	30	30	25	15	25	30	30	15	5	5	30	10	5	5	5	5	5	5	5	5	10	5	10	5	5	5	5	5	5	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	169	13	11	11	17	13	8	10	4	3	8	6	12	3	0	3	15	1	0	0	0	5	0	0	0	1	1	1	10	2	5	0	1	2	2	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	131	19	3	7	6	9	3	7	5	0	8	5	3	6	1	0	5	8	1	2	2	2	2	1	0	2	0	0	3	3	1	1	0	1	12	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	331	17	19	14	8	17	22	20	21	12	17	24	18	12	5	2	15	9	5	5	5	0	5	5	5	4	9	4	0	3	0	5	4	3	3	9	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	2	8	8	7	9	7	6	9	5	6	16	3	5	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	3	0	0	0	1	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	196	7	10	13	13	15	4	15	13	4	14	14	15	7	1	5	10	1	0	2	3	1	1	1	6	1	2	0	5	1	0	1	0	2	1	4	4									
		1.57%	1.24%	1.72%	2.20%	1.80%	2.05%	0.76%	2.37%	2.01%	1.50%	1.93%	1.61%	2.10%	1.62%	0.85%	2.75%	1.12%	0.33%	0.00%	1.60%	3.37%	0.50%	0.72%	1.35%	4.72%	0.87%	0.85%	0.00%	2.14%	0.41%	0.00%	1.09%	0.00%	0.92%	0.82%	1.18%	2.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	277	10	20	12	16	15	16	16	17	4	11	20	12	5	2	6	20	12	4	2	0	4	2	0	0	1	4	4	10	3	4	2	0	4	2	11	6									
		2.22%	1.77%	3.45%	2.03%	2.21%	2.05%	3.02%	2.52%	2.63%	1.50%	1.52%	2.31%	1.68%	1.16%	1.69%	3.30%	2.25%	4.01%	6.56%	1.60%	0.00%	1.99%	1.45%	0.00%	0.00%	0.87%	1.70%	4.55%	4.27%	1.24%	2.16%	2.17%	0.00%	1.84%	1.64%	3.24%	3.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	317	12	17	19	18	20	15	21	19	12	26	17	20	14	2	7	25	4	1	3	1	0	3	2	2	1	2	2	2	7	4	0	0	4	4	6	5									
		2.54%	2.13%	2.93%	3.21%	2.49%	2.74%	2.84%	3.31%	2.94%	4.49%	3.59%	1.96%	2.80%	3.25%	1.69%	3.85%	2.81%	1.34%	1.64%	2.40%	1.12%	0.00%	2.17%	2.70%	1.57%	0.87%	0.85%	2.27%	0.85%	2.90%	2.16%	0.00%	0.00%	1.84%	3.28%	1.76%	2.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5749	231	229	253	258	300	234	227	262	107	293	407	282	215	60	98	461	160	34	81	52	137	64	55	48	74	123	50	132	147	97	50	52	108	70	193	105									
		46.04%	40.96%	39.48%	42.74%	35.64%	41.10%	44.23%	35.80%	40.49%	40.07%	40.41%	46.94%	39.44%	49.88%	50.85%	53.85%	51.80%	53.51%	55.74%	64.80%	58.43%	68.16%	46.38%	74.32%	37.80%	64.35%	52.34%	56.82%	56.41%	60.99%	52.43%	54.35%	46.43%	49.77%	57.38%	56.76%	53.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	91	4	5	8	2	6	4	6	4	1	4	8	5	0	1	1	6	1	1	0	1	4	0	0	8	0	2	0	0	2	1	1	0	0	1	3	1									
		0.73%	0.71%	0.86%	1.35%	0.28%	0.82%	0.76%	0.95%	0.62%	0.37%	0.55%	0.92%	0.70%	0.00%	0.85%	0.55%	0.67%	0.33%	1.64%	0.00%	1.12%	1.99%	0.00%	0.00%	6.30%	0.00%	0.85%	0.00%	0.00%	0.83%	0.54%	1.09%	0.00%	0.00%	0.82%	0.88%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	3	0	3	0	0	0	2	0	0	2	3	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0									
		0.17%	0.18%	0.52%	0.00%	0.41%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.23%	0.42%	0.00%	0.85%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.14%	0.00%	0.41%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2663	115	113	111	181	132	122	134	102	58	165	175	146	108	31	39	202	73	10	20	16	33	35	7	43	32	69	15	41	49	42	24	41	57	21	69	32									
		21.32%	20.39%	19.48%	18.75%	25.00%	18.08%	23.06%	21.14%	15.77%	21.72%	22.76%	20.18%	20.42%	25.06%	26.27%	21.43%	22.70%	24.41%	16.39%	16.00%	17.98%	16.42%	25.36%	9.46%	33.86%	27.83%	29.36%	17.05%	17.52%	20.33%	22.70%	26.09%	36.61%	26.27%	17.21%	20.29%	16.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	86	2	10	3	3	14	5	6	3	4	9	6	5	1	0	0	5	1	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	1	1	1	0									
		0.69%	0.35%	1.72%	0.51%	0.41%	1.92%	0.95%	0.95%	0.46%	1.50%	1.24%	0.69%	0.70%	0.23%	0.00%	0.00%	0.56%	0.33%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.41%	0.00%	1.09%	0.89%	0.46%	0.82%	0.29%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	92	11	5	4	9	6	9	7	4	0	3	7	5	2	1	2	2	1	0	0	0	0	0	1	1	0	1	0	2	0	2	0	1	2	0	4	0									
		0.74%	1.95%	0.86%	0.68%	1.24%	0.82%	1.70%	1.10%	0.62%	0.00%	0.41%	0.81%	0.70%	0.46%	0.85%	1.10%	0.22%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.79%	0.00%	0.43%	0.00%	0.85%	0.00%	1.08%	0.00%	0.89%	0.92%	0.00%	1.18%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	1	0	0	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1									
		0.10%	0.00%	0.17%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.35%	0.00%	0.00%	0.85%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.51%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	124	2	8	6	12	8	4	10	14	2	6	13	6	1	0	1	3	2	0	2	0	1	1	0	2	0	0	0	3	1	0	2	0	0	3	2	9									
		0.99%	0.35%	1.38%	1.01%	1.66%	1.10%	0.76%	1.58%	2.16%	0.75%	0.83%	1.50%	0.84%	0.23%	0.00%	0.55%	0.34%	0.67%	0.00%	1.60%	0.00%	0.50%	0.72%	0.00%	1.57%	0.00%	0.00%	0.00%	1.28%	0.41%	0.00%	2.17%	0.00%	0.00%	2.46%	0.59%	4.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1769	88	95	100	126	117	80	127	121	43	114	112	119	50	8	15	115	28	9	11	12	10	29	8	12	5	20	14	24	19	27	5	13	32	13	29	19									
		14.17%	15.60%	16.38%	16.89%	17.40%	16.03%	15.12%	20.03%	18.70%	16.10%	15.72%	12.92%	16.64%	11.60%	6.78%	8.24%	12.92%	9.36%	14.75%	8.80%	13.48%	4.98%	21.01%	10.81%	9.45%	4.35%	8.51%	15.91%	10.26%	7.88%	14.59%	5.43%	11.61%	14.75%	10.66%	8.53%	9.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	75	5	5	4	2	14	2	1	4	3	4	4	9	3	0	1	2	1	1	1	0	0	1	0	1	0	1	1	2	0	1	1	0	0	0	1	0									
		0.60%	0.89%	0.86%	0.68%	0.28%	1.92%	0.38%	0.16%	0.62%	1.12%	0.55%	0.46%	1.26%	0.70%	0.00%	0.55%	0.22%	0.33%	1.64%	0.80%	0.00%	0.00%	0.72%	0.00%	0.79%	0.00%	0.43%	1.14%	0.85%	0.00%	0.54%	1.09%	0.00%	0.00%	0.00%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	743	58	47	47	66	64	25	51	75	26	56	64	69	12	6	4	21	6	0	1	1	1	0	0	1	1	4	1	2	4	3	3	1	3	4	7	9									
		5.95%	10.28%	8.10%	7.94%	9.12%	8.77%	4.73%	8.04%	11.59%	9.74%	7.72%	7.38%	9.65%	2.78%	5.08%	2.20%	2.36%	2.01%	0.00%	0.80%	1.12%	0.50%	0.00%	0.00%	0.79%	0.87%	1.70%	1.14%	0.85%	1.66%	1.62%	3.26%	0.89%	1.38%	3.28%	2.06%	4.55%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
