12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1897	20	14	10	12	12	16	22	23	30	19	30	33	30	38	29	35	25	49	28	31	33	24	27	27	32	23	18	19	30	27	37	37	26	26	21	26	6	9	25	19	21	24	20	26	20	17	23	34	22	39	39	31	23	23	23	18	37	30	40	44	35	21	47	27	26	47	12	21	21	19	20	25	8	16	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2176	16	19	11	23	22	23	34	16	19	17	31	32	27	23	19	13	31	34	30	30	34	29	20	26	31	19	16	23	29	24	21	41	103	21	26	22	23	23	31	26	18	22	17	20	20	22	14	13	30	28	40	37	13	36	15	32	69	13	26	52	67	34	13	24	24	53	24	24	22	14	13	34	4	30	53	32	44	56	16									
14	Число неиспользованных открепительных удостоверений	84	0	1	0	0	0	1	0	1	0	1	0	1	7	2	1	2	7	0	0	1	0	1	0	0	2	4	0	1	0	0	3	2	3	1	1	2	2	3	0	1	5	0	5	3	0	0	2	0	2	0	2	2	0	0	0	0	3	0	1	0	0	0	3	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	119	1	1	0	0	0	0	0	3	1	2	1	2	4	3	1	1	4	3	3	2	3	2	1	1	4	2	2	0	3	0	5	3	0	1	3	2	0	0	0	0	0	2	0	3	1	1	0	2	2	0	1	2	0	0	2	1	1	2	2	1	3	3	2	1	4	8	1	1	1	2	4	1	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																										
19	Жириновский Владимир Вольфович	7372	58	65	67	99	49	77	108	101	153	76	129	88	103	160	89	83	77	147	112	122	68	83	91	102	77	48	67	87	106	75	119	116	115	91	135	125	40	42	117	110	95	119	86	136	109	98	170	128	113	143	141	163	94	121	100	66	96	76	103	65	77	53	112	101	66	162	89	77	135	51	114	97	45	70	36	22	6	42	18									
		9.17%	10.38%	11.50%	11.75%	15.57%	11.21%	13.10%	11.51%	12.08%	15.47%	10.80%	10.61%	6.77%	9.08%	9.75%	8.29%	6.04%	6.09%	8.71%	8.66%	8.21%	6.25%	7.19%	7.76%	7.03%	6.92%	5.69%	7.64%	7.17%	10.29%	6.52%	8.40%	8.73%	11.12%	8.25%	12.43%	11.25%	15.04%	9.70%	11.04%	8.79%	13.34%	10.03%	10.71%	10.60%	11.46%	9.77%	14.13%	8.89%	8.01%	10.32%	10.93%	10.34%	9.08%	12.45%	10.55%	6.33%	6.43%	5.94%	7.30%	5.26%	7.11%	5.63%	8.03%	8.89%	7.09%	7.82%	12.84%	10.36%	12.68%	6.04%	11.70%	11.64%	9.53%	11.97%	9.30%	9.09%	3.28%	9.48%	8.04%									
20	Зюганов Геннадий Андреевич	15915	84	96	92	109	61	114	190	149	154	146	267	274	216	392	231	271	272	351	328	310	243	261	268	311	265	215	209	270	241	222	317	263	177	235	184	190	37	50	189	238	111	209	139	238	182	161	198	286	292	230	220	308	191	198	181	224	328	296	348	283	217	231	291	242	207	245	101	145	206	165	141	158	90	103	67	45	57	50	39									
		19.80%	15.03%	16.99%	16.14%	17.14%	13.96%	19.39%	20.26%	17.82%	15.57%	20.74%	21.96%	21.08%	19.05%	23.89%	21.51%	19.71%	21.52%	20.79%	25.37%	20.86%	22.33%	22.62%	22.87%	21.43%	23.83%	25.47%	23.83%	22.24%	23.40%	19.30%	22.37%	19.79%	17.12%	21.31%	16.94%	17.10%	13.91%	11.55%	17.83%	19.01%	15.59%	17.62%	17.31%	18.55%	19.14%	16.05%	16.46%	19.86%	20.71%	16.59%	17.05%	19.53%	18.45%	20.37%	19.09%	21.50%	21.95%	23.14%	24.66%	22.91%	20.04%	24.52%	20.86%	21.30%	22.23%	11.82%	14.57%	19.52%	19.34%	19.53%	14.48%	18.97%	19.07%	17.61%	17.31%	18.60%	31.15%	11.29%	17.41%									
21	Миронов Сергей Михайлович	4130	13	29	33	28	11	21	49	33	36	31	59	81	73	82	59	83	78	91	72	67	71	82	61	84	61	51	51	81	67	88	88	68	35	52	58	56	5	24	47	41	23	55	45	78	46	45	43	66	70	69	37	67	57	43	53	67	88	77	80	61	66	54	72	76	71	91	26	26	52	35	48	40	18	35	13	8	6	20	3									
		5.14%	2.33%	5.13%	5.79%	4.40%	2.52%	3.57%	5.22%	3.95%	3.64%	4.40%	4.85%	6.23%	6.44%	4.99%	5.49%	6.04%	6.17%	5.39%	5.57%	4.51%	6.53%	7.11%	5.20%	5.79%	5.49%	6.04%	5.82%	6.67%	6.50%	7.65%	6.21%	5.12%	3.38%	4.71%	5.34%	5.04%	1.88%	5.54%	4.43%	3.27%	3.23%	4.64%	5.60%	6.08%	4.84%	4.49%	3.57%	4.58%	4.96%	4.98%	2.87%	4.25%	5.51%	4.42%	5.59%	6.43%	5.89%	6.02%	5.67%	4.94%	6.09%	5.73%	5.16%	6.69%	7.63%	4.39%	3.75%	3.50%	4.88%	4.14%	4.93%	4.80%	3.81%	5.98%	3.36%	3.31%	3.28%	4.51%	1.34%									
22	Прохоров Михаил Дмитриевич	6876	42	37	38	40	34	35	55	39	58	37	105	108	76	139	77	126	126	181	126	166	84	110	135	170	131	69	79	153	105	113	110	123	57	73	75	87	11	90	83	108	29	74	51	82	42	79	68	94	125	129	101	117	73	55	79	101	162	144	148	147	145	125	137	102	137	133	50	36	74	134	70	54	35	34	22	22	6	38	11									
		8.55%	7.51%	6.55%	6.67%	6.29%	7.78%	5.95%	5.86%	4.67%	5.86%	5.26%	8.63%	8.31%	6.70%	8.47%	7.17%	9.16%	9.97%	10.72%	9.74%	11.17%	7.72%	9.53%	11.52%	11.72%	11.78%	8.18%	9.01%	12.60%	10.19%	9.83%	7.76%	9.26%	5.51%	6.62%	6.91%	7.83%	4.14%	20.79%	7.83%	8.63%	4.07%	6.24%	6.35%	6.39%	4.42%	7.88%	5.65%	6.53%	8.87%	9.31%	7.83%	7.42%	7.05%	5.66%	8.33%	9.69%	10.84%	11.26%	10.49%	11.90%	13.39%	13.27%	9.82%	8.98%	14.72%	6.42%	7.22%	4.85%	6.95%	15.86%	7.19%	6.48%	7.42%	5.81%	5.68%	9.09%	3.28%	8.58%	4.91%									
23	Путин Владимир Владимирович	45333	353	332	335	351	280	335	522	502	580	404	640	744	655	857	609	797	703	905	644	809	607	608	600	772	566	457	461	613	503	647	767	745	638	641	628	643	172	224	616	749	450	712	479	732	560	608	707	855	796	797	777	912	609	546	524	572	801	681	718	656	568	474	773	608	434	1426	420	449	593	455	592	478	282	338	247	144	106	290	150									
		56.40%	63.15%	58.76%	58.77%	55.19%	64.07%	56.97%	55.65%	60.05%	58.65%	57.39%	52.63%	57.23%	57.76%	52.22%	56.70%	57.96%	55.62%	53.61%	49.81%	54.44%	55.79%	52.69%	51.19%	53.20%	50.90%	54.15%	52.57%	50.49%	48.83%	56.26%	54.13%	56.06%	61.70%	58.11%	57.83%	57.88%	64.66%	51.73%	58.11%	59.82%	63.20%	60.03%	59.65%	57.05%	58.89%	60.62%	58.77%	59.38%	56.45%	57.50%	60.23%	57.83%	58.84%	56.17%	55.27%	54.89%	53.61%	53.24%	50.89%	53.12%	52.45%	50.32%	55.41%	53.52%	46.62%	68.82%	60.61%	60.43%	55.68%	53.85%	60.78%	57.38%	59.75%	57.78%	63.82%	59.50%	57.92%	65.46%	66.96%									
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
