Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Чаинский район																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704					
		3.17%	2.42%	1.98%	0.00%	3.41%	6.19%	1.57%	1.09%	1.52%	4.31%	1.84%	7.46%	1.61%	1.90%	6.99%	3.17%	2.72%	8.11%	2.40%	3.47%	2.11%	2.54%	0.00%	6.51%	7.95%	3.72%	2.36%	3.28%	2.03%	5.65%	7.28%	3.39%	5.17%	3.47%	2.49%					
20	. Миронов Сергей Михайлович	81	2	2	0	6	2	0	1	2	1	3	0	0	2	5	3	1	0	2	1	2	4	1	4	4	0	10	8	0	2	1	1	2	5	4					
		0.99%	0.60%	0.79%	0.00%	1.70%	2.06%	0.00%	0.54%	0.51%	0.39%	1.10%	0.00%	0.00%	0.54%	1.84%	0.79%	0.21%	0.00%	1.60%	0.69%	2.11%	0.85%	2.86%	1.53%	4.55%	0.00%	1.57%	1.54%	0.00%	1.13%	0.66%	0.85%	3.45%	2.48%	0.91%					
21	. Путин Владимир Владимирович	6418	253	192	26	232	78	110	161	341	207	215	59	108	310	201	306	405	31	111	102	71	366	33	180	55	187	502	383	304	132	116	81	50	155	355					
		78.52%	76.44%	76.19%	92.86%	65.91%	80.41%	86.61%	87.50%	86.55%	81.18%	79.04%	88.06%	87.10%	84.01%	73.90%	80.95%	84.73%	83.78%	88.80%	70.83%	74.74%	77.54%	94.29%	68.97%	62.50%	77.27%	79.06%	73.94%	76.96%	74.58%	76.82%	68.64%	86.21%	76.73%	80.50%					
22	. Хакамада Ирина Муцуовна	192	10	8	0	5	2	0	2	4	2	6	0	2	5	5	7	5	1	1	1	0	19	1	4	1	7	28	19	11	7	3	4	1	3	18					
		2.35%	3.02%	3.17%	0.00%	1.42%	2.06%	0.00%	1.09%	1.02%	0.78%	2.21%	0.00%	1.61%	1.36%	1.84%	1.85%	1.05%	2.70%	0.80%	0.69%	0.00%	4.03%	2.86%	1.53%	1.14%	2.89%	4.41%	3.67%	2.78%	3.95%	1.99%	3.39%	1.72%	1.49%	4.08%					
23	. Харитонов Николай Михайлович	798	32	39	2	57	4	9	12	33	28	29	1	9	33	19	32	35	1	2	32	14	37	0	40	14	29	51	59	51	18	13	18	1	21	23					
		9.76%	9.67%	15.48%	7.14%	16.19%	4.12%	7.09%	6.52%	8.38%	10.98%	10.66%	1.49%	7.26%	8.94%	6.99%	8.47%	7.32%	2.70%	1.60%	22.22%	14.74%	7.84%	0.00%	15.33%	15.91%	11.98%	8.03%	11.39%	12.91%	10.17%	8.61%	15.25%	1.72%	10.40%	5.22%					
																																									
24	Против всех	225	8	1	0	23	5	6	2	7	5	6	1	0	7	5	7	5	1	4	2	3	18	0	12	5	5	18	21	14	4	2	6	1	6	15					
		2.75%	2.42%	0.40%	0.00%	6.53%	5.15%	4.72%	1.09%	1.78%	1.96%	2.21%	1.49%	0.00%	1.90%	1.84%	1.85%	1.05%	2.70%	3.20%	1.39%	3.16%	3.81%	0.00%	4.60%	5.68%	2.07%	2.83%	4.05%	3.54%	2.26%	1.32%	5.08%	1.72%	2.97%	3.40%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
