Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Красновишерская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1632	УИК №1633	УИК №1635									
		21.11%	17.36%	24.84%	27.18%	23.29%	21.60%	22.32%	23.15%	16.67%	19.60%	30.03%	20.45%	26.35%	20.11%	15.49%	0.00%	20.43%	16.24%	15.38%	23.98%	10.64%	19.77%	10.91%	26.39%	15.91%	32.98%	37.14%	27.50%	12.17%	7.78%	20.45%	21.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	42	2	1	0	3	4	2	7	5	7	0	0	1	1	0	0	3	0	0	0	1	0	1	0	1	1	2	0	0	0	0	0									
		0.68%	0.83%	0.22%	0.00%	0.82%	0.86%	0.46%	1.67%	1.05%	1.76%	0.00%	0.00%	0.36%	0.28%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	2.13%	0.00%	1.82%	0.00%	1.14%	1.06%	5.71%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	63	3	4	0	10	1	10	3	8	6	5	1	3	2	0	0	0	1	0	1	0	4	1	0	0	0	0	0	0	0	0	0									
		1.01%	1.24%	0.86%	0.00%	2.74%	0.22%	2.28%	0.72%	1.69%	1.51%	1.55%	1.14%	1.08%	0.55%	0.00%	0.00%	0.00%	0.85%	0.00%	0.58%	0.00%	2.26%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0									
		0.16%	0.41%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.72%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.22%	0.57%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	6	2	0	3	1	7	13	7	6	2	1	6	7	0	1	5	0	2	0	1	1	1	0	3	1	0	1	0	1	5	0									
		1.34%	2.48%	0.43%	0.00%	0.82%	0.22%	1.59%	3.10%	1.48%	1.51%	0.62%	1.14%	2.17%	1.93%	0.00%	0.92%	2.17%	0.00%	3.08%	0.00%	2.13%	0.56%	1.82%	0.00%	3.41%	1.06%	0.00%	2.50%	0.00%	1.11%	2.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1166	44	87	24	92	73	80	76	119	85	55	16	38	64	8	24	39	28	5	47	7	42	6	9	9	20	3	2	21	19	19	5									
		18.76%	18.18%	18.79%	23.30%	25.21%	15.77%	18.22%	18.14%	25.11%	21.36%	17.03%	18.18%	13.72%	17.63%	11.27%	22.02%	16.96%	23.93%	7.69%	27.49%	14.89%	23.73%	10.91%	12.50%	10.23%	21.28%	8.57%	5.00%	18.26%	21.11%	10.80%	10.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	2	0	1	3	1	1	2	1	1	1	3	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1									
		0.34%	0.00%	0.43%	0.00%	0.27%	0.65%	0.23%	0.24%	0.42%	0.25%	0.31%	1.14%	1.08%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.56%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	2.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	322	15	30	2	15	37	32	26	24	24	14	4	12	29	3	0	11	4	3	2	2	4	2	0	4	3	0	1	7	3	7	2									
		5.18%	6.20%	6.48%	1.94%	4.11%	7.99%	7.29%	6.21%	5.06%	6.03%	4.33%	4.55%	4.33%	7.99%	4.23%	0.00%	4.78%	3.42%	4.62%	1.17%	4.26%	2.26%	3.64%	0.00%	4.55%	3.19%	0.00%	2.50%	6.09%	3.33%	3.98%	4.26%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
