Выборы Президента Российской Федерации																																																																									
																																																																									
Наименование Избирательной комиссии:    Табасаранская																																																																									
																																																																									
Итоги голосования 																																																																									
																																																																									
		Сумма	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260					
11	Число полученных открепительных  удостоверений	300	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	4	20	4	4	8	4	4	4	4	4	4	4	4	4	4	4	4	10	4	4	10	4	4	4	4	4	4	4	4	4	4					
12	Число выданных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	300	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	4	20	4	4	8	4	4	4	4	4	4	4	4	4	4	4	4	10	4	4	10	4	4	4	4	4	4	4	4	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																									
18	. Глазьев Сергей Юрьевич	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	27154	275	265	304	108	326	170	243	261	326	131	416	379	218	553	427	831	584	419	322	668	927	1159	392	210	368	168	234	146	361	477	334	145	403	327	171	100	1295	867	505	813	685	266	208	142	132	198	421	855	133	447	337	626	1227	205	256	984	401	333	479	182	214	355	596	251	283	310					
		97.73%	97.17%	97.79%	97.75%	97.30%	97.90%	96.59%	97.98%	97.75%	97.90%	97.76%	97.88%	97.68%	97.76%	97.70%	97.71%	97.76%	97.82%	97.90%	97.87%	94.89%	97.78%	97.81%	98.99%	97.67%	97.87%	97.67%	95.12%	97.99%	97.83%	97.75%	97.66%	97.97%	97.82%	97.90%	97.71%	98.04%	98.55%	97.31%	97.87%	98.67%	97.86%	97.79%	97.65%	97.93%	97.78%	97.54%	97.91%	97.83%	97.79%	97.81%	97.68%	96.01%	98.48%	97.62%	97.71%	97.81%	97.80%	97.65%	97.76%	97.85%	97.72%	97.80%	97.87%	97.67%	97.59%	97.79%					
22	. Хакамада Ирина Муцуовна	41	0	0	1	0	2	0	0	1	1	0	1	2	0	1	2	3	2	0	1	0	2	6	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0					
		0.15%	0.00%	0.00%	0.32%	0.00%	0.60%	0.00%	0.00%	0.37%	0.30%	0.00%	0.24%	0.52%	0.00%	0.18%	0.46%	0.35%	0.34%	0.00%	0.30%	0.00%	0.21%	0.51%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.23%	0.00%	0.22%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.29%	0.20%	0.00%	0.00%	0.28%	0.16%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	514	8	5	6	3	4	6	5	4	4	2	6	7	4	8	7	11	8	5	6	32	14	15	4	4	7	4	10	3	4	7	6	3	8	7	4	2	19	24	8	11	12	5	4	3	3	4	7	14	3	8	7	26	19	4	6	20	7	7	9	4	5	7	8	4	7	6					
		1.85%	2.83%	1.85%	1.93%	2.70%	1.20%	3.41%	2.02%	1.50%	1.20%	1.49%	1.41%	1.80%	1.79%	1.41%	1.60%	1.29%	1.34%	1.17%	1.82%	4.55%	1.48%	1.27%	1.01%	1.86%	1.86%	2.33%	4.07%	2.01%	1.08%	1.43%	1.75%	2.03%	1.94%	2.10%	2.29%	1.96%	1.45%	2.69%	1.55%	1.33%	1.71%	1.84%	1.88%	2.07%	2.22%	1.97%	1.63%	1.60%	2.21%	1.75%	2.03%	3.99%	1.52%	1.90%	2.29%	1.99%	1.71%	2.05%	1.84%	2.15%	2.28%	1.93%	1.31%	1.56%	2.41%	1.89%					
																																																																									
24	Против всех	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
