Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Пачелмская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1010	105	160	73	105	47	20	53	8	7	31	78	71	28	4	4	23	30	56	38	16	15	4	34									
		10.89%	7.16%	14.51%	19.68%	11.49%	12.67%	8.03%	13.55%	9.20%	8.14%	10.92%	10.70%	9.02%	10.04%	4.08%	5.06%	9.13%	11.11%	15.86%	13.29%	9.52%	4.82%	3.28%	15.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	2	7	1	3	0	0	2	1	0	0	0	3	0	0	0	2	0	1	1	0	0	0	0									
		0.25%	0.14%	0.63%	0.27%	0.33%	0.00%	0.00%	0.51%	1.15%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.79%	0.00%	0.28%	0.35%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	204	42	36	15	34	10	2	5	0	3	3	26	7	2	0	0	2	2	6	1	6	1	0	1									
		2.20%	2.86%	3.26%	4.04%	3.72%	2.70%	0.80%	1.28%	0.00%	3.49%	1.06%	3.57%	0.89%	0.72%	0.00%	0.00%	0.79%	0.74%	1.70%	0.35%	3.57%	0.32%	0.00%	0.45%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
