Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Лебяжьевская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	66	2	1	0	2	9	1	5	5	4	0	3	0	1	4	0	1	0	1	0	5	4	6	1	0	3	3	1	1	1	0	1	0	1	0									
		1.04%	1.18%	0.30%	0.00%	0.59%	2.21%	0.38%	1.87%	1.58%	1.88%	0.00%	1.57%	0.00%	0.62%	1.25%	0.00%	0.49%	0.00%	0.38%	0.00%	3.42%	1.16%	3.75%	0.63%	0.00%	1.99%	1.96%	0.68%	0.78%	1.37%	0.00%	0.48%	0.00%	0.52%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	189	1	8	2	13	14	6	4	9	6	1	8	4	2	13	2	3	3	9	1	2	29	3	2	0	3	3	5	2	0	5	8	1	7	10									
		2.97%	0.59%	2.37%	1.23%	3.81%	3.43%	2.26%	1.50%	2.85%	2.82%	1.22%	4.19%	3.25%	1.23%	4.08%	2.06%	1.47%	5.00%	3.40%	1.79%	1.37%	8.38%	1.88%	1.27%	0.00%	1.99%	1.96%	3.42%	1.56%	0.00%	3.31%	3.81%	1.18%	3.61%	6.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	105	2	5	3	0	11	10	5	6	3	4	3	2	2	1	0	1	1	5	0	3	6	2	4	0	2	2	1	5	3	3	1	5	3	1									
		1.65%	1.18%	1.48%	1.84%	0.00%	2.70%	3.76%	1.87%	1.90%	1.41%	4.88%	1.57%	1.63%	1.23%	0.31%	0.00%	0.49%	1.67%	1.89%	0.00%	2.05%	1.73%	1.25%	2.53%	0.00%	1.32%	1.31%	0.68%	3.91%	4.11%	1.99%	0.48%	5.88%	1.55%	0.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3018	82	148	73	157	145	93	124	138	138	42	81	82	99	135	40	93	34	132	23	85	140	102	67	33	75	75	88	76	51	58	84	39	115	71									
		47.42%	48.52%	43.79%	44.79%	46.04%	35.54%	34.96%	46.44%	43.67%	64.79%	51.22%	42.41%	66.67%	61.11%	42.32%	41.24%	45.59%	56.67%	49.81%	41.07%	58.22%	40.46%	63.75%	42.41%	50.00%	49.67%	49.02%	60.27%	59.38%	69.86%	38.41%	40.00%	45.88%	59.28%	44.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	1	2	0	0	2	1	1	2	2	0	1	2	0	1	0	1	0	1	0	0	1	2	1	1	0	1	0	0	0	0	1	0	0	1									
		0.39%	0.59%	0.59%	0.00%	0.00%	0.49%	0.38%	0.37%	0.63%	0.94%	0.00%	0.52%	1.63%	0.00%	0.31%	0.00%	0.49%	0.00%	0.38%	0.00%	0.00%	0.29%	1.25%	0.63%	1.52%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	1	0	1	1	1	2	0	0	0	1	0	0	1	0	1	0	2	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0									
		0.25%	0.00%	0.30%	0.00%	0.29%	0.25%	0.38%	0.75%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.31%	0.00%	0.49%	0.00%	0.75%	1.79%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.66%	0.48%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1284	40	78	43	65	95	74	64	69	17	21	39	10	32	74	12	43	10	50	7	31	72	16	41	17	35	29	13	27	15	33	26	23	19	44									
		20.17%	23.67%	23.08%	26.38%	19.06%	23.28%	27.82%	23.97%	21.84%	7.98%	25.61%	20.42%	8.13%	19.75%	23.20%	12.37%	21.08%	16.67%	18.87%	12.50%	21.23%	20.81%	10.00%	25.95%	25.76%	23.18%	18.95%	8.90%	21.09%	20.55%	21.85%	12.38%	27.06%	9.79%	27.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	1	0	0	0	1	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0									
		0.17%	0.59%	0.00%	0.00%	0.00%	0.25%	0.00%	1.12%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.35%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	0	3	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0									
		0.25%	0.00%	0.89%	0.00%	0.00%	0.74%	0.38%	0.00%	0.00%	0.47%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	2.05%	0.00%	0.00%	0.00%	0.00%	0.66%	0.65%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.59%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	1	1	2	2	3	0	3	0	0	0	1	1	1	1	0	0	0	0	0	0	4	0	1	0	1	0	2	0	0	2	2	0	1	1									
		0.47%	0.59%	0.30%	1.23%	0.59%	0.74%	0.00%	1.12%	0.00%	0.00%	0.00%	0.52%	0.81%	0.62%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.63%	0.00%	0.66%	0.00%	1.37%	0.00%	0.00%	1.32%	0.95%	0.00%	0.52%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	718	8	28	7	25	55	25	18	38	16	13	25	16	18	39	39	19	7	26	10	10	53	10	25	15	18	16	16	12	2	16	40	8	30	15									
		11.28%	4.73%	8.28%	4.29%	7.33%	13.48%	9.40%	6.74%	12.03%	7.51%	15.85%	13.09%	13.01%	11.11%	12.23%	40.21%	9.31%	11.67%	9.81%	17.86%	6.85%	15.32%	6.25%	15.82%	22.73%	11.92%	10.46%	10.96%	9.38%	2.74%	10.60%	19.05%	9.41%	15.46%	9.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	1	2	1	1	3	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0									
		0.25%	0.59%	0.59%	0.61%	0.29%	0.74%	0.38%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	1.18%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	756	22	55	28	68	57	48	30	38	22	1	25	4	6	41	4	38	3	30	9	6	36	17	8	0	11	23	20	3	1	30	37	5	18	12									
		11.88%	13.02%	16.27%	17.18%	19.94%	13.97%	18.05%	11.24%	12.03%	10.33%	1.22%	13.09%	3.25%	3.70%	12.85%	4.12%	18.63%	5.00%	11.32%	16.07%	4.11%	10.40%	10.63%	5.06%	0.00%	7.28%	15.03%	13.70%	2.34%	1.37%	19.87%	17.62%	5.88%	9.28%	7.59%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
