Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Тихорецкая районная																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №5101	УИК №5102	УИК №5103	УИК №5104	УИК №5105	УИК №5106	УИК №5107	УИК №5108	УИК №5109	УИК №5110	УИК №5111	УИК №5112	УИК №5113	УИК №5114	УИК №5115	УИК №5116	УИК №5117	УИК №5118	УИК №5119	УИК №5120	УИК №5121	УИК №5122	УИК №5123	УИК №5124	УИК №5125	УИК №5126	УИК №5127	УИК №5128	УИК №5129	УИК №5130	УИК №5131	УИК №5132	УИК №5133	УИК №5134	УИК №5135	УИК №5136	УИК №5137	УИК №5138	УИК №5139	УИК №5140	УИК №5141	УИК №5142									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	140	5	8	3	1	2	10	6	0	1	0	5	2	1	5	4	2	7	3	7	1	7	4	5	2	1	1	0	1	5	6	2	9	2	0	5	3	6	0	1	0	0	7									
		0.44%	0.65%	0.87%	0.53%	0.15%	0.26%	1.11%	0.48%	0.00%	0.12%	0.00%	0.54%	0.24%	0.31%	0.49%	0.47%	0.30%	1.25%	0.32%	0.79%	0.14%	0.54%	0.35%	0.64%	0.67%	0.17%	0.30%	0.00%	0.71%	0.68%	0.76%	0.23%	1.12%	0.16%	0.00%	0.49%	0.23%	0.41%	0.00%	0.15%	0.00%	0.00%	0.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	358	8	2	2	2	9	18	13	0	1	0	3	6	1	21	2	3	21	6	27	1	10	3	48	4	17	2	3	5	7	26	10	18	2	0	8	18	15	1	3	0	0	12									
		1.13%	1.05%	0.22%	0.35%	0.30%	1.19%	2.01%	1.05%	0.00%	0.12%	0.00%	0.32%	0.73%	0.31%	2.08%	0.23%	0.45%	3.75%	0.64%	3.06%	0.14%	0.77%	0.26%	6.18%	1.33%	2.84%	0.60%	1.49%	3.57%	0.95%	3.30%	1.17%	2.24%	0.16%	0.00%	0.78%	1.40%	1.02%	0.70%	0.44%	0.00%	0.00%	1.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	192	7	0	4	3	5	12	7	0	0	0	6	1	1	9	4	5	8	3	8	2	7	3	2	1	10	1	3	4	4	11	22	6	2	0	9	5	11	4	0	0	0	2									
		0.60%	0.92%	0.00%	0.70%	0.45%	0.66%	1.34%	0.56%	0.00%	0.00%	0.00%	0.64%	0.12%	0.31%	0.89%	0.47%	0.75%	1.43%	0.32%	0.91%	0.27%	0.54%	0.26%	0.26%	0.33%	1.67%	0.30%	1.49%	2.86%	0.54%	1.40%	2.57%	0.75%	0.16%	0.00%	0.88%	0.39%	0.75%	2.82%	0.00%	0.00%	0.00%	0.26%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21761	513	641	392	474	535	560	834	770	577	705	652	603	239	731	537	439	323	626	642	510	923	754	550	214	366	302	141	82	532	457	540	509	865	296	629	898	973	101	557	139	87	543									
		68.53%	67.06%	69.90%	68.65%	70.75%	70.67%	62.43%	67.20%	73.75%	68.12%	70.36%	69.96%	73.09%	73.99%	72.30%	62.51%	65.82%	57.68%	66.45%	72.71%	70.05%	71.00%	65.91%	70.79%	71.33%	61.10%	90.15%	69.80%	58.57%	71.89%	58.07%	63.08%	63.23%	70.44%	75.90%	61.19%	69.61%	65.97%	71.13%	80.96%	70.92%	77.68%	69.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	77	5	0	1	0	0	3	3	0	0	0	3	1	0	0	3	2	4	0	6	0	2	9	2	2	5	1	2	0	0	6	0	4	2	0	2	4	4	1	0	0	0	0									
		0.24%	0.65%	0.00%	0.18%	0.00%	0.00%	0.33%	0.24%	0.00%	0.00%	0.00%	0.32%	0.12%	0.00%	0.00%	0.35%	0.30%	0.71%	0.00%	0.68%	0.00%	0.15%	0.79%	0.26%	0.67%	0.83%	0.30%	0.99%	0.00%	0.00%	0.76%	0.00%	0.50%	0.16%	0.00%	0.19%	0.31%	0.27%	0.70%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	2	0	1	0	0	1	2	0	0	0	1	0	0	4	0	0	2	4	0	0	0	0	0	0	1	2	0	0	1	9	0	0	2	0	1	0	1	0	0	0	0	0									
		0.11%	0.26%	0.00%	0.18%	0.00%	0.00%	0.11%	0.16%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.40%	0.00%	0.00%	0.36%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.60%	0.00%	0.00%	0.14%	1.14%	0.00%	0.00%	0.16%	0.00%	0.10%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4178	75	120	79	87	88	154	188	125	143	150	112	123	40	113	134	80	89	114	86	117	182	148	102	32	79	9	24	15	89	118	170	115	115	47	121	154	213	15	61	42	16	94									
		13.16%	9.80%	13.09%	13.84%	12.99%	11.62%	17.17%	15.15%	11.97%	16.88%	14.97%	12.02%	14.91%	12.38%	11.18%	15.60%	11.99%	15.89%	12.10%	9.74%	16.07%	14.00%	12.94%	13.13%	10.67%	13.19%	2.69%	11.88%	10.71%	12.03%	14.99%	19.86%	14.29%	9.36%	12.05%	11.77%	11.94%	14.44%	10.56%	8.87%	21.43%	14.29%	12.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	7	0	3	2	0	1	2	0	0	0	4	1	0	0	2	0	2	0	0	1	3	0	2	0	1	1	0	0	1	6	1	2	3	0	0	3	4	0	1	0	0	2									
		0.17%	0.92%	0.00%	0.53%	0.30%	0.00%	0.11%	0.16%	0.00%	0.00%	0.00%	0.43%	0.12%	0.00%	0.00%	0.23%	0.00%	0.36%	0.00%	0.00%	0.14%	0.23%	0.00%	0.26%	0.00%	0.17%	0.30%	0.00%	0.00%	0.14%	0.76%	0.12%	0.25%	0.24%	0.00%	0.00%	0.23%	0.27%	0.00%	0.15%	0.00%	0.00%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	105	8	0	1	1	0	6	3	0	1	0	1	1	0	2	5	2	4	9	4	2	1	12	0	0	5	1	1	0	0	8	2	6	2	0	0	2	5	0	9	0	0	1									
		0.33%	1.05%	0.00%	0.18%	0.15%	0.00%	0.67%	0.24%	0.00%	0.12%	0.00%	0.11%	0.12%	0.00%	0.20%	0.58%	0.30%	0.71%	0.96%	0.45%	0.27%	0.08%	1.05%	0.00%	0.00%	0.83%	0.30%	0.50%	0.00%	0.00%	1.02%	0.23%	0.75%	0.16%	0.00%	0.00%	0.16%	0.34%	0.00%	1.31%	0.00%	0.00%	0.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	4	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	1	0	0	2	0	0	4	2	0	0	1	3	0	0	1	0	0	2	1	0	0	0	0	0									
		0.09%	0.52%	0.00%	0.18%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.11%	0.00%	0.00%	0.17%	0.00%	0.00%	0.67%	0.60%	0.00%	0.00%	0.14%	0.38%	0.00%	0.00%	0.08%	0.00%	0.00%	0.16%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	106	15	13	4	0	1	3	0	0	1	0	7	1	0	4	4	0	0	1	1	1	6	4	1	0	6	1	0	2	0	3	0	5	5	0	1	13	3	0	0	0	0	0									
		0.33%	1.96%	1.42%	0.70%	0.00%	0.13%	0.33%	0.00%	0.00%	0.12%	0.00%	0.75%	0.12%	0.00%	0.40%	0.47%	0.00%	0.00%	0.11%	0.11%	0.14%	0.46%	0.35%	0.13%	0.00%	1.00%	0.30%	0.00%	1.43%	0.00%	0.38%	0.00%	0.62%	0.41%	0.00%	0.10%	1.01%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2864	60	74	45	57	98	102	100	84	68	80	74	40	21	83	103	89	81	73	75	51	91	144	52	27	90	6	15	25	56	88	88	97	146	15	136	98	118	14	33	3	2	62									
		9.02%	7.84%	8.07%	7.88%	8.51%	12.95%	11.37%	8.06%	8.05%	8.03%	7.98%	7.94%	4.85%	6.50%	8.21%	11.99%	13.34%	14.46%	7.75%	8.49%	7.01%	7.00%	12.59%	6.69%	9.00%	15.03%	1.79%	7.43%	17.86%	7.57%	11.18%	10.28%	12.05%	11.89%	3.85%	13.23%	7.60%	8.00%	9.86%	4.80%	1.53%	1.79%	7.98%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	5	3	0	1	1	1	2	0	0	0	4	0	0	0	2	1	1	0	1	1	3	3	2	0	4	2	0	1	0	1	0	1	2	0	2	2	2	0	1	0	0	1									
		0.16%	0.65%	0.33%	0.00%	0.15%	0.13%	0.11%	0.16%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.23%	0.15%	0.18%	0.00%	0.11%	0.14%	0.23%	0.26%	0.26%	0.00%	0.67%	0.60%	0.00%	0.71%	0.00%	0.13%	0.00%	0.12%	0.16%	0.00%	0.19%	0.16%	0.14%	0.00%	0.15%	0.00%	0.00%	0.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1639	51	56	35	42	9	14	76	52	55	67	56	46	20	32	52	40	10	96	10	41	65	58	6	18	10	4	12	5	41	39	21	9	75	21	107	81	114	5	22	12	7	47									
		5.16%	6.67%	6.11%	6.13%	6.27%	1.19%	1.56%	6.12%	4.98%	6.49%	6.69%	6.01%	5.58%	6.19%	3.17%	6.05%	5.99%	1.79%	10.19%	1.13%	5.63%	5.00%	5.07%	0.77%	6.00%	1.67%	1.19%	5.94%	3.57%	5.54%	4.96%	2.45%	1.12%	6.11%	5.38%	10.41%	6.28%	7.73%	3.52%	3.20%	6.12%	6.25%	6.05%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
