Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Нижнетуринская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №2630									
		0.87%	0.25%	1.75%	1.81%	0.59%	0.99%	0.51%	0.81%	0.92%	0.98%	0.55%	0.63%	0.75%	2.44%	0.63%	0.00%	1.45%	0.00%	0.93%	0.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	3	1	2	5	1	2	0	0	1	1	0	2	0	0	0	0	0	0									
		0.21%	0.00%	0.52%	0.30%	0.20%	0.55%	0.13%	0.23%	0.00%	0.00%	0.55%	0.21%	0.00%	1.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1731	79	126	53	218	160	152	172	115	157	51	85	93	29	35	33	16	16	35	106									
		20.29%	19.70%	22.03%	16.01%	21.58%	17.62%	19.31%	19.95%	21.14%	17.14%	28.02%	17.89%	23.25%	23.58%	22.15%	30.84%	23.19%	25.81%	32.71%	20.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	1	3	2	3	4	5	3	1	2	0	4	1	0	0	0	0	0	0	2									
		0.36%	0.25%	0.52%	0.60%	0.30%	0.44%	0.64%	0.35%	0.18%	0.22%	0.00%	0.84%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	81	4	4	9	9	7	6	8	5	4	0	6	0	0	1	3	0	2	0	13									
		0.95%	0.99%	0.70%	2.72%	0.89%	0.77%	0.76%	0.93%	0.92%	0.44%	0.00%	1.26%	0.00%	0.00%	0.63%	2.80%	0.00%	3.23%	0.00%	2.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	0	0	4	2	2	0	1	4	0	1	4	1	0	0	0	0	0	0									
		0.23%	0.25%	0.00%	0.00%	0.40%	0.22%	0.25%	0.00%	0.18%	0.44%	0.00%	0.21%	1.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	91	7	5	5	12	9	4	11	5	12	1	4	1	0	0	1	0	1	0	13									
		1.07%	1.75%	0.87%	1.51%	1.19%	0.99%	0.51%	1.28%	0.92%	1.31%	0.55%	0.84%	0.25%	0.00%	0.00%	0.93%	0.00%	1.61%	0.00%	2.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	982	39	60	39	97	106	90	101	52	97	30	84	63	14	12	14	5	6	9	64									
		11.51%	9.73%	10.49%	11.78%	9.60%	11.67%	11.44%	11.72%	9.56%	10.59%	16.48%	17.68%	15.75%	11.38%	7.59%	13.08%	7.25%	9.68%	8.41%	12.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	6	1	4	5	3	7	2	6	0	1	2	1	0	1	1	0	1	7									
		0.56%	0.00%	1.05%	0.30%	0.40%	0.55%	0.38%	0.81%	0.37%	0.66%	0.00%	0.21%	0.50%	0.81%	0.00%	0.93%	1.45%	0.00%	0.93%	1.36%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1267	65	85	40	180	144	130	157	97	166	11	39	32	10	9	10	8	3	4	77									
		14.85%	16.21%	14.86%	12.08%	17.82%	15.86%	16.52%	18.21%	17.83%	18.12%	6.04%	8.21%	8.00%	8.13%	5.70%	9.35%	11.59%	4.84%	3.74%	14.92%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
