Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Аткарская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463									
14	Число погашенных неиспользованных открепительных удостоверений	153	0	19	26	12	27	29	0	25	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	3	6	7	5	2	4	9	4	1	5	1	5	4	7	3	0	0	2	0	1	0	3	0	1	2	1	0	0	0	2	1	0	0	0	0	0	1	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	129	5	7	3	4	3	8	6	4	6	6	5	3	5	4	4	6	1	2	1	3	5	5	2	2	1	4	0	2	0	3	3	3	2	0	1	0	3	6	1									
		0.64%	0.48%	0.71%	0.38%	0.53%	0.68%	1.51%	1.08%	0.85%	1.08%	0.92%	0.97%	0.58%	0.66%	0.57%	0.54%	1.82%	0.15%	0.56%	0.39%	0.48%	1.69%	0.62%	0.46%	0.61%	0.28%	1.33%	0.00%	0.56%	0.00%	0.34%	0.37%	0.75%	0.71%	0.00%	0.56%	0.00%	0.36%	1.46%	0.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	415	20	17	14	21	14	9	12	17	13	18	12	24	32	15	11	6	13	0	2	14	5	16	14	6	4	1	0	7	0	22	16	4	5	4	9	2	10	2	4									
		2.06%	1.91%	1.72%	1.77%	2.77%	3.15%	1.70%	2.17%	3.63%	2.33%	2.76%	2.33%	4.64%	4.23%	2.13%	1.49%	1.82%	1.95%	0.00%	0.78%	2.26%	1.69%	1.99%	3.23%	1.82%	1.13%	0.33%	0.00%	1.95%	0.00%	2.50%	1.99%	1.00%	1.77%	1.37%	5.00%	1.05%	1.20%	0.49%	1.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	264	19	4	15	12	12	10	6	10	5	14	10	7	22	9	10	7	14	0	2	4	4	4	5	2	1	1	0	4	0	7	16	6	3	0	2	2	7	4	4									
		1.31%	1.81%	0.40%	1.90%	1.58%	2.70%	1.89%	1.08%	2.14%	0.90%	2.14%	1.95%	1.35%	2.91%	1.28%	1.36%	2.12%	2.11%	0.00%	0.78%	0.65%	1.35%	0.50%	1.15%	0.61%	0.28%	0.33%	0.00%	1.11%	0.00%	0.80%	1.99%	1.50%	1.06%	0.00%	1.11%	1.05%	0.84%	0.97%	1.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13902	739	621	449	488	242	282	273	236	289	348	291	277	394	469	504	250	455	323	214	432	232	643	302	282	299	262	221	309	258	708	505	338	246	237	103	153	700	342	186									
		68.87%	70.58%	62.66%	56.91%	64.38%	54.50%	53.31%	49.37%	50.43%	51.89%	53.29%	56.61%	53.58%	52.12%	66.52%	68.48%	75.76%	68.42%	89.97%	83.59%	69.68%	78.38%	79.78%	69.59%	85.45%	84.70%	87.04%	89.11%	86.07%	91.17%	80.45%	62.89%	84.71%	87.23%	81.16%	57.22%	80.10%	84.34%	83.21%	71.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	86	3	3	3	2	5	6	7	4	3	4	1	1	7	2	1	1	7	0	0	4	0	0	1	0	1	0	0	1	0	2	5	3	1	0	0	2	3	2	1									
		0.43%	0.29%	0.30%	0.38%	0.26%	1.13%	1.13%	1.27%	0.85%	0.54%	0.61%	0.19%	0.19%	0.93%	0.28%	0.14%	0.30%	1.05%	0.00%	0.00%	0.65%	0.00%	0.00%	0.23%	0.00%	0.28%	0.00%	0.00%	0.28%	0.00%	0.23%	0.62%	0.75%	0.35%	0.00%	0.00%	1.05%	0.36%	0.49%	0.38%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	4	0	2	0	1	1	0	1	0	1	1	0	3	0	1	0	3	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	1	0	0	3									
		0.14%	0.38%	0.00%	0.25%	0.00%	0.23%	0.19%	0.00%	0.21%	0.00%	0.15%	0.19%	0.00%	0.40%	0.00%	0.14%	0.00%	0.45%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.23%	0.12%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	1.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2498	151	147	105	96	78	107	112	99	103	99	88	102	88	109	110	31	89	12	24	107	29	36	64	17	16	17	19	19	17	64	115	17	11	34	21	9	75	25	36									
		12.38%	14.42%	14.83%	13.31%	12.66%	17.57%	20.23%	20.25%	21.15%	18.49%	15.16%	17.12%	19.73%	11.64%	15.46%	14.95%	9.39%	13.38%	3.34%	9.38%	17.26%	9.80%	4.47%	14.75%	5.15%	4.53%	5.65%	7.66%	5.29%	6.01%	7.27%	14.32%	4.26%	3.90%	11.64%	11.67%	4.71%	9.04%	6.08%	13.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	77	2	2	4	3	4	3	5	3	4	6	0	4	6	2	6	1	2	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	2	1	5	6	1									
		0.38%	0.19%	0.20%	0.51%	0.40%	0.90%	0.57%	0.90%	0.64%	0.72%	0.92%	0.00%	0.77%	0.79%	0.28%	0.82%	0.30%	0.30%	0.00%	0.00%	0.16%	0.34%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.11%	0.52%	0.60%	1.46%	0.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	0	1	3	6	1	6	3	2	1	4	3	1	4	2	7	0	4	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	1	0	2	2	0	1	1									
		0.30%	0.00%	0.10%	0.38%	0.79%	0.23%	1.13%	0.54%	0.43%	0.18%	0.61%	0.58%	0.19%	0.53%	0.28%	0.95%	0.00%	0.60%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.35%	0.00%	1.11%	1.05%	0.00%	0.24%	0.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1									
		0.07%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.39%	0.00%	0.13%	0.14%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	99	4	3	4	4	5	4	8	3	3	5	7	8	7	1	1	2	3	1	0	1	0	1	0	0	3	0	0	1	0	2	5	0	0	0	5	0	4	0	4									
		0.49%	0.38%	0.30%	0.51%	0.53%	1.13%	0.76%	1.45%	0.64%	0.54%	0.77%	1.36%	1.55%	0.93%	0.14%	0.14%	0.61%	0.45%	0.28%	0.00%	0.16%	0.00%	0.12%	0.00%	0.00%	0.85%	0.00%	0.00%	0.28%	0.00%	0.23%	0.62%	0.00%	0.00%	0.00%	2.78%	0.00%	0.48%	0.00%	1.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1827	79	82	112	86	50	55	86	60	105	91	58	47	153	79	60	23	55	20	10	37	19	45	44	14	20	13	5	10	4	57	116	25	12	17	23	16	12	16	11									
		9.05%	7.55%	8.27%	14.20%	11.35%	11.26%	10.40%	15.55%	12.82%	18.85%	13.94%	11.28%	9.09%	20.24%	11.21%	8.15%	6.97%	8.27%	5.57%	3.91%	5.97%	6.42%	5.58%	10.14%	4.24%	5.67%	4.32%	2.02%	2.79%	1.41%	6.48%	14.45%	6.27%	4.26%	5.82%	12.78%	8.38%	1.45%	3.89%	4.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	1	1	3	2	3	4	2	1	1	2	4	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1									
		0.17%	0.10%	0.10%	0.38%	0.26%	0.68%	0.76%	0.36%	0.21%	0.18%	0.31%	0.78%	0.00%	0.13%	0.14%	0.14%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	590	15	93	65	27	20	25	30	21	24	46	21	30	19	6	14	2	13	0	2	6	0	48	0	1	7	1	3	1	4	11	10	0	1	0	5	1	7	5	6									
		2.92%	1.43%	9.38%	8.24%	3.56%	4.50%	4.73%	5.42%	4.49%	4.31%	7.04%	4.09%	5.80%	2.51%	0.85%	1.90%	0.61%	1.95%	0.00%	0.78%	0.97%	0.00%	5.96%	0.00%	0.30%	1.98%	0.33%	1.21%	0.28%	1.41%	1.25%	1.25%	0.00%	0.35%	0.00%	2.78%	0.52%	0.84%	1.22%	2.31%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
