Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Муромцевская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097					
19	2.Всероссийская политическая партия «Гражданская Сила»	54	0	1	0	0	0	1	0	1	1	1	1	2	2	0	4	2	0	0	0	0	0	2	3	0	4	2	0	1	3	0	0	1	1	0	0	0	0	0	2	0	1	0	5	4	2	1	2	2	1	0	1					
		0.36%	0.00%	0.36%	0.00%	0.00%	0.00%	0.58%	0.00%	0.21%	0.31%	0.52%	0.37%	2.44%	0.75%	0.00%	0.51%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	2.36%	0.00%	1.01%	0.65%	0.00%	0.80%	0.76%	0.00%	0.00%	0.78%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	2.00%	0.00%	0.51%	0.00%	0.36%	0.35%	0.28%	0.14%	0.72%	0.26%	0.10%	0.00%	0.69%					
20	3.Политическая партия «Демократическая партия России»	32	0	4	1	0	0	0	0	0	6	2	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	2	0	1	1	0					
		0.21%	0.00%	1.43%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	1.88%	1.04%	0.00%	0.00%	0.37%	0.00%	0.13%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.97%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.38%	0.00%	0.00%	1.00%	0.00%	0.51%	0.00%	0.07%	0.09%	0.00%	0.00%	0.72%	0.00%	0.10%	0.72%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2147	56	35	42	72	1	11	23	52	72	16	14	6	28	1	67	14	22	19	0	5	3	44	18	2	64	28	1	17	32	10	7	10	76	29	23	22	9	16	15	25	19	6	294	238	125	141	53	131	102	25	6					
		14.17%	7.53%	12.50%	11.60%	21.11%	2.00%	6.40%	12.57%	10.83%	22.50%	8.29%	5.17%	7.32%	10.49%	2.78%	8.51%	8.24%	6.27%	12.42%	0.00%	6.94%	5.66%	10.16%	14.17%	5.71%	16.12%	9.03%	2.63%	13.60%	8.06%	5.18%	10.45%	7.81%	40.86%	36.25%	34.85%	8.30%	20.45%	20.78%	15.00%	25.00%	9.74%	7.32%	21.32%	20.91%	17.81%	19.24%	19.13%	16.77%	10.10%	17.99%	4.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	56	0	0	2	1	0	1	0	2	6	0	0	0	2	0	2	0	1	0	0	0	1	0	0	0	3	1	0	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	11	4	5	2	0	2	1	2	0					
		0.37%	0.00%	0.00%	0.55%	0.29%	0.00%	0.58%	0.00%	0.42%	1.88%	0.00%	0.00%	0.00%	0.75%	0.00%	0.25%	0.00%	0.28%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.76%	0.32%	0.00%	0.00%	0.76%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.80%	0.35%	0.71%	0.27%	0.00%	0.26%	0.10%	1.44%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	19	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	4	0	0	0	1	0	0	0					
		0.13%	0.00%	0.00%	0.83%	0.00%	0.00%	0.58%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.32%	0.00%	0.80%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	1.22%	0.15%	0.35%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1087	46	16	15	16	0	6	15	41	19	11	16	6	24	2	40	8	50	11	7	5	6	38	9	1	21	30	1	3	24	7	2	3	8	1	2	13	0	3	7	4	21	9	108	103	39	89	15	68	77	6	15					
		7.18%	6.18%	5.71%	4.14%	4.69%	0.00%	3.49%	8.20%	8.54%	5.94%	5.70%	5.90%	7.32%	8.99%	5.56%	5.08%	4.71%	14.25%	7.19%	21.21%	6.94%	11.32%	8.78%	7.09%	2.86%	5.29%	9.68%	2.63%	2.40%	6.05%	3.63%	2.99%	2.34%	4.30%	1.25%	3.03%	4.91%	0.00%	3.90%	7.00%	4.00%	10.77%	10.98%	7.83%	9.05%	5.56%	12.14%	5.42%	8.71%	7.62%	4.32%	10.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	532	32	11	9	12	0	3	1	25	3	3	4	1	10	2	25	5	20	2	3	1	2	18	9	0	18	10	1	1	17	6	5	5	4	0	4	5	0	2	4	0	6	1	56	55	27	33	10	27	26	2	6					
		3.51%	4.30%	3.93%	2.49%	3.52%	0.00%	1.74%	0.55%	5.21%	0.94%	1.55%	1.48%	1.22%	3.75%	5.56%	3.18%	2.94%	5.70%	1.31%	9.09%	1.39%	3.77%	4.16%	7.09%	0.00%	4.53%	3.23%	2.63%	0.80%	4.28%	3.11%	7.46%	3.91%	2.15%	0.00%	6.06%	1.89%	0.00%	2.60%	4.00%	0.00%	3.08%	1.22%	4.06%	4.83%	3.85%	4.50%	3.61%	3.46%	2.57%	1.44%	4.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	81	0	1	2	0	0	0	1	4	1	2	1	0	1	0	1	1	2	2	0	3	4	6	0	0	3	7	0	0	4	0	0	1	2	0	1	3	0	0	0	1	0	0	9	3	1	4	2	2	4	0	2					
		0.53%	0.00%	0.36%	0.55%	0.00%	0.00%	0.00%	0.55%	0.83%	0.31%	1.04%	0.37%	0.00%	0.37%	0.00%	0.13%	0.59%	0.57%	1.31%	0.00%	4.17%	7.55%	1.39%	0.00%	0.00%	0.76%	2.26%	0.00%	0.00%	1.01%	0.00%	0.00%	0.78%	1.08%	0.00%	1.52%	1.13%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.65%	0.26%	0.14%	0.55%	0.72%	0.26%	0.40%	0.00%	1.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10402	580	186	267	229	48	140	141	320	188	142	223	62	179	30	597	134	238	113	22	57	33	303	63	32	257	212	35	101	287	166	48	103	87	49	33	206	32	52	62	64	137	61	833	672	475	441	184	508	766	94	110					
		68.66%	77.96%	66.43%	73.76%	67.16%	96.00%	81.40%	77.05%	66.67%	58.75%	73.58%	82.29%	75.61%	67.04%	83.33%	75.86%	78.82%	67.81%	73.86%	66.67%	79.17%	62.26%	69.98%	49.61%	91.43%	64.74%	68.39%	92.11%	80.80%	72.29%	86.01%	71.64%	80.47%	46.77%	61.25%	50.00%	77.74%	72.73%	67.53%	62.00%	64.00%	70.26%	74.39%	60.41%	59.05%	67.66%	60.16%	66.43%	65.04%	75.84%	67.63%	75.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	63	4	1	2	0	0	0	0	2	2	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	12	4	2	0	0	12	4	2	1					
		0.42%	0.54%	0.36%	0.55%	0.00%	0.00%	0.00%	0.00%	0.42%	0.63%	0.00%	0.00%	0.00%	0.75%	0.00%	0.64%	0.00%	0.00%	0.00%	3.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	1.30%	1.00%	0.00%	0.00%	0.00%	0.87%	0.35%	0.28%	0.00%	0.00%	1.54%	0.40%	1.44%	0.69%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
