Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Обручевский район																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №3743	УИК №3744	УИК №3745	УИК №3746	УИК №3747									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	537	44	50	49	24	12	11	2	24	4	14	13	14	17	16	14	4	24	9	8	14	13	9	10	10	8	10	6	104									
14	Число погашенных неиспользованных открепительных удостоверений	188	7	7	15	5	10	4	6	14	10	12	11	10	8	7	11	3	9	4	5	5	6	7	12	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	2	3	1	0	0	2	1	2	5	2	3	4	1	1	2	1	1	0	0	1	1	1	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	639	32	23	25	12	28	24	26	35	20	47	23	28	32	16	39	33	36	18	3	3	49	42	34	7	0	3	1	0									
		4.03%	4.44%	3.16%	4.02%	3.38%	3.11%	3.30%	5.14%	4.45%	3.09%	4.97%	2.86%	4.09%	4.68%	4.00%	4.56%	4.33%	4.97%	3.32%	2.94%	2.59%	4.95%	4.31%	4.42%	4.35%	0.00%	2.11%	4.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	296	20	10	14	6	20	9	11	12	14	19	14	19	5	10	18	13	13	11	1	0	15	15	20	2	0	1	1	3									
		1.86%	2.77%	1.37%	2.25%	1.69%	2.22%	1.24%	2.17%	1.52%	2.16%	2.01%	1.74%	2.77%	0.73%	2.50%	2.11%	1.71%	1.79%	2.03%	0.98%	0.00%	1.52%	1.54%	2.60%	1.24%	0.00%	0.70%	4.00%	1.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	457	29	23	20	5	29	15	11	32	20	29	19	21	19	11	17	13	26	16	7	2	26	22	35	6	0	3	0	1									
		2.88%	4.02%	3.16%	3.22%	1.41%	3.23%	2.06%	2.17%	4.07%	3.09%	3.07%	2.37%	3.07%	2.78%	2.75%	1.99%	1.71%	3.59%	2.95%	6.86%	1.72%	2.63%	2.26%	4.55%	3.73%	0.00%	2.11%	0.00%	0.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5430	261	255	213	118	288	216	166	224	200	320	268	218	210	111	299	263	226	185	29	26	339	355	312	96	10	84	10	128									
		34.20%	36.20%	34.98%	34.24%	33.24%	32.04%	29.67%	32.81%	28.46%	30.91%	33.83%	33.37%	31.82%	30.70%	27.75%	34.97%	34.51%	31.17%	34.13%	28.43%	22.41%	34.24%	36.45%	40.57%	59.63%	66.67%	59.15%	40.00%	69.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	299	9	11	19	7	14	12	10	14	11	13	14	14	19	8	11	17	13	11	1	4	15	22	17	3	0	1	3	6									
		1.88%	1.25%	1.51%	3.05%	1.97%	1.56%	1.65%	1.98%	1.78%	1.70%	1.37%	1.74%	2.04%	2.78%	2.00%	1.29%	2.23%	1.79%	2.03%	0.98%	3.45%	1.52%	2.26%	2.21%	1.86%	0.00%	0.70%	12.00%	3.24%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	5	5	2	0	2	1	0	4	3	3	4	1	4	2	0	2	5	1	0	1	4	2	1	2	0	1	0	0									
		0.35%	0.69%	0.69%	0.32%	0.00%	0.22%	0.14%	0.00%	0.51%	0.46%	0.32%	0.50%	0.15%	0.58%	0.50%	0.00%	0.26%	0.69%	0.18%	0.00%	0.86%	0.40%	0.21%	0.13%	1.24%	0.00%	0.70%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1756	65	110	74	50	86	69	57	91	79	113	74	75	56	36	83	92	99	61	8	16	119	83	87	20	2	25	4	22									
		11.06%	9.02%	15.09%	11.90%	14.08%	9.57%	9.48%	11.26%	11.56%	12.21%	11.95%	9.22%	10.95%	8.19%	9.00%	9.71%	12.07%	13.66%	11.25%	7.84%	13.79%	12.02%	8.52%	11.31%	12.42%	13.33%	17.61%	16.00%	11.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	582	32	18	19	17	43	26	16	22	31	45	34	32	29	14	37	25	24	12	5	8	38	37	14	2	0	1	0	1									
		3.67%	4.44%	2.47%	3.05%	4.79%	4.78%	3.57%	3.16%	2.80%	4.79%	4.76%	4.23%	4.67%	4.24%	3.50%	4.33%	3.28%	3.31%	2.21%	4.90%	6.90%	3.84%	3.80%	1.82%	1.24%	0.00%	0.70%	0.00%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	796	33	22	22	14	57	56	21	43	31	46	39	33	44	16	52	33	32	25	8	5	54	69	27	2	0	4	3	5									
		5.01%	4.58%	3.02%	3.54%	3.94%	6.34%	7.69%	4.15%	5.46%	4.79%	4.86%	4.86%	4.82%	6.43%	4.00%	6.08%	4.33%	4.41%	4.61%	7.84%	4.31%	5.45%	7.08%	3.51%	1.24%	0.00%	2.82%	12.00%	2.70%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	2	2	0	0	0	4	0	3	0	1	0	0	4	3	1	3	1	1	0	0	1	1	1	1	0	1	0	1									
		0.20%	0.28%	0.27%	0.00%	0.00%	0.00%	0.55%	0.00%	0.38%	0.00%	0.11%	0.00%	0.00%	0.58%	0.75%	0.12%	0.39%	0.14%	0.18%	0.00%	0.00%	0.10%	0.10%	0.13%	0.62%	0.00%	0.70%	0.00%	0.54%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2149	94	93	93	50	144	107	53	116	92	130	133	76	124	67	122	86	107	90	12	26	131	132	57	7	2	3	0	2									
		13.54%	13.04%	12.76%	14.95%	14.08%	16.02%	14.70%	10.47%	14.74%	14.22%	13.74%	16.56%	11.09%	18.13%	16.75%	14.27%	11.29%	14.76%	16.61%	11.76%	22.41%	13.23%	13.55%	7.41%	4.35%	13.33%	2.11%	0.00%	1.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2221	87	104	74	49	112	118	82	131	97	110	122	104	83	75	108	125	94	74	21	18	142	133	127	7	0	11	3	10									
		13.99%	12.07%	14.27%	11.90%	13.80%	12.46%	16.21%	16.21%	16.65%	14.99%	11.63%	15.19%	15.18%	12.13%	18.75%	12.63%	16.40%	12.97%	13.65%	20.59%	15.52%	14.34%	13.66%	16.51%	4.35%	0.00%	7.75%	12.00%	5.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	105	6	3	6	1	9	1	0	5	1	7	4	2	6	2	9	3	8	6	0	1	5	8	9	1	0	1	0	1									
		0.66%	0.83%	0.41%	0.96%	0.28%	1.00%	0.14%	0.00%	0.64%	0.15%	0.74%	0.50%	0.29%	0.88%	0.50%	1.05%	0.39%	1.10%	1.11%	0.00%	0.86%	0.51%	0.82%	1.17%	0.62%	0.00%	0.70%	0.00%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	843	36	38	30	22	53	61	47	48	40	49	48	47	43	23	49	43	32	22	6	4	40	37	16	2	1	1	0	5									
		5.31%	4.99%	5.21%	4.82%	6.20%	5.90%	8.38%	9.29%	6.10%	6.18%	5.18%	5.98%	6.86%	6.29%	5.75%	5.73%	5.64%	4.41%	4.06%	5.88%	3.45%	4.04%	3.80%	2.08%	1.24%	6.67%	0.70%	0.00%	2.70%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
