Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Пермская - 58																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №2704	УИК №2705	УИК №2706	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2735	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2746	УИК №2748	УИК №2749	УИК №2750	УИК №2753	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	515	26	15	23	14	6	2	22	28	13	39	24	12	4	4	5	6	42	5	4	5	15	4	9	14	33	33	14	24	10	24	12	19	0	5									
		3.46%	3.04%	1.95%	2.48%	4.96%	5.45%	2.17%	2.52%	3.52%	3.39%	4.97%	3.92%	4.21%	2.15%	1.53%	2.89%	6.00%	5.36%	2.42%	2.63%	2.63%	2.22%	1.97%	2.21%	1.95%	5.43%	5.88%	4.31%	4.47%	2.09%	4.37%	2.88%	4.19%	0.00%	4.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	287	0	15	7	5	0	0	20	14	6	11	20	4	3	10	2	2	23	5	7	6	10	2	7	7	15	11	7	9	14	18	12	10	0	5									
		1.93%	0.00%	1.95%	0.76%	1.77%	0.00%	0.00%	2.29%	1.76%	1.57%	1.40%	3.27%	1.40%	1.61%	3.82%	1.16%	2.00%	2.94%	2.42%	4.61%	3.16%	1.48%	0.99%	1.72%	0.97%	2.47%	1.96%	2.15%	1.68%	2.92%	3.28%	2.88%	2.20%	0.00%	4.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6935	389	401	472	117	59	59	407	372	160	354	275	148	76	119	96	55	379	123	69	134	313	88	206	359	185	214	139	274	182	208	225	231	5	42									
		46.62%	45.55%	52.15%	50.92%	41.49%	53.64%	64.13%	46.57%	46.73%	41.78%	45.15%	44.93%	51.93%	40.86%	45.42%	55.49%	55.00%	48.40%	59.42%	45.39%	70.53%	46.37%	43.35%	50.49%	50.00%	30.43%	38.15%	42.77%	51.02%	37.99%	37.89%	54.09%	50.88%	26.32%	41.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	83	10	5	4	1	1	0	4	4	0	2	1	0	1	4	0	0	4	1	2	1	6	0	1	5	8	4	0	3	4	2	1	3	0	1									
		0.56%	1.17%	0.65%	0.43%	0.35%	0.91%	0.00%	0.46%	0.50%	0.00%	0.26%	0.16%	0.00%	0.54%	1.53%	0.00%	0.00%	0.51%	0.48%	1.32%	0.53%	0.89%	0.00%	0.25%	0.70%	1.32%	0.71%	0.00%	0.56%	0.84%	0.36%	0.24%	0.66%	0.00%	0.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	1	1	3	1	0	1	2	0	0	1	0	3	1	5	0	0	1	0	0	3	1	1	2	4	1	0	0	0	2	0	0	1	0	0									
		0.24%	0.12%	0.13%	0.32%	0.35%	0.00%	1.09%	0.23%	0.00%	0.00%	0.13%	0.00%	1.05%	0.54%	1.91%	0.00%	0.00%	0.13%	0.00%	0.00%	1.58%	0.15%	0.49%	0.49%	0.56%	0.16%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.22%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2188	121	117	153	37	18	8	125	102	73	135	82	35	38	37	22	14	97	29	24	12	111	33	62	156	86	50	51	60	93	91	51	58	0	7									
		14.71%	14.17%	15.21%	16.50%	13.12%	16.36%	8.70%	14.30%	12.81%	19.06%	17.22%	13.40%	12.28%	20.43%	14.12%	12.72%	14.00%	12.39%	14.01%	15.79%	6.32%	16.44%	16.26%	15.20%	21.73%	14.14%	8.91%	15.69%	11.17%	19.42%	16.58%	12.26%	12.78%	0.00%	6.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	133	1	5	10	2	1	1	13	8	1	12	4	1	0	5	1	1	3	1	1	1	11	0	12	3	7	5	4	6	2	6	2	3	0	0									
		0.89%	0.12%	0.65%	1.08%	0.71%	0.91%	1.09%	1.49%	1.01%	0.26%	1.53%	0.65%	0.35%	0.00%	1.91%	0.58%	1.00%	0.38%	0.48%	0.66%	0.53%	1.63%	0.00%	2.94%	0.42%	1.15%	0.89%	1.23%	1.12%	0.42%	1.09%	0.48%	0.66%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	297	18	15	21	5	0	1	13	21	11	19	17	7	5	6	3	3	8	4	1	0	8	3	6	5	20	24	13	10	9	8	3	8	0	2									
		1.99%	2.11%	1.95%	2.27%	1.77%	0.00%	1.09%	1.49%	2.64%	2.87%	2.42%	2.78%	2.46%	2.69%	2.29%	1.73%	3.00%	1.02%	1.93%	0.66%	0.00%	1.19%	1.48%	1.47%	0.70%	3.29%	4.28%	4.00%	1.86%	1.88%	1.46%	0.72%	1.76%	0.00%	1.96%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	2	4	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	1	0	2	0	1	3	0	0	0	0	1	0	0	1	0	0									
		0.15%	0.00%	0.26%	0.43%	0.00%	0.00%	0.00%	0.11%	0.38%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.66%	0.00%	0.30%	0.00%	0.25%	0.42%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.22%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	394	45	11	26	1	3	3	25	30	9	35	18	6	13	12	4	2	20	0	4	2	20	0	15	7	15	17	13	9	4	5	7	6	3	4									
		2.65%	5.27%	1.43%	2.80%	0.35%	2.73%	3.26%	2.86%	3.77%	2.35%	4.46%	2.94%	2.11%	6.99%	4.58%	2.31%	2.00%	2.55%	0.00%	2.63%	1.05%	2.96%	0.00%	3.68%	0.97%	2.47%	3.03%	4.00%	1.68%	0.84%	0.91%	1.68%	1.32%	15.79%	3.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2107	121	89	73	69	14	9	130	117	54	110	94	35	21	28	29	11	126	21	26	18	86	33	41	81	145	118	57	62	68	97	42	61	3	18									
		14.16%	14.17%	11.57%	7.87%	24.47%	12.73%	9.78%	14.87%	14.70%	14.10%	14.03%	15.36%	12.28%	11.29%	10.69%	16.76%	11.00%	16.09%	10.14%	17.11%	9.47%	12.74%	16.26%	10.05%	11.28%	23.85%	21.03%	17.54%	11.55%	14.20%	17.67%	10.10%	13.44%	15.79%	17.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	3	2	4	1	0	0	3	0	1	3	0	0	0	0	1	2	2	0	0	0	4	0	2	5	3	2	1	7	0	1	1	1	1	0									
		0.34%	0.35%	0.26%	0.43%	0.35%	0.00%	0.00%	0.34%	0.00%	0.26%	0.38%	0.00%	0.00%	0.00%	0.00%	0.58%	2.00%	0.26%	0.00%	0.00%	0.00%	0.59%	0.00%	0.49%	0.70%	0.49%	0.36%	0.31%	1.30%	0.00%	0.18%	0.24%	0.22%	5.26%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1096	71	50	75	14	4	6	60	77	38	34	58	17	19	17	4	1	42	17	6	5	47	29	31	35	43	38	18	36	56	52	37	38	4	17									
		7.37%	8.31%	6.50%	8.09%	4.96%	3.64%	6.52%	6.86%	9.67%	9.92%	4.34%	9.48%	5.96%	10.22%	6.49%	2.31%	1.00%	5.36%	8.21%	3.95%	2.63%	6.96%	14.29%	7.60%	4.87%	7.07%	6.77%	5.54%	6.70%	11.69%	9.47%	8.89%	8.37%	21.05%	16.67%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
