Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Ржевская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3166	67	224	102	63	57	107	67	41	68	124	32	111	156	57	69	320	144	143	151	241	106	132	101	64	264	93	62									
		52.77%	51.94%	46.47%	58.62%	51.22%	58.76%	62.57%	45.89%	51.25%	54.84%	44.60%	60.38%	50.92%	57.14%	45.24%	53.49%	45.78%	63.16%	58.13%	49.51%	44.22%	51.46%	74.16%	70.63%	58.18%	63.01%	46.27%	52.99%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	0	2	0	1	1	0	1	3	0	1	0	0	2	0	0	7	0	0	3	3	1	0	0	0	3	1	1									
		0.50%	0.00%	0.41%	0.00%	0.81%	1.03%	0.00%	0.68%	3.75%	0.00%	0.36%	0.00%	0.00%	0.73%	0.00%	0.00%	1.00%	0.00%	0.00%	0.98%	0.55%	0.49%	0.00%	0.00%	0.00%	0.72%	0.50%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	0	0	0	0	2	1	1	1	0	0	0	1	1	0	2	0	0	1	0	0	0	2	0	1	1	1									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.68%	1.25%	0.81%	0.00%	0.00%	0.00%	0.37%	0.79%	0.00%	0.29%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	1.40%	0.00%	0.24%	0.50%	0.85%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	890	25	79	28	23	6	28	31	9	22	42	14	35	29	18	18	95	22	33	47	97	38	11	11	17	52	43	17									
		14.83%	19.38%	16.39%	16.09%	18.70%	6.19%	16.37%	21.23%	11.25%	17.74%	15.11%	26.42%	16.06%	10.62%	14.29%	13.95%	13.59%	9.65%	13.41%	15.41%	17.80%	18.45%	6.18%	7.69%	15.45%	12.41%	21.39%	14.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	1	0	0	3	1	1	0	0	1	0	2	3	0	0	0	1	0	1	3	1	0	3	0	0	1	0									
		0.37%	0.00%	0.21%	0.00%	0.00%	3.09%	0.58%	0.68%	0.00%	0.00%	0.36%	0.00%	0.92%	1.10%	0.00%	0.00%	0.00%	0.44%	0.00%	0.33%	0.55%	0.49%	0.00%	2.10%	0.00%	0.00%	0.50%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	0	3	4	1	0	1	0	0	2	5	0	3	0	0	0	4	1	0	3	6	0	1	0	0	5	0	2									
		0.68%	0.00%	0.62%	2.30%	0.81%	0.00%	0.58%	0.00%	0.00%	1.61%	1.80%	0.00%	1.38%	0.00%	0.00%	0.00%	0.57%	0.44%	0.00%	0.98%	1.10%	0.00%	0.56%	0.00%	0.00%	1.19%	0.00%	1.71%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	1	1	0	0	0	1	0	2	0	1									
		0.22%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.41%	0.33%	0.00%	0.00%	0.00%	0.70%	0.00%	0.48%	0.00%	0.85%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	1	0	3	0	1	1	1	0	2	2	0	1	1	1	0	8	3	1	5	1	0	0	2	1	0	0	2									
		0.62%	0.78%	0.00%	1.72%	0.00%	1.03%	0.58%	0.68%	0.00%	1.61%	0.72%	0.00%	0.46%	0.37%	0.79%	0.00%	1.14%	1.32%	0.41%	1.64%	0.18%	0.00%	0.00%	1.40%	0.91%	0.00%	0.00%	1.71%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	975	17	102	22	21	18	17	32	18	16	55	5	27	46	35	21	153	33	32	38	104	29	15	9	12	39	40	19									
		16.25%	13.18%	21.16%	12.64%	17.07%	18.56%	9.94%	21.92%	22.50%	12.90%	19.78%	9.43%	12.39%	16.85%	27.78%	16.28%	21.89%	14.47%	13.01%	12.46%	19.08%	14.08%	8.43%	6.29%	10.91%	9.31%	19.90%	16.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	2	1	1	0	1	1	0	0	2	0	1	3	1	1	1	1	0	1	5	0	0	1	0	2	0	0									
		0.42%	0.00%	0.41%	0.57%	0.81%	0.00%	0.58%	0.68%	0.00%	0.00%	0.72%	0.00%	0.46%	1.10%	0.79%	0.78%	0.14%	0.44%	0.00%	0.33%	0.92%	0.00%	0.00%	0.70%	0.00%	0.48%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	331	6	27	11	5	4	6	4	2	6	15	0	16	17	5	11	40	8	15	25	40	15	10	10	7	15	9	2									
		5.52%	4.65%	5.60%	6.32%	4.07%	4.12%	3.51%	2.74%	2.50%	4.84%	5.40%	0.00%	7.34%	6.23%	3.97%	8.53%	5.72%	3.51%	6.10%	8.20%	7.34%	7.28%	5.62%	6.99%	6.36%	3.58%	4.48%	1.71%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
