19	Жириновский Владимир Вольфович	6808	51	50	75	73	61	11	37	35	49	43	75	55	82	37	82	69	59	77	42	50	51	74	69	68	59	84	44	42	50	45	61	67	48	74	56	87	95	102	83	67	36	108	80	100	46	64	33	32	47	112	87	40	40	15	27	22	65	68	62	60	52	109	35	110	73	70	81	43	58	33	32	59	84	82	38	72	89	82	53	14	5	28	29	113	106	81	18	42	57	109	66	72	75	11	67	56	80	76	114	35	23	18	43	113	67	38	23	161	46	19	20	23	27	48	40	7									
		6.26%	4.92%	4.70%	6.12%	7.62%	5.85%	4.82%	4.30%	5.53%	21.97%	4.79%	5.58%	4.81%	6.21%	3.60%	6.38%	5.00%	4.61%	5.77%	6.11%	4.25%	5.06%	6.69%	5.26%	5.76%	3.89%	6.22%	4.46%	7.29%	7.96%	6.76%	5.09%	6.33%	4.69%	7.02%	4.71%	6.30%	5.95%	5.66%	5.67%	5.36%	4.44%	7.29%	6.05%	6.75%	7.97%	7.38%	11.15%	4.65%	7.70%	8.93%	6.48%	4.48%	6.33%	8.15%	8.26%	5.37%	6.10%	5.63%	4.24%	6.76%	4.91%	7.48%	4.65%	7.40%	7.81%	5.88%	7.55%	7.34%	10.66%	4.86%	3.50%	4.92%	6.40%	5.30%	6.40%	4.88%	5.29%	5.89%	6.73%	5.65%	4.27%	7.41%	7.09%	8.04%	6.35%	5.35%	7.11%	6.05%	6.13%	7.74%	6.11%	6.50%	6.65%	19.30%	8.04%	7.33%	6.77%	6.74%	9.23%	7.34%	8.52%	7.73%	5.73%	11.82%	11.69%	7.16%	6.50%	8.72%	7.80%	5.76%	6.27%	5.71%	6.96%	9.84%	5.86%	12.50%									
20	Зюганов Геннадий Андреевич	23652	247	240	314	184	229	42	189	142	9	223	345	294	324	177	261	298	283	301	104	190	219	294	282	260	375	310	247	141	126	149	286	232	250	232	290	358	405	414	379	291	198	269	308	358	142	210	54	133	96	256	348	187	157	53	58	92	235	208	350	187	241	343	161	312	176	308	235	124	109	151	188	264	273	328	137	361	322	288	175	48	27	39	58	233	280	274	55	102	212	338	260	282	263	11	192	145	228	204	187	91	57	52	151	162	85	113	68	326	163	87	93	92	108	118	100	17									
		21.75%	23.82%	22.58%	25.61%	19.21%	21.98%	18.42%	21.98%	22.43%	4.04%	24.86%	25.67%	25.72%	24.53%	17.23%	20.30%	21.61%	22.11%	22.56%	15.14%	16.14%	21.73%	26.58%	21.49%	22.02%	24.74%	22.96%	25.05%	24.48%	20.06%	22.37%	23.85%	21.93%	24.41%	22.01%	24.41%	25.90%	25.36%	22.99%	25.91%	23.30%	24.41%	18.15%	23.30%	24.16%	24.61%	24.22%	18.24%	19.33%	15.74%	20.41%	25.91%	20.96%	24.84%	28.80%	17.74%	22.44%	22.07%	17.22%	23.94%	21.08%	22.76%	23.54%	21.38%	20.99%	18.82%	25.88%	21.90%	21.16%	20.04%	22.24%	20.55%	22.04%	20.79%	21.19%	23.06%	24.47%	19.16%	20.69%	22.21%	19.35%	23.08%	10.32%	14.18%	16.58%	16.78%	18.09%	21.74%	14.70%	22.80%	23.99%	24.05%	25.45%	23.32%	19.30%	23.05%	18.98%	19.29%	18.10%	15.14%	19.08%	21.11%	22.32%	20.11%	16.95%	14.83%	21.28%	19.21%	17.65%	27.63%	26.36%	29.15%	22.83%	27.84%	24.18%	14.64%	30.36%									
21	Миронов Сергей Михайлович	4683	57	64	49	51	47	8	37	30	2	52	57	45	70	40	68	61	51	63	33	44	28	58	66	58	49	50	36	19	18	36	68	45	72	61	59	60	45	77	68	70	36	80	70	66	32	50	13	45	24	68	56	40	25	2	7	28	55	51	58	47	54	66	8	55	51	53	52	13	9	27	32	48	62	67	20	57	68	56	35	14	4	12	11	70	56	54	9	19	46	62	52	40	37	1	28	13	33	61	39	33	6	11	15	40	22	16	18	84	34	9	9	9	15	18	24	1									
		4.31%	5.50%	6.02%	3.99%	5.32%	4.51%	3.51%	4.30%	4.74%	0.90%	5.80%	4.24%	3.94%	5.30%	3.89%	5.29%	4.42%	3.98%	4.72%	4.80%	3.74%	2.78%	5.24%	5.03%	4.91%	3.23%	3.70%	3.65%	3.30%	2.87%	5.41%	5.67%	4.25%	7.03%	5.79%	4.97%	4.34%	2.82%	4.28%	4.65%	5.60%	4.44%	5.40%	5.30%	4.45%	5.55%	5.77%	4.39%	6.54%	3.93%	5.42%	4.17%	4.48%	3.96%	1.09%	2.14%	6.83%	5.16%	4.22%	3.97%	5.30%	5.10%	4.53%	1.06%	3.70%	5.45%	4.45%	4.85%	2.22%	1.65%	3.98%	3.50%	4.01%	4.72%	4.33%	3.37%	3.86%	4.05%	4.02%	4.44%	5.65%	3.42%	3.17%	2.69%	4.98%	3.36%	3.56%	3.56%	2.74%	4.95%	4.40%	4.81%	3.61%	3.28%	1.75%	3.36%	1.70%	2.79%	5.41%	3.16%	6.92%	2.22%	4.72%	1.99%	4.18%	3.84%	3.01%	5.08%	4.55%	5.76%	2.73%	2.82%	2.23%	3.87%	3.69%	3.51%	1.79%									
22	Прохоров Михаил Дмитриевич	12444	108	138	174	117	120	23	141	69	25	114	159	143	192	97	161	203	168	152	50	124	118	106	170	121	255	178	158	63	60	90	149	168	130	179	173	194	260	287	211	163	118	207	170	171	90	80	28	81	63	186	186	109	60	24	33	50	179	148	189	107	141	208	33	116	90	102	86	36	29	96	96	108	151	195	43	185	203	157	75	21	5	34	31	129	162	146	19	33	70	115	124	113	97	3	38	47	72	114	136	45	17	20	46	82	58	33	22	254	53	14	22	18	34	31	43	3									
		11.44%	10.41%	12.98%	14.19%	12.21%	11.52%	10.09%	16.40%	10.90%	11.21%	12.71%	11.83%	12.51%	14.53%	9.44%	12.52%	14.72%	13.13%	11.39%	7.28%	10.54%	11.71%	9.58%	12.96%	10.25%	16.82%	13.19%	16.02%	10.94%	9.55%	13.51%	12.43%	15.88%	12.70%	16.98%	14.56%	14.04%	16.28%	15.94%	14.42%	13.05%	14.55%	13.97%	12.86%	11.54%	15.60%	9.23%	9.46%	11.77%	10.33%	14.83%	13.85%	12.22%	9.49%	13.04%	10.09%	12.20%	16.81%	12.25%	12.93%	12.06%	13.31%	14.28%	4.38%	7.81%	9.63%	8.57%	8.01%	6.14%	5.33%	14.14%	10.49%	9.02%	11.50%	12.60%	7.24%	12.54%	12.08%	11.28%	9.52%	8.47%	4.27%	8.99%	7.58%	9.18%	9.71%	9.64%	7.51%	4.76%	7.53%	8.16%	11.47%	10.20%	8.60%	5.26%	4.56%	6.15%	6.09%	10.12%	11.01%	9.43%	6.30%	8.58%	6.13%	8.58%	10.12%	6.21%	6.21%	13.75%	8.98%	4.24%	6.90%	4.47%	8.76%	6.35%	6.30%	5.36%									
23	Путин Владимир Владимирович	59123	555	558	591	512	568	141	441	349	127	450	692	582	630	664	694	724	696	712	448	752	570	553	699	648	757	717	484	296	361	334	616	530	502	491	586	654	777	884	684	629	409	785	674	762	256	450	166	384	373	609	639	504	339	89	194	213	511	705	783	461	548	705	503	876	523	638	604	360	329	363	545	707	715	856	347	776	928	774	433	147	75	253	275	782	1020	928	149	495	527	751	562	577	634	31	488	489	751	645	738	265	158	131	492	549	337	324	218	986	281	194	171	251	198	266	466	25									
		54.37%	53.52%	52.49%	48.21%	53.44%	54.51%	61.84%	51.28%	55.13%	56.95%	50.17%	51.49%	50.92%	47.69%	64.65%	53.97%	52.50%	54.38%	53.37%	65.21%	63.89%	56.55%	50.00%	53.28%	54.87%	49.93%	53.11%	49.09%	51.39%	57.48%	50.15%	51.38%	50.09%	49.02%	46.58%	49.33%	47.32%	48.65%	49.08%	46.75%	50.36%	50.43%	52.97%	50.98%	51.42%	44.37%	51.90%	56.08%	55.81%	61.15%	48.56%	47.58%	56.50%	53.64%	48.37%	59.33%	51.95%	47.98%	58.36%	53.56%	51.97%	51.75%	48.39%	66.80%	58.95%	55.94%	53.61%	56.29%	61.43%	60.48%	53.46%	59.56%	59.02%	54.46%	55.30%	58.42%	52.61%	55.21%	55.60%	54.95%	59.27%	64.10%	66.93%	67.24%	55.66%	61.11%	61.25%	58.89%	71.33%	56.67%	53.30%	51.99%	52.08%	56.21%	54.39%	58.58%	64.01%	63.54%	57.23%	59.76%	55.56%	58.52%	56.22%	65.51%	57.43%	58.81%	61.02%	61.58%	53.38%	47.63%	58.79%	53.61%	62.28%	51.03%	54.51%	68.23%	44.64%									
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
