Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Даниловская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327									
		0.17%	0.15%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.51%	0.97%	0.00%	0.29%	0.69%	0.43%	0.38%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	994	120	191	5	20	31	48	4	44	27	6	56	10	3	36	92	12	37	7	9	36	13	15	54	34	29	43	12									
		16.79%	18.46%	16.71%	5.43%	24.69%	15.50%	14.86%	8.70%	19.21%	32.53%	11.11%	13.18%	15.38%	6.12%	14.52%	24.34%	15.79%	14.45%	12.28%	11.11%	18.27%	12.62%	26.32%	15.93%	23.45%	12.61%	16.35%	23.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	1	6	1	0	0	2	0	0	0	0	8	0	1	0	1	0	2	0	0	5	0	0	1	0	4	0	0									
		0.54%	0.15%	0.52%	1.09%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	1.88%	0.00%	2.04%	0.00%	0.26%	0.00%	0.78%	0.00%	0.00%	2.54%	0.00%	0.00%	0.29%	0.00%	1.74%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	6	10	0	0	1	1	0	0	0	1	1	0	0	0	4	0	0	0	0	1	1	0	2	0	2	1	0									
		0.52%	0.92%	0.87%	0.00%	0.00%	0.50%	0.31%	0.00%	0.00%	0.00%	1.85%	0.24%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.51%	0.97%	0.00%	0.59%	0.00%	0.87%	0.38%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	2	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0									
		0.19%	0.00%	0.17%	0.00%	0.00%	0.50%	0.00%	0.00%	0.44%	0.00%	1.85%	0.00%	1.54%	0.00%	0.00%	0.26%	1.32%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.38%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	1	5	2	0	1	1	0	0	0	0	1	1	0	1	2	1	1	0	0	0	0	0	1	0	2	4	0									
		0.41%	0.15%	0.44%	2.17%	0.00%	0.50%	0.31%	0.00%	0.00%	0.00%	0.00%	0.24%	1.54%	0.00%	0.40%	0.53%	1.32%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.87%	1.52%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1341	201	303	42	8	51	72	11	45	22	18	66	9	3	31	78	18	45	14	21	45	26	7	62	18	46	64	15									
		22.65%	30.92%	26.51%	45.65%	9.88%	25.50%	22.29%	23.91%	19.65%	26.51%	33.33%	15.53%	13.85%	6.12%	12.50%	20.63%	23.68%	17.58%	24.56%	25.93%	22.84%	25.24%	12.28%	18.29%	12.41%	20.00%	24.33%	29.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	8	9	0	0	1	2	0	2	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0									
		0.49%	1.23%	0.79%	0.00%	0.00%	0.50%	0.62%	0.00%	0.87%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	172	22	44	3	3	6	7	1	2	4	3	14	0	1	9	8	1	4	1	1	2	8	0	11	2	6	7	2									
		2.90%	3.38%	3.85%	3.26%	3.70%	3.00%	2.17%	2.17%	0.87%	4.82%	5.56%	3.29%	0.00%	2.04%	3.63%	2.12%	1.32%	1.56%	1.75%	1.23%	1.02%	7.77%	0.00%	3.24%	1.38%	2.61%	2.66%	3.92%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
