Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
Наименование Избирательной комиссии:    Тюменская																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747					
		0.12%	0.23%	0.13%	0.34%	0.44%	0.0%	0.18%	0.0%	0.18%	0.19%	0.16%	0.0%	0.10%	0.13%	0.09%	0.0%	0.0%	0.23%	0.11%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.13%	0.21%	0.0%	0.13%	0.0%	0.0%	0.53%	0.32%	0.0%	0.0%	0.82%	0.0%	0.0%	0.08%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.59%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1169	25	73	46	23	4	12	11	56	34	42	62	16	53	20	15	15	8	21	19	29	6	19	0	1	27	44	14	6	23	21	19	55	1	1	25	7	25	5	6	2	1	42	3	16	49	17	4	0	9	6	38	7	3	5	51	1	2	6	3	11	4					
		3.22%	2.88%	5.08%	3.91%	3.38%	1.25%	2.19%	11.11%	5.21%	3.29%	3.40%	4.16%	1.64%	3.58%	1.86%	2.65%	3.30%	1.91%	2.47%	1.98%	4.73%	2.35%	3.72%	0.0%	0.36%	1.90%	3.08%	4.0%	2.44%	3.10%	4.52%	2.82%	3.63%	0.64%	0.38%	6.68%	2.30%	7.91%	3.18%	4.95%	1.96%	0.67%	3.56%	2.34%	14.28%	4.35%	3.32%	1.98%	0.0%	2.06%	1.33%	3.01%	2.07%	4.76%	4.42%	4.26%	0.41%	1.85%	3.42%	1.41%	1.50%	1.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	100	5	1	2	1	0	5	1	0	1	3	4	0	4	3	0	1	0	1	3	2	1	3	1	0	1	6	2	0	4	0	2	5	2	0	2	1	2	0	1	0	1	3	0	0	3	2	0	0	0	1	6	0	0	1	5	1	0	0	1	5	1					
		0.27%	0.57%	0.06%	0.17%	0.14%	0.0%	0.91%	1.01%	0.0%	0.09%	0.24%	0.26%	0.0%	0.27%	0.28%	0.0%	0.22%	0.0%	0.11%	0.31%	0.32%	0.39%	0.58%	0.71%	0.0%	0.07%	0.42%	0.57%	0.0%	0.53%	0.0%	0.29%	0.33%	1.29%	0.0%	0.53%	0.32%	0.63%	0.0%	0.82%	0.0%	0.67%	0.25%	0.0%	0.0%	0.26%	0.39%	0.0%	0.0%	0.0%	0.22%	0.47%	0.0%	0.0%	0.88%	0.41%	0.41%	0.0%	0.0%	0.47%	0.68%	0.31%					
35	"18. ""ЛДПР"""	4665	81	197	184	117	52	67	6	149	137	162	202	139	199	151	99	62	32	153	66	99	9	92	32	2	137	180	70	15	125	63	90	179	17	50	21	21	42	18	27	14	11	132	19	13	194	68	22	19	47	62	137	50	3	9	163	8	27	25	30	33	35					
		12.88%	9.34%	13.71%	15.64%	17.23%	16.25%	12.27%	6.06%	13.87%	13.27%	13.13%	13.56%	14.31%	13.45%	14.11%	17.49%	13.65%	7.65%	18.06%	6.90%	16.15%	3.52%	18.03%	22.85%	0.73%	9.68%	12.62%	20.0%	6.12%	16.86%	13.57%	13.37%	11.81%	10.96%	19.30%	5.61%	6.90%	13.29%	11.46%	22.31%	13.72%	7.38%	11.21%	14.84%	11.60%	17.24%	13.30%	10.89%	43.18%	10.77%	13.77%	10.86%	14.79%	4.76%	7.96%	13.64%	3.31%	25.0%	14.28%	14.15%	4.52%	11.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	489	12	29	14	9	5	5	3	16	16	16	10	9	24	17	14	6	7	13	7	11	1	9	1	4	9	11	3	2	5	3	6	16	1	2	2	5	3	5	2	2	2	11	1	4	14	10	4	2	10	6	26	5	1	1	16	3	3	6	11	3	15					
		1.35%	1.38%	2.01%	1.19%	1.32%	1.56%	0.91%	3.03%	1.48%	1.55%	1.29%	0.67%	0.92%	1.62%	1.58%	2.47%	1.32%	1.67%	1.53%	0.73%	1.79%	0.39%	1.76%	0.71%	1.46%	0.63%	0.77%	0.85%	0.81%	0.67%	0.64%	0.89%	1.05%	0.64%	0.77%	0.53%	1.64%	0.94%	3.18%	1.65%	1.96%	1.34%	0.93%	0.78%	3.57%	1.24%	1.95%	1.98%	4.54%	2.29%	1.33%	2.06%	1.47%	1.58%	0.88%	1.33%	1.24%	2.77%	3.42%	5.18%	0.41%	4.76%					
37	"20. ""Политическая партия ""Единая Россия"""	18532	502	735	633	326	200	328	35	501	513	632	769	480	824	568	266	228	271	388	518	303	131	205	48	200	834	773	149	176	399	241	377	703	82	120	193	207	143	87	52	58	97	548	73	37	475	231	103	15	216	178	532	169	24	52	577	112	42	90	104	466	193					
		51.18%	57.90%	51.18%	53.82%	48.01%	62.5%	60.07%	35.35%	46.64%	49.70%	51.25%	51.64%	49.43%	55.71%	53.08%	46.99%	50.22%	64.83%	45.80%	54.18%	49.42%	51.37%	40.19%	34.28%	73.26%	58.98%	54.20%	42.57%	71.83%	53.84%	51.93%	56.01%	46.40%	52.90%	46.33%	51.60%	68.09%	45.25%	55.41%	42.97%	56.86%	65.10%	46.55%	57.03%	33.03%	42.22%	45.20%	50.99%	34.09%	49.54%	39.55%	42.18%	50.0%	38.09%	46.01%	48.28%	46.47%	38.88%	51.42%	49.05%	63.83%	61.26%					
38	"21. ""Российская Конституционно-демократическая партия"""	66	1	3	1	2	0	0	0	2	2	2	2	6	2	2	1	0	3	0	0	0	1	0	0	0	4	1	0	0	0	1	1	3	3	0	1	0	0	0	1	0	0	1	1	0	3	1	3	0	0	0	2	2	0	0	5	1	0	0	0	1	1					
		0.18%	0.11%	0.20%	0.08%	0.29%	0.0%	0.0%	0.0%	0.18%	0.19%	0.16%	0.13%	0.61%	0.13%	0.18%	0.17%	0.0%	0.71%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.28%	0.07%	0.0%	0.0%	0.0%	0.21%	0.14%	0.19%	1.93%	0.0%	0.26%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.08%	0.78%	0.0%	0.26%	0.19%	1.48%	0.0%	0.0%	0.0%	0.15%	0.59%	0.0%	0.0%	0.41%	0.41%	0.0%	0.0%	0.0%	0.13%	0.31%					
39	"22. ""Развитие предпринимательства"""	65	1	6	5	0	0	0	0	1	4	2	4	2	5	0	0	2	0	1	2	0	0	1	1	0	2	1	0	1	1	2	0	4	0	1	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	2	2	1	0	0	2	0	0	0	0	3	0					
		0.17%	0.11%	0.41%	0.42%	0.0%	0.0%	0.0%	0.0%	0.09%	0.38%	0.16%	0.26%	0.20%	0.33%	0.0%	0.0%	0.44%	0.0%	0.11%	0.20%	0.0%	0.0%	0.19%	0.71%	0.0%	0.14%	0.07%	0.0%	0.40%	0.13%	0.43%	0.0%	0.26%	0.0%	0.38%	0.26%	0.32%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.44%	0.15%	0.29%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%					
