Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Рязань, Советская"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1027									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	584	12	11	19	25	9	14	22	19	30	20	25	25	12	29	16	22	24	12	4	15	6	6	19	24	20	36	20	26	9	21	10	17	5									
		2.25%	2.09%	2.09%	2.81%	2.96%	1.21%	1.74%	2.81%	1.83%	2.87%	2.53%	2.74%	2.91%	2.70%	4.30%	2.29%	2.55%	3.79%	1.78%	1.11%	3.14%	1.47%	1.21%	2.44%	3.15%	2.77%	1.29%	1.57%	4.85%	2.04%	2.44%	1.82%	4.39%	0.34%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	578	14	14	14	20	28	29	12	35	22	22	23	19	7	17	15	16	23	21	16	17	7	9	26	15	24	27	21	13	6	18	11	6	11									
		2.23%	2.44%	2.66%	2.07%	2.36%	3.75%	3.61%	1.53%	3.37%	2.11%	2.78%	2.52%	2.21%	1.58%	2.52%	2.15%	1.85%	3.63%	3.12%	4.46%	3.56%	1.72%	1.81%	3.33%	1.97%	3.32%	0.96%	1.65%	2.43%	1.36%	2.10%	2.00%	1.55%	0.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	493	18	9	12	17	19	15	12	22	31	17	17	18	11	20	19	17	15	15	23	10	9	5	16	25	11	9	16	13	15	22	7	3	5									
		1.90%	3.14%	1.71%	1.78%	2.01%	2.55%	1.87%	1.53%	2.12%	2.97%	2.15%	1.87%	2.10%	2.48%	2.96%	2.72%	1.97%	2.37%	2.23%	6.41%	2.09%	2.21%	1.01%	2.05%	3.28%	1.52%	0.32%	1.26%	2.43%	3.39%	2.56%	1.28%	0.78%	0.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12389	250	170	219	311	320	328	306	409	407	292	319	294	167	252	295	326	222	274	127	200	194	270	286	280	266	2364	771	192	156	351	304	148	1319									
		47.83%	43.55%	32.32%	32.40%	36.76%	42.90%	40.80%	39.03%	39.36%	38.95%	36.96%	35.02%	34.23%	37.61%	37.33%	42.26%	37.73%	35.07%	40.65%	35.38%	41.84%	47.67%	54.44%	36.67%	36.70%	36.84%	84.43%	60.61%	35.82%	35.29%	40.86%	55.37%	38.24%	90.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	268	5	5	5	7	10	6	14	13	7	14	14	14	6	6	7	5	6	8	14	4	2	6	10	12	7	10	4	12	7	14	4	4	6									
		1.03%	0.87%	0.95%	0.74%	0.83%	1.34%	0.75%	1.79%	1.25%	0.67%	1.77%	1.54%	1.63%	1.35%	0.89%	1.00%	0.58%	0.95%	1.19%	3.90%	0.84%	0.49%	1.21%	1.28%	1.57%	0.97%	0.36%	0.31%	2.24%	1.58%	1.63%	0.73%	1.03%	0.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	43	3	1	1	2	0	0	7	1	3	3	0	1	1	2	1	1	2	1	0	0	0	1	3	1	1	0	2	2	0	1	0	2	0									
		0.17%	0.52%	0.19%	0.15%	0.24%	0.00%	0.00%	0.89%	0.10%	0.29%	0.38%	0.00%	0.12%	0.23%	0.30%	0.14%	0.12%	0.32%	0.15%	0.00%	0.00%	0.00%	0.20%	0.38%	0.13%	0.14%	0.00%	0.16%	0.37%	0.00%	0.12%	0.00%	0.52%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3764	75	94	119	139	130	146	132	179	211	107	129	124	53	82	93	154	100	128	50	52	94	83	128	155	146	191	197	88	66	120	69	63	67									
		14.53%	13.07%	17.87%	17.60%	16.43%	17.43%	18.16%	16.84%	17.23%	20.19%	13.54%	14.16%	14.44%	11.94%	12.15%	13.32%	17.82%	15.80%	18.99%	13.93%	10.88%	23.10%	16.73%	16.41%	20.31%	20.22%	6.82%	15.49%	16.42%	14.93%	13.97%	12.57%	16.28%	4.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	373	10	15	19	23	6	16	8	17	16	6	14	17	4	11	19	19	9	10	3	7	2	5	11	13	11	4	16	7	14	14	9	15	3									
		1.44%	1.74%	2.85%	2.81%	2.72%	0.80%	1.99%	1.02%	1.64%	1.53%	0.76%	1.54%	1.98%	0.90%	1.63%	2.72%	2.20%	1.42%	1.48%	0.84%	1.46%	0.49%	1.01%	1.41%	1.70%	1.52%	0.14%	1.26%	1.31%	3.17%	1.63%	1.64%	3.88%	0.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	451	7	10	11	13	16	9	21	13	18	9	20	23	14	22	7	19	13	9	12	19	2	16	12	10	9	7	14	8	16	35	11	23	3									
		1.74%	1.22%	1.90%	1.63%	1.54%	2.14%	1.12%	2.68%	1.25%	1.72%	1.14%	2.20%	2.68%	3.15%	3.26%	1.00%	2.20%	2.05%	1.34%	3.34%	3.97%	0.49%	3.23%	1.54%	1.31%	1.25%	0.25%	1.10%	1.49%	3.62%	4.07%	2.00%	5.94%	0.20%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	0	0	0	3	0	1	0	2	2	3	1	2	1	3	1	0	0	2	2	1	2	1	0	1	1	0	2	3	2	0	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.35%	0.00%	0.12%	0.00%	0.19%	0.19%	0.38%	0.11%	0.23%	0.23%	0.44%	0.14%	0.00%	0.00%	0.30%	0.56%	0.21%	0.49%	0.20%	0.00%	0.13%	0.14%	0.00%	0.16%	0.56%	0.45%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	737	25	19	24	25	13	14	25	26	20	16	49	29	23	32	30	28	24	16	14	29	7	6	16	22	31	14	27	19	21	45	19	26	3									
		2.85%	4.36%	3.61%	3.55%	2.96%	1.74%	1.74%	3.19%	2.50%	1.91%	2.03%	5.38%	3.38%	5.18%	4.74%	4.30%	3.24%	3.79%	2.37%	3.90%	6.07%	1.72%	1.21%	2.05%	2.88%	4.29%	0.50%	2.12%	3.54%	4.75%	5.24%	3.46%	6.72%	0.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4114	119	130	181	173	129	135	129	187	165	212	208	198	110	141	132	149	107	124	63	92	60	68	157	125	136	73	121	97	102	160	70	48	13									
		15.88%	20.73%	24.71%	26.78%	20.45%	17.29%	16.79%	16.45%	17.99%	15.79%	26.84%	22.83%	23.05%	24.77%	20.89%	18.91%	17.25%	16.90%	18.40%	17.55%	19.25%	14.74%	13.71%	20.13%	16.38%	18.84%	2.61%	9.51%	18.10%	23.08%	18.63%	12.75%	12.40%	0.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	110	3	3	5	1	3	3	7	7	9	5	4	4	0	3	3	6	3	2	0	1	1	0	7	1	5	3	4	1	2	4	1	7	2									
		0.42%	0.52%	0.57%	0.74%	0.12%	0.40%	0.37%	0.89%	0.67%	0.86%	0.63%	0.44%	0.47%	0.00%	0.44%	0.43%	0.69%	0.47%	0.30%	0.00%	0.21%	0.25%	0.00%	0.90%	0.13%	0.69%	0.11%	0.31%	0.19%	0.45%	0.47%	0.18%	1.81%	0.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1615	27	32	38	77	56	82	80	92	95	50	77	82	34	43	53	96	79	41	27	23	14	16	81	67	44	24	31	38	20	39	32	18	7									
		6.23%	4.70%	6.08%	5.62%	9.10%	7.51%	10.20%	10.20%	8.85%	9.09%	6.33%	8.45%	9.55%	7.66%	6.37%	7.59%	11.11%	12.48%	6.08%	7.52%	4.81%	3.44%	3.23%	10.38%	8.78%	6.09%	0.86%	2.44%	7.09%	4.52%	4.54%	5.83%	4.65%	0.48%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
