Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Кормиловская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875									
		5.54%	7.19%	4.22%	7.13%	5.86%	6.65%	5.52%	6.62%	5.12%	4.61%	1.82%	5.71%	6.15%	5.63%	6.35%	8.56%	3.92%	8.93%	4.27%	3.33%	1.70%	6.97%	3.13%	4.81%	0.00%	6.80%	5.57%	8.00%	4.83%	12.50%	3.33%	0.00%	3.96%	4.13%	10.77%	5.73%	0.00%	3.70%	1.75%	5.69%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	136	2	5	10	8	6	14	4	7	3	2	0	4	3	2	2	2	3	6	4	5	2	1	6	1	4	10	1	9	1	0	1	1	0	0	2	0	0	5	0									
		1.84%	1.31%	1.62%	2.04%	2.47%	1.73%	1.65%	2.65%	2.76%	0.99%	3.64%	0.00%	1.64%	4.23%	3.17%	0.90%	1.96%	1.79%	2.56%	3.33%	2.84%	0.70%	3.13%	2.88%	2.17%	3.88%	2.23%	1.33%	2.56%	1.79%	0.00%	2.50%	0.50%	0.00%	0.00%	0.88%	0.00%	0.00%	8.77%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2975	49	94	165	119	110	275	41	92	143	34	22	95	21	21	69	45	70	113	63	75	123	8	84	22	43	177	34	147	18	28	32	114	125	37	121	18	41	22	65									
		40.31%	32.03%	30.52%	33.60%	36.73%	31.79%	32.31%	27.15%	36.22%	47.04%	61.82%	62.86%	38.93%	29.58%	33.33%	31.08%	44.12%	41.67%	48.29%	52.50%	42.61%	42.86%	25.00%	40.38%	47.83%	41.75%	39.42%	45.33%	41.76%	32.14%	46.67%	80.00%	56.44%	57.34%	56.92%	53.30%	64.29%	50.62%	38.60%	52.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	0	1	0	2	1	4	1	1	4	0	0	0	0	1	2	0	0	2	1	2	4	1	0	0	1	2	0	2	0	0	0	1	1	2	1	0	1	0	0									
		0.51%	0.00%	0.32%	0.00%	0.62%	0.29%	0.47%	0.66%	0.39%	1.32%	0.00%	0.00%	0.00%	0.00%	1.59%	0.90%	0.00%	0.00%	0.85%	0.83%	1.14%	1.39%	3.13%	0.00%	0.00%	0.97%	0.45%	0.00%	0.57%	0.00%	0.00%	0.00%	0.50%	0.46%	3.08%	0.44%	0.00%	1.23%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	1	1	0	1	0	0	1									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.66%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.67%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	1.54%	0.00%	3.57%	0.00%	0.00%	0.81%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1403	39	36	78	52	62	207	34	44	64	7	4	41	26	12	37	20	32	49	22	39	42	7	47	11	18	101	17	56	20	13	4	31	39	7	32	1	13	11	28									
		19.01%	25.49%	11.69%	15.89%	16.05%	17.92%	24.32%	22.52%	17.32%	21.05%	12.73%	11.43%	16.80%	36.62%	19.05%	16.67%	19.61%	19.05%	20.94%	18.33%	22.16%	14.63%	21.88%	22.60%	23.91%	17.48%	22.49%	22.67%	15.91%	35.71%	21.67%	10.00%	15.35%	17.89%	10.77%	14.10%	3.57%	16.05%	19.30%	22.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	0	2	1	5	3	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	1	0	1	1	1	0	0	0	2	0									
		0.35%	0.00%	0.00%	0.41%	0.31%	1.45%	0.35%	0.00%	0.00%	0.66%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.70%	0.00%	0.48%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	1.67%	0.00%	0.50%	0.46%	1.54%	0.00%	0.00%	0.00%	3.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	2	8	8	5	6	12	2	5	9	0	1	5	1	1	2	0	1	0	0	1	2	0	1	0	1	1	0	11	1	1	0	0	1	0	2	1	5	1	0									
		1.31%	1.31%	2.60%	1.63%	1.54%	1.73%	1.41%	1.32%	1.97%	2.96%	0.00%	2.86%	2.05%	1.41%	1.59%	0.90%	0.00%	0.60%	0.00%	0.00%	0.57%	0.70%	0.00%	0.48%	0.00%	0.97%	0.22%	0.00%	3.13%	1.79%	1.67%	0.00%	0.00%	0.46%	0.00%	0.88%	3.57%	6.17%	1.75%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	2	0	0	1	0	0	1	0	0	2	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0									
		0.20%	0.00%	0.00%	0.41%	0.00%	0.00%	0.12%	0.00%	0.00%	0.33%	0.00%	0.00%	0.82%	0.00%	0.00%	0.45%	0.98%	0.00%	0.00%	0.00%	1.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	1	4	5	1	5	5	1	4	3	0	1	1	0	1	1	1	1	2	3	1	3	0	1	2	0	3	0	2	0	0	1	2	2	0	5	1	1	1	0									
		0.88%	0.65%	1.30%	1.02%	0.31%	1.45%	0.59%	0.66%	1.57%	0.99%	0.00%	2.86%	0.41%	0.00%	1.59%	0.45%	0.98%	0.60%	0.85%	2.50%	0.57%	1.05%	0.00%	0.48%	4.35%	0.00%	0.67%	0.00%	0.57%	0.00%	0.00%	2.50%	0.99%	0.92%	0.00%	2.20%	3.57%	1.23%	1.75%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1526	32	111	153	94	101	205	40	61	32	2	1	67	7	8	70	18	29	27	12	27	50	8	34	3	20	72	9	78	9	8	2	28	30	6	29	5	12	10	16									
		20.67%	20.92%	36.04%	31.16%	29.01%	29.19%	24.09%	26.49%	24.02%	10.53%	3.64%	2.86%	27.46%	9.86%	12.70%	31.53%	17.65%	17.26%	11.54%	10.00%	15.34%	17.42%	25.00%	16.35%	6.52%	19.42%	16.04%	12.00%	22.16%	16.07%	13.33%	5.00%	13.86%	13.76%	9.23%	12.78%	17.86%	14.81%	17.54%	13.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	2	2	0	1	2	0	0	1	0	0	2	0	1	0	1	1	2	0	0	1	0	1	0	1	2	0	1	0	0	0	0	1	0	2	0	0	1	1									
		0.35%	0.00%	0.65%	0.41%	0.00%	0.29%	0.24%	0.00%	0.00%	0.33%	0.00%	0.00%	0.82%	0.00%	1.59%	0.00%	0.98%	0.60%	0.85%	0.00%	0.00%	0.35%	0.00%	0.48%	0.00%	0.97%	0.45%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.88%	0.00%	0.00%	1.75%	0.81%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	217	6	14	12	8	11	32	8	10	9	2	1	6	5	2	7	6	4	7	4	5	11	3	6	3	0	7	2	8	0	3	0	5	2	0	5	0	0	1	2									
		2.94%	3.92%	4.55%	2.44%	2.47%	3.18%	3.76%	5.30%	3.94%	2.96%	3.64%	2.86%	2.46%	7.04%	3.17%	3.15%	5.88%	2.38%	2.99%	3.33%	2.84%	3.83%	9.38%	2.88%	6.52%	0.00%	1.56%	2.67%	2.27%	0.00%	5.00%	0.00%	2.48%	0.92%	0.00%	2.20%	0.00%	0.00%	1.75%	1.63%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
