Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
"Наименование Избирательной комиссии:    Новороссийск, Центральная"																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3797	УИК №3798	УИК №3799									
24	"6. Политическая партия ""Гражданская Платформа"""	47	0	2	0	2	1	2	2	2	1	1	0	0	4	0	0	2	1	2	0	4	1	0	2	1	1	3	1	0	7	2	1	2									
		0.15%	0.00%	0.17%	0.00%	0.28%	0.14%	0.15%	0.27%	0.26%	0.09%	0.10%	0.00%	0.00%	0.30%	0.00%	0.00%	0.27%	0.09%	0.24%	0.00%	0.35%	0.07%	0.00%	0.17%	0.10%	0.15%	0.17%	0.41%	0.00%	0.58%	0.27%	0.75%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3718	87	118	99	76	74	442	116	115	131	73	116	103	160	143	74	161	107	182	102	118	147	134	161	152	107	139	12	53	102	5	10	99									
		11.91%	14.57%	9.79%	8.46%	10.75%	10.18%	32.45%	15.43%	14.76%	11.97%	7.53%	12.26%	15.73%	12.02%	16.14%	5.47%	21.96%	9.10%	21.41%	8.06%	10.43%	9.96%	10.54%	13.47%	15.92%	15.88%	7.96%	4.88%	4.04%	8.51%	0.68%	7.52%	16.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	209	5	5	1	6	4	4	7	6	2	10	6	8	15	3	10	16	9	9	9	10	11	2	9	8	8	9	0	0	6	3	0	8									
		0.67%	0.84%	0.41%	0.09%	0.85%	0.55%	0.29%	0.93%	0.77%	0.18%	1.03%	0.63%	1.22%	1.13%	0.34%	0.74%	2.18%	0.77%	1.06%	0.71%	0.88%	0.75%	0.16%	0.75%	0.84%	1.19%	0.52%	0.00%	0.00%	0.50%	0.41%	0.00%	1.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	876	13	76	5	21	24	35	17	38	79	29	46	26	44	43	18	33	15	20	17	77	26	2	28	19	23	39	0	7	49	1	1	5									
		2.81%	2.18%	6.31%	0.43%	2.97%	3.30%	2.57%	2.26%	4.88%	7.22%	2.99%	4.86%	3.97%	3.31%	4.85%	1.33%	4.50%	1.28%	2.35%	1.34%	6.81%	1.76%	0.16%	2.34%	1.99%	3.41%	2.23%	0.00%	0.53%	4.09%	0.14%	0.75%	0.85%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	3	0	0	1	1	0	1	6	3	1	5	1	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	8	2	0	2									
		0.12%	0.50%	0.00%	0.00%	0.14%	0.14%	0.00%	0.13%	0.77%	0.27%	0.10%	0.53%	0.15%	0.08%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.27%	0.00%	0.34%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	366	17	16	4	14	14	0	13	12	1	22	9	17	11	22	8	16	14	10	10	8	27	1	15	10	18	24	2	2	16	5	0	8									
		1.17%	2.85%	1.33%	0.34%	1.98%	1.93%	0.00%	1.73%	1.54%	0.09%	2.27%	0.95%	2.60%	0.83%	2.48%	0.59%	2.18%	1.19%	1.18%	0.79%	0.71%	1.83%	0.08%	1.26%	1.05%	2.67%	1.37%	0.81%	0.15%	1.34%	0.68%	0.00%	1.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2783	52	65	67	51	47	125	75	79	129	112	67	64	98	146	121	102	89	116	56	113	119	104	134	89	102	151	10	29	98	113	12	48									
		8.92%	8.71%	5.39%	5.73%	7.21%	6.46%	9.18%	9.97%	10.14%	11.79%	11.55%	7.08%	9.77%	7.36%	16.48%	8.95%	13.92%	7.57%	13.65%	4.43%	9.99%	8.06%	8.18%	11.21%	9.32%	15.13%	8.65%	4.07%	2.21%	8.18%	15.48%	9.02%	8.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	88	0	8	0	2	0	2	3	4	3	2	7	2	0	7	3	3	2	4	5	2	2	3	4	2	3	9	0	1	2	1	0	2									
		0.28%	0.00%	0.66%	0.00%	0.28%	0.00%	0.15%	0.40%	0.51%	0.27%	0.21%	0.74%	0.31%	0.00%	0.79%	0.22%	0.41%	0.17%	0.47%	0.40%	0.18%	0.14%	0.24%	0.33%	0.21%	0.45%	0.52%	0.00%	0.08%	0.17%	0.14%	0.00%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1137	18	58	9	29	30	29	16	34	39	51	42	15	102	78	39	40	25	75	34	25	64	1	78	27	56	59	3	9	28	4	3	17									
		3.64%	3.02%	4.81%	0.77%	4.10%	4.13%	2.13%	2.13%	4.36%	3.56%	5.26%	4.44%	2.29%	7.66%	8.80%	2.88%	5.46%	2.13%	8.82%	2.69%	2.21%	4.34%	0.08%	6.53%	2.83%	8.31%	3.38%	1.22%	0.69%	2.34%	0.55%	2.26%	2.88%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
