Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
"Наименование Избирательной комиссии:    Сочи, Лазаревская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452	УИК №4453	УИК №4454	УИК №4455					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3044	28	10	23	26	110	26	120	20	20	5	108	100	50	40	122	64	80	100	100	35	12	46	90	50	30	35	20	20	70	30	40	60	30	70	140	30	80	110	70	60	85	70	40	45	120	80	25	80	5	40	40	80	10	34	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3044	28	10	23	26	110	26	120	20	20	5	108	100	50	40	122	64	80	100	100	35	12	46	90	50	30	35	20	20	70	30	40	60	30	70	140	30	80	110	70	60	85	70	40	45	120	80	25	80	5	40	40	80	10	34	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1287	13	7	16	7	10	8	44	4	9	10	125	51	13	28	28	26	29	10	27	26	47	28	25	11	21	12	22	61	4	7	14	14	10	11	8	0	11	220	11	8	33	13	96	9	8	5	9	12	22	5	10	10	8	11	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	650	3	1	18	0	11	2	15	4	17	0	57	10	23	24	42	44	32	44	30	12	11	28	23	15	8	9	30	7	9	8	5	12	5	3	7	2	7	8	3	4	3	1	9	4	5	2	2	4	0	1	2	0	0	22	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4543	23	15	33	29	77	45	159	20	48	6	227	28	158	87	157	91	110	111	154	65	80	67	87	58	42	26	83	63	74	68	48	93	63	56	169	41	171	160	51	60	169	101	212	188	191	53	39	102	6	82	61	14	20	94	8					
		10.21%	11.56%	7.50%	7.07%	13.81%	10.12%	10.37%	14.74%	7.91%	7.55%	6.00%	14.52%	6.18%	11.43%	11.28%	11.14%	11.83%	11.11%	11.13%	11.99%	13.05%	14.95%	8.99%	7.56%	11.42%	6.93%	6.39%	7.11%	11.84%	9.71%	7.56%	7.01%	8.39%	11.07%	8.32%	8.89%	7.12%	11.38%	14.98%	11.64%	8.20%	9.40%	14.79%	14.58%	13.65%	10.44%	6.54%	4.41%	8.25%	2.99%	9.45%	8.78%	2.47%	15.04%	11.63%	5.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5132	39	13	11	40	83	49	151	32	106	5	239	22	164	125	184	104	146	145	191	81	72	128	141	65	49	25	99	72	52	113	45	70	58	39	108	21	137	155	57	73	192	106	239	204	206	100	30	102	50	124	70	15	27	151	7					
		11.53%	19.60%	6.50%	2.36%	19.05%	10.91%	11.29%	13.99%	12.65%	16.67%	5.00%	15.29%	4.86%	11.87%	16.21%	13.06%	13.52%	14.75%	14.54%	14.88%	16.27%	13.46%	17.18%	12.25%	12.80%	8.09%	6.14%	8.48%	13.53%	6.82%	12.57%	6.57%	6.31%	10.19%	5.79%	5.68%	3.65%	9.12%	14.51%	13.01%	9.97%	10.68%	15.52%	16.44%	14.81%	11.26%	12.35%	3.39%	8.25%	24.88%	14.29%	10.07%	2.65%	20.30%	18.69%	4.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	572	3	1	9	4	10	5	12	3	10	1	23	2	17	9	22	11	20	8	24	8	15	10	7	9	8	5	9	10	6	6	7	13	7	22	17	2	17	18	4	8	26	13	29	24	32	11	1	3	4	13	3	0	2	8	1					
		1.28%	1.51%	0.50%	1.93%	1.90%	1.31%	1.15%	1.11%	1.19%	1.57%	1.00%	1.47%	0.44%	1.23%	1.17%	1.56%	1.43%	2.02%	0.80%	1.87%	1.61%	2.80%	1.34%	0.61%	1.77%	1.32%	1.23%	0.77%	1.88%	0.79%	0.67%	1.02%	1.17%	1.23%	3.27%	0.89%	0.35%	1.13%	1.69%	0.91%	1.09%	1.45%	1.90%	1.99%	1.74%	1.75%	1.36%	0.11%	0.24%	1.99%	1.50%	0.43%	0.00%	1.50%	0.99%	0.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7591	36	25	170	31	142	96	182	49	180	19	259	94	239	161	252	135	189	145	272	90	91	112	148	182	123	112	206	116	115	156	110	173	102	74	181	57	237	254	66	47	320	95	327	294	248	113	59	175	18	132	90	67	17	177	31					
		17.05%	18.09%	12.50%	36.40%	14.76%	18.66%	22.12%	16.87%	19.37%	28.30%	19.00%	16.57%	20.75%	17.29%	20.88%	17.89%	17.56%	19.09%	14.54%	21.18%	18.07%	17.01%	15.03%	12.86%	35.83%	20.30%	27.52%	17.64%	21.80%	15.09%	17.35%	16.06%	15.60%	17.93%	10.99%	9.52%	9.90%	15.78%	23.78%	15.07%	6.42%	17.81%	13.91%	22.49%	21.35%	13.55%	13.95%	6.67%	14.15%	8.96%	15.21%	12.95%	11.84%	12.78%	21.91%	20.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1467	6	4	11	6	15	6	44	1	23	1	74	6	46	40	31	22	32	36	80	23	18	40	36	12	6	12	14	14	4	19	14	14	8	19	40	5	52	54	25	18	77	38	75	63	98	30	18	39	3	28	31	0	2	24	10					
		3.30%	3.02%	2.00%	2.36%	2.86%	1.97%	1.38%	4.08%	0.40%	3.62%	1.00%	4.73%	1.32%	3.33%	5.19%	2.20%	2.86%	3.23%	3.61%	6.23%	4.62%	3.36%	5.37%	3.13%	2.36%	0.99%	2.95%	1.20%	2.63%	0.52%	2.11%	2.04%	1.26%	1.41%	2.82%	2.10%	0.87%	3.46%	5.06%	5.71%	2.46%	4.28%	5.56%	5.16%	4.58%	5.36%	3.70%	2.03%	3.15%	1.49%	3.23%	4.46%	0.00%	1.50%	2.97%	6.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24126	87	139	221	98	413	224	501	143	246	67	718	287	727	332	689	395	466	528	535	222	250	371	712	170	369	212	741	237	489	514	445	733	311	432	1334	446	856	403	217	506	969	315	534	572	1001	494	727	774	117	463	423	466	62	336	87					
		54.20%	43.72%	69.50%	47.32%	46.67%	54.27%	51.61%	46.43%	56.52%	38.68%	67.00%	45.94%	63.36%	52.60%	43.06%	48.90%	51.37%	47.07%	52.96%	41.67%	44.58%	46.73%	49.80%	61.86%	33.46%	60.89%	52.09%	63.44%	44.55%	64.17%	57.17%	64.96%	66.10%	54.66%	64.19%	70.17%	77.43%	56.99%	37.73%	49.54%	69.13%	53.92%	46.12%	36.73%	41.54%	54.70%	60.99%	82.15%	62.57%	58.21%	53.34%	60.86%	82.33%	46.62%	41.58%	58.39%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	340	3	1	2	1	6	1	9	4	10	1	6	2	9	4	14	5	8	4	16	2	1	9	5	10	3	1	6	7	3	6	12	5	4	16	17	0	15	4	7	4	10	9	7	8	20	2	3	12	2	11	3	0	2	7	1					
		0.76%	1.51%	0.50%	0.43%	0.48%	0.79%	0.23%	0.83%	1.58%	1.57%	1.00%	0.38%	0.44%	0.65%	0.52%	0.99%	0.65%	0.81%	0.40%	1.25%	0.40%	0.19%	1.21%	0.43%	1.97%	0.50%	0.25%	0.51%	1.32%	0.39%	0.67%	1.75%	0.45%	0.70%	2.38%	0.89%	0.00%	0.99%	0.37%	1.60%	0.55%	0.56%	1.32%	0.48%	0.58%	1.09%	0.25%	0.34%	0.97%	0.99%	1.27%	0.43%	0.00%	1.50%	0.87%	0.67%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
