Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Сальская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1650	40	50	55	50	45	60	40	60	40	40	45	50	50	50	40	40	50	50	40	45	0	25	10	25	15	25	25	10	40	15	10	10	10	25	25	25	10	35	10	15	40	15	10	10	15	40	40	40	40	10	25	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1303	40	49	48	50	44	59	31	56	40	28	45	46	44	44	33	31	50	43	24	40	0	9	10	20	13	9	13	2	17	12	3	5	6	14	11	6	2	35	10	12	40	15	6	4	15	31	33	19	33	2	25	7	3	5	0	1	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	779	22	7	15	99	17	100	23	20	43	6	15	48	16	6	20	8	13	11	15	25	64	6	3	1	7	4	2	2	3	3	1	4	2	8	6	2	2	8	6	1	10	3	4	2	7	11	4	24	15	3	6	8	2	2	8	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	347	0	1	7	0	1	1	9	4	0	12	0	4	6	6	7	9	0	7	16	5	0	16	0	5	2	16	12	8	23	3	7	5	4	11	14	19	8	0	0	3	0	0	4	6	0	9	7	21	7	8	0	3	7	5	10	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	0	2	4	3	3	2	2	5	0	2	1	1	1	2	1	1	1	2	1	0	0	1	0	1	0	0	0	1	1	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4312	159	172	224	188	95	206	64	41	191	62	123	200	187	144	156	174	171	56	32	194	29	64	18	34	44	56	62	36	47	14	19	43	71	8	115	28	2	32	27	10	81	15	2	14	97	118	127	60	17	43	59	28	0	4	5	2	42					
		7.53%	8.83%	11.40%	11.77%	10.89%	5.51%	14.46%	6.24%	2.84%	15.97%	5.18%	12.97%	11.63%	11.58%	13.04%	12.21%	14.75%	12.08%	2.81%	1.88%	11.95%	9.48%	5.98%	3.61%	3.56%	7.15%	5.71%	4.47%	8.33%	2.46%	2.06%	3.21%	12.57%	14.06%	0.63%	15.17%	3.15%	0.88%	2.04%	7.38%	2.03%	7.73%	3.99%	0.32%	2.32%	12.40%	11.13%	13.35%	3.28%	0.98%	6.48%	10.09%	11.34%	0.00%	3.45%	2.33%	1.11%	8.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4589	218	192	214	130	63	204	42	20	188	71	121	151	188	30	174	163	294	50	8	209	38	73	11	18	114	84	121	52	69	90	22	60	74	17	127	17	5	10	19	4	61	12	49	17	69	153	119	50	15	44	82	37	53	8	4	5	56					
		8.02%	12.10%	12.72%	11.25%	7.53%	3.65%	14.32%	4.09%	1.38%	15.72%	5.93%	12.76%	8.78%	11.64%	2.72%	13.62%	13.81%	20.78%	2.51%	0.47%	12.88%	12.42%	6.82%	2.21%	1.88%	18.54%	8.57%	8.72%	12.04%	3.62%	13.27%	3.72%	17.54%	14.65%	1.33%	16.75%	1.91%	2.21%	0.64%	5.19%	0.81%	5.82%	3.19%	7.84%	2.82%	8.82%	14.43%	12.51%	2.73%	0.87%	6.63%	14.02%	14.98%	14.97%	6.90%	1.86%	2.78%	11.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	409	13	5	22	15	15	7	9	3	19	4	13	11	14	5	15	14	16	48	6	10	0	8	2	0	6	7	0	2	9	9	3	2	5	3	7	2	0	0	1	12	9	1	1	2	7	9	4	8	3	6	4	2	3	0	2	3	3					
		0.71%	0.72%	0.33%	1.16%	0.87%	0.87%	0.49%	0.88%	0.21%	1.59%	0.33%	1.37%	0.64%	0.87%	0.45%	1.17%	1.19%	1.13%	2.41%	0.35%	0.62%	0.00%	0.75%	0.40%	0.00%	0.98%	0.71%	0.00%	0.46%	0.47%	1.33%	0.51%	0.58%	0.99%	0.24%	0.92%	0.23%	0.00%	0.00%	0.27%	2.44%	0.86%	0.27%	0.16%	0.33%	0.90%	0.85%	0.42%	0.44%	0.17%	0.90%	0.68%	0.81%	0.85%	0.00%	0.93%	1.67%	0.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9304	307	240	290	284	96	386	263	62	304	258	165	280	309	397	268	289	322	297	281	188	46	203	12	16	103	128	167	101	347	12	13	76	132	303	159	44	4	108	33	78	158	36	50	29	97	338	292	183	335	62	100	66	55	17	13	11	91					
		16.25%	17.05%	15.90%	15.24%	16.45%	5.57%	27.09%	25.63%	4.29%	25.42%	21.54%	17.41%	16.29%	19.13%	35.96%	20.97%	24.49%	22.76%	14.89%	16.48%	11.58%	15.03%	18.97%	2.41%	1.67%	16.75%	13.06%	12.03%	23.38%	18.19%	1.77%	2.20%	22.22%	26.14%	23.78%	20.98%	4.95%	1.77%	6.90%	9.02%	15.85%	15.08%	9.57%	8.00%	4.81%	12.40%	31.89%	30.70%	9.99%	19.39%	9.34%	17.09%	26.72%	15.54%	14.66%	6.05%	6.11%	18.06%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	779	22	15	69	25	57	29	39	7	32	16	19	32	25	10	23	19	22	60	12	10	3	10	3	8	6	5	15	3	10	9	2	2	5	3	9	6	1	0	3	24	5	1	2	5	14	17	22	17	3	3	5	9	1	1	0	1	3					
		1.36%	1.22%	0.99%	3.63%	1.45%	3.30%	2.04%	3.80%	0.48%	2.68%	1.34%	2.00%	1.86%	1.55%	0.91%	1.80%	1.61%	1.55%	3.01%	0.70%	0.62%	0.98%	0.93%	0.60%	0.84%	0.98%	0.51%	1.08%	0.69%	0.52%	1.33%	0.34%	0.58%	0.99%	0.24%	1.19%	0.68%	0.44%	0.00%	0.82%	4.88%	0.48%	0.27%	0.32%	0.83%	1.79%	1.60%	2.31%	0.93%	0.17%	0.45%	0.85%	3.64%	0.28%	0.86%	0.00%	0.56%	0.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37090	1049	869	1059	1074	1381	573	596	1288	435	768	503	1034	876	518	628	506	564	1406	1347	1001	188	701	452	862	334	696	1014	231	1404	535	533	154	216	938	341	778	203	1416	283	344	717	291	520	532	491	401	373	1487	1315	503	318	104	241	86	154	157	302					
		64.79%	58.25%	57.59%	55.65%	62.22%	80.06%	40.21%	58.09%	89.13%	36.37%	64.11%	53.06%	60.15%	54.24%	46.92%	49.14%	42.88%	39.86%	70.48%	79.00%	61.68%	61.44%	65.51%	90.76%	90.17%	54.31%	71.02%	73.05%	53.47%	73.58%	78.91%	90.03%	45.03%	42.77%	73.63%	44.99%	87.61%	89.82%	90.42%	77.32%	69.92%	68.42%	77.39%	83.20%	88.23%	62.79%	37.83%	39.22%	81.17%	76.10%	75.75%	54.36%	42.11%	68.08%	74.14%	71.63%	87.22%	59.92%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	244	4	1	9	3	9	2	9	6	7	16	3	4	1	0	7	2	8	64	3	0	2	4	0	6	2	0	1	4	4	0	0	0	2	2	0	3	0	0	0	18	7	4	1	0	1	6	2	7	3	0	2	1	1	0	0	1	2					
		0.43%	0.22%	0.07%	0.47%	0.17%	0.52%	0.14%	0.88%	0.42%	0.59%	1.34%	0.32%	0.23%	0.06%	0.00%	0.55%	0.17%	0.57%	3.21%	0.18%	0.00%	0.65%	0.37%	0.00%	0.63%	0.33%	0.00%	0.07%	0.93%	0.21%	0.00%	0.00%	0.00%	0.40%	0.16%	0.00%	0.34%	0.00%	0.00%	0.00%	3.66%	0.67%	1.06%	0.16%	0.00%	0.13%	0.57%	0.21%	0.38%	0.17%	0.00%	0.34%	0.40%	0.28%	0.00%	0.00%	0.56%	0.40%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
