Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Тугулымская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	6	5	6	9	1	2	0	2	7	1	3	1	6	0	2	2	6	4	0	0	0	2	3	1	3	1	4	2	1	4	0	1									
		1.13%	1.11%	1.11%	1.25%	1.95%	0.49%	3.45%	0.00%	1.89%	2.24%	1.64%	1.80%	1.12%	1.53%	0.00%	2.22%	1.69%	1.32%	0.87%	0.00%	0.00%	0.00%	0.92%	1.32%	0.43%	0.69%	0.26%	1.12%	2.27%	1.23%	1.41%	0.00%	1.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	226	20	11	12	16	5	1	6	2	8	1	4	3	16	2	0	4	19	15	2	5	2	10	11	3	11	8	12	1	1	12	3	0									
		3.00%	3.70%	2.45%	2.50%	3.47%	2.45%	1.72%	4.14%	1.89%	2.56%	1.64%	2.40%	3.37%	4.09%	2.50%	0.00%	3.39%	4.17%	3.25%	4.76%	2.50%	3.70%	4.61%	4.82%	1.30%	2.55%	2.10%	3.35%	1.14%	1.23%	4.23%	1.50%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	161	10	10	9	14	2	1	1	1	3	0	7	1	14	3	2	1	13	12	0	4	0	3	4	6	9	17	4	2	1	3	2	2									
		2.14%	1.85%	2.23%	1.88%	3.04%	0.98%	1.72%	0.69%	0.94%	0.96%	0.00%	4.19%	1.12%	3.58%	3.75%	2.22%	0.85%	2.85%	2.60%	0.00%	2.00%	0.00%	1.38%	1.75%	2.61%	2.08%	4.46%	1.12%	2.27%	1.23%	1.06%	1.00%	3.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3742	297	232	240	220	116	25	82	41	121	39	82	61	196	44	57	61	206	209	23	97	36	130	110	95	184	150	160	45	53	167	132	31									
		49.74%	55.00%	51.67%	50.00%	47.72%	56.86%	43.10%	56.55%	38.68%	38.78%	63.93%	49.10%	68.54%	50.13%	55.00%	63.33%	51.69%	45.18%	45.34%	54.76%	48.50%	66.67%	59.91%	48.25%	41.30%	42.59%	39.37%	44.69%	51.14%	65.43%	58.80%	66.00%	51.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	0	5	4	5	2	0	0	0	1	0	0	3	1	0	0	1	3	4	0	2	1	1	1	1	1	3	3	1	0	2	3	3									
		0.68%	0.00%	1.11%	0.83%	1.08%	0.98%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	3.37%	0.26%	0.00%	0.00%	0.85%	0.66%	0.87%	0.00%	1.00%	1.85%	0.46%	0.44%	0.43%	0.23%	0.79%	0.84%	1.14%	0.00%	0.70%	1.50%	5.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	1	3	0	0	1	1	0	1	0	2	1	0	0	0	0	0	1	1	0	0	0	0	1	0	3	1	3	1	2	0	0	0									
		0.31%	0.19%	0.67%	0.00%	0.00%	0.49%	1.72%	0.00%	0.94%	0.00%	3.28%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.22%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.69%	0.26%	0.84%	1.14%	2.47%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1558	90	69	105	114	41	17	27	30	74	10	34	12	72	11	9	20	89	90	8	52	5	32	46	82	122	97	91	18	12	41	27	11									
		20.71%	16.67%	15.37%	21.88%	24.73%	20.10%	29.31%	18.62%	28.30%	23.72%	16.39%	20.36%	13.48%	18.41%	13.75%	10.00%	16.95%	19.52%	19.52%	19.05%	26.00%	9.26%	14.75%	20.18%	35.65%	28.24%	25.46%	25.42%	20.45%	14.81%	14.44%	13.50%	18.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	2	2	2	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0									
		0.20%	0.37%	0.45%	0.42%	0.22%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	1.00%	1.85%	0.00%	0.44%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	3	0	2	6	0	0	1	0	1	0	1	1	2	0	1	0	2	2	0	1	1	0	2	1	4	1	1	0	0	2	0	0									
		0.47%	0.56%	0.00%	0.42%	1.30%	0.00%	0.00%	0.69%	0.00%	0.32%	0.00%	0.60%	1.12%	0.51%	0.00%	1.11%	0.00%	0.44%	0.43%	0.00%	0.50%	1.85%	0.00%	0.88%	0.43%	0.93%	0.26%	0.28%	0.00%	0.00%	0.70%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	1	0	0	0	0	2	0	0	0	2	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1									
		0.21%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	1.20%	0.00%	0.26%	1.25%	0.00%	0.00%	0.22%	0.00%	0.00%	0.50%	1.85%	0.00%	0.00%	0.00%	0.23%	0.26%	0.28%	0.00%	0.00%	0.35%	0.50%	1.67%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	2	5	10	5	2	0	1	1	2	0	0	0	1	1	0	0	4	5	0	2	0	2	2	1	2	2	6	0	0	5	1	0									
		0.82%	0.37%	1.11%	2.08%	1.08%	0.98%	0.00%	0.69%	0.94%	0.64%	0.00%	0.00%	0.00%	0.26%	1.25%	0.00%	0.00%	0.88%	1.08%	0.00%	1.00%	0.00%	0.92%	0.88%	0.43%	0.46%	0.52%	1.68%	0.00%	0.00%	1.76%	0.50%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	832	78	53	46	40	10	5	16	12	34	2	17	4	40	16	10	15	70	59	6	18	6	21	33	22	50	52	44	9	3	24	11	6									
		11.06%	14.44%	11.80%	9.58%	8.68%	4.90%	8.62%	11.03%	11.32%	10.90%	3.28%	10.18%	4.49%	10.23%	20.00%	11.11%	12.71%	15.35%	12.80%	14.29%	9.00%	11.11%	9.68%	14.47%	9.57%	11.57%	13.65%	12.29%	10.23%	3.70%	8.45%	5.50%	10.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	2	1	0	3	0	0	0	1	3	0	1	0	2	0	0	0	0	4	1	1	0	0	0	3	1	2	1	2	1	2	1	0									
		0.43%	0.37%	0.22%	0.00%	0.65%	0.00%	0.00%	0.00%	0.94%	0.96%	0.00%	0.60%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.87%	2.38%	0.50%	0.00%	0.00%	0.00%	1.30%	0.23%	0.52%	0.28%	2.27%	1.23%	0.70%	0.50%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	437	16	35	35	18	14	1	2	12	42	2	8	2	31	2	5	8	28	45	1	12	1	5	6	9	34	23	11	3	5	9	10	2									
		5.81%	2.96%	7.80%	7.29%	3.90%	6.86%	1.72%	1.38%	11.32%	13.46%	3.28%	4.79%	2.25%	7.93%	2.50%	5.56%	6.78%	6.14%	9.76%	2.38%	6.00%	1.85%	2.30%	2.63%	3.91%	7.87%	6.04%	3.07%	3.41%	6.17%	3.17%	5.00%	3.33%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
