Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    район Орехово-Борисово Северное																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	660	20	20	30	30	30	20	20	20	40	10	30	20	20	30	20	20	20	20	10	20	19	20	11	10	10	20	20	20	20	20	30	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	475	20	16	18	30	30	13	15	9	23	5	19	13	15	17	12	14	13	13	9	12	14	17	11	8	10	15	17	12	13	15	26	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	459	17	5	15	13	5	22	14	12	24	35	10	18	5	10	8	16	15	9	13	18	8	16	2	7	9	13	16	19	13	7	17	48									
14	Число погашенных неиспользованных открепительных удостоверений	185	0	4	12	0	0	7	5	11	17	5	11	7	5	13	8	6	7	7	1	8	5	3	0	2	0	5	3	8	7	5	4	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	2	3	3	2	3	3	4	1	1	1	4	2	3	2	0	1	5	5	3	3	0	3	0	0	0	1	5	1	2	7	6	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	836	23	32	37	37	23	43	29	22	18	18	16	28	36	23	20	28	15	15	32	22	22	38	35	31	28	26	33	23	39	20	23	1									
		3.24%	2.35%	3.61%	4.07%	4.00%	2.84%	4.39%	3.29%	2.88%	2.43%	2.53%	1.61%	2.75%	4.48%	3.57%	2.95%	2.79%	2.02%	2.08%	4.32%	2.86%	2.79%	4.34%	4.93%	4.03%	4.03%	3.30%	3.53%	2.47%	4.54%	2.64%	2.83%	0.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	492	23	23	28	15	7	14	17	24	10	26	16	9	20	6	9	10	4	15	19	16	27	20	8	15	6	10	19	21	16	15	21	3									
		1.91%	2.35%	2.60%	3.08%	1.62%	0.86%	1.43%	1.93%	3.15%	1.35%	3.65%	1.61%	0.88%	2.49%	0.93%	1.33%	0.99%	0.54%	2.08%	2.56%	2.08%	3.42%	2.29%	1.13%	1.95%	0.86%	1.27%	2.03%	2.25%	1.86%	1.98%	2.59%	2.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	757	25	32	25	46	27	43	35	27	32	28	32	26	23	16	18	19	9	10	20	21	36	22	19	27	5	11	29	19	24	16	30	5									
		2.94%	2.56%	3.61%	2.75%	4.98%	3.33%	4.39%	3.97%	3.54%	4.32%	3.93%	3.22%	2.55%	2.86%	2.48%	2.65%	1.89%	1.21%	1.39%	2.70%	2.73%	4.56%	2.51%	2.68%	3.51%	0.72%	1.40%	3.10%	2.04%	2.79%	2.11%	3.69%	3.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10850	495	323	309	421	327	317	339	278	331	270	457	459	287	183	276	604	440	369	261	300	308	274	250	267	296	401	402	553	318	318	310	107									
		42.09%	50.61%	36.46%	33.99%	45.56%	40.32%	32.35%	38.44%	36.44%	44.73%	37.92%	45.93%	45.00%	35.70%	28.37%	40.71%	60.16%	59.30%	51.25%	35.22%	38.96%	39.04%	31.31%	35.21%	34.72%	42.59%	50.89%	42.95%	59.33%	37.02%	41.90%	38.18%	71.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	486	17	23	23	16	27	21	19	17	13	21	23	12	14	15	11	9	8	7	12	15	10	30	8	12	19	14	17	12	12	16	13	0									
		1.89%	1.74%	2.60%	2.53%	1.73%	3.33%	2.14%	2.15%	2.23%	1.76%	2.95%	2.31%	1.18%	1.74%	2.33%	1.62%	0.90%	1.08%	0.97%	1.62%	1.95%	1.27%	3.43%	1.13%	1.56%	2.73%	1.78%	1.82%	1.29%	1.40%	2.11%	1.60%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	74	6	2	2	1	1	1	2	2	0	3	3	13	1	1	5	0	1	1	3	3	0	4	0	1	2	0	3	2	4	3	2	2									
		0.29%	0.61%	0.23%	0.22%	0.11%	0.12%	0.10%	0.23%	0.26%	0.00%	0.42%	0.30%	1.27%	0.12%	0.16%	0.74%	0.00%	0.13%	0.14%	0.40%	0.39%	0.00%	0.46%	0.00%	0.13%	0.29%	0.00%	0.32%	0.21%	0.47%	0.40%	0.25%	1.33%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3324	142	122	127	103	100	113	74	112	128	120	114	136	119	93	104	88	79	97	101	101	101	136	93	96	103	91	123	101	88	96	113	10									
		12.89%	14.52%	13.77%	13.97%	11.15%	12.33%	11.53%	8.39%	14.68%	17.30%	16.85%	11.46%	13.33%	14.80%	14.42%	15.34%	8.76%	10.65%	13.47%	13.63%	13.12%	12.80%	15.54%	13.10%	12.48%	14.82%	11.55%	13.14%	10.84%	10.24%	12.65%	13.92%	6.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	526	12	19	16	28	14	35	29	21	7	9	22	13	14	24	11	17	8	7	17	21	14	22	17	15	12	9	12	13	24	25	17	2									
		2.04%	1.23%	2.14%	1.76%	3.03%	1.73%	3.57%	3.29%	2.75%	0.95%	1.26%	2.21%	1.27%	1.74%	3.72%	1.62%	1.69%	1.08%	0.97%	2.29%	2.73%	1.77%	2.51%	2.39%	1.95%	1.73%	1.14%	1.28%	1.39%	2.79%	3.29%	2.09%	1.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	812	23	28	35	17	37	36	35	26	24	15	22	20	31	27	24	24	6	9	27	18	27	29	28	34	15	27	38	23	36	36	35	0									
		3.15%	2.35%	3.16%	3.85%	1.84%	4.56%	3.67%	3.97%	3.41%	3.24%	2.11%	2.21%	1.96%	3.86%	4.19%	3.54%	2.39%	0.81%	1.25%	3.64%	2.34%	3.42%	3.31%	3.94%	4.42%	2.16%	3.43%	4.06%	2.47%	4.19%	4.74%	4.31%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	1	2	0	0	3	1	2	1	0	3	2	0	0	1	0	1	0	2	0	2	2	5	2	1	1	1	2	2	1	1	4	0									
		0.17%	0.10%	0.23%	0.00%	0.00%	0.37%	0.10%	0.23%	0.13%	0.00%	0.42%	0.20%	0.00%	0.00%	0.16%	0.00%	0.10%	0.00%	0.28%	0.00%	0.26%	0.25%	0.57%	0.28%	0.13%	0.14%	0.13%	0.21%	0.21%	0.12%	0.13%	0.49%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1895	60	78	81	54	51	109	104	60	40	38	53	55	41	84	37	40	47	52	58	53	72	89	75	78	58	41	60	41	70	44	69	3									
		7.35%	6.13%	8.80%	8.91%	5.84%	6.29%	11.12%	11.79%	7.86%	5.41%	5.34%	5.33%	5.39%	5.10%	13.02%	5.46%	3.98%	6.33%	7.22%	7.83%	6.88%	9.13%	10.17%	10.56%	10.14%	8.35%	5.20%	6.41%	4.40%	8.15%	5.80%	8.50%	2.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3511	88	119	126	125	134	157	129	102	93	101	151	157	140	95	96	103	77	106	124	115	101	144	122	112	99	83	123	55	129	95	102	8									
		13.62%	8.99%	13.43%	13.86%	13.53%	16.52%	16.02%	14.63%	13.37%	12.57%	14.19%	15.18%	15.39%	17.41%	14.73%	14.16%	10.26%	10.38%	14.72%	16.73%	14.94%	12.80%	16.46%	17.18%	14.56%	14.24%	10.53%	13.14%	5.90%	15.02%	12.52%	12.56%	5.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	173	7	2	11	3	7	5	4	10	4	8	7	3	12	3	4	4	3	4	5	8	1	4	4	1	1	13	3	15	5	6	6	0									
		0.67%	0.72%	0.23%	1.21%	0.32%	0.86%	0.51%	0.45%	1.31%	0.54%	1.12%	0.70%	0.29%	1.49%	0.47%	0.59%	0.40%	0.40%	0.56%	0.67%	1.04%	0.13%	0.46%	0.56%	0.13%	0.14%	1.65%	0.32%	1.61%	0.58%	0.79%	0.74%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1622	33	66	63	55	48	77	50	48	28	40	56	78	53	60	50	40	37	26	47	56	59	48	38	61	46	53	60	52	79	58	55	2									
		6.29%	3.37%	7.45%	6.93%	5.95%	5.92%	7.86%	5.67%	6.29%	3.78%	5.62%	5.63%	7.65%	6.59%	9.30%	7.37%	3.98%	4.99%	3.61%	6.34%	7.27%	7.48%	5.49%	5.35%	7.93%	6.62%	6.73%	6.41%	5.58%	9.20%	7.64%	6.77%	1.33%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
