Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Шаблыкинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739									
		0.33%	1.23%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.47%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	143	61	17	26	4	2	7	1	2	0	1	19	3	0	0	0									
		3.19%	8.34%	2.49%	3.81%	3.74%	1.45%	1.66%	0.79%	1.13%	0.00%	0.52%	5.34%	1.05%	0.00%	0.00%	0.00%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
