Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Льговская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2843	93	36	37	29	16	106	55	55	33	57	98	35	14	51	35	24	36	33	64	114	15	42	41	95	59	75	20	80	82	93	36	43	153	89	93	76	221	10	38	250	95	116									
		52.93%	45.59%	43.90%	46.25%	54.72%	44.44%	47.32%	41.67%	46.61%	45.83%	57.58%	65.33%	60.34%	29.79%	41.46%	61.40%	43.64%	46.15%	36.67%	49.23%	49.14%	50.00%	52.50%	58.57%	52.78%	59.60%	65.79%	43.48%	49.69%	59.42%	62.42%	57.14%	71.67%	78.87%	49.44%	44.93%	40.00%	65.58%	28.57%	65.52%	56.56%	50.53%	50.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	1	1	0	2	0	4	0	1	0	3	1	1	1	0	1	1	0	0	1	4	0	0	0	2	0	2	0	1	0	2	0	0	0	1	1	0	2	0	1	4	0	1									
		0.73%	0.49%	1.22%	0.00%	3.77%	0.00%	1.79%	0.00%	0.85%	0.00%	3.03%	0.67%	1.72%	2.13%	0.00%	1.75%	1.82%	0.00%	0.00%	0.77%	1.72%	0.00%	0.00%	0.00%	1.11%	0.00%	1.75%	0.00%	0.62%	0.00%	1.34%	0.00%	0.00%	0.00%	0.56%	0.48%	0.00%	0.59%	0.00%	1.72%	0.90%	0.00%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	4	2	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1									
		0.30%	1.96%	2.44%	0.00%	0.00%	2.78%	0.45%	0.00%	0.00%	0.00%	0.00%	0.67%	1.72%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	782	32	12	17	3	5	35	26	25	19	16	13	8	9	11	5	10	15	13	16	45	2	11	12	42	12	14	13	22	15	12	9	8	14	27	28	40	32	7	4	62	16	45									
		14.56%	15.69%	14.63%	21.25%	5.66%	13.89%	15.63%	19.70%	21.19%	26.39%	16.16%	8.67%	13.79%	19.15%	8.94%	8.77%	18.18%	19.23%	14.44%	12.31%	19.40%	6.67%	13.75%	17.14%	23.33%	12.12%	12.28%	28.26%	13.66%	10.87%	8.05%	14.29%	13.33%	7.22%	15.00%	13.53%	21.05%	9.50%	20.00%	6.90%	14.03%	8.51%	19.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	1									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.43%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.60%	0.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	4	1	0	0	0	3	2	0	0	1	0	0	0	0	1	0	1	4	1	1	0	0	0	1	0	1	0	1	3	0	0	0	1	1	2	0	1	1	0	1	1	0									
		0.61%	1.96%	1.22%	0.00%	0.00%	0.00%	1.34%	1.52%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	1.28%	4.44%	0.77%	0.43%	0.00%	0.00%	0.00%	0.56%	0.00%	0.88%	0.00%	0.62%	2.17%	0.00%	0.00%	0.00%	0.52%	0.56%	0.97%	0.00%	0.30%	2.86%	0.00%	0.23%	0.53%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	2.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.43%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0									
		0.22%	0.00%	0.00%	0.00%	1.89%	2.78%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	3.33%	0.00%	0.00%	0.00%	0.00%	0.88%	2.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.48%	0.53%	0.00%	2.86%	0.00%	0.23%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	631	34	5	12	7	8	16	9	8	14	11	19	6	6	40	8	4	8	6	24	28	6	8	8	16	9	4	3	30	23	7	6	5	11	23	31	16	24	1	4	60	40	23									
		11.75%	16.67%	6.10%	15.00%	13.21%	22.22%	7.14%	6.82%	6.78%	19.44%	11.11%	12.67%	10.34%	12.77%	32.52%	14.04%	7.27%	10.26%	6.67%	18.46%	12.07%	20.00%	10.00%	11.43%	8.89%	9.09%	3.51%	6.52%	18.63%	16.67%	4.70%	9.52%	8.33%	5.67%	12.78%	14.98%	8.42%	7.12%	2.86%	6.90%	13.57%	21.28%	10.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	1	0	0	0	0	0	2	0	0	0	2	0	0	0	3	3	0	0	1	0	0	1	1	2	3	1	0	1	1	1	0	0	0	0	1	1	0	1	1	2	0	0									
		0.54%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	5.26%	5.45%	0.00%	0.00%	0.77%	0.00%	0.00%	1.25%	1.43%	1.11%	3.03%	0.88%	0.00%	0.62%	0.72%	0.67%	0.00%	0.00%	0.00%	0.00%	0.48%	0.53%	0.00%	2.86%	1.72%	0.45%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	455	13	16	3	5	2	33	11	17	3	3	6	5	14	1	0	11	8	24	5	20	5	9	1	8	1	10	1	9	9	17	7	2	4	13	24	43	20	11	0	21	17	23									
		8.47%	6.37%	19.51%	3.75%	9.43%	5.56%	14.73%	8.33%	14.41%	4.17%	3.03%	4.00%	8.62%	29.79%	0.81%	0.00%	20.00%	10.26%	26.67%	3.85%	8.62%	16.67%	11.25%	1.43%	4.44%	1.01%	8.77%	2.17%	5.59%	6.52%	11.41%	11.11%	3.33%	2.06%	7.22%	11.59%	22.63%	5.93%	31.43%	0.00%	4.75%	9.04%	10.00%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
