Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Центральная г.Краснодара																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399					
		0.88%	0.44%	0.79%	0.63%	0.31%	0.43%	1.30%	0.77%	0.73%	0.42%	0.92%	0.38%	0.85%	0.97%	0.18%	0.96%	0.54%	1.51%	0.94%	0.27%	0.69%	0.49%	0.61%	0.35%	0.38%	1.03%	1.11%	1.51%	1.98%	0.85%	0.77%	1.00%	1.46%	0.53%	1.48%	0.82%	1.24%	2.07%	1.91%	1.06%	0.27%	1.12%	1.52%	1.14%	0.36%	0.91%	1.06%	1.09%	1.01%	0.73%	0.53%	0.99%	0.62%	0.93%	0.87%	1.08%	0.28%	0.91%	0.00%	0.59%	0.54%	0.00%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	204	1	11	3	1	2	2	2	2	6	2	3	0	2	1	2	2	6	4	2	3	1	1	4	8	1	4	4	3	7	1	5	3	3	3	7	2	3	1	5	3	2	8	3	1	5	3	4	1	3	2	7	8	7	4	3	0	7	0	5	4	0	1					
		0.27%	0.07%	1.24%	0.17%	0.10%	0.17%	0.14%	0.17%	0.16%	0.42%	0.14%	0.28%	0.00%	0.15%	0.09%	0.15%	0.16%	0.48%	0.37%	0.18%	0.19%	0.06%	0.10%	0.35%	0.51%	0.08%	0.30%	0.36%	0.22%	0.54%	0.11%	0.50%	0.31%	0.26%	0.21%	0.41%	0.15%	0.24%	0.08%	0.38%	0.20%	0.20%	0.51%	0.20%	0.07%	0.41%	0.29%	0.29%	0.06%	0.20%	0.15%	0.53%	0.62%	0.50%	0.27%	0.20%	0.00%	0.53%	0.00%	0.73%	0.72%	0.00%	0.28%					
24	7.Политическая партия «Либерально-демократическая партия России»	6787	127	77	166	87	83	116	100	94	99	119	87	81	118	91	129	113	94	90	97	117	116	80	82	144	122	123	95	96	156	95	78	85	93	116	178	104	83	108	89	117	57	202	99	112	94	100	116	145	160	122	117	107	123	143	131	6	545	13	62	28	19	41					
		9.10%	9.39%	8.66%	9.44%	8.96%	7.14%	8.37%	8.60%	7.60%	6.89%	8.40%	8.23%	7.66%	8.83%	8.24%	9.51%	8.79%	7.47%	8.42%	8.58%	7.39%	7.14%	8.18%	7.15%	9.20%	9.63%	9.14%	8.44%	7.04%	12.01%	10.49%	7.82%	8.85%	8.17%	8.16%	10.47%	7.59%	6.60%	8.24%	6.76%	7.77%	5.80%	12.77%	6.67%	8.17%	7.76%	9.63%	8.41%	9.11%	10.60%	9.17%	8.88%	8.27%	8.76%	9.55%	8.83%	1.69%	41.26%	13.68%	9.09%	5.05%	17.27%	11.58%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5846	64	55	124	77	86	103	77	126	140	97	85	97	105	56	118	121	91	102	106	129	122	62	64	125	114	108	93	111	108	85	79	78	86	137	120	106	92	86	120	116	85	123	119	134	80	83	120	111	134	106	119	99	100	176	95	15	46	1	56	39	7	27					
		7.84%	4.73%	6.19%	7.05%	7.93%	7.40%	7.43%	6.62%	10.19%	9.75%	6.85%	8.04%	9.18%	7.85%	5.07%	8.70%	9.42%	7.23%	9.54%	9.38%	8.14%	7.51%	6.34%	5.58%	7.98%	8.99%	8.02%	8.27%	8.14%	8.31%	9.38%	7.92%	8.13%	7.55%	9.63%	7.06%	7.74%	7.32%	6.56%	9.12%	7.71%	8.66%	7.77%	8.01%	9.77%	6.61%	7.99%	8.70%	6.97%	8.87%	7.97%	9.04%	7.65%	7.12%	11.75%	6.41%	4.24%	3.48%	1.05%	8.21%	7.04%	6.36%	7.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	937	8	6	13	8	9	16	18	12	15	20	8	15	10	13	18	22	13	12	15	20	18	0	21	19	11	20	18	28	24	7	13	12	13	15	15	19	21	29	18	17	13	20	16	18	13	13	26	18	14	16	25	18	29	28	21	4	21	0	8	4	1	2					
		1.26%	0.59%	0.67%	0.74%	0.82%	0.77%	1.15%	1.55%	0.97%	1.04%	1.41%	0.76%	1.42%	0.75%	1.18%	1.33%	1.71%	1.03%	1.12%	1.33%	1.26%	1.11%	0.00%	1.83%	1.21%	0.87%	1.49%	1.60%	2.05%	1.85%	0.77%	1.30%	1.25%	1.14%	1.05%	0.88%	1.39%	1.67%	2.21%	1.37%	1.13%	1.32%	1.26%	1.08%	1.31%	1.07%	1.25%	1.88%	1.13%	0.93%	1.20%	1.90%	1.39%	2.07%	1.87%	1.42%	1.13%	1.59%	0.00%	1.17%	0.72%	0.91%	0.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	41295	885	521	1073	547	709	778	630	662	795	761	590	544	785	675	832	676	727	644	695	800	998	622	792	753	675	703	586	680	691	499	590	551	677	752	1060	803	605	660	722	911	548	812	777	704	656	513	736	790	824	729	679	714	753	729	849	256	493	65	410	339	67	193					
		55.39%	65.41%	58.61%	61.04%	56.33%	61.02%	56.13%	54.17%	53.52%	55.36%	53.71%	55.82%	51.47%	58.71%	61.09%	61.31%	52.61%	57.74%	60.24%	61.50%	50.51%	61.42%	63.60%	69.05%	48.08%	53.28%	52.23%	52.09%	49.89%	53.19%	55.08%	59.12%	57.40%	59.44%	52.88%	62.35%	58.61%	48.13%	50.38%	54.86%	60.53%	55.80%	51.33%	52.32%	51.35%	54.17%	49.42%	53.33%	49.62%	54.57%	54.81%	51.56%	55.18%	53.63%	48.66%	57.25%	72.32%	37.32%	68.42%	60.12%	61.19%	60.91%	54.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1918	17	22	26	33	35	49	31	41	39	46	39	29	47	21	26	27	24	20	18	71	29	22	12	44	42	33	43	40	37	22	23	27	26	58	28	42	40	34	45	26	24	35	58	50	27	28	39	30	42	24	44	43	44	24	35	0	15	0	8	7	4	3					
		2.57%	1.26%	2.47%	1.48%	3.40%	3.01%	3.54%	2.67%	3.31%	2.72%	3.25%	3.69%	2.74%	3.52%	1.90%	1.92%	2.10%	1.91%	1.87%	1.59%	4.48%	1.78%	2.25%	1.05%	2.81%	3.31%	2.45%	3.82%	2.93%	2.85%	2.43%	2.30%	2.81%	2.28%	4.08%	1.65%	3.07%	3.18%	2.60%	3.42%	1.73%	2.44%	2.21%	3.91%	3.65%	2.23%	2.70%	2.83%	1.88%	2.78%	1.80%	3.34%	3.32%	3.13%	1.60%	2.36%	0.00%	1.14%	0.00%	1.17%	1.26%	3.64%	0.85%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
