Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Адыге-Хабльская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	14	17	6	0	0	0	0	0	0	0	0	0	0	0	0									
		0.40%	1.09%	1.27%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	42	5	7	4	1	1	2	1	1	1	2	4	3	5	1	4									
		0.45%	0.39%	0.52%	0.38%	0.18%	0.25%	0.86%	0.59%	0.23%	0.47%	0.74%	0.45%	0.40%	0.43%	0.28%	1.66%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	28	3	2	1	2	2	2	1	2	3	2	1	2	3	1	1									
		0.30%	0.23%	0.15%	0.10%	0.36%	0.51%	0.86%	0.59%	0.45%	1.42%	0.74%	0.11%	0.27%	0.26%	0.28%	0.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8266	1076	1181	999	506	331	196	146	418	186	251	834	660	943	338	201									
		88.70%	83.54%	88.20%	95.14%	92.17%	84.22%	84.12%	86.39%	94.57%	88.15%	93.31%	94.77%	88.95%	81.57%	94.68%	83.40%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1									
		0.19%	0.23%	0.15%	0.10%	0.18%	0.25%	0.43%	0.59%	0.23%	0.47%	0.37%	0.11%	0.13%	0.09%	0.28%	0.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	3	2	1	2	2	2	1	2	3	2	1	2	3	1	1									
		0.30%	0.23%	0.15%	0.10%	0.36%	0.51%	0.86%	0.59%	0.45%	1.42%	0.74%	0.11%	0.27%	0.26%	0.28%	0.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	35	9	9	1	1	1	1	0	1	1	1	1	1	7	1	0									
		0.38%	0.70%	0.67%	0.10%	0.18%	0.25%	0.43%	0.00%	0.23%	0.47%	0.37%	0.11%	0.13%	0.61%	0.28%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	81	24	28	8	2	2	2	1	1	1	1	1	1	6	2	1									
		0.87%	1.86%	2.09%	0.76%	0.36%	0.51%	0.86%	0.59%	0.23%	0.47%	0.37%	0.11%	0.13%	0.52%	0.56%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	15	21	8	3	15	1	0	0	1	1	1	2	2	1	1									
		0.77%	1.16%	1.57%	0.76%	0.55%	3.82%	0.43%	0.00%	0.00%	0.47%	0.37%	0.11%	0.27%	0.17%	0.28%	0.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	276	57	19	9	12	30	12	2	3	5	3	2	42	72	1	7									
		2.96%	4.43%	1.42%	0.86%	2.19%	7.63%	5.15%	1.18%	0.68%	2.37%	1.12%	0.23%	5.66%	6.23%	0.28%	2.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	217	46	11	1	1	1	9	9	5	2	2	19	9	79	4	19									
		2.33%	3.57%	0.82%	0.10%	0.18%	0.25%	3.86%	5.33%	1.13%	0.95%	0.74%	2.16%	1.21%	6.83%	1.12%	7.88%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	81	19	18	8	2	2	2	2	2	2	2	6	6	6	2	2									
		0.87%	1.48%	1.34%	0.76%	0.36%	0.51%	0.86%	1.18%	0.45%	0.95%	0.74%	0.68%	0.81%	0.52%	0.56%	0.83%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
