Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Кормиловская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
		1.32%	0.97%	1.42%	1.37%	1.49%	1.98%	2.08%	1.72%	1.54%	0.00%	0.00%	0.78%	2.04%	0.00%	1.27%	1.71%	1.32%	1.16%	1.49%	0.00%	1.10%	1.11%	3.08%	1.50%	0.00%	1.60%	0.34%	1.71%	0.81%	1.59%	1.05%	0.00%	1.36%	1.47%	2.21%	1.47%	0.00%	0.00%	0.00%	2.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6561	124	493	208	243	510	146	197	320	62	47	209	52	52	194	92	166	275	115	21	213	269	38	167	47	103	636	65	327	33	51	37	257	180	70	282	36	40	22	162					
		51.29%	40.26%	38.82%	40.78%	40.10%	38.93%	43.45%	42.27%	54.70%	68.13%	68.12%	54.29%	53.06%	56.52%	49.24%	52.57%	54.79%	63.95%	57.21%	65.63%	58.36%	59.78%	58.46%	50.00%	60.26%	55.08%	72.19%	55.56%	52.66%	52.38%	53.68%	64.91%	69.84%	53.10%	51.47%	59.37%	67.92%	41.24%	36.67%	56.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	70	2	3	3	5	6	1	1	1	1	0	6	0	3	1	0	1	2	1	0	0	2	0	1	0	0	5	0	0	0	0	1	2	3	1	9	0	4	0	5					
		0.55%	0.65%	0.24%	0.59%	0.83%	0.46%	0.30%	0.21%	0.17%	1.10%	0.00%	1.56%	0.00%	3.26%	0.25%	0.00%	0.33%	0.47%	0.50%	0.00%	0.00%	0.44%	0.00%	0.30%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	1.75%	0.54%	0.88%	0.74%	1.89%	0.00%	4.12%	0.00%	1.73%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
