7	Число избирательных бюллетеней в переносных ящиках для голосования	3372	302	16	8	93	62	21	41	67	4	17	95	0	65	43	44	61	19	14	36	40	47	25	25	39	55	114	6	154	126	40	19	217	208	39	89	10	62	111	94	38	66	126	72	60	49	53	25	25	145	21	17	146	1					
8	Число бюллетеней в стационарных ящиках для голосования	45042	63	1381	783	1522	1227	666	733	1015	1248	1238	1208	448	1371	1530	1008	1507	199	1574	1401	1084	917	1369	1762	1478	1413	799	858	900	460	1290	1493	1223	944	651	714	626	437	812	890	180	634	801	355	447	236	205	76	85	520	127	223	469	442					
9	Число недействительных избирательных бюллетеней	443	3	18	0	18	13	9	7	12	15	21	15	5	14	17	5	10	4	22	12	11	6	17	7	24	12	14	4	2	4	16	8	13	13	5	5	2	9	11	8	0	4	7	3	0	0	5	1	1	7	2	0	2	0					
10	Число действительных избирательных бюллетеней	47971	362	1379	791	1597	1276	678	767	1070	1237	1234	1288	443	1422	1556	1047	1558	214	1566	1425	1113	958	1377	1780	1493	1456	899	860	1052	582	1314	1504	1427	1139	685	798	634	490	912	976	218	696	920	424	507	285	253	100	109	658	146	240	613	443					
11	Число полученных открепительных  удостоверений	760	0	20	20	20	20	20	20	23	20	35	20	0	35	20	20	20	6	30	20	20	20	25	28	25	25	25	25	10	8	15	15	15	15	10	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	537	0	10	9	14	15	5	4	20	17	31	14	0	29	18	15	10	6	28	15	18	13	25	26	19	20	21	23	6	6	10	11	12	8	1	1	3	0	7	5	2	2	4	2	1	4	5	0	1	4	2	0	7	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	496	9	3	16	10	9	2	13	19	19	17	14	49	17	10	20	8	4	21	9	8	3	12	8	12	5	18	12	5	2	0	6	37	5	6	10	1	3	3	10	3	6	1	7	5	1	6	4	8	3	1	1	9	6					
14	Число неиспользованных открепительных удостоверений	223	0	10	11	6	5	15	16	3	3	4	6	0	6	2	5	10	0	2	5	2	7	0	2	6	5	4	2	4	2	5	4	3	7	9	4	2	5	3	0	3	3	1	3	4	1	0	5	4	1	3	5	3	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	38	0	2	0	4	0	0	0	1	1	1	2	0	1	1	0	1	0	2	2	0	0	1	2	1	1	0	0	3	0	0	1	1	2	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																												
18	Богданов Андрей Владимирович	532	5	20	14	57	15	5	8	10	11	20	12	2	21	24	15	8	3	17	22	12	11	10	18	15	14	15	11	9	4	10	8	19	14	2	7	5	3	8	8	3	7	7	3	3	1	3	1	1	5	0	0	3	3					
		1.10%	1.37%	1.43%	1.77%	3.53%	1.16%	0.73%	1.03%	0.92%	0.88%	1.59%	0.92%	0.45%	1.46%	1.53%	1.43%	0.51%	1.38%	1.07%	1.53%	1.07%	1.14%	0.72%	1.01%	0.99%	0.95%	1.64%	1.27%	0.85%	0.68%	0.75%	0.53%	1.32%	1.22%	0.29%	0.87%	0.79%	0.60%	0.87%	0.81%	1.38%	1.00%	0.76%	0.70%	0.59%	0.35%	1.16%	0.99%	0.91%	0.75%	0.00%	0.00%	0.49%	0.68%					
19	Жириновский Владимир Вольфович	4848	58	162	91	175	142	70	75	107	143	119	107	49	124	162	110	136	31	157	156	92	93	157	181	159	147	115	105	111	44	154	148	177	114	37	87	63	39	88	84	14	64	58	37	33	22	27	7	15	59	22	20	56	45					
		10.01%	15.89%	11.60%	11.50%	10.84%	11.02%	10.19%	9.69%	9.89%	11.42%	9.48%	8.21%	10.94%	8.64%	10.30%	10.46%	8.67%	14.22%	9.89%	10.86%	8.19%	9.65%	11.26%	10.13%	10.48%	10.01%	12.60%	12.15%	10.53%	7.51%	11.58%	9.79%	12.29%	9.90%	5.36%	10.83%	9.91%	7.82%	9.53%	8.54%	6.42%	9.14%	6.26%	8.67%	6.51%	7.72%	10.47%	6.93%	13.64%	8.87%	14.86%	8.33%	9.11%	10.16%					
20	Зюганов Геннадий Андреевич	8769	50	234	145	273	242	125	160	210	261	328	255	65	322	312	188	221	29	289	287	322	209	337	357	292	300	155	133	189	52	256	221	242	176	81	127	82	68	194	250	39	88	110	30	53	45	59	20	14	66	18	30	86	72					
		18.11%	13.70%	16.75%	18.33%	16.90%	18.77%	18.20%	20.67%	19.41%	20.85%	26.14%	19.57%	14.51%	22.42%	19.83%	17.87%	14.09%	13.30%	18.20%	19.97%	28.65%	21.68%	24.18%	19.98%	19.25%	20.44%	16.98%	15.39%	17.93%	8.87%	19.25%	14.62%	16.81%	15.28%	11.74%	15.82%	12.89%	13.63%	21.02%	25.41%	17.89%	12.57%	11.87%	7.03%	10.45%	15.79%	22.87%	19.80%	12.73%	9.92%	12.16%	12.50%	13.98%	16.25%					
21	Медведев Дмитрий Анатольевич	33822	249	963	541	1092	877	478	524	743	822	767	914	327	955	1058	734	1193	151	1103	960	687	645	873	1224	1027	995	614	611	743	482	894	1127	989	835	565	577	484	380	622	634	162	537	745	354	418	217	164	72	79	528	106	190	468	323					
		69.86%	68.22%	68.93%	68.39%	67.62%	68.04%	69.58%	67.70%	68.67%	65.65%	61.12%	70.15%	72.99%	66.50%	67.26%	69.77%	76.08%	69.27%	69.46%	66.81%	61.12%	66.91%	62.63%	68.49%	67.70%	67.78%	67.25%	70.72%	70.49%	82.25%	67.22%	74.54%	68.68%	72.48%	81.88%	71.86%	76.10%	76.15%	67.39%	64.43%	74.31%	76.71%	80.37%	82.90%	82.45%	76.14%	63.57%	71.29%	71.82%	79.40%	71.62%	79.17%	76.10%	72.91%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
