Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Полярнинская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
		1.13%	0.88%	0.18%	0.92%	1.42%	0.97%	1.51%	0.80%	2.68%	0.85%	1.56%	0.84%	0.0%	0.59%					
30	"13. ""Демократическая партия России"""	24	3	4	0	3	3	5	0	1	1	3	1	0	0					
		0.27%	0.20%	0.72%	0.0%	0.28%	0.29%	0.63%	0.0%	0.16%	0.28%	0.39%	0.08%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	3	1	1	1	0	1	0	2	0	1	1	0	0					
		0.12%	0.20%	0.18%	0.23%	0.09%	0.0%	0.12%	0.0%	0.33%	0.0%	0.13%	0.08%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	15	4	0	0	1	2	1	0	2	0	2	3	0	0					
		0.17%	0.27%	0.0%	0.0%	0.09%	0.19%	0.12%	0.0%	0.33%	0.0%	0.26%	0.25%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	685	93	31	33	98	74	51	26	71	25	53	110	6	14					
		7.87%	6.31%	5.59%	7.65%	9.30%	7.24%	6.43%	10.52%	11.93%	7.16%	6.91%	9.24%	9.37%	8.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	4	1	1	1	3	1	0	1	0	0	1	0	0					
		0.14%	0.27%	0.18%	0.23%	0.09%	0.29%	0.12%	0.0%	0.16%	0.0%	0.0%	0.08%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1841	314	122	76	236	230	167	52	93	69	171	257	7	47					
		21.15%	21.31%	22.02%	17.63%	22.41%	22.52%	21.05%	21.05%	15.63%	19.77%	22.32%	21.59%	10.93%	28.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	137	29	6	8	11	18	8	8	10	11	11	15	0	2					
		1.57%	1.96%	1.08%	1.85%	1.04%	1.76%	1.00%	3.23%	1.68%	3.15%	1.43%	1.26%	0.0%	1.19%					
37	"20. ""Политическая партия ""Единая Россия"""	3942	676	263	216	457	464	349	97	271	158	338	537	38	78					
		45.29%	45.89%	47.47%	50.11%	43.39%	45.44%	44.01%	39.27%	45.54%	45.27%	44.12%	45.12%	59.37%	46.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	4	0	0	1	2	3	1	0	1	1	3	0	0					
		0.18%	0.27%	0.0%	0.0%	0.09%	0.19%	0.37%	0.40%	0.0%	0.28%	0.13%	0.25%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	18	3	0	0	3	1	1	1	3	2	2	0	1	1					
		0.20%	0.20%	0.0%	0.0%	0.28%	0.09%	0.12%	0.40%	0.50%	0.57%	0.26%	0.0%	1.56%	0.59%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	426	65	34	26	54	41	37	15	39	16	29	61	6	3					
		4.89%	4.41%	6.13%	6.03%	5.12%	4.01%	4.66%	6.07%	6.55%	4.58%	3.78%	5.12%	9.37%	1.79%					
																				
41	Против всех	386	65	22	22	49	40	30	15	24	15	42	51	1	10					
		4.43%	4.41%	3.97%	5.10%	4.65%	3.91%	3.78%	6.07%	4.03%	4.29%	5.48%	4.28%	1.56%	5.98%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
