Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Гиагинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	752	75	51	79	71	49	39	36	21	7	36	0	2	26	42	39	13	22	1	38	6	23	8	27	37	4					
		4.74%	5.85%	4.89%	5.49%	6.33%	5.03%	4.89%	4.68%	3.23%	5.30%	4.44%	0.00%	3.39%	3.01%	3.68%	5.64%	3.79%	2.43%	1.33%	5.14%	6.19%	5.65%	6.11%	6.67%	4.98%	4.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	129	17	10	16	20	6	7	9	7	1	5	1	1	4	5	2	0	4	0	2	0	2	1	1	7	1					
		0.81%	1.33%	0.96%	1.11%	1.78%	0.62%	0.88%	1.17%	1.08%	0.76%	0.62%	0.72%	1.69%	0.46%	0.44%	0.29%	0.00%	0.44%	0.00%	0.27%	0.00%	0.49%	0.76%	0.25%	0.94%	1.02%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11639	880	744	956	751	667	566	523	466	94	650	123	32	774	942	563	279	786	66	530	44	228	101	287	514	73					
		73.40%	68.70%	71.26%	66.39%	66.93%	68.41%	71.02%	67.92%	71.58%	71.21%	80.25%	89.13%	54.24%	89.69%	82.63%	81.48%	81.34%	86.75%	88.00%	71.62%	45.36%	56.02%	77.10%	70.86%	69.18%	74.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	42	2	7	6	3	5	2	3	1	0	0	0	1	0	1	3	2	2	0	1	0	0	1	1	1	0					
		0.26%	0.16%	0.67%	0.42%	0.27%	0.51%	0.25%	0.39%	0.15%	0.00%	0.00%	0.00%	1.69%	0.00%	0.09%	0.43%	0.58%	0.22%	0.00%	0.14%	0.00%	0.00%	0.76%	0.25%	0.13%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
