7	Число избирательных бюллетеней в переносных ящиках для голосования	5976	48	85	57	81	35	99	42	106	64	51	88	56	95	62	59	119	107	47	43	17	23	88	64	10	44	66	34	32	19	16	25	9	14	59	136	19	59	67	58	81	46	70	140	135	54	45	50	67	57	62	86	95	58	74	108	58	30	59	28	40	58	48	122	90	57	26	55	46	26	63	83	95	76	32	92	138	56	53	28	109	39	118	70	22	23	89	124	81	31	146	107	127	0									
8	Число бюллетеней в стационарных ящиках для голосования	53312	788	559	498	783	650	703	640	618	794	463	1103	826	848	1184	885	591	1349	1285	1961	659	633	694	846	783	833	677	1502	1418	980	1152	1295	1016	1491	476	633	525	986	410	746	198	475	594	391	1059	1060	685	909	192	421	515	113	248	246	490	38	97	186	168	98	226	179	76	533	157	106	135	145	499	84	285	258	554	46	168	451	1078	382	148	116	479	1199	243	274	69	113	541	496	312	108	506	248	376	256									
9	Число недействительных избирательных бюллетеней	604	10	4	8	11	10	13	7	12	7	7	16	10	11	13	12	5	20	14	25	7	3	11	13	14	9	6	19	22	15	14	14	8	17	8	6	9	17	2	11	0	5	4	2	10	13	8	21	4	2	4	1	1	2	3	0	1	0	0	0	2	2	1	7	0	1	4	4	3	0	0	2	1	0	0	1	10	4	2	1	3	17	0	1	1	3	6	2	2	0	0	1	0	2									
10	Число действительных избирательных бюллетеней	58684	826	640	547	853	675	789	675	712	851	507	1175	872	932	1233	932	705	1436	1318	1979	669	653	771	897	779	868	737	1517	1428	984	1154	1306	1017	1488	527	763	535	1028	475	793	279	516	660	529	1184	1101	722	938	255	476	573	198	342	302	561	146	154	216	227	126	264	235	123	648	247	162	157	196	542	110	348	339	648	122	200	542	1206	434	199	143	585	1221	361	343	90	133	624	618	391	139	652	354	503	254									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																								
13	Бабурин Сергей Николаевич	348	6	5	2	10	7	10	6	3	4	4	7	6	7	4	10	3	8	6	12	4	5	5	7	8	6	3	10	13	3	6	12	8	8	5	4	1	11	4	6	2	5	7	4	9	12	3	3	0	0	0	1	3	1	1	1	0	0	0	0	0	0	1	3	0	1	0	0	2	0	1	1	1	0	0	2	2	2	0	0	0	12	1	3	1	2	6	2	0	0	0	1	1	2									
		0.59%	0.72%	0.78%	0.36%	1.16%	1.02%	1.25%	0.88%	0.41%	0.47%	0.78%	0.59%	0.68%	0.74%	0.32%	1.06%	0.42%	0.55%	0.45%	0.60%	0.59%	0.76%	0.64%	0.77%	1.01%	0.68%	0.40%	0.65%	0.90%	0.30%	0.51%	0.91%	0.78%	0.53%	0.93%	0.52%	0.18%	1.05%	0.84%	0.75%	0.72%	0.96%	1.05%	0.75%	0.75%	1.08%	0.41%	0.31%	0.00%	0.00%	0.00%	0.50%	0.87%	0.33%	0.18%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.46%	0.00%	0.61%	0.00%	0.00%	0.37%	0.00%	0.29%	0.29%	0.15%	0.00%	0.00%	0.37%	0.16%	0.46%	0.00%	0.00%	0.00%	0.97%	0.28%	0.87%	1.10%	1.47%	0.95%	0.32%	0.00%	0.00%	0.00%	0.28%	0.20%	0.78%									
14	Грудинин Павел Николаевич	7655	144	78	59	111	94	91	74	112	137	70	174	154	120	156	117	120	183	194	341	130	118	123	142	101	138	110	188	225	122	176	194	146	237	63	91	73	119	64	97	39	61	76	65	185	143	69	126	14	37	60	13	41	27	18	16	10	21	9	5	33	24	15	114	17	29	6	12	52	6	16	41	125	4	6	60	130	42	14	10	37	199	33	25	13	30	73	69	32	6	83	19	43	16									
		12.91%	17.22%	12.11%	10.63%	12.85%	13.72%	11.35%	10.85%	15.47%	15.97%	13.62%	14.61%	17.46%	12.73%	12.52%	12.39%	16.90%	12.57%	14.56%	17.02%	19.23%	17.99%	15.73%	15.60%	12.74%	15.74%	14.80%	12.24%	15.52%	12.21%	15.07%	14.70%	14.24%	15.75%	11.78%	11.83%	13.42%	11.39%	13.42%	12.06%	13.98%	11.71%	11.45%	12.24%	15.49%	12.84%	9.45%	13.14%	5.41%	7.74%	10.40%	6.53%	11.95%	8.88%	3.19%	10.96%	6.45%	9.72%	3.96%	3.97%	12.41%	10.13%	12.10%	17.40%	6.88%	17.79%	3.73%	6.00%	9.54%	5.45%	4.60%	12.02%	19.26%	3.28%	3.00%	11.05%	10.69%	9.59%	6.97%	6.94%	6.29%	16.07%	9.14%	7.27%	14.29%	22.06%	11.59%	11.13%	8.14%	4.32%	12.73%	5.35%	8.55%	6.25%									
15	Жириновский Владимир Вольфович	3569	62	19	42	52	40	54	53	44	46	33	86	80	56	86	42	41	74	79	127	34	43	35	47	42	53	40	99	91	46	89	77	58	101	30	48	42	73	34	53	21	44	45	35	94	53	26	50	10	19	42	16	27	21	29	4	10	15	6	4	15	21	2	37	17	5	10	14	42	16	41	13	33	3	8	55	76	26	0	7	27	73	10	18	11	7	44	26	15	3	29	8	13	22									
		6.02%	7.42%	2.95%	7.57%	6.02%	5.84%	6.73%	7.77%	6.08%	5.36%	6.42%	7.22%	9.07%	5.94%	6.90%	4.45%	5.77%	5.08%	5.93%	6.34%	5.03%	6.55%	4.48%	5.16%	5.30%	6.04%	5.38%	6.45%	6.28%	4.60%	7.62%	5.83%	5.66%	6.71%	5.61%	6.24%	7.72%	6.99%	7.13%	6.59%	7.53%	8.45%	6.78%	6.59%	7.87%	4.76%	3.56%	5.21%	3.86%	3.97%	7.28%	8.04%	7.87%	6.91%	5.14%	2.74%	6.45%	6.94%	2.64%	3.17%	5.64%	8.86%	1.61%	5.65%	6.88%	3.07%	6.21%	7.00%	7.71%	14.55%	11.78%	3.81%	5.08%	2.46%	4.00%	10.13%	6.25%	5.94%	0.00%	4.86%	4.59%	5.90%	2.77%	5.23%	12.09%	5.15%	6.98%	4.19%	3.82%	2.16%	4.45%	2.25%	2.58%	8.59%									
16	Путин Владимир Владимирович	45557	591	508	430	639	511	608	524	531	640	376	864	612	710	952	741	525	1115	999	1427	468	468	583	670	617	651	558	1166	1053	788	845	980	773	1089	420	599	404	798	363	615	214	398	515	405	872	868	602	730	229	415	463	164	264	244	506	123	130	174	210	116	210	188	105	481	209	127	141	163	432	88	286	276	474	115	182	414	986	357	185	125	514	908	313	295	65	91	485	517	336	129	531	324	443	209									
		76.84%	70.69%	78.88%	77.48%	73.96%	74.60%	75.81%	76.83%	73.34%	74.59%	73.15%	72.54%	69.39%	75.29%	76.40%	78.50%	73.94%	76.58%	75.00%	71.21%	69.23%	71.34%	74.55%	73.63%	77.81%	74.23%	75.10%	75.91%	72.62%	78.88%	72.35%	74.24%	75.41%	72.36%	78.50%	77.89%	74.26%	76.36%	76.10%	76.49%	76.70%	76.39%	77.56%	76.27%	73.03%	77.92%	82.47%	76.12%	88.42%	86.82%	80.24%	82.41%	76.97%	80.26%	89.72%	84.25%	83.87%	80.56%	92.51%	92.06%	78.95%	79.32%	84.68%	73.44%	84.62%	77.91%	87.58%	81.50%	79.27%	80.00%	82.18%	80.94%	73.04%	94.26%	91.00%	76.24%	81.09%	81.51%	92.04%	86.81%	87.41%	73.34%	86.70%	85.76%	71.43%	66.91%	76.98%	83.39%	85.50%	92.81%	81.44%	91.27%	88.07%	81.64%									
17	Собчак Ксения Анатольевна	573	6	11	4	14	11	4	5	8	7	7	14	10	16	8	5	5	26	17	35	9	6	11	16	5	8	7	20	17	11	21	16	9	24	3	9	7	12	2	5	0	3	8	6	5	13	9	12	0	2	3	2	1	0	1	1	1	3	0	1	0	0	0	8	2	0	0	1	4	0	0	3	5	0	2	3	3	1	0	1	2	12	0	1	0	2	9	2	3	0	3	1	2	1									
		0.97%	0.72%	1.71%	0.72%	1.62%	1.61%	0.50%	0.73%	1.10%	0.82%	1.36%	1.18%	1.13%	1.70%	0.64%	0.53%	0.70%	1.79%	1.28%	1.75%	1.33%	0.91%	1.41%	1.76%	0.63%	0.91%	0.94%	1.30%	1.17%	1.10%	1.80%	1.21%	0.88%	1.59%	0.56%	1.17%	1.29%	1.15%	0.42%	0.62%	0.00%	0.58%	1.20%	1.13%	0.42%	1.17%	1.23%	1.25%	0.00%	0.42%	0.52%	1.01%	0.29%	0.00%	0.18%	0.68%	0.65%	1.39%	0.00%	0.79%	0.00%	0.00%	0.00%	1.22%	0.81%	0.00%	0.00%	0.50%	0.73%	0.00%	0.00%	0.88%	0.77%	0.00%	1.00%	0.55%	0.25%	0.23%	0.00%	0.69%	0.34%	0.97%	0.00%	0.29%	0.00%	1.47%	1.43%	0.32%	0.76%	0.00%	0.46%	0.28%	0.40%	0.39%									
18	Сурайкин Максим Александрович	460	6	4	5	11	7	13	8	10	6	12	19	2	10	13	11	5	17	6	18	9	6	7	5	2	4	8	13	14	5	10	12	7	10	4	3	6	4	5	9	1	3	2	8	12	5	7	10	1	1	2	1	2	5	1	1	3	3	1	0	3	1	0	2	2	0	0	1	6	0	3	2	5	0	0	4	4	4	0	0	1	6	4	0	0	0	3	1	4	0	4	0	1	4									
		0.78%	0.72%	0.62%	0.90%	1.27%	1.02%	1.62%	1.17%	1.38%	0.70%	2.33%	1.60%	0.23%	1.06%	1.04%	1.17%	0.70%	1.17%	0.45%	0.90%	1.33%	0.91%	0.90%	0.55%	0.25%	0.46%	1.08%	0.85%	0.97%	0.50%	0.86%	0.91%	0.68%	0.66%	0.75%	0.39%	1.10%	0.38%	1.05%	1.12%	0.36%	0.58%	0.30%	1.51%	1.01%	0.45%	0.96%	1.04%	0.39%	0.21%	0.35%	0.50%	0.58%	1.64%	0.18%	0.68%	1.94%	1.39%	0.44%	0.00%	1.13%	0.42%	0.00%	0.31%	0.81%	0.00%	0.00%	0.50%	1.10%	0.00%	0.86%	0.59%	0.77%	0.00%	0.00%	0.74%	0.33%	0.91%	0.00%	0.00%	0.17%	0.48%	1.11%	0.00%	0.00%	0.00%	0.48%	0.16%	1.02%	0.00%	0.61%	0.00%	0.20%	1.56%									
19	Титов Борис Юрьевич	285	6	9	4	9	3	5	1	1	5	4	5	5	7	8	2	4	9	14	11	5	1	1	4	1	5	6	12	9	5	6	8	11	8	2	4	1	7	1	4	2	2	2	0	3	5	4	3	0	1	3	1	1	2	4	0	0	0	1	0	1	1	0	2	0	0	0	4	4	0	1	1	4	0	0	2	2	2	0	0	4	6	0	0	0	0	1	1	1	1	0	0	0	0									
		0.48%	0.72%	1.40%	0.72%	1.04%	0.44%	0.62%	0.15%	0.14%	0.58%	0.78%	0.42%	0.57%	0.74%	0.64%	0.21%	0.56%	0.62%	1.05%	0.55%	0.74%	0.15%	0.13%	0.44%	0.13%	0.57%	0.81%	0.78%	0.62%	0.50%	0.51%	0.61%	1.07%	0.53%	0.37%	0.52%	0.18%	0.67%	0.21%	0.50%	0.72%	0.38%	0.30%	0.00%	0.25%	0.45%	0.55%	0.31%	0.00%	0.21%	0.52%	0.50%	0.29%	0.66%	0.71%	0.00%	0.00%	0.00%	0.44%	0.00%	0.38%	0.42%	0.00%	0.31%	0.00%	0.00%	0.00%	2.00%	0.73%	0.00%	0.29%	0.29%	0.62%	0.00%	0.00%	0.37%	0.16%	0.46%	0.00%	0.00%	0.68%	0.48%	0.00%	0.00%	0.00%	0.00%	0.16%	0.16%	0.25%	0.72%	0.00%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	237	5	6	1	7	2	4	4	3	6	1	6	3	6	6	4	2	4	3	8	10	6	6	6	3	3	5	9	6	4	1	7	5	11	0	5	1	4	2	4	0	0	5	6	4	2	2	4	1	1	0	0	3	2	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	1	0	2	2	3	0	0	0	0	5	0	1	0	1	3	0	0	0	2	1	0	0									
		0.40%	0.60%	0.93%	0.18%	0.81%	0.29%	0.50%	0.59%	0.41%	0.70%	0.19%	0.50%	0.34%	0.64%	0.48%	0.42%	0.28%	0.27%	0.23%	0.40%	1.48%	0.91%	0.77%	0.66%	0.38%	0.34%	0.67%	0.59%	0.41%	0.40%	0.09%	0.53%	0.49%	0.73%	0.00%	0.65%	0.18%	0.38%	0.42%	0.50%	0.00%	0.00%	0.75%	1.13%	0.34%	0.18%	0.27%	0.42%	0.39%	0.21%	0.00%	0.00%	0.87%	0.66%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.59%	0.15%	0.00%	1.00%	0.37%	0.25%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.29%	0.00%	0.74%	0.48%	0.00%	0.00%	0.00%	0.31%	0.28%	0.00%	0.00%									
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
