Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Советская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674					
		1.50%	1.26%	2.65%	1.6%	1.90%	2.27%	2.84%	0.82%	0.84%	1.24%	0.69%	2.73%	0.87%	1.15%	1.03%	0.53%	0.66%					
22	"5. ""За Русь Святую"""	65	2	14	10	4	7	4	6	6	1	2	0	0	0	1	5	3					
		0.45%	0.19%	1.20%	0.8%	0.31%	0.66%	0.43%	0.33%	0.45%	0.13%	0.34%	0.0%	0.0%	0.0%	0.14%	0.89%	0.49%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	5	7	7	6	2	3	7	8	0	6	6	8	1	1	5	0					
		0.50%	0.48%	0.60%	0.56%	0.47%	0.18%	0.32%	0.38%	0.61%	0.0%	1.04%	1.02%	2.34%	0.28%	0.14%	0.89%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	79	7	8	6	10	6	14	7	3	0	6	5	0	1	3	3	0					
		0.55%	0.68%	0.68%	0.48%	0.79%	0.56%	1.53%	0.38%	0.22%	0.0%	1.04%	0.85%	0.0%	0.28%	0.44%	0.53%	0.0%					
25	"8. ""Народно-республиканская партия России"""	21	3	2	2	2	0	1	0	2	3	1	0	0	0	1	4	0					
		0.14%	0.29%	0.17%	0.16%	0.15%	0.0%	0.10%	0.0%	0.15%	0.41%	0.17%	0.0%	0.0%	0.0%	0.14%	0.71%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	42	2	5	11	3	9	2	4	2	0	0	0	0	0	0	2	2					
		0.29%	0.19%	0.42%	0.88%	0.23%	0.85%	0.21%	0.22%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.33%					
27	"10. ""Аграрная партия России"""	640	35	43	29	34	21	44	99	42	53	45	17	12	31	60	32	43					
		4.50%	3.40%	3.68%	2.32%	2.69%	1.99%	4.80%	5.45%	3.21%	7.33%	7.82%	2.91%	3.51%	8.98%	8.86%	5.72%	7.11%					
28	"11. ""Истинные патриоты России"""	21	2	1	0	1	0	0	0	0	0	6	0	3	0	0	6	2					
		0.14%	0.19%	0.08%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.87%	0.0%	0.0%	1.07%	0.33%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	165	13	17	14	29	14	10	11	10	4	7	8	2	5	9	4	8					
		1.16%	1.26%	1.45%	1.12%	2.30%	1.32%	1.09%	0.60%	0.76%	0.55%	1.21%	1.36%	0.58%	1.44%	1.32%	0.71%	1.32%					
30	"13. ""Демократическая партия России"""	37	1	6	4	2	2	5	5	1	2	1	1	0	0	2	0	5					
		0.26%	0.09%	0.51%	0.32%	0.15%	0.18%	0.54%	0.27%	0.07%	0.27%	0.17%	0.17%	0.0%	0.0%	0.29%	0.0%	0.82%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	1	2	1	3	0	3	1	0	0	0	1	0	1	1	3	2					
		0.13%	0.09%	0.17%	0.08%	0.23%	0.0%	0.32%	0.05%	0.0%	0.0%	0.0%	0.17%	0.0%	0.28%	0.14%	0.53%	0.33%					
32	"15. ""Партия СЛОН"""	9	3	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0					
		0.06%	0.29%	0.0%	0.24%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	790	63	55	89	74	71	105	99	67	10	14	52	13	15	22	14	27					
		5.56%	6.12%	4.71%	7.12%	5.87%	6.72%	11.47%	5.45%	5.13%	1.38%	2.43%	8.90%	3.81%	4.34%	3.24%	2.50%	4.47%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	48	2	5	6	5	2	0	6	4	4	2	1	4	3	1	0	3					
		0.33%	0.19%	0.42%	0.48%	0.39%	0.18%	0.0%	0.33%	0.30%	0.55%	0.34%	0.17%	1.17%	0.86%	0.14%	0.0%	0.49%					
35	"18. ""ЛДПР"""	1485	150	161	143	178	136	82	167	89	45	74	62	43	23	47	62	23					
		10.45%	14.57%	13.80%	11.44%	14.12%	12.89%	8.96%	9.20%	6.81%	6.22%	12.86%	10.61%	12.60%	6.66%	6.94%	11.09%	3.80%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	185	9	13	20	17	20	15	17	8	7	5	18	3	2	9	11	11					
		1.30%	0.87%	1.11%	1.6%	1.34%	1.89%	1.63%	0.93%	0.61%	0.96%	0.86%	3.08%	0.87%	0.57%	1.32%	1.96%	1.82%					
37	"20. ""Политическая партия ""Единая Россия"""	5455	321	341	402	376	314	296	838	571	341	213	210	171	171	347	310	233					
		38.41%	31.19%	29.24%	32.16%	29.84%	29.76%	32.34%	46.19%	43.75%	47.16%	37.04%	35.95%	50.14%	49.56%	51.25%	55.45%	38.57%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	1	0	3	3	2	1	3	2	2	0	0	1	1	5	2	1					
		0.19%	0.09%	0.0%	0.24%	0.23%	0.18%	0.10%	0.16%	0.15%	0.27%	0.0%	0.0%	0.29%	0.28%	0.73%	0.35%	0.16%					
39	"22. ""Развитие предпринимательства"""	28	2	0	5	1	4	2	1	4	0	1	4	0	1	2	0	1					
		0.19%	0.19%	0.0%	0.4%	0.07%	0.37%	0.21%	0.05%	0.30%	0.0%	0.17%	0.68%	0.0%	0.28%	0.29%	0.0%	0.16%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2697	247	226	247	234	209	161	315	312	136	146	135	42	27	79	45	136					
		18.99%	24.00%	19.38%	19.76%	18.57%	19.81%	17.59%	17.36%	23.90%	18.81%	25.39%	23.11%	12.31%	7.82%	11.66%	8.05%	22.51%					
																							
41	Против всех	956	60	114	124	122	126	74	70	51	44	18	14	15	17	45	22	40					
		6.73%	5.83%	9.77%	9.92%	9.68%	11.94%	8.08%	3.85%	3.90%	6.08%	3.13%	2.39%	4.39%	4.92%	6.64%	3.93%	6.62%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
