Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
"Наименование Избирательной комиссии:    Рязань, Железнодорожная"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2002	50	38	30	25	40	45	30	45	35	75	30	45	35	50	30	0	37	40	45	30	35	39	35	60	45	40	30	40	50	35	60	35	55	49	35	35	30	40	50	30	50	45	40	44	40	45	45	55	30	25	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1851	47	37	29	25	40	45	29	40	35	75	30	44	34	37	30	0	35	35	37	29	29	36	35	52	42	38	26	35	47	34	55	31	52	40	34	35	24	28	46	26	50	36	40	44	39	42	44	51	27	20	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2249	121	24	60	13	21	17	82	21	17	12	40	101	42	21	16	22	19	20	201	33	18	113	17	21	17	11	181	10	13	16	20	8	40	91	10	8	25	18	8	15	9	21	15	34	76	91	80	67	19	23	134	117					
14	Число погашенных неиспользованных открепительных удостоверений	151	3	1	1	0	0	0	1	5	0	0	0	1	1	13	0	0	2	5	8	1	6	3	0	8	3	2	4	5	3	1	5	4	3	9	1	0	6	12	4	4	0	9	0	0	1	3	1	4	3	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9306	216	192	184	77	198	163	193	222	146	180	219	257	216	237	187	46	179	228	217	175	216	241	199	203	171	198	231	169	169	224	156	160	159	155	211	197	235	130	159	154	167	175	169	189	181	212	160	220	191	100	65	8					
		16.37%	17.72%	18.15%	18.79%	12.48%	19.74%	16.09%	16.97%	17.61%	16.33%	15.22%	18.59%	19.37%	17.73%	17.20%	17.44%	17.23%	19.54%	18.73%	17.09%	16.57%	16.80%	16.68%	15.84%	16.41%	15.99%	17.07%	15.46%	15.13%	16.28%	19.05%	14.38%	14.34%	16.19%	16.03%	18.07%	16.67%	20.15%	17.74%	7.96%	15.26%	14.14%	17.19%	16.19%	15.21%	14.97%	15.44%	14.52%	17.03%	17.40%	15.77%	13.89%	3.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9309	146	173	129	138	138	170	159	193	145	245	200	188	236	189	173	38	189	191	167	178	202	230	196	201	177	193	216	171	183	181	189	186	167	156	195	201	202	122	420	157	246	178	182	169	178	234	171	171	165	105	65	115					
		16.37%	11.98%	16.35%	13.18%	22.37%	13.76%	16.78%	13.98%	15.31%	16.22%	20.71%	16.98%	14.17%	19.38%	13.72%	16.14%	14.23%	20.63%	15.69%	13.15%	16.86%	15.71%	15.92%	15.61%	16.25%	16.56%	16.64%	14.46%	15.31%	17.63%	15.39%	17.42%	16.67%	17.01%	16.13%	16.70%	17.01%	17.32%	16.64%	21.02%	15.56%	20.83%	17.49%	17.43%	13.60%	14.72%	17.04%	15.52%	13.24%	15.03%	16.56%	13.89%	46.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	744	15	13	20	7	7	22	12	22	8	20	9	15	8	16	14	0	8	24	15	11	28	16	15	19	19	16	10	13	13	14	11	19	11	14	24	20	12	12	24	12	26	16	24	8	11	18	10	11	11	12	7	2					
		1.31%	1.23%	1.23%	2.04%	1.13%	0.70%	2.17%	1.06%	1.74%	0.89%	1.69%	0.76%	1.13%	0.66%	1.16%	1.31%	0.00%	0.87%	1.97%	1.18%	1.04%	2.18%	1.11%	1.19%	1.54%	1.78%	1.38%	0.67%	1.16%	1.25%	1.19%	1.01%	1.70%	1.12%	1.45%	2.05%	1.69%	1.03%	1.64%	1.20%	1.19%	2.20%	1.57%	2.30%	0.64%	0.91%	1.31%	0.91%	0.85%	1.00%	1.89%	1.50%	0.81%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16444	359	316	264	151	316	311	360	381	253	290	354	377	334	359	310	57	269	343	339	312	394	383	373	358	304	378	443	368	289	336	286	328	274	285	352	372	306	222	260	348	358	314	298	440	363	409	371	440	396	210	114	17					
		28.92%	29.45%	29.87%	26.97%	24.47%	31.51%	30.70%	31.66%	30.21%	28.30%	24.51%	30.05%	28.41%	27.42%	26.05%	28.92%	21.35%	29.37%	28.18%	26.69%	29.55%	30.64%	26.51%	29.70%	28.94%	28.44%	32.59%	29.65%	32.95%	27.84%	28.57%	26.36%	29.39%	27.90%	29.47%	30.14%	31.47%	26.24%	30.29%	13.01%	34.49%	30.31%	30.84%	28.54%	35.40%	30.02%	29.79%	33.67%	34.06%	36.07%	33.12%	24.36%	6.88%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3077	109	63	51	33	57	52	40	54	30	47	48	52	67	57	44	11	40	68	53	62	76	123	95	79	83	59	100	71	59	84	64	59	62	54	47	36	48	20	40	37	62	61	74	87	60	75	86	91	66	44	20	17					
		5.41%	8.94%	5.95%	5.21%	5.35%	5.68%	5.13%	3.52%	4.28%	3.36%	3.97%	4.07%	3.92%	5.50%	4.14%	4.10%	4.12%	4.37%	5.59%	4.17%	5.87%	5.91%	8.51%	7.56%	6.39%	7.76%	5.09%	6.69%	6.36%	5.68%	7.14%	5.90%	5.29%	6.31%	5.58%	4.02%	3.05%	4.12%	2.73%	2.00%	3.67%	5.25%	5.99%	7.09%	6.99%	4.96%	5.46%	7.80%	7.04%	6.01%	6.94%	4.27%	6.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16691	346	279	317	200	263	279	345	356	287	380	325	407	337	487	317	112	216	343	436	305	341	416	359	344	283	286	459	305	300	306	351	335	289	280	311	328	339	216	1065	272	288	244	277	321	386	388	281	331	237	155	189	72					
		29.36%	28.38%	26.37%	32.38%	32.41%	26.22%	27.54%	30.34%	28.23%	32.10%	32.12%	27.59%	30.67%	27.67%	35.34%	29.57%	41.95%	23.58%	28.18%	34.33%	28.88%	26.52%	28.79%	28.58%	27.81%	26.47%	24.66%	30.72%	27.31%	28.90%	26.02%	32.35%	30.02%	29.43%	28.96%	26.63%	27.75%	29.07%	29.47%	53.30%	26.96%	24.39%	23.97%	26.53%	25.82%	31.93%	28.26%	25.50%	25.62%	21.58%	24.45%	40.38%	29.15%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	492	11	7	7	2	6	8	13	13	9	13	7	10	6	10	7	2	5	11	15	5	13	18	10	12	8	10	16	7	7	16	11	12	11	12	13	5	3	3	10	9	12	9	6	15	9	12	12	15	14	5	2	8					
		0.87%	0.90%	0.66%	0.72%	0.32%	0.60%	0.79%	1.14%	1.03%	1.01%	1.10%	0.59%	0.75%	0.49%	0.73%	0.65%	0.75%	0.55%	0.90%	1.18%	0.47%	1.01%	1.25%	0.80%	0.97%	0.75%	0.86%	1.07%	0.63%	0.67%	1.36%	1.01%	1.08%	1.12%	1.24%	1.11%	0.42%	0.26%	0.41%	0.50%	0.89%	1.02%	0.88%	0.57%	1.21%	0.74%	0.87%	1.09%	1.16%	1.28%	0.79%	0.43%	3.24%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
