Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Вятскополянская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	161	7	10	5	3	8	8	6	2	3	2	3	9	4	6	5	1	0	3	1	1	2	5	3	0	8	13	7	12	3	1	7	1	6	6									
		1.35%	1.82%	2.62%	1.12%	1.29%	1.52%	1.54%	1.10%	0.76%	0.62%	1.05%	1.23%	2.11%	0.95%	0.99%	1.10%	0.51%	0.00%	0.91%	0.86%	0.35%	2.20%	1.05%	2.70%	0.00%	2.68%	2.78%	1.20%	2.21%	0.75%	0.37%	1.39%	0.51%	1.90%	2.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	396	8	10	10	8	11	16	12	9	13	6	10	18	17	12	28	4	4	3	8	4	5	8	5	7	11	12	36	13	19	12	26	8	16	7									
		3.31%	2.08%	2.62%	2.24%	3.43%	2.10%	3.07%	2.21%	3.42%	2.69%	3.16%	4.12%	4.23%	4.05%	1.98%	6.18%	2.04%	2.07%	0.91%	6.90%	1.40%	5.49%	1.68%	4.50%	4.12%	3.69%	2.56%	6.15%	2.39%	4.74%	4.41%	5.16%	4.04%	5.06%	2.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	221	3	1	8	3	11	11	12	8	10	5	3	8	15	17	13	3	1	6	0	4	7	4	3	7	4	10	11	2	5	5	8	3	8	2									
		1.85%	0.78%	0.26%	1.79%	1.29%	2.10%	2.11%	2.21%	3.04%	2.07%	2.63%	1.23%	1.88%	3.57%	2.80%	2.87%	1.53%	0.52%	1.83%	0.00%	1.40%	7.69%	0.84%	2.70%	4.12%	1.34%	2.14%	1.88%	0.37%	1.25%	1.84%	1.59%	1.52%	2.53%	0.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6016	191	186	245	110	221	256	233	105	203	87	105	165	175	248	189	112	88	178	61	173	32	335	43	99	167	246	364	345	280	147	222	113	148	144									
		50.32%	49.74%	48.82%	54.93%	47.21%	42.10%	49.14%	42.91%	39.92%	42.03%	45.79%	43.21%	38.73%	41.67%	40.86%	41.72%	57.14%	45.60%	54.27%	52.59%	60.70%	35.16%	70.23%	38.74%	58.24%	56.04%	52.56%	62.22%	63.42%	69.83%	54.04%	44.05%	57.07%	46.84%	50.70%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	70	2	0	3	3	3	6	3	2	2	1	4	2	0	9	2	0	3	0	3	0	0	2	0	1	3	0	3	1	1	2	3	0	3	3									
		0.59%	0.52%	0.00%	0.67%	1.29%	0.57%	1.15%	0.55%	0.76%	0.41%	0.53%	1.65%	0.47%	0.00%	1.48%	0.44%	0.00%	1.55%	0.00%	2.59%	0.00%	0.00%	0.42%	0.00%	0.59%	1.01%	0.00%	0.51%	0.18%	0.25%	0.74%	0.60%	0.00%	0.95%	1.06%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	3	0	3	1	4	5	3	1	1	1	1	3	1	3	2	0	0	1	0	1	1	0	0	0	1	1	3	3	0	6	1	2	1	0									
		0.44%	0.78%	0.00%	0.67%	0.43%	0.76%	0.96%	0.55%	0.38%	0.21%	0.53%	0.41%	0.70%	0.24%	0.49%	0.44%	0.00%	0.00%	0.30%	0.00%	0.35%	1.10%	0.00%	0.00%	0.00%	0.34%	0.21%	0.51%	0.55%	0.00%	2.21%	0.20%	1.01%	0.32%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1741	56	70	49	35	67	57	83	30	60	20	48	60	73	97	76	29	59	76	12	44	18	72	28	21	57	79	44	36	19	13	95	25	76	57									
		14.56%	14.58%	18.37%	10.99%	15.02%	12.76%	10.94%	15.29%	11.41%	12.42%	10.53%	19.75%	14.08%	17.38%	15.98%	16.78%	14.80%	30.57%	23.17%	10.34%	15.44%	19.78%	15.09%	25.23%	12.35%	19.13%	16.88%	7.52%	6.62%	4.74%	4.78%	18.85%	12.63%	24.05%	20.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	0	2	0	0	0	3	0	0	0	0	1	2	1	2	1	1	1	1	0	0	0	2	0	1	0	6	0	1	0	1	2	0	2	0									
		0.25%	0.00%	0.52%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.41%	0.47%	0.24%	0.33%	0.22%	0.51%	0.52%	0.30%	0.00%	0.00%	0.00%	0.42%	0.00%	0.59%	0.00%	1.28%	0.00%	0.18%	0.00%	0.37%	0.40%	0.00%	0.63%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	0	2	2	1	4	3	2	3	4	0	3	3	2	3	2	3	2	2	0	0	0	1	0	0	1	10	3	0	0	1	2	0	1	1									
		0.51%	0.00%	0.52%	0.45%	0.43%	0.76%	0.58%	0.37%	1.14%	0.83%	0.00%	1.23%	0.70%	0.48%	0.49%	0.44%	1.53%	1.04%	0.61%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.34%	2.14%	0.51%	0.00%	0.00%	0.37%	0.40%	0.00%	0.32%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	2	1	2	0	2	0	1	1	1	0	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	2	1	1	1									
		0.21%	0.52%	0.26%	0.45%	0.00%	0.38%	0.00%	0.18%	0.38%	0.21%	0.00%	0.00%	0.47%	0.71%	0.00%	0.22%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.18%	0.25%	0.00%	0.40%	0.51%	0.32%	0.35%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	5	3	7	2	5	4	4	1	2	0	3	2	1	7	8	1	1	2	0	1	1	0	0	0	2	0	3	4	2	0	1	0	0	0									
		0.60%	1.30%	0.79%	1.57%	0.86%	0.95%	0.77%	0.74%	0.38%	0.41%	0.00%	1.23%	0.47%	0.24%	1.15%	1.77%	0.51%	0.52%	0.61%	0.00%	0.35%	1.10%	0.00%	0.00%	0.00%	0.67%	0.00%	0.51%	0.74%	0.50%	0.00%	0.20%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2100	73	78	69	50	137	109	122	77	121	53	48	110	85	121	98	17	19	35	26	45	17	31	21	16	32	50	28	99	47	65	98	32	36	35									
		17.57%	19.01%	20.47%	15.47%	21.46%	26.10%	20.92%	22.47%	29.28%	25.05%	27.89%	19.75%	25.82%	20.24%	19.93%	21.63%	8.67%	9.84%	10.67%	22.41%	15.79%	18.68%	6.50%	18.92%	9.41%	10.74%	10.68%	4.79%	18.20%	11.72%	23.90%	19.44%	16.16%	11.39%	12.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	1	0	5	2	0	0	1	2	0	1	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1									
		0.18%	0.00%	0.00%	0.22%	0.00%	0.95%	0.38%	0.00%	0.00%	0.21%	1.05%	0.00%	0.23%	0.24%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	549	15	10	26	10	38	24	40	18	46	13	7	28	29	57	21	9	7	19	1	3	2	10	4	2	6	23	16	14	3	7	12	9	7	13									
		4.59%	3.91%	2.62%	5.83%	4.29%	7.24%	4.61%	7.37%	6.84%	9.52%	6.84%	2.88%	6.57%	6.90%	9.39%	4.64%	4.59%	3.63%	5.79%	0.86%	1.05%	2.20%	2.10%	3.60%	1.18%	2.01%	4.91%	2.74%	2.57%	0.75%	2.57%	2.38%	4.55%	2.22%	4.58%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
