Выборы Президента Российской Федерации																																																																																
																																																																																
Наименование Избирательной комиссии:    Ковылкинская																																																																																
																																																																																
Итоги голосования 																																																																																
																																																																																
		Сумма	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423					
11	Число полученных открепительных  удостоверений	948	5	10	10	5	5	10	20	10	25	5	5	20	5	5	5	5	20	10	10	20	5	25	5	20	10	20	5	5	5	10	10	5	5	25	5	5	13	5	5	5	10	10	5	5	5	10	10	5	10	10	5	5	5	10	25	10	10	20	20	25	25	25	25	25	25	25	25	25	40	30	25	30	5					
12	Число выданных открепительных удостоверений	345	0	0	0	0	0	1	0	1	0	0	2	0	5	2	0	2	14	10	8	6	5	2	2	0	0	2	0	1	1	2	0	0	1	3	0	2	12	0	1	0	5	0	0	0	4	2	0	1	9	6	0	0	0	2	3	0	3	0	11	4	2	5	7	9	8	15	22	23	40	29	23	27	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	249	1	0	0	0	0	2	0	1	2	0	1	1	0	0	2	2	4	1	1	0	0	2	1	3	0	2	0	3	1	0	1	0	3	0	5	0	2	0	0	0	2	0	2	0	9	1	0	1	2	5	7	1	3	5	0	0	0	0	3	4	0	16	8	4	8	9	10	6	9	6	5	4	78					
14	Число неиспользованных открепительных удостоверений	603	5	10	10	5	5	9	20	9	25	5	3	20	0	3	5	3	6	0	2	14	0	23	3	20	10	18	5	4	4	8	10	5	4	22	5	3	1	5	4	5	5	10	5	5	1	8	10	4	1	4	5	5	5	8	22	10	7	20	9	21	23	20	18	16	17	10	3	2	0	1	2	3	5					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																
18	. Глазьев Сергей Юрьевич	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	9	0	0	1	2	1	1	2	3	2	1	1	3	4	13	4	2					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.39%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.07%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.18%	0.28%	0.08%	0.08%	0.15%	0.47%	0.16%	0.08%	0.07%	0.21%	0.29%	0.96%	0.27%	0.40%					
19	. Малышкин Олег Александрович	48	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	1	1	1	2	1	17	1	0					
		0.13%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.19%	0.44%	0.00%	0.00%	0.00%	0.29%	0.31%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.28%	0.00%	0.22%	0.68%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.08%	0.08%	0.00%	0.00%	0.08%	0.08%	0.07%	0.14%	0.07%	1.26%	0.07%	0.00%					
20	. Миронов Сергей Михайлович	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	1	1	2	2	5	1	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.39%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.28%	0.00%	0.00%	0.15%	0.00%	0.00%	0.08%	0.07%	0.14%	0.14%	0.37%	0.07%	0.00%					
21	. Путин Владимир Владимирович	35128	263	182	92	124	78	168	397	111	71	279	393	80	310	187	79	187	1172	504	446	190	338	493	341	320	248	207	517	400	320	200	162	121	338	1170	342	395	535	148	357	314	434	281	178	94	506	168	522	246	619	1352	156	48	183	136	332	78	1034	198	492	559	699	1198	1316	1301	637	1276	1248	1335	1380	1362	1210	1473	498					
		98.40%	98.87%	98.91%	90.20%	97.64%	100.00%	99.41%	99.50%	97.37%	100.00%	98.94%	98.99%	100.00%	98.10%	99.47%	98.75%	99.47%	97.99%	97.30%	98.02%	99.48%	98.26%	99.20%	99.13%	99.07%	98.80%	99.04%	99.61%	99.50%	96.39%	99.50%	99.39%	98.37%	98.54%	99.15%	99.42%	99.75%	98.53%	97.37%	98.35%	98.43%	96.87%	95.90%	98.34%	98.95%	98.64%	98.82%	99.43%	99.19%	98.10%	99.71%	98.73%	100.00%	99.46%	98.55%	98.81%	98.73%	98.20%	98.02%	98.01%	98.07%	98.04%	99.01%	99.47%	99.01%	99.07%	99.30%	99.13%	99.11%	98.50%	98.55%	89.50%	98.93%	99.40%					
22	. Хакамада Ирина Муцуовна	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	2	1	2	11	1	0					
		0.09%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.28%	0.00%	0.22%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.08%	0.00%	0.08%	0.08%	0.15%	0.07%	0.14%	0.81%	0.07%	0.00%					
23	. Харитонов Николай Михайлович	361	3	2	8	2	0	0	2	3	0	3	3	0	6	1	1	1	12	6	5	1	6	1	2	2	2	2	2	2	10	1	1	2	5	5	2	0	3	3	2	5	10	8	1	1	5	2	3	2	10	2	2	0	0	1	4	0	10	4	8	5	10	10	5	8	3	5	6	7	10	10	83	8	1					
		1.01%	1.13%	1.09%	7.84%	1.57%	0.00%	0.00%	0.50%	2.63%	0.00%	1.06%	0.76%	0.00%	1.90%	0.53%	1.25%	0.53%	1.00%	1.16%	1.10%	0.52%	1.74%	0.20%	0.58%	0.62%	0.80%	0.96%	0.39%	0.50%	3.01%	0.50%	0.61%	1.63%	1.46%	0.42%	0.58%	0.00%	0.55%	1.97%	0.55%	1.57%	2.23%	2.73%	0.55%	1.05%	0.97%	1.18%	0.57%	0.81%	1.58%	0.15%	1.27%	0.00%	0.00%	0.72%	1.19%	0.00%	0.95%	1.98%	1.59%	0.88%	1.40%	0.83%	0.38%	0.61%	0.47%	0.39%	0.48%	0.52%	0.71%	0.72%	6.14%	0.54%	0.20%					
																																																																																
24	Против всех	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	3	1	11	1	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.39%	0.22%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.21%	0.07%	0.81%	0.07%	0.00%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
