Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Сарапульская городская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
14	Число погашенных открепительных удостоверений	869	17	14	5	75	14	10	4	7	13	8	9	53	4	10	6	9	71	9	10	12	12	18	9	13	16	10	14	16	10	11	15	6	14	9	5	19	18	10	10	14	14	19	19	18	13	15	15	3	9	79	10	12	19	15					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	528	25	26	9	14	8	4	7	11	9	7	16	9	6	13	12	8	9	7	7	7	12	6	3	15	10	9	7	10	17	7	8	15	7	7	11	10	8	11	4	9	9	9	20	9	3	12	14	1	8	9	11	15	6	2					
		1.24%	2.68%	2.99%	1.95%	1.42%	1.59%	0.72%	0.95%	1.25%	1.04%	1.22%	2.55%	0.94%	0.67%	1.53%	1.24%	0.87%	1.16%	0.68%	0.94%	0.70%	1.46%	0.96%	0.86%	1.98%	1.29%	1.15%	0.79%	1.31%	1.91%	1.61%	1.50%	3.07%	0.75%	0.90%	1.11%	1.64%	0.72%	1.18%	0.40%	0.96%	0.82%	1.22%	2.24%	0.84%	0.24%	1.02%	1.25%	0.15%	0.93%	1.27%	2.86%	2.07%	2.46%	2.98%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1032	13	16	9	20	11	10	16	25	22	12	17	30	12	35	46	26	16	22	29	38	22	11	8	21	22	15	24	20	16	12	9	5	24	22	13	13	23	17	32	36	21	18	13	18	39	28	22	7	23	18	10	15	9	1					
		2.43%	1.39%	1.84%	1.95%	2.04%	2.18%	1.82%	2.19%	2.85%	2.54%	2.10%	2.71%	3.15%	1.34%	4.12%	4.76%	2.83%	2.07%	2.14%	3.93%	3.82%	2.68%	1.76%	2.31%	2.78%	2.84%	1.92%	2.71%	2.62%	1.79%	2.77%	1.69%	1.02%	2.57%	2.83%	1.31%	2.13%	2.08%	1.83%	3.26%	3.87%	1.91%	2.45%	1.45%	1.69%	3.14%	2.38%	1.97%	1.06%	2.67%	2.54%	2.60%	2.07%	3.70%	1.49%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1137	33	30	14	23	19	30	25	33	29	17	10	17	34	19	35	15	19	30	11	17	18	20	9	10	21	28	31	24	25	16	19	21	26	29	50	13	21	15	17	19	26	15	41	26	27	19	27	16	14	8	7	12	6	1					
		2.68%	3.54%	3.45%	3.03%	2.34%	3.77%	5.47%	3.42%	3.77%	3.35%	2.97%	1.59%	1.78%	3.81%	2.24%	3.62%	1.63%	2.46%	2.92%	1.49%	1.71%	2.19%	3.21%	2.60%	1.32%	2.72%	3.58%	3.50%	3.15%	2.81%	3.69%	3.58%	4.30%	2.79%	3.73%	5.06%	2.13%	1.90%	1.61%	1.73%	2.04%	2.37%	2.04%	4.59%	2.44%	2.17%	1.61%	2.42%	2.42%	1.62%	1.13%	1.82%	1.65%	2.46%	1.49%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1018	17	22	7	16	6	10	26	28	14	12	10	39	32	30	24	34	29	26	22	37	24	23	3	22	14	20	22	16	16	6	10	25	12	3	20	9	27	19	32	28	34	17	11	19	47	27	14	22	10	11	9	5	0	0					
		2.40%	1.82%	2.53%	1.51%	1.63%	1.19%	1.82%	3.56%	3.2%	1.61%	2.10%	1.59%	4.09%	3.59%	3.53%	2.48%	3.71%	3.76%	2.53%	2.98%	3.72%	2.92%	3.69%	0.86%	2.91%	1.81%	2.56%	2.48%	2.10%	1.79%	1.38%	1.88%	5.12%	1.28%	0.38%	2.02%	1.47%	2.45%	2.04%	3.26%	3.01%	3.10%	2.31%	1.23%	1.78%	3.78%	2.29%	1.25%	3.33%	1.16%	1.55%	2.34%	0.69%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	192	3	3	0	3	6	4	5	3	8	4	2	5	6	6	4	4	3	8	3	7	5	2	0	2	2	13	7	2	3	1	0	2	2	5	3	5	5	2	5	0	3	4	3	2	3	6	2	2	3	2	0	7	2	0					
		0.45%	0.32%	0.34%	0.0%	0.30%	1.19%	0.72%	0.68%	0.34%	0.92%	0.70%	0.31%	0.52%	0.67%	0.70%	0.41%	0.43%	0.38%	0.78%	0.40%	0.70%	0.60%	0.32%	0.0%	0.26%	0.25%	1.66%	0.79%	0.26%	0.33%	0.23%	0.0%	0.40%	0.21%	0.64%	0.30%	0.82%	0.45%	0.21%	0.51%	0.0%	0.27%	0.54%	0.33%	0.18%	0.24%	0.51%	0.17%	0.30%	0.34%	0.28%	0.0%	0.96%	0.82%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	131	4	6	1	4	3	2	1	1	4	2	4	1	1	3	3	2	0	2	1	2	1	3	1	1	4	1	2	3	2	1	0	2	3	2	8	2	2	2	2	7	7	2	3	2	2	4	4	2	2	2	2	0	2	1					
		0.30%	0.42%	0.69%	0.21%	0.40%	0.59%	0.36%	0.13%	0.11%	0.46%	0.35%	0.63%	0.10%	0.11%	0.35%	0.31%	0.21%	0.0%	0.19%	0.13%	0.20%	0.12%	0.48%	0.28%	0.13%	0.51%	0.12%	0.22%	0.39%	0.22%	0.23%	0.0%	0.40%	0.32%	0.25%	0.80%	0.32%	0.18%	0.21%	0.20%	0.75%	0.63%	0.27%	0.33%	0.18%	0.16%	0.34%	0.35%	0.30%	0.23%	0.28%	0.52%	0.0%	0.82%	1.49%					
24	"7. ""Новый курс - Автомобильная Россия"""	297	4	9	5	6	4	4	6	2	7	6	4	7	4	6	2	8	7	6	5	5	4	7	2	2	15	4	8	2	9	6	1	4	6	2	3	9	4	3	6	5	13	5	5	8	6	6	13	8	7	3	5	8	1	0					
		0.70%	0.42%	1.03%	1.08%	0.61%	0.79%	0.72%	0.82%	0.22%	0.80%	1.05%	0.63%	0.73%	0.44%	0.70%	0.20%	0.87%	0.90%	0.58%	0.67%	0.50%	0.48%	1.12%	0.57%	0.26%	1.94%	0.51%	0.90%	0.26%	1.01%	1.38%	0.18%	0.81%	0.64%	0.25%	0.30%	1.47%	0.36%	0.32%	0.61%	0.53%	1.18%	0.68%	0.56%	0.75%	0.48%	0.51%	1.16%	1.21%	0.81%	0.42%	1.30%	1.10%	0.41%	0.0%					
25	"8. ""Народно-республиканская партия России"""	53	1	0	1	3	1	0	5	0	2	3	0	1	2	1	0	0	0	1	0	0	1	1	3	1	1	1	0	2	2	0	0	0	1	2	0	2	2	0	0	0	2	2	0	1	1	1	0	1	2	0	0	1	2	0					
		0.12%	0.10%	0.0%	0.21%	0.30%	0.19%	0.0%	0.68%	0.0%	0.23%	0.52%	0.0%	0.10%	0.22%	0.11%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.12%	0.16%	0.86%	0.13%	0.12%	0.12%	0.0%	0.26%	0.22%	0.0%	0.0%	0.0%	0.10%	0.25%	0.0%	0.32%	0.18%	0.0%	0.0%	0.0%	0.18%	0.27%	0.0%	0.09%	0.08%	0.08%	0.0%	0.15%	0.23%	0.0%	0.0%	0.13%	0.82%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	139	1	5	0	7	1	0	2	4	6	2	2	1	3	5	3	4	3	0	4	4	2	4	0	7	1	6	4	3	2	1	3	0	1	2	4	0	1	2	3	4	10	4	0	1	5	4	4	1	1	1	1	0	0	0					
		0.32%	0.10%	0.57%	0.0%	0.71%	0.19%	0.0%	0.27%	0.45%	0.69%	0.35%	0.31%	0.10%	0.33%	0.58%	0.31%	0.43%	0.38%	0.0%	0.54%	0.40%	0.24%	0.64%	0.0%	0.92%	0.12%	0.76%	0.45%	0.39%	0.22%	0.23%	0.56%	0.0%	0.10%	0.25%	0.40%	0.0%	0.09%	0.21%	0.30%	0.43%	0.91%	0.54%	0.0%	0.09%	0.40%	0.34%	0.35%	0.15%	0.11%	0.14%	0.26%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1058	32	34	14	23	9	13	27	34	24	11	9	12	23	17	22	35	15	27	23	25	25	20	2	14	22	31	25	14	14	12	8	10	23	17	37	10	25	21	29	24	31	18	15	20	27	32	25	14	11	17	17	13	5	1					
		2.49%	3.43%	3.91%	3.03%	2.34%	1.78%	2.37%	3.69%	3.88%	2.77%	1.92%	1.43%	1.26%	2.58%	2.00%	2.27%	3.82%	1.94%	2.63%	3.12%	2.51%	3.04%	3.21%	0.57%	1.85%	2.84%	3.97%	2.82%	1.83%	1.57%	2.77%	1.50%	2.04%	2.47%	2.19%	3.74%	1.64%	2.27%	2.26%	2.95%	2.58%	2.83%	2.45%	1.68%	1.87%	2.17%	2.72%	2.24%	2.12%	1.27%	2.40%	4.42%	1.79%	2.05%	1.49%					
28	"11. ""Истинные патриоты России"""	61	2	1	2	8	1	0	1	1	1	1	2	0	3	0	1	1	0	1	2	4	0	0	0	0	1	1	2	0	2	0	1	1	1	1	2	0	2	3	0	0	1	1	2	0	1	2	3	0	1	0	0	1	0	0					
		0.14%	0.21%	0.11%	0.43%	0.81%	0.19%	0.0%	0.13%	0.11%	0.11%	0.17%	0.31%	0.0%	0.33%	0.0%	0.10%	0.10%	0.0%	0.09%	0.27%	0.40%	0.0%	0.0%	0.0%	0.0%	0.12%	0.12%	0.22%	0.0%	0.22%	0.0%	0.18%	0.20%	0.10%	0.12%	0.20%	0.0%	0.18%	0.32%	0.0%	0.0%	0.09%	0.13%	0.22%	0.0%	0.08%	0.17%	0.26%	0.0%	0.11%	0.0%	0.0%	0.13%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	325	3	4	3	7	8	7	7	9	6	7	2	5	9	3	4	1	4	13	4	9	5	10	2	9	4	7	5	8	8	4	5	3	5	9	5	2	14	7	4	9	9	10	3	11	10	12	7	5	6	1	3	4	3	1					
		0.76%	0.32%	0.46%	0.65%	0.71%	1.59%	1.27%	0.95%	1.02%	0.69%	1.22%	0.31%	0.52%	1.01%	0.35%	0.41%	0.10%	0.51%	1.26%	0.54%	0.90%	0.60%	1.60%	0.57%	1.19%	0.51%	0.89%	0.56%	1.05%	0.89%	0.92%	0.94%	0.61%	0.53%	1.15%	0.50%	0.32%	1.27%	0.75%	0.40%	0.96%	0.82%	1.36%	0.33%	1.03%	0.80%	1.02%	0.62%	0.75%	0.69%	0.14%	0.78%	0.55%	1.23%	1.49%					
30	"13. ""Демократическая партия России"""	102	1	1	4	4	1	2	2	2	0	1	1	3	1	2	0	1	1	1	0	3	2	2	0	1	0	5	5	1	2	0	1	0	2	4	3	1	1	7	5	0	5	1	3	5	3	4	4	1	2	0	0	1	0	0					
		0.24%	0.10%	0.11%	0.86%	0.40%	0.19%	0.36%	0.27%	0.22%	0.0%	0.17%	0.15%	0.31%	0.11%	0.23%	0.0%	0.10%	0.12%	0.09%	0.0%	0.30%	0.24%	0.32%	0.0%	0.13%	0.0%	0.64%	0.56%	0.13%	0.22%	0.0%	0.18%	0.0%	0.21%	0.51%	0.30%	0.16%	0.09%	0.75%	0.51%	0.0%	0.45%	0.13%	0.33%	0.46%	0.24%	0.34%	0.35%	0.15%	0.23%	0.0%	0.0%	0.13%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	83	3	2	1	3	1	1	2	1	0	0	0	3	1	3	1	3	1	4	4	4	1	2	1	1	1	3	2	2	4	0	1	1	3	3	0	0	1	1	0	2	3	1	1	3	1	0	1	1	0	2	0	3	0	0					
		0.19%	0.32%	0.23%	0.21%	0.30%	0.19%	0.18%	0.27%	0.11%	0.0%	0.0%	0.0%	0.31%	0.11%	0.35%	0.10%	0.32%	0.12%	0.39%	0.54%	0.40%	0.12%	0.32%	0.28%	0.13%	0.12%	0.38%	0.22%	0.26%	0.44%	0.0%	0.18%	0.20%	0.32%	0.38%	0.0%	0.0%	0.09%	0.10%	0.0%	0.21%	0.27%	0.13%	0.11%	0.28%	0.08%	0.0%	0.08%	0.15%	0.0%	0.28%	0.0%	0.41%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	43	0	0	0	3	0	1	1	0	0	1	1	0	2	1	1	1	0	2	0	0	2	0	0	1	1	1	1	1	2	0	0	0	0	2	0	2	0	2	0	1	4	1	1	1	1	3	0	0	1	0	0	0	0	1					
		0.10%	0.0%	0.0%	0.0%	0.30%	0.0%	0.18%	0.13%	0.0%	0.0%	0.17%	0.15%	0.0%	0.22%	0.11%	0.10%	0.10%	0.0%	0.19%	0.0%	0.0%	0.24%	0.0%	0.0%	0.13%	0.12%	0.12%	0.11%	0.13%	0.22%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.32%	0.0%	0.21%	0.0%	0.10%	0.36%	0.13%	0.11%	0.09%	0.08%	0.25%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	1.49%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3210	43	49	14	39	37	28	67	78	74	30	30	92	81	78	63	72	69	99	68	107	62	49	15	78	47	50	70	45	93	15	27	39	75	38	59	38	109	87	94	78	95	71	62	87	121	106	72	52	79	44	11	18	3	3					
		7.58%	4.61%	5.64%	3.03%	3.97%	7.35%	5.10%	9.17%	8.91%	8.55%	5.25%	4.79%	9.66%	9.09%	9.19%	6.52%	7.86%	8.94%	9.66%	9.22%	10.76%	7.56%	7.86%	4.34%	10.34%	6.08%	6.41%	7.90%	5.91%	10.46%	3.46%	5.09%	7.99%	8.05%	4.89%	5.97%	6.23%	9.90%	9.37%	9.59%	8.39%	8.68%	9.67%	6.95%	8.17%	9.74%	9.02%	6.47%	7.89%	9.18%	6.22%	2.86%	2.48%	1.23%	4.47%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	101	4	4	2	3	0	0	1	1	1	2	3	1	0	2	0	1	4	1	1	1	1	2	1	1	2	3	2	2	2	3	8	3	2	3	3	0	1	1	2	0	0	5	2	5	2	2	3	1	3	0	2	1	1	0					
		0.23%	0.42%	0.46%	0.43%	0.30%	0.0%	0.0%	0.13%	0.11%	0.11%	0.35%	0.47%	0.10%	0.0%	0.23%	0.0%	0.10%	0.51%	0.09%	0.13%	0.10%	0.12%	0.32%	0.28%	0.13%	0.25%	0.38%	0.22%	0.26%	0.22%	0.69%	1.50%	0.61%	0.21%	0.38%	0.30%	0.0%	0.09%	0.10%	0.20%	0.0%	0.0%	0.68%	0.22%	0.46%	0.16%	0.17%	0.26%	0.15%	0.34%	0.0%	0.52%	0.13%	0.41%	0.0%					
35	"18. ""ЛДПР"""	6500	148	126	100	160	106	115	105	112	143	118	153	146	123	88	155	155	115	162	108	136	132	90	71	110	119	112	113	157	137	88	81	75	146	147	165	115	151	114	113	98	141	116	157	159	166	153	153	88	113	104	48	140	38	16					
		15.35%	15.89%	14.51%	21.69%	16.32%	21.07%	20.98%	14.38%	12.8%	16.53%	20.66%	24.44%	15.33%	13.80%	10.37%	16.06%	16.92%	14.91%	15.82%	14.65%	13.68%	16.09%	14.44%	20.57%	14.58%	15.41%	14.35%	12.76%	20.63%	15.41%	20.32%	15.28%	15.36%	15.68%	18.94%	16.70%	18.88%	13.71%	12.28%	11.53%	10.54%	12.88%	15.80%	17.60%	14.94%	13.36%	13.03%	13.75%	13.35%	13.13%	14.71%	12.5%	19.33%	15.63%	23.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	884	18	12	6	12	3	11	15	32	13	12	16	9	18	11	12	16	12	10	11	21	10	10	4	24	15	21	22	19	19	9	13	7	28	25	24	20	30	28	24	19	23	15	19	27	28	31	15	19	14	19	4	16	4	9					
		2.08%	1.93%	1.38%	1.30%	1.22%	0.59%	2.00%	2.05%	3.65%	1.50%	2.10%	2.55%	0.94%	2.02%	1.29%	1.24%	1.74%	1.55%	0.97%	1.49%	2.11%	1.21%	1.60%	1.15%	3.18%	1.94%	2.69%	2.48%	2.49%	2.13%	2.07%	2.45%	1.43%	3.00%	3.22%	2.42%	3.28%	2.72%	3.01%	2.44%	2.04%	2.10%	2.04%	2.13%	2.53%	2.25%	2.64%	1.34%	2.88%	1.62%	2.68%	1.04%	2.20%	1.64%	13.43%					
37	"20. ""Политическая партия ""Единая Россия"""	17145	399	323	186	430	188	209	280	338	360	211	255	408	369	383	399	408	331	436	310	387	340	238	170	282	333	293	349	306	337	177	232	196	394	322	359	232	430	336	356	352	386	283	286	426	527	492	455	292	388	302	178	320	143	23					
		40.49%	42.85%	37.21%	40.34%	43.87%	37.37%	38.13%	38.35%	38.62%	41.61%	36.95%	40.73%	42.85%	41.41%	45.16%	41.34%	44.54%	42.93%	42.57%	42.06%	38.93%	41.46%	38.20%	49.27%	37.40%	43.13%	37.56%	39.43%	40.21%	37.90%	40.87%	43.77%	40.16%	42.32%	41.49%	36.33%	38.09%	39.05%	36.20%	36.32%	37.89%	35.28%	38.55%	32.06%	40.03%	42.43%	41.90%	40.91%	44.30%	45.11%	42.71%	46.35%	44.19%	58.84%	34.32%					
38	"21. ""Российская Конституционно-демократическая партия"""	104	4	3	7	7	3	3	2	2	1	1	3	2	2	3	0	2	3	2	1	0	3	0	1	2	3	0	1	0	3	2	2	1	1	3	0	2	1	3	2	1	0	0	3	1	1	4	3	3	2	1	0	3	1	0					
		0.24%	0.42%	0.34%	1.51%	0.71%	0.59%	0.54%	0.27%	0.22%	0.11%	0.17%	0.47%	0.21%	0.22%	0.35%	0.0%	0.21%	0.38%	0.19%	0.13%	0.0%	0.36%	0.0%	0.28%	0.26%	0.38%	0.0%	0.11%	0.0%	0.33%	0.46%	0.37%	0.20%	0.10%	0.38%	0.0%	0.32%	0.09%	0.32%	0.20%	0.10%	0.0%	0.0%	0.33%	0.09%	0.08%	0.34%	0.26%	0.45%	0.23%	0.14%	0.0%	0.41%	0.41%	0.0%					
39	"22. ""Развитие предпринимательства"""	128	1	2	2	8	1	3	2	1	0	3	5	6	2	1	3	3	0	1	1	3	3	2	0	3	4	1	3	4	5	0	3	0	1	1	5	2	2	2	0	1	1	2	2	5	5	5	6	1	3	2	2	4	0	0					
		0.30%	0.10%	0.23%	0.43%	0.81%	0.19%	0.54%	0.27%	0.11%	0.0%	0.52%	0.79%	0.63%	0.22%	0.11%	0.31%	0.32%	0.0%	0.09%	0.13%	0.30%	0.36%	0.32%	0.0%	0.39%	0.51%	0.12%	0.33%	0.52%	0.56%	0.0%	0.56%	0.0%	0.10%	0.12%	0.50%	0.32%	0.18%	0.21%	0.0%	0.10%	0.09%	0.27%	0.22%	0.46%	0.40%	0.42%	0.53%	0.15%	0.34%	0.28%	0.52%	0.55%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5305	126	136	48	76	47	64	69	105	90	67	40	102	112	77	124	69	87	119	80	123	88	76	35	90	68	86	127	80	108	46	60	48	130	81	152	80	166	190	200	156	195	87	155	163	156	136	157	93	109	96	36	82	8	4					
		12.53%	13.53%	15.66%	10.41%	7.75%	9.34%	11.67%	9.45%	12.0%	10.40%	11.73%	6.38%	10.71%	12.57%	9.08%	12.84%	7.53%	11.28%	11.62%	10.85%	12.37%	10.73%	12.19%	10.14%	11.93%	8.80%	11.02%	14.35%	10.51%	12.14%	10.62%	11.32%	9.83%	13.96%	10.43%	15.38%	13.13%	15.07%	20.47%	20.40%	16.79%	17.82%	11.85%	17.37%	15.31%	12.56%	11.58%	14.11%	14.11%	12.67%	13.57%	9.37%	11.32%	3.29%	5.97%					
																																																													
41	Против всех	2154	36	32	20	54	30	24	48	40	40	25	29	40	34	49	47	45	40	35	31	45	44	39	11	48	41	45	37	29	56	23	21	23	27	34	43	35	63	45	45	69	63	32	59	53	54	70	90	25	56	57	26	38	7	2					
		5.08%	3.86%	3.68%	4.33%	5.51%	5.96%	4.37%	6.57%	4.57%	4.62%	4.37%	4.63%	4.20%	3.81%	5.77%	4.87%	4.91%	5.18%	3.41%	4.20%	4.52%	5.36%	6.26%	3.18%	6.36%	5.31%	5.76%	4.18%	3.81%	6.29%	5.31%	3.96%	4.71%	2.90%	4.38%	4.35%	5.74%	5.72%	4.84%	4.59%	7.42%	5.75%	4.35%	6.61%	4.98%	4.34%	5.96%	8.09%	3.79%	6.51%	8.06%	6.77%	5.24%	2.88%	2.98%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
