Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Ленинская ТИК																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642					
		0.40%	0.59%	0.15%	0.30%	0.20%	0.0%	0.26%	0.92%	0.54%	0.25%	0.34%	0.98%	0.70%	0.0%	0.0%	0.0%	0.37%	0.51%	0.54%	0.0%	0.48%	0.43%	0.0%	0.5%	0.0%	0.0%	0.75%	0.0%	0.77%	0.28%	0.61%	0.46%	0.0%	0.57%	0.70%	0.53%	0.38%	0.53%	0.43%	0.99%	0.59%	0.63%	0.0%	0.26%	0.18%	0.22%	0.68%					
27	"10. ""Аграрная партия России"""	881	24	32	28	24	12	41	7	14	18	21	26	41	4	11	3	31	7	29	3	9	33	12	9	14	6	5	1	32	24	42	17	32	14	19	30	33	10	6	16	10	33	21	27	12	8	30					
		3.43%	1.78%	2.52%	4.24%	2.50%	1.70%	5.38%	1.61%	3.81%	1.52%	1.80%	5.10%	7.20%	2.91%	3.54%	1.85%	11.74%	3.58%	7.90%	6.12%	2.20%	4.82%	1.93%	4.5%	3.96%	2.89%	3.78%	0.76%	3.52%	3.36%	5.17%	1.98%	8.39%	8.04%	6.66%	2.68%	2.51%	2.65%	2.63%	3.98%	2.99%	5.26%	9.01%	3.56%	2.25%	1.82%	2.92%					
28	"11. ""Истинные патриоты России"""	37	1	7	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	4	0	1	3	1	4	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	2	1	1	1					
		0.14%	0.07%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.19%	0.17%	0.0%	0.32%	0.61%	0.37%	0.0%	1.08%	0.0%	0.24%	0.43%	0.16%	2.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.07%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.26%	0.18%	0.22%	0.09%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	508	40	28	19	26	13	19	8	2	20	20	1	7	0	4	0	1	6	8	0	5	14	14	7	12	4	2	0	27	9	8	11	10	1	5	26	46	5	21	4	4	9	1	9	11	8	13					
		1.98%	2.98%	2.20%	2.87%	2.71%	1.84%	2.49%	1.84%	0.54%	1.69%	1.71%	0.19%	1.23%	0.0%	1.29%	0.0%	0.37%	3.07%	2.17%	0.0%	1.22%	2.04%	2.25%	3.5%	3.39%	1.93%	1.51%	0.0%	2.97%	1.26%	0.98%	1.28%	2.62%	0.57%	1.75%	2.32%	3.51%	1.32%	9.21%	0.99%	1.19%	1.43%	0.42%	1.18%	2.06%	1.82%	1.26%					
30	"13. ""Демократическая партия России"""	64	7	2	2	2	4	0	0	0	3	1	0	2	0	2	1	0	1	0	0	1	1	0	2	0	0	0	0	2	2	3	0	0	1	1	2	2	1	3	4	1	3	1	1	1	0	5					
		0.24%	0.52%	0.15%	0.30%	0.20%	0.56%	0.0%	0.0%	0.0%	0.25%	0.08%	0.0%	0.35%	0.0%	0.64%	0.61%	0.0%	0.51%	0.0%	0.0%	0.24%	0.14%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.28%	0.36%	0.0%	0.0%	0.57%	0.35%	0.17%	0.15%	0.26%	1.31%	0.99%	0.29%	0.47%	0.42%	0.13%	0.18%	0.0%	0.48%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	1	5	2	3	2	2	0	5	2	2	3	3	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	3	4	1	1	0	0	1	1	0	2	3	1	0	0	2	0	2	0					
		0.22%	0.07%	0.39%	0.30%	0.31%	0.28%	0.26%	0.0%	1.36%	0.16%	0.17%	0.58%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	2.04%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.42%	0.49%	0.11%	0.26%	0.0%	0.0%	0.08%	0.07%	0.0%	0.87%	0.74%	0.29%	0.0%	0.0%	0.26%	0.0%	0.45%	0.0%					
32	"15. ""Партия СЛОН"""	28	3	0	0	1	1	0	0	2	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2					
		0.10%	0.22%	0.0%	0.0%	0.10%	0.14%	0.0%	0.0%	0.54%	0.16%	0.17%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.24%	0.14%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.11%	0.14%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.15%	0.0%	0.13%	0.0%	0.22%	0.19%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2375	170	94	55	88	71	54	48	20	140	127	45	39	10	21	10	10	5	47	4	15	53	52	14	48	21	6	9	84	79	80	121	27	13	37	148	91	24	17	25	41	68	9	63	33	38	101					
		9.25%	12.66%	7.40%	8.33%	9.18%	10.07%	7.09%	11.08%	5.44%	11.87%	10.89%	8.84%	6.85%	7.29%	6.77%	6.17%	3.78%	2.56%	12.80%	8.16%	3.66%	7.74%	8.38%	7.0%	13.59%	10.14%	4.54%	6.87%	9.26%	11.06%	9.85%	14.11%	7.08%	7.47%	12.98%	13.23%	6.94%	6.38%	7.45%	6.21%	12.27%	10.84%	3.86%	8.31%	6.19%	8.67%	9.84%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	96	3	1	2	1	2	2	1	15	2	0	1	3	0	0	0	2	1	0	0	3	0	2	0	1	0	1	2	1	5	7	3	1	0	1	3	9	1	2	4	1	4	1	1	3	3	1					
		0.37%	0.22%	0.07%	0.30%	0.10%	0.28%	0.26%	0.23%	4.08%	0.16%	0.0%	0.19%	0.52%	0.0%	0.0%	0.0%	0.75%	0.51%	0.0%	0.0%	0.73%	0.0%	0.32%	0.0%	0.28%	0.0%	0.75%	1.52%	0.11%	0.70%	0.86%	0.35%	0.26%	0.0%	0.35%	0.26%	0.68%	0.26%	0.87%	0.99%	0.29%	0.63%	0.42%	0.13%	0.56%	0.68%	0.09%					
35	"18. ""ЛДПР"""	3507	174	200	79	116	97	103	59	30	156	167	45	65	7	33	8	26	24	52	0	67	78	85	20	47	23	22	18	123	116	100	116	56	17	55	173	229	48	16	60	59	91	38	129	78	65	137					
		13.67%	12.96%	15.76%	11.96%	12.10%	13.75%	13.53%	13.62%	8.17%	13.23%	14.32%	8.84%	11.42%	5.10%	10.64%	4.93%	9.84%	12.30%	14.16%	0.0%	16.38%	11.40%	13.70%	10.0%	13.31%	11.11%	16.66%	13.74%	13.56%	16.24%	12.31%	13.53%	14.69%	9.77%	19.29%	15.47%	17.48%	12.76%	7.01%	14.92%	17.66%	14.51%	16.30%	17.01%	14.63%	14.84%	13.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	483	26	14	14	18	23	8	5	12	23	21	8	24	2	7	4	7	7	3	0	2	11	9	5	13	6	8	2	14	12	17	12	5	3	2	23	15	4	4	10	7	11	4	21	12	10	15					
		1.88%	1.93%	1.10%	2.12%	1.87%	3.26%	1.05%	1.15%	3.26%	1.95%	1.80%	1.57%	4.21%	1.45%	2.25%	2.46%	2.65%	3.58%	0.81%	0.0%	0.48%	1.60%	1.45%	2.5%	3.68%	2.89%	6.06%	1.52%	1.54%	1.68%	2.09%	1.40%	1.31%	1.72%	0.70%	2.05%	1.14%	1.06%	1.75%	2.48%	2.09%	1.75%	1.71%	2.77%	2.25%	2.28%	1.46%					
37	"20. ""Политическая партия ""Единая Россия"""	8399	390	441	215	320	205	196	138	139	317	378	131	187	77	144	105	110	46	121	22	186	252	238	72	97	93	43	57	308	262	219	265	105	66	74	336	442	166	57	127	93	168	78	239	163	136	375					
		32.74%	29.06%	34.75%	32.57%	33.40%	29.07%	25.75%	31.87%	37.87%	26.88%	32.41%	25.73%	32.86%	56.20%	46.45%	64.81%	41.66%	23.58%	32.97%	44.89%	45.47%	36.84%	38.38%	36.0%	27.47%	44.92%	32.57%	43.51%	33.95%	36.69%	26.97%	30.92%	27.55%	37.93%	25.96%	30.05%	33.74%	44.14%	24.99%	31.59%	27.84%	26.79%	33.47%	31.53%	30.58%	31.05%	36.54%					
38	"21. ""Российская Конституционно-демократическая партия"""	64	1	2	2	0	0	4	1	2	0	2	3	2	0	1	3	0	2	0	1	3	4	2	0	0	0	2	0	3	3	4	4	0	0	0	0	2	0	0	1	2	5	0	1	0	1	1					
		0.24%	0.07%	0.15%	0.30%	0.0%	0.0%	0.52%	0.23%	0.54%	0.0%	0.17%	0.58%	0.35%	0.0%	0.32%	1.85%	0.0%	1.02%	0.0%	2.04%	0.73%	0.58%	0.32%	0.0%	0.0%	0.0%	1.51%	0.0%	0.33%	0.42%	0.49%	0.46%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.24%	0.59%	0.79%	0.0%	0.13%	0.0%	0.22%	0.09%					
39	"22. ""Развитие предпринимательства"""	71	2	1	2	4	1	2	2	1	7	4	1	0	0	1	0	0	0	1	0	1	0	2	0	0	0	1	0	1	3	0	5	1	2	1	7	2	2	1	2	1	3	0	4	1	1	1					
		0.27%	0.14%	0.07%	0.30%	0.41%	0.14%	0.26%	0.46%	0.27%	0.59%	0.34%	0.19%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.27%	0.0%	0.24%	0.0%	0.32%	0.0%	0.0%	0.0%	0.75%	0.0%	0.11%	0.42%	0.0%	0.58%	0.26%	1.14%	0.35%	0.62%	0.15%	0.53%	0.43%	0.49%	0.29%	0.47%	0.0%	0.52%	0.18%	0.22%	0.09%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2830	190	137	69	153	91	135	43	8	170	121	56	54	7	40	11	28	33	36	5	27	60	58	25	29	18	6	8	80	66	95	119	56	19	27	122	104	40	30	36	39	58	28	92	58	61	82					
		11.03%	14.15%	10.79%	10.45%	15.97%	12.90%	17.73%	9.93%	2.17%	14.41%	10.37%	11.00%	9.49%	5.10%	12.90%	6.79%	10.60%	16.92%	9.80%	10.20%	6.60%	8.77%	9.35%	12.5%	8.21%	8.69%	4.54%	6.10%	8.82%	9.24%	11.69%	13.88%	14.69%	10.91%	9.47%	10.91%	7.93%	10.63%	13.15%	8.95%	11.67%	9.25%	12.01%	12.13%	10.88%	13.92%	7.99%					
																																																					
41	Против всех	1861	108	98	36	85	53	54	34	14	97	94	29	44	4	12	6	9	13	30	5	25	56	38	11	37	11	5	8	76	51	75	48	27	6	20	79	144	24	13	21	19	35	18	50	45	22	72					
		7.25%	8.04%	7.72%	5.45%	8.87%	7.51%	7.09%	7.85%	3.81%	8.22%	8.06%	5.69%	7.73%	2.91%	3.87%	3.70%	3.40%	6.66%	8.17%	10.20%	6.11%	8.18%	6.12%	5.5%	10.48%	5.31%	3.78%	6.10%	8.37%	7.14%	9.23%	5.60%	7.08%	3.44%	7.01%	7.06%	10.99%	6.38%	5.70%	5.22%	5.68%	5.58%	7.72%	6.59%	8.44%	5.02%	7.01%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
