Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Марксовская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806					
		15.51%	0.00%	11.09%	12.70%	5.96%	6.71%	12.73%	8.82%	12.21%	17.00%	14.75%	7.14%	25.34%	10.91%	11.70%	14.67%	12.13%	10.53%	11.27%	19.87%	13.36%	13.73%	19.57%	16.50%	18.66%	15.95%	11.83%	2.56%	3.14%	5.24%	17.78%	9.87%	16.83%	17.87%	15.98%	28.83%	17.01%	19.68%	10.99%	6.62%	14.22%	17.26%	14.49%	24.42%	32.00%	25.38%	14.75%	19.21%	18.54%	15.59%	14.92%	19.41%	13.84%					
																																																											
24	Против всех	872	14	13	5	9	19	8	10	12	3	11	0	19	7	11	0	8	17	0	0	9	3	0	0	0	8	5	1	8	3	0	1	0	0	7	5	0	0	10	33	8	3	46	66	43	2	81	61	62	67	59	11	104					
		2.28%	1.80%	2.03%	0.71%	2.98%	6.07%	1.36%	4.90%	3.05%	0.61%	1.49%	0.00%	3.23%	4.24%	2.34%	0.00%	2.62%	2.18%	0.00%	0.00%	1.29%	0.98%	0.00%	0.00%	0.00%	1.08%	2.96%	2.56%	3.14%	1.57%	0.00%	0.45%	0.00%	0.00%	4.14%	4.50%	0.00%	0.00%	1.53%	2.77%	0.96%	0.51%	3.22%	6.13%	5.06%	0.25%	3.68%	3.14%	3.12%	2.38%	2.86%	1.41%	4.04%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
