Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Левокумская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	161	9	16	13	18	7	11	10	7	8	11	4	10	6	3	1	13	1	13									
		1.02%	0.92%	1.52%	1.11%	1.75%	0.98%	1.41%	1.52%	0.76%	0.46%	0.85%	0.36%	0.96%	0.64%	0.61%	0.31%	2.30%	0.24%	2.16%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10752	570	656	781	598	376	549	389	609	1257	1008	790	822	860	289	284	308	244	362									
		68.01%	58.22%	62.48%	66.87%	58.28%	52.59%	70.47%	59.03%	66.48%	72.58%	78.20%	70.85%	79.04%	91.39%	58.98%	89.31%	54.61%	57.41%	60.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	3	7	3	9	4	1	1	1	7	3	1	5	1	1	2	3	4	4									
		0.38%	0.31%	0.67%	0.26%	0.88%	0.56%	0.13%	0.15%	0.11%	0.40%	0.23%	0.09%	0.48%	0.11%	0.20%	0.63%	0.53%	0.94%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	2	0	5	0	1	2	1	1	4	0	1	5	1	1	0	3	1	0									
		0.18%	0.20%	0.00%	0.43%	0.00%	0.14%	0.26%	0.15%	0.11%	0.23%	0.00%	0.09%	0.48%	0.11%	0.20%	0.00%	0.53%	0.24%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1898	180	173	200	171	135	75	87	95	185	80	127	67	25	72	9	69	67	81									
		12.01%	18.39%	16.48%	17.12%	16.67%	18.88%	9.63%	13.20%	10.37%	10.68%	6.21%	11.39%	6.44%	2.66%	14.69%	2.83%	12.23%	15.76%	13.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	5	10	1	3	1	2	0	1	4	0	0	1	0	1	0	0	1	1									
		0.20%	0.51%	0.95%	0.09%	0.29%	0.14%	0.26%	0.00%	0.11%	0.23%	0.00%	0.00%	0.10%	0.00%	0.20%	0.00%	0.00%	0.24%	0.17%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	89	8	9	16	13	6	1	3	3	8	0	2	5	4	2	0	4	2	3									
		0.56%	0.82%	0.86%	1.37%	1.27%	0.84%	0.13%	0.46%	0.33%	0.46%	0.00%	0.18%	0.48%	0.43%	0.41%	0.00%	0.71%	0.47%	0.50%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	1	4	2	1	0	2	2	1	0	2	2	0	1	0	0	0	1									
		0.13%	0.10%	0.10%	0.34%	0.19%	0.14%	0.00%	0.30%	0.22%	0.06%	0.00%	0.18%	0.19%	0.00%	0.20%	0.00%	0.00%	0.00%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	5	7	8	4	7	3	6	5	4	3	1	12	1	2	0	4	4	4									
		0.51%	0.51%	0.67%	0.68%	0.39%	0.98%	0.39%	0.91%	0.55%	0.23%	0.23%	0.09%	1.15%	0.11%	0.41%	0.00%	0.71%	0.94%	0.66%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1657	111	100	80	122	97	85	103	129	181	128	118	54	25	71	14	99	64	76									
		10.48%	11.34%	9.52%	6.85%	11.89%	13.57%	10.91%	15.63%	14.08%	10.45%	9.93%	10.58%	5.19%	2.66%	14.49%	4.40%	17.55%	15.06%	12.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	9	5	0	1	1	1	6	3	1	0	0	2	1	0	0	0	1	1									
		0.20%	0.92%	0.48%	0.00%	0.10%	0.14%	0.13%	0.91%	0.33%	0.06%	0.00%	0.00%	0.19%	0.11%	0.00%	0.00%	0.00%	0.24%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	374	29	32	28	36	24	11	23	24	24	21	18	30	5	19	0	21	8	21									
		2.37%	2.96%	3.05%	2.40%	3.51%	3.36%	1.41%	3.49%	2.62%	1.39%	1.63%	1.61%	2.88%	0.53%	3.88%	0.00%	3.72%	1.88%	3.48%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
